player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles
Vinny Curry,7061,ED,16,PHI,0,0,1,0,67,0,58.9,,,,,,0,0,0,0,0
Kelechi Osemele,7062,G,14,OAK,0,0,0,0,0,71,63.1,,,,,,0,0,0,0,0
Casey Hayward Jr.,7064,CB,12,SD,0,26,32,0,26,0,67.2,,,,,,0,0,1,0,0
Dwayne Allen,7066,TE,3,IND,2,0,0,0,0,0,60.0,,,,,,0,0,0,0,0
Trumaine Johnson,7067,CB,7,LA,0,1,27,0,18,0,73.7,,,,,,0,0,0,0,0
Josh Robinson,7068,CB,16,TB,74,81,71,70,0,0,75.2,,,,,,1,0,11,1,1
Bryan Anger,7072,P,16,TB,0,2,0,70,0,66,63.9,60.0,,83.6,,,0,0,1,0,0
Olivier Vernon,7074,ED,5,NYG,0,0,1,0,23,0,58.6,,,,,,0,0,0,0,0
Donald Stephenson,7076,T,13,DEN,0,0,0,0,0,48,63.1,,,,,,0,0,0,0,0
Brandon Brooks,7078,G,14,PHI,0,0,0,0,0,66,64.6,,,,,,0,0,0,0,0
Demario Davis,7079,LB,16,CLV,0,0,3,0,78,0,60.2,,,,,,0,0,0,0,0
Tyrone Crawford,7083,ED,14,DAL,0,0,14,0,50,3,59.5,,,,,,0,0,0,0,0
Mohamed Sanu,7084,WR,8,ATL,15,0,0,0,0,0,31.6,,67.4,,,,1,0,0,0,0
Sean Spence,7087,LB,13,TEN,67,16,26,59,0,0,71.9,,,,,,0,0,3,1,1
John Hughes,7088,DI,4,TB,0,0,0,0,4,0,59.1,,,,,,0,0,0,0,0
Akiem Hicks,7090,DI,16,CHI,0,0,3,0,76,0,90.5,,,,,,0,0,0,0,0
T.Y. Hilton,7092,WR,7,IND,6,0,3,0,0,0,60.0,,58.4,,60.7,,1,0,0,0,0
Tony Bergstrom,7095,C,15,HST,0,0,0,0,0,67,62.0,,,,,,0,0,0,0,0
Gino Gradkowski,7098,C,7,CAR,34,0,0,0,0,34,48.5,,,,,,1,0,0,0,0
Ben Jones,7099,C,3,TEN,0,0,0,0,0,3,60.4,,,,,,0,0,0,0,0
Travis Benjamin,7100,WR,5,SD,0,0,18,0,0,0,60.7,,,,28.5,,0,0,0,0,0
Nigel Bradham,7105,LB,14,PHI,2,0,2,54,0,0,54.4,,,,,,0,0,0,1,1
Robert Turbin,7106,HB,15,IND,13,80,0,51,0,0,64.5,,,,,,0,0,2,0,0
Bobby Massie,7112,T,15,CHI,0,0,0,0,0,51,63.2,,,,,,0,0,0,0,0
Kyle Wilber,7113,LB,15,DAL,65,80,65,57,53,1,51.2,,,,,,1,0,2,1,3
Jaye Howard Jr.,7114,DI,8,KC,0,0,1,0,25,0,59.1,,,,,,0,0,0,0,0
Coty Sensabaugh,7115,CB,11,NYG,12,27,54,6,2,0,54.9,,,,,,1,0,1,0,2
Orson Charles,7116,TE,2,DET,9,6,6,10,0,0,56.4,,,,,,1,0,0,0,0
Joe Looney,7117,C,16,DAL,0,0,0,0,0,79,63.2,,,,,,0,0,0,0,0
Keenan Robinson,7119,LB,12,NYG,13,16,6,64,28,0,66.2,,,,,,0,0,2,1,0
Keshawn Martin,7121,WR,1,SF,5,0,0,0,0,0,60.0,,41.1,,,,0,0,0,0,0
Ron Brooks,7124,CB,4,PHI,0,11,11,1,10,0,69.4,,,,,,0,0,1,0,0
Jared Crick,7126,DI,16,DEN,0,0,27,0,62,44,60.6,,,,,,0,0,0,0,0
Rhett Ellison,7128,TE,15,MIN,47,11,3,55,0,56,53.3,,,,,,1,0,0,0,0
Mike Daniels,7132,DI,16,GB,0,0,0,0,69,0,57.7,,,,,,0,0,0,0,0
Tahir Whitehead,7135,LB,15,DET,0,0,3,0,62,0,61.2,,,,,,0,0,0,0,0
Robert Blanton,7136,S,10,BUF,36,54,27,28,17,0,68.1,,,,,,0,0,7,0,1
Najee Goode,7137,LB,16,PHI,78,84,61,65,2,0,48.9,,,,,,4,0,7,0,2
Adam Gettis,7138,G,3,NYG,0,0,0,0,0,11,61.3,,,,,,0,0,0,0,0
Tank Carder,7141,ED,16,CLV,86,66,68,86,78,0,74.1,,,,,,1,0,2,0,1
Senio Kelemete,7144,G,15,NO,0,0,0,0,0,72,63.6,,,,,,0,0,0,0,0
Dennis Kelly,7146,T,16,TEN,0,0,0,0,0,65,43.7,,,,,,0,0,0,0,0
Korey Toomer,7147,LB,13,SD,25,18,22,44,2,0,44.8,,,,,,4,0,4,0,1
Jack Crawford,7151,ED,16,DAL,0,0,45,0,56,0,59.6,,,,,,0,0,0,0,0
Randy Bullock,7154,K,5,CIN,0,23,0,0,0,19,60.4,63.9,,,,50.4,0,0,1,1,0
George Iloka,7159,S,16,CIN,0,48,1,5,61,0,63.4,,,,,,0,0,2,0,0
Asa Jackson,7161,CB,4,DET,1,12,18,9,0,0,56.7,,60.0,,,,0,0,0,0,1
Greg Zuerlein,7163,K,16,LA,0,59,0,0,0,45,60.8,67.4,,,,65.4,0,0,0,0,0
Jeremy Lane,7164,CB,16,SEA,0,44,19,5,57,0,67.4,,,,,,0,0,2,0,0
Alfred Morris,7165,HB,1,DAL,3,0,0,0,0,0,59.5,,59.9,,,,0,0,0,0,0
Keith Tandy,7166,S,16,TB,58,55,55,63,28,0,69.2,,,,,,0,0,6,0,0
Blair Walsh,7167,K,9,MIN,0,41,0,0,0,35,60.7,48.0,,,,30.0,0,0,0,0,1
Andrew Tiller,7169,G,15,SF,0,0,0,0,0,53,63.3,,,,,,0,0,0,0,0
Winston Guy,7171,S,2,IND,10,7,5,5,6,0,65.4,,,,,,0,0,0,0,0
Danny Trevathan,7177,LB,2,CHI,0,0,3,0,0,0,60.2,,,,,,0,0,0,0,0
Tom Compton,7181,T,16,ATL,65,0,0,0,0,94,72.9,,,,,,0,0,0,0,0
Billy Winn,7190,DI,15,DEN,7,0,16,0,15,41,65.0,,,,,,0,0,0,0,0
Brad Nortman,7192,P,16,JAX,0,1,0,81,0,67,63.9,60.0,,65.4,,,1,0,1,0,0
Nate Ebner,7193,S,16,NE,66,94,73,72,53,0,90.3,,,,,,1,0,14,3,0
Audie Cole,7195,LB,16,MIN,57,79,49,76,14,0,63.3,,,,,,1,0,6,2,1
Nate Stupar,7214,LB,16,NO,79,72,55,59,82,0,63.1,,,,,,3,0,8,0,0
Greg Scruggs,7216,TE,2,NE,12,0,3,2,0,0,55.4,,,,,,0,0,0,0,0
Cam Johnson,7221,ED,11,CLV,59,27,1,0,2,0,44.3,,,,,,2,0,3,0,0
Antonio Allen,7224,S,12,NYJ,63,53,43,40,2,0,69.8,,,,,,1,0,4,0,1
Trevin Wade,7227,CB,16,NYG,34,40,49,13,10,0,64.4,,,,,,0,0,2,0,0
Kelvin Beachum,7229,T,15,JAX,0,0,0,0,0,61,63.5,,,,,,0,0,0,0,0
Daryl Richardson,7233,HB,2,JAX,0,2,5,0,0,0,60.7,,,,,,0,0,0,0,0
Peyton Thompson,7235,S,15,JAX,75,66,73,61,8,0,50.6,,,,,,3,0,7,0,3
Johnny Hekker,7252,P,16,LA,0,0,0,99,0,45,63.6,,,80.1,,,0,0,1,0,0
Rodney McLeod,7271,S,16,PHI,0,81,2,0,0,0,65.3,,,,,,0,0,4,1,1
Garrett Celek,7274,TE,16,SF,33,11,0,84,0,41,53.3,,,,,,1,0,2,0,1
Michael Thomas,7279,S,16,MIA,72,74,60,91,73,0,75.7,,,,,,4,2,13,2,5
Vontaze Burfict,7280,LB,1,CIN,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0
Tashaun Gipson Sr.,7288,S,5,JAX,0,19,0,0,12,0,49.4,,,,,,0,0,0,0,1
L.J. Fort,7292,LB,14,PIT,52,46,57,48,4,0,60.9,,,,,,0,0,0,0,1
Duke Ihenacho,7297,S,15,WAS,17,87,9,14,52,0,77.8,,,,,,0,0,5,2,0
Steven Johnson,7298,LB,6,PIT,23,27,29,23,0,0,74.8,,,,,,1,0,4,1,1
Aaron Brewer,7301,LS,13,ARZ,0,0,0,63,0,64,67.9,,,,,,0,0,1,0,3
Drew Butler,7302,P,7,ARZ,0,0,0,32,0,30,63.7,,,45.0,,,1,0,0,2,0
Robert Golden,7303,S,13,PIT,3,26,10,49,26,0,58.2,,,,,,0,0,0,1,0
Cory Harkey,7306,FB,12,LA,56,3,41,61,0,37,58.9,,,,,,1,0,0,0,0
Phillip Supernaw,7324,TE,15,TEN,74,72,32,73,0,0,53.0,,,,,,1,0,3,2,2
Cole Beasley,7330,WR,15,DAL,8,0,28,0,0,0,59.2,,60.0,,62.9,,0,0,0,0,0
Lance Dunbar,7332,HB,12,DAL,36,50,1,7,0,0,52.0,,59.1,,,,0,0,1,1,1
Charley Hughlett,7336,LS,16,CLV,0,0,0,86,0,52,76.2,,,,,,1,0,3,2,4
Ron Leary,7338,G,13,DAL,0,0,0,0,0,65,63.5,,,,,,0,0,0,0,0
Griff Whalen,7351,WR,8,NE,36,39,20,17,0,0,66.2,,51.9,,,,0,0,0,0,0
Damon Harrison Sr.,7355,DI,15,NYG,0,0,0,0,44,0,81.1,,,,,,0,0,0,0,0
Joe Banyard,7361,HB,1,JAX,5,5,0,4,0,0,60.6,,,,,,0,0,0,0,0
Valentino Blake,7362,CB,16,TEN,67,83,71,61,71,0,52.2,,,,,,5,2,6,0,3
Ryan Davis Sr.,7365,ED,7,DAL,25,0,0,0,2,0,70.5,,60.0,,,,0,0,0,0,0
Julian Stanford,7372,LB,9,NYJ,38,31,17,40,42,0,67.2,,,,,,0,0,2,2,1
Johnson Bademosi,7374,CB,16,DET,56,66,60,49,16,0,58.1,,,,,,4,0,2,1,4
Leonard Johnson,7385,CB,3,CAR,0,0,16,0,1,0,63.1,,,,,,0,0,0,0,0
Kelcie McCray,7396,S,16,SEA,45,66,54,72,44,0,55.3,,,,,,2,0,4,0,1
Derrick Shelby,7400,DI,6,ATL,0,0,0,0,24,33,59.8,,,,,,0,0,0,0,0
Jacquies Smith,7401,ED,1,TB,0,0,0,1,0,0,60.0,,,,,,0,0,0,0,0
Derek Carrier,7406,TE,8,WAS,41,0,14,26,0,0,69.9,,,,,,0,0,0,1,0
Marquette King,7410,P,16,OAK,0,0,0,84,0,74,41.9,,,78.7,,,3,0,1,0,1
Rod Streater,7416,WR,16,SF,78,59,3,50,0,0,45.1,,,,,,1,0,6,1,3
Beau Brinkley,7418,LS,16,TEN,0,0,0,78,0,66,76.5,,,,,,1,0,4,0,3
Jermaine Kearse,7428,WR,11,SEA,5,12,1,1,0,0,61.3,,,,,,0,0,0,0,0
Mike Remmers,7431,T,16,CAR,0,0,0,0,0,73,63.3,,,,,,0,0,0,0,0
Tony Jerod-Eddie,7432,DI,7,SF,35,0,0,0,14,0,59.6,,,,,,0,0,0,0,0
DeShawn Shead,7450,CB,10,SEA,8,0,26,13,5,0,76.1,,,,,,0,0,1,1,0
Travaris Cadet,7457,HB,15,NO,93,84,35,52,0,0,69.1,,51.2,,60.0,,0,0,1,1,1
Tyrunn Walker,7459,DI,14,DET,0,0,0,0,45,0,85.3,,,,,,0,0,0,0,0
Brandon Bolden,7469,HB,14,NE,56,81,62,64,0,0,62.4,,,,,,1,0,5,0,3
Josh Bellamy,7472,WR,16,CHI,88,63,60,62,0,0,70.7,,59.9,,,,0,0,4,0,2
Brittan Golden,7481,WR,12,ARZ,64,62,48,55,6,0,47.1,,64.5,,63.0,,3,1,3,0,0
Bobby Rainey Jr.,7511,HB,15,NYG,66,9,35,68,0,0,56.5,,77.4,,38.1,,1,0,3,0,0
Deonte Thompson,7513,WR,16,CHI,91,14,17,2,0,0,59.4,,61.5,,,,0,0,0,0,0
Sean McGrath,7515,TE,16,SD,88,0,12,44,0,65,45.4,,,,,,1,0,1,0,0
Brenton Bersin,7516,WR,10,CAR,37,45,24,7,0,0,51.6,,,,,,0,0,0,0,1
Emmanuel Lamur,7561,LB,16,MIN,61,78,47,76,1,0,69.9,,,,,,0,0,4,2,1
Jamize Olawale,7572,FB,16,OAK,84,88,61,84,0,0,68.5,,,,,,0,0,5,1,2
Ryan Quigley,7573,P,6,ARZ,0,0,0,35,0,24,50.0,,,65.9,,,1,0,1,0,0
Jonathan Grimes,7585,HB,10,HST,43,45,53,49,0,0,72.0,,,,,,0,0,4,1,0
Eddie Pleasant,7593,S,14,HST,52,33,17,21,4,0,69.8,,,,,,1,1,3,1,0
Justin Tucker,7604,K,16,BLT,0,81,0,0,0,68,60.9,57.5,,,,92.9,0,0,0,0,1
Brandon Bostick,7605,TE,16,NYJ,70,0,44,42,0,16,66.4,,,,,,0,0,1,0,0
Chris Lewis-Harris,7624,CB,14,BLT,0,53,57,3,30,0,59.6,,,,,,0,0,0,0,2
Andrew DePaola,7633,LS,16,TB,0,0,0,70,0,66,67.6,,,,,,0,0,0,0,3
Ty Nsekhe,7636,T,15,WAS,0,0,0,0,37,75,53.8,,,,,,1,0,0,0,0
Larry Donnell,7638,TE,13,NYG,21,0,15,0,0,42,68.6,,,,,,0,0,0,0,0
David DeCastro,7640,G,16,PIT,0,0,0,0,0,66,35.6,,,,,,0,0,0,0,0
Harrison Smith,7641,S,14,MIN,0,8,0,0,50,0,46.2,,,,,,1,0,0,0,0
Jeff Allen,7642,G,13,HST,0,0,0,0,0,53,62.7,,,,,,0,0,0,0,0
Mike Adams,7643,T,12,CHI,0,0,0,0,0,42,61.7,,,,,,0,0,0,0,0
Malik Jackson,7647,DI,15,JAX,0,0,0,0,51,0,34.0,,,,,,2,1,0,0,0
Brandon Marshall,7648,LB,7,DEN,1,0,5,0,25,0,60.3,,,,,,0,0,0,0,0
Josh Norman,7649,CB,16,WAS,1,0,0,0,68,0,37.0,,,,,,3,1,0,0,0
Corey White,7652,CB,15,BUF,78,79,65,18,6,0,49.0,,,,,,2,0,1,1,1
Justin Bethel,7654,CB,16,ARZ,71,83,76,79,70,0,51.8,,,,,,7,0,11,0,3
Matt McCants,7657,T,4,CHI,0,0,0,0,0,15,61.2,,,,,,0,0,0,0,0
Austin Pasztor,7689,T,16,CLV,0,0,0,0,0,52,63.2,,,,,,0,0,0,0,0
Darrion Weems,7691,G,6,DEN,0,0,0,0,0,25,63.0,,,,,,0,0,0,0,0
Bradley Sowell,7693,T,9,SEA,0,0,0,0,0,37,28.8,,,,,,0,0,0,0,0
Dezman Moses,7696,ED,3,KC,13,13,0,0,0,0,40.5,,,,,,1,0,2,0,0
Don Barclay,7703,G,16,GB,0,0,0,0,0,74,63.8,,,,,,0,0,0,0,0
Neiko Thorpe,7716,CB,15,SEA,54,77,65,59,0,0,87.2,,,,,,0,0,8,2,0
Josh Harris,7748,LS,16,ATL,0,0,0,50,0,94,76.4,,,,,,0,0,3,0,2
Will Tukuafu,7764,FB,7,SEA,29,1,0,19,0,0,70.4,,,,,,0,0,0,0,0
Eric Fisher,7783,T,16,KC,0,0,0,0,0,75,63.8,,,,,,0,0,0,0,0
Luke Joeckel,7784,G,4,JAX,0,0,0,0,0,13,61.3,,,,,,0,0,0,0,0
Lane Johnson,7786,T,6,PHI,0,0,0,0,0,33,35.8,,,,,,0,0,0,0,0
Barkevious Mingo,7787,ED,16,NE,60,93,74,72,23,0,55.0,,,,,,1,0,6,0,1
Jonathan Cooper,7788,G,5,CLV,0,0,0,0,0,16,62.4,,,,,,0,0,0,0,0
Tavon Austin,7789,WR,15,LA,1,0,87,0,1,0,62.1,,58.7,,66.3,,0,0,0,0,0
Chance Warmack,7791,G,2,TEN,0,0,0,0,0,5,60.7,,,,,,0,0,0,0,0
D.J. Fluker,7792,G,16,SD,0,0,0,0,0,78,64.9,,,,,,0,0,0,0,0
D.J. Hayden,7793,CB,11,OAK,0,1,39,0,46,0,70.4,,,,,,2,0,0,0,0
Sheldon Richardson,7794,ED,11,NYJ,0,0,4,0,29,0,59.5,,,,,,0,0,0,0,0
Star Lotulelei,7795,DI,16,CAR,0,0,2,0,78,0,49.9,,,,,,1,0,0,0,0
Kenny Vaccaro,7796,S,6,NO,0,15,5,0,12,0,50.6,,,,,,1,0,1,0,0
Jarvis Jones,7798,ED,12,PIT,0,5,4,0,22,0,62.2,,,,,,0,0,0,0,0
Eric Reid,7799,S,10,SF,0,3,4,0,57,0,59.8,,,,,,0,0,0,0,0
Justin Pugh,7800,G,11,NYG,0,0,0,0,0,38,61.8,,,,,,0,0,0,0,0
Kyle Long,7801,G,7,CHI,0,0,0,0,0,24,61.9,,,,,,0,0,0,0,0
Desmond Trufant,7803,CB,9,ATL,9,51,2,0,4,0,60.9,,,,,,0,0,0,0,0
Sharrif Floyd,7804,DI,1,MIN,0,0,1,0,1,0,59.5,,,,,,0,0,0,0,0
Xavier Rhodes,7806,CB,4,MIN,0,0,1,0,14,0,61.6,,,,,,0,0,0,0,0
Datone Jones,7807,ED,15,GB,25,0,22,0,63,48,54.7,,,,,,0,0,0,0,0
DeAndre Hopkins,7808,WR,2,HST,1,0,0,0,1,0,60.0,,59.9,,,,0,0,0,0,0
Sylvester Williams,7809,DI,16,DEN,0,0,23,0,56,0,58.5,,,,,,0,0,0,0,0
Cordarrelle Patterson,7810,WR,16,MIN,67,0,6,52,0,0,81.5,,67.0,,31.0,,0,0,4,0,0
Alec Ogletree,7811,LB,1,LA,0,0,1,0,0,0,59.9,,,,,,0,0,0,0,0
Travis Frederick,7812,C,16,DAL,0,0,0,0,0,79,62.1,,,,,,0,0,0,0,0
Matt Elam,7813,S,9,BLT,39,49,47,44,30,0,78.0,,,,,,0,0,3,0,1
Johnathan Cyprien,7814,S,16,JAX,1,57,0,1,80,0,55.1,,,,,,1,0,0,1,0
Justin Hunter,7815,WR,2,BUF,0,3,1,0,0,0,61.0,,,,,,0,0,0,0,0
Zach Ertz,7816,TE,14,PHI,74,0,3,0,0,59,50.6,,59.9,,,,1,0,0,0,0
Darius Slay,7817,CB,11,DET,0,4,2,0,40,0,50.7,,,,,,1,0,0,0,0
Manti Te'o,7819,LB,3,SD,0,0,0,0,8,0,60.3,,,,,,0,0,0,0,0
Tank Carradine,7821,ED,8,SF,17,0,3,0,40,0,57.9,,,,,,0,0,0,0,0
Menelik Watson,7823,T,8,OAK,0,0,0,0,0,30,61.7,,,,,,0,0,0,0,0
Johnthan Banks,7824,CB,8,CHI,6,11,35,0,3,0,68.3,,,,,,0,0,0,0,0
Kawann Short,7825,DI,16,CAR,0,0,12,0,77,0,78.3,,,,,,0,0,0,0,0
Kevin Minter,7826,LB,10,ARZ,0,0,9,0,39,0,57.6,,,,,,0,0,0,0,0
Kiko Alonso,7827,LB,8,MIA,0,0,12,0,0,0,61.0,,,,,,0,0,0,0,0
Gavin Escobar,7828,TE,16,DAL,77,0,20,57,0,4,69.2,,59.9,,,,0,0,3,0,1
Le'Veon Bell,7829,HB,3,PIT,5,0,0,0,0,0,58.4,,,,,,0,0,0,0,0
Johnathan Hankins,7830,DI,16,NYG,0,0,0,0,58,27,81.4,,,,,,0,0,0,0,0
Jamie Collins Sr.,7833,LB,11,CLV,2,0,10,0,18,0,42.3,,,,,,1,0,0,0,0
Margus Hunt,7834,ED,15,CIN,71,53,63,0,60,1,91.1,,,,,,0,0,2,1,0
Jamar Taylor,7835,CB,11,CLV,0,11,36,0,43,0,45.1,,,,,,2,0,0,0,0
Vance McDonald,7836,TE,7,SF,30,0,0,17,0,0,68.9,,,,,,0,0,0,1,0
Arthur Brown,7837,LB,14,NYJ,81,58,77,61,57,0,54.4,,,,,,2,0,2,0,2
D.J. Swearinger Sr.,7838,S,16,ARZ,16,20,71,0,44,0,74.4,,,,,,0,0,2,0,0
Robert Alford,7841,CB,16,ATL,0,110,30,0,1,0,60.3,,,,,,0,0,3,0,0
Christine Michael,7843,HB,2,GB,7,0,3,0,0,0,60.3,,58.3,,,,0,0,0,0,0
Travis Kelce,7844,TE,4,KC,0,0,0,0,0,14,61.2,,,,,,0,0,0,0,0
Dwayne Gratz,7845,CB,6,PHI,1,12,23,0,17,0,58.5,,,,,,0,0,0,0,0
Larry Warford,7846,G,15,DET,0,0,0,0,0,64,64.5,,,,,,0,0,0,0,0
Sio Moore,7847,LB,5,ARZ,24,0,9,0,0,0,60.3,,,,,,0,0,0,0,0
Bennie Logan,7848,DI,13,PHI,0,0,2,0,53,0,90.9,,,,,,0,0,0,0,0
Leon McFadden,7849,CB,9,DAL,0,50,41,28,5,0,57.3,,,,,,2,0,2,0,1
Tyrann Mathieu,7850,S,8,ARZ,0,17,9,0,11,0,60.5,,,,,,0,0,0,0,0
Blidi Wreh-Wilson,7851,CB,1,ATL,0,0,7,2,0,0,66.1,,,,,,0,0,0,0,0
T.J. McDonald,7852,S,16,LA,0,48,21,0,64,0,65.6,,,,,,0,0,2,1,0
Brian Winters,7853,G,13,NYJ,0,0,0,0,0,43,41.9,,,,,,0,0,0,0,0
Terrance Williams,7855,WR,2,DAL,2,0,0,0,0,0,59.4,,,,,,0,0,0,0,0
Terron Armstead,7856,T,3,NO,0,0,0,0,0,9,61.1,,,,,,0,0,0,0,0
Dallas Thomas,7858,G,1,MIA,0,0,0,0,0,3,60.1,,,,,,0,0,0,0,0
Markus Wheaton,7860,WR,1,PIT,2,0,0,0,0,0,59.8,,,,,,0,0,0,0,0
J.J. Wilcox,7861,S,13,DAL,2,69,14,28,14,0,65.0,,,,,,0,0,3,0,0
Damontre Moore,7862,ED,3,SEA,0,8,5,0,0,0,38.2,,,,,,1,0,0,0,0
John Jenkins,7863,DI,2,SEA,0,0,0,0,13,0,58.1,,,,,,0,0,0,0,0
Logan Ryan,7864,CB,1,NE,0,0,3,0,0,0,60.0,,,,,,0,0,0,0,0
Shawn Williams,7865,S,8,CIN,1,0,9,24,0,0,50.6,,,,,,0,0,0,0,0
Jordan Hill,7868,DI,4,JAX,12,0,8,0,1,0,66.4,,,,,,0,0,0,0,0
Corey Lemonier,7869,ED,5,NYJ,8,12,3,0,0,0,63.0,,,,,,0,0,0,1,0
Kayvon Webster,7871,CB,13,DEN,21,60,63,63,44,0,58.9,,,,,,3,0,4,2,2
Duron Harmon,7872,S,16,NE,19,82,22,0,2,0,67.8,,,,,,0,0,1,0,1
Will Davis,7874,CB,3,BLT,0,1,9,2,6,0,60.6,,,,,,0,0,0,0,0
Brandon Williams,7875,DI,16,BLT,0,0,7,0,59,2,81.8,,,,,,0,0,0,0,0
Brandon Williams,7876,TE,16,SEA,56,78,67,58,0,72,63.5,,,,,,1,0,3,3,1
Knile Davis,7878,HB,7,KC,26,8,2,0,0,0,62.0,,57.6,,,,0,0,0,0,0
Zaviar Gooden,7879,LB,8,ARZ,47,43,26,30,4,0,70.5,,,,,,0,0,3,1,1
Akeem Spence,7882,DI,16,TB,0,0,26,0,25,66,38.9,,,,,,1,0,0,0,0
Alex Okafor,7885,ED,15,ARZ,2,8,59,64,38,0,76.0,,,,,,0,0,0,0,0
Jelani Jenkins,7886,LB,3,MIA,2,0,4,1,0,0,60.6,,,,,,0,0,0,0,0
Duke Williams,7887,S,10,IND,51,55,26,10,2,0,57.4,,,,,,0,0,1,0,2
Dion Sims,7888,TE,14,MIA,6,0,0,0,0,51,53.2,,,,,,0,0,0,0,0
Brian Schwenke,7889,G,16,TEN,0,0,0,0,0,66,48.6,,,,,,0,0,0,0,0
David Bakhtiari,7891,T,16,GB,0,0,0,0,0,64,63.2,,,,,,0,0,0,0,0
Shamarko Thomas,7893,S,8,PIT,27,33,32,32,1,0,50.3,,,,,,2,1,6,0,2
B.W. Webb,7896,CB,10,NO,0,21,28,1,30,0,61.8,,,,,,0,0,1,0,0
Earl Watford,7898,G,15,ARZ,8,0,0,0,0,73,41.9,,,,,,0,0,0,0,0
Sean Porter,7900,LB,2,JAX,7,6,3,6,0,0,52.0,,,,,,0,0,0,0,0
Gerald Hodges,7902,LB,9,SF,17,18,12,26,0,0,68.5,,,,,,0,0,4,0,0
William Gholston,7908,ED,14,TB,0,0,19,0,53,0,60.0,,,,,,0,0,0,0,0
Malliciah Goodman,7909,DI,1,ATL,0,0,7,0,0,0,61.7,,,,,,0,0,0,0,0
Quinton Patton,7910,WR,7,SF,18,7,25,3,0,0,49.9,,59.5,,,,1,1,0,0,0
John Simon,7911,ED,11,HST,8,0,37,3,41,0,68.2,,,,,,0,0,0,0,0
Kyle Juszczyk,7912,FB,16,BLT,72,81,85,83,0,0,77.7,,,,,,0,0,4,1,1
Devin Taylor,7914,ED,16,DET,0,0,3,0,45,2,48.1,,,,,,1,0,0,0,0
Levine Toilolo,7915,TE,16,ATL,19,3,0,50,0,61,65.0,,61.2,,,,0,0,2,0,0
Denard Robinson,7917,HB,11,JAX,15,35,40,44,0,0,58.0,,59.9,,,,1,0,3,0,1
Tharold Simon,7920,CB,9,ARZ,15,23,23,7,0,0,54.4,,,,,,1,0,0,0,0
Montori Hughes,7921,DI,1,NYG,0,0,0,0,2,0,59.7,,,,,,0,0,0,0,0
Stepfan Taylor,7922,HB,15,ARZ,76,75,43,75,0,0,57.8,,,,,,0,0,1,0,1
Oday Aboushi,7923,G,2,HST,0,0,0,0,0,4,60.6,,,,,,0,0,0,0,0
Lavar Edwards,7924,ED,6,IND,0,0,2,0,24,0,59.7,,,,,,0,0,0,0,0
Jonathan Meeks,7925,S,16,BUF,84,85,71,69,5,0,68.1,,,,,,0,0,9,1,3
Steve Williams,7927,CB,6,LA,0,33,16,0,24,0,64.7,,,,,,0,0,1,0,0
Steven Means,7929,ED,8,PHI,1,0,10,0,25,1,90.9,,,,,,0,0,0,0,0
A.J. Klein,7930,LB,15,CAR,50,43,42,51,45,0,62.9,,,,,,0,0,1,0,0
Chris Thompson,7936,HB,16,WAS,83,0,0,0,0,0,59.2,,57.4,,,,0,0,0,0,0
Jeff Locke,7937,P,16,MIN,0,0,0,76,0,64,64.2,,,62.4,,,0,0,2,0,0
Quinton Dial,7939,DI,12,SF,0,0,6,0,58,39,58.4,,,,,,0,0,0,0,0
Luke Willson,7940,TE,10,SEA,22,0,0,25,0,43,50.3,,63.5,,,,0,0,0,0,0
Micah Hyde,7941,CB,16,GB,7,81,23,51,67,0,46.1,,,,60.4,,0,0,1,0,0
Tavarres King,7943,WR,2,NYG,8,0,1,0,0,0,56.9,,,,,,0,0,0,0,0
Jordan Mills,7945,T,16,BUF,0,0,0,0,0,71,63.3,,,,,,0,0,0,0,0
Mike Gillislee,7946,HB,15,BUF,69,16,32,45,0,0,30.7,,55.7,,,,0,0,3,0,0
Sam Martin,7947,P,16,DET,0,78,0,62,0,69,63.4,62.4,,72.8,,,1,0,0,0,0
Caleb Sturgis,7948,K,16,PHI,0,87,0,0,0,73,61.0,62.2,,,,68.4,0,0,0,0,2
Rick Wagner,7950,T,15,BLT,0,0,0,0,0,64,63.3,,,,,,0,0,0,0,0
Josh Evans,7951,S,2,WAS,8,10,6,0,0,0,51.4,,,,,,0,0,0,0,1
Eric Kush,7952,C,8,CHI,0,0,0,0,0,27,61.3,,,,,,0,0,0,0,0
Vinston Painter,7955,T,5,WAS,2,0,0,0,0,26,60.8,,,,,,0,0,0,0,0
Dustin Hopkins,7958,K,16,WAS,0,92,0,0,0,81,61.0,75.9,,,,40.8,0,0,0,0,1
Tourek Williams,7960,ED,16,SD,8,72,54,59,40,0,75.0,,,,,,0,0,5,1,1
Nick Moody,7961,ST,1,WAS,7,5,6,6,0,0,60.6,,,,,,0,0,1,0,0
Kenjon Barner,7963,HB,13,PHI,35,5,45,12,0,0,55.8,,70.5,,61.8,,0,0,0,0,1
Mychal Rivera,7965,TE,13,OAK,23,2,15,8,0,62,61.9,,,,,,0,0,0,0,0
