player,player_id,position,player_game_count,team_name,snap_counts_offense,snap_counts_pass,snap_counts_pass_block,snap_counts_run_block,snap_counts_lt,snap_counts_lg,snap_counts_ce,snap_counts_rg,snap_counts_rt,grades_offense,grades_pass_block,grades_run_block,sacks_allowed,hits_allowed,hurries_allowed,pressures_allowed,penalties,declined_penalties
Russell Okung,5531,T,13,SEA,848,0,485,363,869,0,0,0,0,83.2,79.0,83.1,4,4,21,29,6,0
C.J. Spiller,5534,HB,13,NO,15,0,12,3,0,0,0,0,0,66.7,86.4,59.7,0,0,0,0,0,0
Tyson Alualu,5535,DI,9,JAX,18,0,0,18,0,0,0,0,0,70.3,,62.1,0,0,0,0,1,0
Ryan Mathews,5537,HB,13,PHI,15,0,8,7,0,0,0,0,0,62.7,69.6,67.2,0,0,1,1,1,0
Mike Iupati,5542,G,13,ARZ,812,0,497,315,0,829,0,0,0,80.4,69.1,79.4,3,6,13,22,2,0
Jermaine Gresham,5546,TE,15,ARZ,372,0,61,311,0,0,0,0,0,72.3,65.1,79.0,0,1,3,4,4,0
Demaryius Thomas,5547,WR,16,DEN,309,0,0,309,0,0,0,0,0,79.3,,80.3,0,0,0,0,5,0
Bryan Bulaga,5548,T,12,GB,808,0,525,283,0,0,0,1,820,67.8,72.0,59.8,6,2,27,35,6,3
Dez Bryant,5549,WR,9,DAL,134,0,0,134,0,0,0,0,0,68.7,,80.4,0,0,0,0,2,1
Rodger Saffold,5558,G,5,SL,231,0,140,91,0,0,0,239,0,49.4,37.3,63.7,1,3,8,12,2,0
Dexter McCluster,5561,HB,11,TEN,47,0,35,12,0,0,0,0,0,61.6,70.0,49.5,1,0,1,2,1,0
Rob Gronkowski,5567,TE,15,NE,388,0,75,313,1,0,0,0,0,90.7,69.3,85.0,0,1,2,3,9,1
Zane Beadles,5570,G,16,JAX,1058,0,725,333,0,1072,0,0,0,58.0,63.4,53.6,6,5,30,41,4,0
Jimmy Clausen,5573,QB,4,BLT,208,145,0,63,0,0,0,0,0,46.4,,60.3,0,3,1,4,2,0
Toby Gerhart,5576,HB,5,JAX,23,0,16,7,0,0,0,0,0,55.3,79.4,60.0,0,0,1,1,0,0
Golden Tate,5585,WR,16,DET,241,0,1,240,0,0,0,0,0,77.4,61.6,76.6,0,0,0,0,2,0
Vladimir Ducasse,5586,G,11,CHI,743,0,418,325,0,200,0,564,0,67.4,53.0,73.8,2,3,23,28,9,1
Charles Brown,5589,T,11,DAL,21,0,1,20,0,0,0,0,0,70.1,69.0,65.2,0,0,0,0,0,0
Jared Veldheer,5594,T,16,ARZ,1067,0,639,428,1089,0,0,0,0,84.1,80.3,80.8,4,9,26,39,7,2
Ed Dickson,5595,TE,16,CAR,406,0,100,306,4,0,0,0,7,57.8,70.7,53.7,0,1,6,7,2,2
John Jerry,5598,G,15,NYG,644,0,413,231,0,242,0,413,0,69.4,76.6,61.2,0,2,12,14,3,1
Brandon LaFell,5602,WR,11,NE,223,0,0,223,0,0,0,0,0,58.0,,72.5,0,0,0,0,0,0
J.D. Walton,5604,C,3,SD,100,0,67,33,0,57,43,0,0,63.1,29.8,72.7,0,1,5,6,2,0
Earl Mitchell,5605,DI,4,MIA,7,0,1,6,0,0,0,0,0,53.1,72.4,52.3,0,0,0,0,0,0
Emmanuel Sanders,5606,WR,15,DEN,285,0,0,285,0,0,0,0,0,81.9,,68.5,0,0,0,0,1,0
Colt McCoy,5609,QB,2,WAS,41,12,0,29,0,0,0,0,0,48.1,,60.0,1,0,0,1,1,0
Eric Decker,5611,WR,15,NYJ,315,0,0,315,0,0,0,0,0,78.0,,56.5,0,0,0,0,5,1
Andre Roberts,5612,WR,9,WAS,91,0,1,90,0,0,0,0,0,51.3,67.1,57.5,0,0,0,0,0,0
Shawn Lauvao,5616,G,3,WAS,150,0,71,79,0,156,0,0,0,58.7,20.0,69.8,1,0,5,6,2,0
Tony Moeaki,5617,TE,9,ATL,63,0,4,59,0,0,0,0,0,58.3,77.4,59.5,0,0,0,0,2,1
Jimmy Graham,5619,TE,11,SEA,222,0,24,198,0,0,0,0,0,78.9,48.5,58.3,1,0,1,2,3,0
Marcus Easley,5631,WR,6,BUF,15,0,0,15,0,0,0,0,0,55.7,,49.0,0,0,0,0,0,0
Joe Hawley,5641,C,15,TB,981,0,584,397,0,0,1003,0,0,63.8,71.6,59.6,1,12,11,24,4,0
Garrett Graham,5642,TE,8,HST,93,0,14,79,0,0,0,0,0,40.3,65.9,61.8,0,0,1,1,1,0
Clay Harbor,5648,TE,15,JAX,170,0,26,144,0,0,0,0,0,59.5,74.4,56.6,0,1,0,1,0,0
Jason Fox,5651,T,15,MIA,827,0,562,265,196,0,0,0,652,55.0,59.6,51.6,6,6,36,48,10,2
Jacques McClendon,5652,G,1,MIA,4,0,1,3,0,0,4,0,0,59.5,67.2,58.4,0,0,0,0,0,0
O'Brien Schofield,5653,ED,1,ATL,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,3,0
Michael Hoomanawanui,5655,TE,14,NO,262,0,65,197,0,0,0,0,0,59.6,63.3,63.4,2,1,4,7,3,0
Chris Scott,5674,G,10,CAR,90,0,27,63,4,50,0,22,1,60.9,66.7,58.4,0,0,1,1,0,0
Andrew Quarless,5677,TE,5,GB,57,0,3,54,0,0,0,0,0,56.3,73.6,55.4,0,0,0,0,0,0
Riley Cooper,5682,WR,16,PHI,210,0,0,210,0,0,0,0,0,58.2,,62.4,0,0,0,0,1,1
Marshall Newhouse,5692,T,14,NYG,933,0,594,339,0,0,0,0,953,56.7,59.8,51.6,5,7,39,51,8,2
Anthony Dixon,5696,HB,10,BUF,35,0,24,11,0,0,0,0,0,63.7,90.6,86.7,0,0,0,0,0,0
Sam Young,5702,T,6,JAX,233,0,157,76,158,0,0,0,76,64.8,51.6,73.2,4,1,7,12,3,3
Anthony McCoy,5708,TE,6,SEA,72,0,9,63,0,0,0,0,0,48.1,45.5,58.8,0,1,1,2,1,1
James Starks,5716,HB,16,GB,93,0,82,11,0,0,0,0,0,58.3,76.9,60.1,0,1,2,3,0,0
Antonio Brown,5718,WR,16,PIT,338,1,0,337,0,0,0,0,0,92.5,,71.2,1,0,0,1,4,1
Joe Webb III,5722,WR,4,CAR,12,0,0,12,0,0,0,0,0,56.3,,55.3,0,0,0,0,0,0
Ted Larsen,5728,G,10,ARZ,676,0,388,288,0,197,0,492,0,55.7,43.7,62.3,2,8,21,31,4,0
Mickey Shuler,5737,TE,1,ATL,19,0,1,18,0,0,0,0,0,56.8,70.2,55.9,0,0,0,0,0,0
J'Marcus Webb,5741,G,16,OAK,1050,0,688,362,0,0,0,889,200,63.3,66.2,59.7,4,3,33,40,6,1
Marc Mariani,5745,WR,15,CHI,186,1,1,184,0,0,0,0,0,67.5,65.9,73.6,1,0,0,1,1,0
Jim Dray,5756,TE,16,CLV,279,0,50,229,0,0,0,0,0,48.8,63.0,64.0,1,1,2,4,3,0
Joique Bell,5797,HB,13,DET,55,0,40,15,0,0,0,0,0,67.5,51.1,60.0,0,2,4,6,0,0
Austin Howard,5847,T,13,OAK,809,0,519,290,0,0,0,0,829,75.3,75.7,74.4,4,4,14,22,9,2
Lemuel Jeanpierre,5853,C,4,SEA,24,0,6,18,0,0,17,0,0,65.8,75.4,65.5,0,0,0,0,0,0
Jeff Cumberland,5861,TE,14,NYJ,150,0,23,127,0,0,0,0,0,55.7,70.2,60.5,0,1,2,3,0,0
LeGarrette Blount,5863,HB,12,NE,42,0,23,19,0,0,0,0,0,69.5,46.9,59.6,1,0,3,4,0,0
Marlon Moore,5887,WR,11,CLV,70,0,0,70,0,0,0,0,0,54.3,,42.5,0,0,0,0,1,0
Preston Parker,5950,WR,2,NYG,15,0,0,15,0,0,0,0,0,41.5,,73.8,0,0,0,0,0,0
Jeff Linkenbach,5964,T,6,SD,53,0,33,20,37,0,0,0,6,56.4,65.7,48.9,0,0,3,3,0,0
Chris Ivory,6007,HB,15,NYJ,89,0,75,14,0,0,0,0,0,69.5,84.7,61.1,0,0,3,3,0,0
Morgan Cox,6020,LS,2,BLT,2,0,1,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Albert McClellan,6022,ED,1,BLT,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Mitch Unrein,6031,DI,6,CHI,7,0,2,5,0,0,0,0,0,68.6,70.9,66.8,0,0,0,0,1,0
Seyi Ajirotutu,6035,WR,4,PHI,3,0,0,3,0,0,0,0,0,54.9,,59.4,0,0,0,0,0,0
Richard Brockel,6037,TE,2,CAR,2,0,1,1,0,0,0,0,0,38.6,61.8,60.0,0,0,0,0,1,0
Justin Drescher,6117,LS,2,NO,2,0,1,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Tyler Clutts,6124,FB,16,DAL,110,0,7,103,0,0,0,0,0,67.7,79.6,70.3,0,0,0,0,1,0
Andrew Hawkins,6125,WR,8,CLV,125,0,0,125,0,0,0,0,0,59.7,,59.4,0,0,0,0,0,0
Bryan Walters,6139,WR,11,JAX,57,1,1,55,0,0,0,0,0,75.2,65.6,64.4,0,0,0,0,0,0
Cam Newton,6153,QB,16,CAR,968,590,0,378,0,0,0,0,0,83.9,,60.1,7,1,2,10,5,0
A.J. Green,6156,WR,16,CIN,352,0,0,352,0,0,0,0,0,90.5,,59.3,0,0,0,0,4,1
Julio Jones,6158,WR,16,ATL,310,0,0,310,0,0,0,0,0,92.5,,75.5,0,0,0,0,1,0
Tyron Smith,6161,T,16,DAL,1020,0,622,398,1051,0,0,0,0,93.3,91.3,92.5,5,3,14,22,10,2
Blaine Gabbert,6162,QB,8,SF,500,345,0,155,0,0,0,0,0,65.7,,60.0,3,0,2,5,0,0
J.J. Watt,6163,DI,3,HST,3,0,0,3,0,0,0,0,0,57.7,,60.0,0,0,0,0,8,0
Mike Pouncey,6167,C,14,MIA,786,0,510,276,0,0,809,0,0,75.9,76.0,72.4,2,4,9,15,2,1
Nate Solder,6169,T,4,NE,225,0,148,77,230,0,0,0,0,70.0,65.5,72.9,3,2,4,9,2,0
Anthony Castonzo,6174,T,13,IND,891,0,591,300,906,0,0,0,0,78.7,78.1,72.9,3,9,19,31,8,0
James Carpenter,6177,G,16,NYJ,1104,0,687,417,0,1137,0,0,0,75.7,73.2,72.1,2,7,24,33,2,0
Mark Ingram II,6180,HB,12,NO,72,0,54,18,0,0,0,0,0,66.3,55.7,70.9,1,2,6,9,1,0
Andy Dalton,6187,QB,13,CIN,765,463,1,301,0,0,0,0,0,80.3,61.3,60.1,1,0,1,2,2,0
Colin Kaepernick,6188,QB,9,SF,476,306,0,170,0,0,0,0,0,47.1,,60.0,6,0,2,8,3,0
Kyle Rudolph,6195,TE,16,MIN,419,0,49,370,0,0,0,0,0,71.2,50.8,68.8,2,1,1,4,0,0
Orlando Franklin,6198,G,10,SD,616,0,388,228,0,638,0,0,0,54.9,48.3,56.1,2,6,30,38,4,0
Lance Kendricks,6199,TE,15,SL,390,0,57,333,0,0,0,0,6,62.4,71.2,64.2,1,1,3,5,2,0
Stefen Wisniewski,6200,C,16,JAX,1058,0,725,333,0,0,1072,0,0,73.7,82.9,65.6,2,0,11,13,2,1
Rodney Hudson,6207,C,13,OAK,801,0,514,287,0,0,836,0,0,78.4,89.9,74.8,1,2,5,8,5,0
Shane Vereen,6208,HB,16,NYG,40,0,38,2,0,0,0,0,0,64.6,84.1,60.0,0,0,1,1,0,0
Torrey Smith,6210,WR,16,SF,236,0,0,236,0,0,0,0,0,62.8,,56.6,0,0,0,0,5,1
Marcus Gilbert,6215,T,16,PIT,1070,0,694,376,0,1,0,0,1092,77.5,77.0,74.0,1,2,30,33,6,1
Randall Cobb,6216,WR,16,GB,319,0,2,317,0,0,0,0,0,67.5,33.1,63.6,0,0,1,1,2,0
Nate Irving,6219,LB,1,IND,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Rob Housler,6221,TE,9,CHI,28,0,7,21,0,0,0,0,0,64.5,47.6,70.5,0,0,0,0,1,1
DeMarco Murray,6223,HB,15,PHI,29,0,20,9,0,0,0,0,0,56.8,73.7,59.0,0,1,0,1,0,0
Stevan Ridley,6225,HB,8,NYJ,15,0,11,4,0,0,0,0,0,59.9,84.5,57.3,0,0,0,0,0,0
Ryan Mallett,6226,QB,8,BLT,416,265,0,151,0,0,0,0,0,59.2,,60.0,2,1,4,7,3,0
Leonard Hankerson,6231,WR,10,BUF,109,0,0,109,0,0,0,0,0,57.5,,52.0,0,0,0,0,2,0
Vincent Brown,6234,WR,1,SD,8,0,0,8,0,0,0,0,0,64.0,,61.6,0,0,0,0,0,0
Jah Reid,6237,T,10,KC,604,0,347,257,0,0,0,0,623,58.8,45.7,68.8,5,5,19,29,5,1
Joe Barksdale,6244,T,16,SD,1114,0,739,375,126,0,0,0,1023,74.3,77.8,71.3,6,6,34,46,8,1
Clint Boling,6253,G,16,CIN,1049,0,608,441,0,1076,0,0,0,72.0,72.2,69.1,4,2,29,35,3,1
Jordan Cameron,6254,TE,16,MIA,326,0,76,250,2,0,0,0,1,61.9,65.7,63.9,2,1,4,7,6,1
Luke Stocker,6256,TE,14,TB,364,0,78,286,0,0,0,0,0,65.8,75.6,67.8,0,2,3,5,0,0
Roy Helu,6257,HB,9,OAK,13,0,12,1,0,0,0,0,0,59.4,85.6,60.0,0,0,0,0,0,0
Greg Salas,6264,WR,2,BUF,23,0,0,23,0,0,0,0,0,65.7,,55.8,0,0,0,0,0,0
Cecil Shorts,6266,WR,11,HST,174,1,0,173,0,0,0,0,0,62.8,,60.7,0,0,0,0,1,0
Chris Hairston,6274,T,16,SD,783,0,516,267,677,34,0,92,4,59.5,66.5,52.9,7,6,24,37,8,2
Taiwan Jones,6277,HB,10,OAK,2,0,1,1,0,0,0,0,0,81.0,65.8,60.0,0,0,0,0,0,0
Bilal Powell,6278,HB,11,NYJ,47,0,27,20,0,0,0,0,0,66.8,78.5,67.1,0,0,1,1,1,1
Julius Thomas,6281,TE,12,JAX,145,0,18,127,0,0,0,0,0,63.2,71.1,56.8,0,0,1,1,0,0
Anthony Sherman,6288,FB,16,KC,133,0,16,117,0,0,0,0,0,68.8,78.3,70.5,0,0,0,0,0,0
Marcus Cannon,6290,T,12,NE,621,0,387,234,137,10,0,9,480,59.8,60.5,60.9,4,8,19,31,5,2
Karl Klug,6294,DI,2,TEN,5,0,1,4,0,0,0,0,0,66.4,69.2,66.3,0,0,0,0,1,0
Jacquizz Rodgers,6297,HB,5,CHI,10,0,7,3,0,0,0,0,0,70.4,82.5,59.8,0,0,0,0,0,0
Denarius Moore,6300,WR,5,BUF,6,0,0,6,0,0,0,0,0,54.9,,60.7,0,0,0,0,0,0
Dion Lewis,6301,HB,7,NE,38,0,24,14,0,0,0,0,0,70.8,82.6,60.5,0,0,2,2,0,0
T.J. Yates,6304,QB,4,HST,126,69,0,57,0,0,0,0,0,63.4,,61.6,1,2,0,3,0,0
Jeremy Kerley,6305,WR,15,NYJ,48,0,0,48,0,0,0,0,0,63.4,,61.0,0,0,0,0,0,0
Lee Smith,6311,TE,15,OAK,392,0,124,268,1,0,0,0,1,68.8,75.5,79.4,1,0,7,8,6,0
Daniel Kilgore,6315,C,5,SF,267,0,179,88,0,0,267,0,0,58.7,64.0,54.4,2,1,6,9,0,0
Brandon Fusco,6324,G,16,MIN,1019,0,557,462,0,1037,0,0,0,64.7,46.5,70.5,4,9,41,54,5,0
Charles Clay,6326,TE,13,BUF,375,0,54,321,7,0,0,0,0,73.4,69.5,75.5,0,1,1,2,4,0
Dwayne Harris,6328,WR,15,NYG,186,0,0,186,0,0,0,0,0,61.0,,77.0,0,0,0,0,2,0
Tyrod Taylor,6332,QB,14,BUF,868,507,1,360,0,0,0,0,0,77.0,61.3,61.3,8,1,7,16,3,0
Richard Gordon,6333,TE,1,BLT,1,0,0,1,0,0,0,0,0,60.0,,59.4,0,0,0,0,0,0
Jordan Todman,6335,HB,5,PIT,8,0,2,6,0,0,0,0,0,54.4,0.0,60.0,0,0,1,1,0,0
Jason Kelce,6343,C,16,PHI,1155,0,715,440,0,0,1191,0,0,81.2,76.0,84.5,2,4,11,17,11,2
Matt Bosher,6344,P,1,ATL,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Virgil Green,6356,TE,16,DEN,258,0,61,197,0,0,0,0,0,73.6,74.0,59.0,0,0,4,4,0,0
Bruce Miller,6363,FB,16,SF,172,0,44,128,0,0,0,0,0,71.7,64.1,67.3,1,2,1,4,1,0
Derek Newton,6366,T,16,HST,1161,0,696,465,30,87,0,207,863,78.1,63.9,85.9,6,6,28,40,6,1
Lawrence Guy,6385,DI,1,BLT,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,1,0
Mike Person,6391,C,14,ATL,952,0,592,360,0,0,963,0,0,60.9,76.7,57.0,0,2,18,20,4,2
Matt Asiata,6432,HB,16,MIN,66,0,57,9,0,0,0,0,0,64.4,72.8,58.7,2,1,4,7,0,0
Shaun Draughn,6440,HB,9,SF,35,0,33,2,0,0,0,0,0,62.1,72.0,44.0,1,0,2,3,1,0
Chris Hogan,6468,WR,16,BUF,220,2,0,218,0,0,0,0,0,60.3,,69.6,0,0,0,0,1,0
Konrad Reuland,6469,TE,4,BLT,12,0,0,12,0,0,0,0,0,53.8,,61.9,0,0,0,0,0,0
Kenny Wiggins,6471,G,14,SD,791,0,541,250,0,432,0,219,158,61.7,52.4,67.2,3,7,33,43,5,0
Jeremy Ross,6476,WR,6,OAK,31,0,0,31,0,0,0,0,0,65.3,,70.3,0,0,0,0,0,0
Andre Holmes,6489,WR,16,OAK,137,0,1,136,0,0,0,0,0,57.8,66.1,59.5,0,0,0,0,0,0
Tim Barnes,6499,C,16,SL,955,0,524,431,0,0,977,0,0,67.4,68.1,68.2,2,5,10,17,4,0
Jake McQuaide,6586,LS,4,SL,4,0,4,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
DuJuan Harris,6595,HB,4,SF,18,0,13,5,0,0,0,0,0,70.5,74.4,60.0,0,1,0,1,0,0
Dontrelle Inman,6597,WR,14,SD,220,0,0,220,0,0,0,0,0,57.4,,65.8,0,0,0,0,1,0
Kyle Miller,6601,TE,2,SD,6,0,0,6,0,0,0,0,0,56.2,,57.9,0,0,0,0,0,0
Doug Baldwin,6615,WR,16,SEA,258,0,2,256,0,0,0,0,0,87.6,71.8,76.9,0,0,0,0,0,0
Ricardo Lockette,6622,WR,8,SEA,70,0,0,70,0,0,0,0,0,64.4,,65.1,0,0,0,0,1,0
Kamar Aiken,6671,WR,16,BLT,314,0,1,313,0,0,0,0,0,78.5,66.5,68.1,0,0,0,0,1,0
Joe Morgan,6696,WR,2,BLT,8,0,0,8,0,0,0,0,0,46.7,,60.0,0,0,0,0,1,1
Taylor Boggs,6727,G,2,DET,2,0,0,2,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Scott Tolzien,6749,QB,3,GB,7,2,0,5,0,0,0,0,0,39.1,,60.0,0,0,0,0,0,0
Mark Herzlich,6767,LB,2,NYG,1,0,0,1,0,0,0,0,0,58.8,,60.0,0,0,0,0,0,0
Chris Matthews,6820,WR,13,BLT,90,0,0,90,0,0,0,0,0,62.9,,51.5,0,0,0,0,3,0
Byron Bell,6848,G,16,TEN,1024,0,665,359,103,466,0,0,467,66.1,68.6,60.7,6,3,35,44,5,1
Kai Forbath,6860,K,1,NO,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Chase Reynolds,6892,HB,4,SL,3,0,2,1,0,0,0,0,0,60.3,,60.0,0,0,0,0,0,0
Terrelle Pryor Sr.,6944,WR,3,CLV,30,0,0,30,0,0,0,0,0,50.9,,78.2,0,0,0,0,2,0
Matt Overton,6979,LS,1,IND,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Patrick DiMarco,6997,FB,16,ATL,230,0,42,188,0,0,0,0,0,86.7,57.4,93.8,1,1,3,5,0,0
Jorvorskie Lane,7002,FB,16,TB,166,0,18,148,0,0,0,0,0,67.2,62.8,68.3,1,0,1,2,0,0
Craig Robertson,7003,LB,1,CLV,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,1,0
Andrew Luck,7007,QB,7,IND,496,353,0,143,0,0,0,0,0,48.9,,60.0,1,2,2,5,1,0
Matt Kalil,7010,T,16,MIN,1013,0,558,455,1027,0,0,0,1,71.5,70.0,75.6,6,7,31,44,9,2
Ryan Tannehill,7014,QB,16,MIA,993,673,1,319,0,0,0,0,0,68.0,61.3,60.0,3,0,2,5,4,0
Michael Floyd,7019,WR,15,ARZ,208,0,0,208,0,0,0,0,0,81.7,,71.9,0,0,0,0,4,1
Kendall Wright,7026,WR,10,TEN,117,0,0,117,0,0,0,0,0,69.6,,72.1,0,0,0,0,1,0
Brandon Weeden,7028,QB,6,HST,303,173,0,130,0,0,0,0,0,67.7,,60.7,1,0,0,1,0,0
Riley Reiff,7029,T,16,DET,1073,0,734,339,1097,0,0,0,0,77.5,73.7,75.2,6,7,38,51,6,0
Kevin Zeitler,7032,G,16,CIN,1040,0,606,434,0,0,0,1068,0,79.8,85.8,74.8,0,3,13,16,5,2
Doug Martin,7035,HB,16,TB,95,0,79,16,0,0,0,0,0,84.4,65.6,69.2,0,1,5,6,0,0
Brian Quick,7037,WR,13,SL,182,0,0,182,0,0,0,0,0,53.9,,67.8,0,0,0,0,1,0
Coby Fleener,7038,TE,16,IND,260,0,56,204,0,0,0,0,0,64.5,75.8,67.0,0,0,2,2,1,0
Mitchell Schwartz,7041,T,16,CLV,1103,0,756,347,0,0,0,0,1135,80.5,80.7,73.4,3,8,32,43,4,1
Amini Silatolu,7044,G,4,CAR,238,0,131,107,0,245,0,0,0,70.4,70.0,66.8,1,1,4,6,0,0
Cordy Glenn,7045,T,16,BUF,1059,0,598,461,1063,0,0,0,0,86.9,87.7,75.3,2,2,23,27,7,2
Alshon Jeffery,7048,WR,9,CHI,207,0,0,207,0,0,0,0,0,92.0,,83.7,0,0,0,0,4,0
Brock Osweiler,7059,QB,8,DEN,505,326,0,179,0,0,0,0,0,64.0,,60.0,3,0,0,3,2,0
Kelechi Osemele,7062,G,14,BLT,974,0,644,330,291,695,0,6,0,81.2,72.9,87.8,1,3,17,21,8,3
Rueben Randle,7065,WR,16,NYG,343,0,0,343,0,0,0,0,0,63.9,,59.3,0,0,0,0,0,0
Dwayne Allen,7066,TE,13,IND,300,0,79,221,4,0,0,0,4,55.2,64.2,60.0,2,1,0,3,3,1
Ronnie Hillman,7069,HB,16,DEN,70,0,58,12,0,0,0,0,0,61.1,58.9,72.0,1,1,9,11,0,0
T.J. Graham,7071,WR,4,NO,3,0,0,3,0,0,0,0,0,60.3,,59.0,0,0,0,0,1,0
Bryan Anger,7072,P,1,JAX,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Josh LeRibeus,7073,C,13,WAS,715,0,435,280,0,37,691,1,0,67.0,70.7,66.0,1,4,15,20,3,0
Donald Stephenson,7076,T,11,KC,552,0,355,197,444,46,0,0,68,64.4,58.7,71.1,2,3,27,32,4,0
Russell Wilson,7077,QB,16,SEA,1002,610,0,392,0,0,0,0,0,83.5,,60.0,12,1,10,23,8,0
Brandon Brooks,7078,G,14,HST,978,0,581,397,0,73,0,928,0,77.2,81.9,71.5,2,5,17,24,6,0
Mohamed Sanu,7084,WR,16,CIN,198,1,2,195,0,0,0,0,0,56.9,73.8,55.3,0,0,0,0,1,0
Bernard Pierce,7085,HB,5,JAX,5,0,3,2,0,0,0,0,0,59.3,54.6,60.0,0,1,0,1,0,0
Nick Foles,7089,QB,11,SL,640,378,0,262,0,0,0,0,0,58.8,,60.5,0,4,2,6,6,1
T.Y. Hilton,7092,WR,16,IND,267,0,0,267,0,0,0,0,0,78.9,,72.3,0,0,0,0,1,0
Tony Bergstrom,7095,C,6,OAK,250,0,174,76,0,0,253,1,0,68.2,78.7,64.3,0,0,4,4,1,0
Chris Givens,7096,WR,15,BLT,162,0,0,162,0,0,0,0,0,59.5,,51.4,0,0,0,0,0,0
Lamar Miller,7097,HB,16,MIA,105,0,73,32,0,0,0,0,0,75.2,88.1,73.0,0,1,2,3,0,0
Gino Gradkowski,7098,C,1,ATL,67,0,39,28,0,0,67,0,0,68.4,51.1,71.1,1,0,2,3,0,0
Ben Jones,7099,C,16,HST,1181,0,703,478,0,0,1210,0,0,71.4,75.2,71.0,5,3,18,26,6,0
Travis Benjamin,7100,WR,16,CLV,217,0,0,217,0,0,0,0,0,67.0,,58.2,0,0,0,0,2,1
Kirk Cousins,7102,QB,16,WAS,1001,616,1,384,0,0,0,0,0,73.9,61.3,60.0,4,3,4,11,5,0
Robert Turbin,7106,HB,10,DAL,29,0,21,8,0,0,0,0,0,69.2,68.9,58.7,1,0,1,2,0,0
Ladarius Green,7110,TE,13,SD,232,0,22,210,0,0,0,0,0,66.5,56.4,63.2,0,0,2,2,0,0
Bobby Massie,7112,T,14,ARZ,977,0,580,397,0,0,0,0,997,68.2,59.6,76.8,7,6,39,52,6,1
Joe Looney,7117,C,8,TEN,425,0,279,146,0,189,239,0,0,52.1,37.7,56.7,3,4,15,21,2,2
Jarius Wright,7118,WR,16,MIN,120,0,0,120,0,0,0,0,0,69.2,,72.2,0,0,0,0,1,0
Keshawn Martin,7121,WR,9,NE,165,0,0,165,0,0,0,0,0,58.4,,42.9,0,0,0,0,4,0
Rhett Ellison,7128,TE,15,MIN,373,0,79,294,2,0,0,0,1,76.6,71.7,74.8,3,0,1,4,1,0
Adam Gettis,7138,G,1,NYG,9,0,5,4,0,10,0,0,0,69.7,79.0,65.6,0,0,0,0,0,0
Tank Carder,7141,LB,1,CLV,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Senio Kelemete,7144,G,13,NO,424,0,261,163,68,103,1,223,0,68.3,56.1,72.9,3,3,10,16,2,0
Dennis Kelly,7146,T,10,PHI,395,0,250,145,32,0,0,126,246,71.1,55.9,78.5,5,1,21,27,3,0
Marvin Jones Jr.,7158,WR,16,CIN,345,0,0,345,0,0,0,0,0,72.7,,61.5,0,0,0,0,5,0
Alfred Morris,7165,HB,16,WAS,49,0,34,15,0,0,0,0,0,59.6,58.0,61.9,1,1,3,5,0,0
Andrew Tiller,7169,G,12,SF,614,0,414,200,0,225,0,406,0,74.9,75.2,74.6,3,3,12,18,5,0
Winston Guy,7171,S,1,IND,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Ryan Lindley,7174,QB,1,IND,11,10,0,1,0,0,0,0,0,59.9,,60.0,0,0,0,0,0,0
James Hanna,7175,TE,14,DAL,166,0,33,133,0,0,0,0,0,64.1,74.7,72.0,1,0,1,2,2,1
Dan Herron,7179,HB,9,IND,23,0,13,10,0,0,0,0,0,61.2,80.6,60.0,0,1,0,1,0,0
Tom Compton,7181,T,13,WAS,209,0,67,142,0,35,0,0,0,71.4,56.0,68.1,0,3,0,3,0,0
J.R. Sweezy,7209,G,15,SEA,1004,0,581,423,0,0,0,1030,0,68.0,61.5,70.8,4,4,24,32,9,0
Rishard Matthews,7211,WR,11,MIA,180,0,0,180,0,0,0,0,0,73.9,,67.6,0,0,0,0,0,0
Bryce Brown,7213,HB,3,SEA,15,0,10,5,0,0,0,0,0,56.1,83.4,60.3,0,0,0,0,0,0
Nate Stupar,7214,LB,1,ATL,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,1,1
Kelvin Beachum,7229,T,6,PIT,324,0,187,137,328,0,0,0,0,73.7,82.9,70.9,3,1,2,6,5,0
Bryce Harris,7245,T,1,ATL,13,0,0,13,14,0,0,0,0,47.0,,56.9,0,0,0,0,1,0
