year,player,player_id,position,player_game_count,team_name,targets,deep_targets,deep_receptions,deep_drops,deep_yards,deep_catchable,deep_touchdowns,target_rate,drop_rate,catch_rate
2014,Bear Pascoe,5108,TE,14,ATL,2,0,0,0,0,0,0,0,,
2014,Julius Peppers,1010,ED,1,GB,1,0,0,0,0,0,0,0,,
2014,Kassim Osgood,1676,WR,3,SF,1,0,0,0,0,0,0,0,,
2014,Steven Jackson,1745,HB,15,ATL,23,0,0,0,0,0,0,0,,
2014,Will Allen,1832,S,1,PIT,1,0,0,0,0,0,0,0,,
2014,Ronnie Brown,2219,HB,8,SD,6,0,0,0,0,0,0,0,,
2014,Courtney Roby,2285,WR,1,ATL,2,0,0,0,0,0,0,0,,
2014,Darren Sproles,2347,HB,15,PHI,60,0,0,0,0,0,0,0,,
2014,Joshua Cribbs,2544,WR,1,IND,1,0,0,0,0,0,0,0,,
2014,John Kuhn,2686,FB,12,GB,3,0,0,0,0,0,0,0,,
2014,Reggie Bush,2947,HB,11,DET,52,0,0,0,0,0,0,0,,
2014,DeAngelo Williams,2972,HB,6,CAR,5,0,0,0,0,0,0,0,,
2014,Marcedes Lewis,2973,TE,8,JAX,28,0,0,0,0,0,0,0,,
2014,Maurice Jones-Drew,3005,HB,12,OAK,13,0,0,0,0,0,0,0,,
2014,Brad Smith,3048,WR,10,PHI,3,0,0,0,0,0,0,0,,
2014,Daniel Fells,3309,TE,16,NYG,20,0,0,0,0,0,0,0,,
2014,Fred Jackson,3368,HB,14,BUF,81,0,0,0,0,0,0,0,,
2014,Donald Penn,3459,T,1,OAK,1,0,0,0,0,0,0,0,,
2014,Micheal Spurlock,3517,WR,1,CHI,3,0,0,0,0,0,0,0,,
2014,Adrian Peterson,3623,HB,1,MIN,3,0,0,0,0,0,0,0,,
2014,Marshawn Lynch,3628,HB,16,SEA,43,0,0,0,0,0,0,0,,
2014,Brian Leonard,3668,HB,1,NO,1,0,0,0,0,0,0,0,,
2014,Matt Spaeth,3693,TE,14,PIT,4,0,0,0,0,0,0,0,,
2014,Dante Rosario,3771,TE,16,CHI,19,0,0,0,0,0,0,0,,
2014,Ahmad Bradshaw,3866,HB,10,IND,45,0,0,0,0,0,0,0,,
2014,Jackie Battle,3885,FB,9,TEN,5,0,0,0,0,0,0,0,,
2014,Pierre Thomas,4080,HB,11,NO,50,0,0,0,0,0,0,0,,
2014,Jonathan Stewart,4327,HB,13,CAR,29,0,0,0,0,0,0,0,,
