year,player,player_id,position,player_game_count,team_name,route_snaps,targets,target_percent,slot_snaps,slot_snap_percent,slot_targets,slot_target_percent,slot_receptions,slot_drops,slot_yards,slot_yprr,slot_touchdowns,slot_drop_rate,slot_catch_rate
2014,Russell Shepard,8254,WR,7,TB,81,7,8.6,36,44.4,3,8.3,1,0,10,0.28,0,0,33.3
2014,Vincent Brown,6234,WR,7,OAK,101,20,19.8,14,13.9,6,42.9,2,0,19,1.36,0,0,33.3
2014,Kris Durham,6259,WR,4,TEN,82,11,13.4,16,19.5,3,18.8,1,0,12,0.75,0,0,33.3
2014,C.J. Fiedorowicz,8700,TE,15,HST,108,7,6.5,41,38,3,7.3,1,0,7,0.17,0,0,33.3
2014,Chris Johnson,4338,HB,16,NYJ,163,31,19,6,3.7,3,50,1,1,4,0.67,0,50,33.3
2014,Kelvin Benjamin,8663,WR,16,CAR,541,142,26.2,70,12.9,16,22.9,5,3,46,0.66,0,37.5,31.3
2014,Jeff Cumberland,5861,TE,16,NYJ,368,43,11.7,159,43.2,13,8.2,4,2,56,0.35,0,33.3,30.8
2014,Santonio Holmes,2970,WR,9,CHI,172,14,8.1,66,38.4,4,6.1,1,0,6,0.09,0,0,25
2014,Kenbrell Thompkins,8126,WR,13,OAK,264,46,17.4,55,20.8,12,21.8,3,1,32,0.58,0,25,25
2014,Denarius Moore,6300,WR,8,OAK,156,25,16,13,8.3,4,30.8,1,1,11,0.85,0,50,25
2014,Frankie Hammond,8156,WR,16,KC,151,10,6.6,47,31.1,4,8.5,1,1,7,0.15,0,50,25
2014,T.J. Graham,7071,WR,11,NYJ,88,8,9.1,11,12.5,1,9.1,0,0,0,0,0,,0
2014,Ryan Broyles,7057,WR,5,DET,25,3,12,9,36,1,11.1,0,0,0,0,0,,0
2014,Patrick DiMarco,6997,FB,16,ATL,85,13,15.3,22,25.9,1,4.5,0,1,0,0,0,100,0
2014,Marion Grice,8835,HB,7,ARZ,48,11,22.9,5,10.4,2,40,0,0,0,0,0,,0
2014,Joe Morgan,6696,WR,5,NO,83,10,12,14,16.9,1,7.1,0,0,0,0,0,,0
2014,Trey Watts,8950,HB,5,SL,7,4,57.1,1,14.3,1,100,0,0,0,0,0,,0
2014,Brandon Lloyd,1436,WR,14,SF,231,33,14.3,22,9.5,3,13.6,0,0,0,0,0,,0
2014,Bruce Miller,6363,FB,16,SF,144,24,16.7,7,4.9,2,28.6,0,1,0,0,0,100,0
2014,Ryan Hewitt,9107,FB,16,CIN,106,14,13.2,9,8.5,1,11.1,0,1,0,0,0,100,0
2014,Kerwynn Williams,8013,HB,4,ARZ,22,5,22.7,1,4.5,1,100,0,0,0,0,0,,0
2014,Andre Caldwell,4411,WR,12,DEN,101,15,14.9,18,17.8,1,5.6,0,1,0,0,0,100,0
2014,Jim Dray,5756,TE,16,CLV,172,26,15.1,12,7,1,8.3,0,0,0,0,0,,0
2014,Knile Davis,7878,HB,16,KC,125,22,17.6,1,0.8,1,100,0,0,0,0,0,,0
2014,Fitzgerald Toussaint,9244,HB,3,BLT,13,6,46.2,2,15.4,1,50,0,0,0,0,0,,0
2014,Adam Thielen,8288,WR,15,MIN,78,13,16.7,19,24.4,1,5.3,0,0,0,0,0,,0
2014,Brandon Williams,7876,TE,7,CAR,24,6,25,6,25,2,33.3,0,0,0,0,0,,0
2014,Harold Hoskins,9349,TE,6,MIA,22,4,18.2,8,36.4,1,12.5,0,0,0,0,0,,0
2014,Jordan Thompson,9399,TE,2,DET,7,1,14.3,4,57.1,1,25,0,1,0,0,0,100,0
2014,Eddie Lacy,7842,HB,16,GB,309,50,16.2,6,1.9,1,16.7,0,0,0,0,0,,0
2014,Geno Smith,7820,QB,3,NYJ,3,1,33.3,1,33.3,1,100,0,0,0,0,0,,0
2014,Mike Tolbert,4740,FB,8,CAR,96,17,17.7,5,5.2,1,20,0,1,0,0,0,100,0
