player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties
Dion Sims,7888,TE,14,MIA,34,24,70.6,284,2,67.2,63.3,62.5,75.3,54.1,11.8,114,4.8,38,13,2,1,0,2,103.1,3,1
Dexter McCluster,5561,HB,14,TEN,34,26,76.5,197,1,66.9,76.4,87.3,87.3,34.2,7.6,146,5.6,25,9,0,0,0,6,99.8,0,0
Devonta Freeman,8738,HB,16,ATL,34,30,88.2,225,1,69.1,90.0,77.8,61.8,71.8,7.5,175,5.8,36,9,1,0,0,7,104.0,0,0
Austin Seferian-Jenkins,8673,TE,9,TB,34,21,61.8,221,2,61.6,58.2,59.2,24.6,62.9,10.5,42,2.0,30,12,2,2,1,0,75.7,4,0
Brice Butler,7991,WR,14,OAK,34,21,61.8,280,2,70.1,68.7,59.7,74.6,,13.3,83,4.0,55,13,2,1,0,2,95.2,0,0
Trent Richardson,7009,HB,15,IND,33,27,81.8,229,0,61.3,56.2,47.7,62.0,88.7,8.5,246,9.1,24,9,4,0,0,11,95.6,0,0
Brandon Lloyd,1436,WR,14,SF,33,14,42.4,294,1,63.3,63.8,80.6,72.7,,21.0,73,5.2,80,11,1,2,0,1,59.4,3,0
Jeremy Ross,6476,WR,16,DET,33,24,72.7,314,1,59.7,57.1,62.5,26.6,,13.1,142,5.9,59,15,2,0,1,10,112.4,1,0
Kamar Aiken,6671,WR,15,BLT,32,24,75.0,267,3,70.9,72.4,62.5,75.3,18.7,11.1,63,2.6,24,15,1,0,0,1,130.6,1,0
Tim Wright,8392,TE,16,NE,32,26,81.3,259,6,61.9,63.6,74.9,76.0,73.0,10.0,93,3.6,30,18,1,0,0,0,140.0,2,0
Jaron Brown,8128,WR,15,ARZ,32,22,68.8,229,2,77.1,74.5,63.4,25.9,,10.4,59,2.7,26,14,2,2,1,4,84.0,0,0
Marquess Wilson,8019,WR,7,CHI,32,17,53.1,140,1,53.4,51.8,41.9,73.6,,8.2,51,3.0,17,7,3,2,0,0,49.0,1,0
Ronnie Hillman,7069,HB,8,DEN,32,21,65.6,139,1,51.8,41.0,37.3,69.3,64.8,6.6,115,5.5,16,6,4,0,0,5,85.3,0,0
Kyle Rudolph,6195,TE,9,MIN,31,24,77.4,231,2,63.2,59.5,51.8,75.3,67.4,9.6,119,5.0,23,13,3,0,0,1,119.2,3,0
Derek Hagan,3027,WR,16,TEN,31,19,61.3,254,1,58.9,57.9,45.1,74.1,74.3,13.4,35,1.8,38,10,3,0,0,0,98.1,1,1
Jeremy Hill,8690,HB,16,CIN,31,27,87.1,215,0,62.3,48.4,66.9,37.9,85.3,8.0,219,8.1,38,7,2,0,1,8,95.6,0,0
Chris Johnson,4338,HB,16,NYJ,31,24,77.4,151,1,54.8,53.7,52.7,76.1,80.6,6.3,155,6.5,26,9,3,1,0,4,84.2,0,0
De'Anthony Thomas,8759,HB,12,KC,30,24,80.0,173,1,73.8,71.5,64.3,89.0,,7.2,200,8.3,30,8,2,0,0,5,101.8,0,0
Mark Ingram II,6180,HB,13,NO,30,29,96.7,145,0,71.2,47.4,87.3,58.8,81.0,5.0,148,5.1,14,5,0,0,2,7,86.8,0,0
Corey Fuller,7953,WR,16,DET,30,14,46.7,202,1,57.7,57.2,50.1,72.7,,14.4,26,1.9,52,12,1,3,1,0,40.6,0,0
Chase Ford,7528,TE,11,MIN,30,23,76.7,258,1,72.1,69.1,62.7,80.5,81.6,11.2,66,2.9,22,15,2,1,0,5,99.0,1,0
Jonathan Stewart,4327,HB,13,CAR,30,25,83.3,181,1,76.5,67.9,76.8,78.3,90.8,7.2,218,8.7,22,7,1,1,0,16,89.0,1,0
Brandon Myers,5126,TE,14,TB,29,22,75.9,190,0,55.0,50.3,73.4,75.2,38.5,8.6,72,3.3,26,8,1,1,0,0,78.2,0,0
Richard Rodgers,8733,TE,16,GB,29,20,69.0,225,2,60.5,57.0,71.5,74.6,86.2,11.3,49,2.5,43,9,1,1,0,2,100.5,1,1
Marlon Brown,8179,WR,14,BLT,29,24,82.8,255,0,68.5,67.1,85.3,75.3,,10.6,105,4.4,22,16,0,0,0,4,103.3,0,0
Denard Robinson,7917,HB,13,JAX,28,23,82.1,124,0,55.9,61.1,61.3,56.8,68.6,5.4,202,8.8,19,6,2,1,0,5,70.2,0,0
Jacob Tamme,4441,TE,14,DEN,28,14,50.0,109,2,57.0,54.3,67.0,23.0,80.3,7.8,22,1.6,26,5,1,1,1,2,68.9,1,0
Marcedes Lewis,2973,TE,8,JAX,28,18,64.3,206,2,57.1,51.7,43.8,73.9,72.7,11.4,147,8.2,63,10,3,1,0,5,95.2,1,1
Andre Williams,8748,HB,16,NYG,28,18,64.3,130,0,60.1,47.2,55.9,81.7,79.5,7.2,149,8.3,24,6,2,0,0,6,75.0,0,0
James Starks,5716,HB,16,GB,27,18,66.7,140,0,54.7,49.3,34.0,63.7,80.9,7.8,123,6.8,28,6,4,0,0,2,79.2,1,0
Jim Dray,5756,TE,16,CLV,27,17,63.0,242,1,67.9,65.4,68.5,73.8,79.0,14.2,110,6.5,31,12,1,2,0,0,73.4,4,0
Brandon Tate,5006,WR,15,CIN,27,17,63.0,193,1,64.2,59.5,82.7,51.4,65.6,11.4,72,4.2,50,12,0,1,0,2,81.3,0,0
Benjamin Watson,1753,TE,16,NO,27,20,74.1,136,2,63.8,53.9,49.1,80.3,69.7,6.8,79,4.0,15,10,3,1,0,3,94.1,1,0
Leon Washington,3062,HB,16,TEN,26,22,84.6,159,2,60.4,68.8,84.5,29.6,66.2,7.2,149,6.8,25,8,0,0,0,4,117.8,2,1
Garrett Graham,5642,TE,11,HST,26,18,69.2,197,1,57.4,54.6,83.6,74.4,65.3,10.9,63,3.5,26,10,0,0,0,1,104.2,1,0
Alfred Morris,7165,HB,16,WAS,26,17,65.4,155,0,62.8,38.9,28.8,74.1,73.8,9.1,156,9.2,26,8,5,0,0,8,81.4,0,0
Denarius Moore,6300,WR,8,OAK,25,12,48.0,115,0,51.7,51.7,29.3,77.3,,9.6,41,3.4,28,6,3,1,0,4,44.6,0,0
Albert Wilson,8943,WR,7,KC,25,16,64.0,260,0,68.4,69.4,52.8,73.3,,16.3,120,7.5,48,12,2,1,0,6,82.1,1,0
Ted Ginn Jr.,3625,WR,16,ARZ,25,14,56.0,190,0,67.6,64.8,35.8,88.5,,13.6,46,3.3,27,9,3,0,0,1,80.4,0,0
Tre Mason,8710,HB,12,SL,25,16,64.0,148,1,65.8,57.1,55.6,64.2,61.1,9.3,162,10.1,35,8,2,1,0,3,76.8,1,0
Damien Williams,9205,HB,15,MIA,25,21,84.0,187,1,81.1,84.1,60.3,85.9,72.1,8.9,152,7.2,32,13,2,0,0,11,111.2,0,0
Lance Moore,2718,WR,14,PIT,25,14,56.0,198,2,57.2,57.0,51.5,73.0,71.9,14.1,49,3.5,29,11,3,0,0,0,108.4,1,0
Chris Ivory,6007,HB,16,NYJ,24,18,75.0,123,1,72.0,52.6,63.0,53.4,26.3,6.8,127,7.1,23,4,1,0,0,4,99.8,3,0
Gary Barnidge,4455,TE,13,CLV,24,13,54.2,156,0,65.9,60.2,80.0,72.3,65.5,12.0,46,3.5,28,9,0,1,0,2,56.9,1,0
Toby Gerhart,5576,HB,14,JAX,24,20,83.3,186,0,48.4,66.9,70.5,67.7,59.1,9.3,226,11.3,26,10,2,1,0,4,81.6,0,0
Bruce Miller,6363,FB,16,SF,24,18,75.0,189,2,83.0,77.2,69.6,26.9,66.8,10.5,136,7.6,22,11,1,0,0,2,125.2,1,0
Dan Herron,7179,HB,11,IND,24,21,87.5,173,0,68.7,71.9,84.1,41.1,38.4,8.2,192,9.1,26,7,0,0,1,7,96.7,0,0
Charles Sims,8704,HB,8,TB,24,19,79.2,190,0,52.5,64.2,59.2,32.8,60.2,10.0,189,9.9,24,6,2,2,0,4,64.9,0,0
Rhett Ellison,7128,TE,16,MIN,24,19,79.2,208,1,72.1,67.3,70.7,80.5,48.4,10.9,159,8.4,40,12,1,0,0,6,116.7,1,0
Nick Toon,7122,WR,7,NO,23,17,73.9,215,1,64.4,62.5,54.3,23.6,,12.6,47,2.8,24,14,1,1,1,2,99.0,0,0
Ladarius Green,7110,TE,14,SD,23,19,82.6,226,0,78.5,76.6,71.1,74.6,74.9,11.9,119,6.3,28,12,1,0,0,1,107.6,0,0
Steven Jackson,1745,HB,15,ATL,23,20,87.0,148,0,76.8,69.4,71.5,90.6,89.8,7.4,125,6.3,17,6,0,0,0,2,93.5,1,0
Donnie Avery,4347,WR,5,KC,23,15,65.2,176,0,61.8,62.1,67.0,23.0,,11.7,39,2.6,27,9,1,3,1,1,48.7,1,0
Bryce Brown,7213,HB,7,BUF,22,16,72.7,176,0,65.5,90.6,67.0,47.7,66.8,11.0,182,11.4,40,8,1,0,0,3,96.0,0,0
Zac Stacy,7942,HB,11,SL,22,18,81.8,152,0,63.6,65.9,57.1,35.8,83.7,8.4,159,8.8,17,9,2,1,0,2,76.5,0,0
Bishop Sankey,8689,HB,16,TEN,22,18,81.8,133,0,64.8,68.3,82.7,62.1,30.6,7.4,154,8.6,18,5,0,0,0,4,91.9,0,0
Knile Davis,7878,HB,16,KC,22,16,72.7,147,1,45.2,45.4,39.8,31.8,46.0,9.2,160,10.0,70,6,3,0,1,2,105.7,1,0
Kyle Juszczyk,7912,FB,16,BLT,22,19,86.4,182,1,70.9,51.0,83.2,17.4,55.7,9.6,178,9.4,33,7,0,0,2,1,116.3,0,0
Latavius Murray,7962,HB,11,OAK,22,17,77.3,143,0,65.3,49.3,56.3,68.4,78.0,8.4,154,9.1,46,3,2,0,0,1,93.6,1,0
Cooper Helfet,7737,TE,9,SEA,21,12,57.1,185,2,75.2,79.2,79.4,80.0,30.9,15.4,68,5.7,36,9,0,0,0,1,118.2,0,0
Rishard Matthews,7211,WR,14,MIA,21,12,57.1,138,2,64.9,61.5,46.0,25.1,67.8,11.5,47,3.9,23,9,2,1,1,1,89.0,1,0
C.J. Spiller,5534,HB,9,BUF,21,19,90.5,131,1,55.5,82.0,83.6,28.3,36.1,6.9,197,10.4,25,6,0,0,0,6,108.5,1,0
Jack Doyle,8520,TE,16,IND,21,18,85.7,118,2,71.7,66.4,82.7,73.9,75.4,6.6,110,6.1,20,7,0,0,0,2,121.8,2,0
Vincent Brown,6234,WR,7,OAK,20,12,60.0,118,0,61.1,60.6,79.4,71.9,,9.8,46,3.8,20,6,0,2,0,1,37.1,0,0
Josh Hill,8200,TE,16,NO,20,14,70.0,176,5,72.6,76.1,65.3,72.7,73.5,12.6,95,6.8,37,9,1,0,0,0,136.7,1,0
Daniel Fells,3309,TE,16,NYG,20,16,80.0,188,4,78.8,74.7,81.7,26.3,64.4,11.8,87,5.4,27,13,0,0,1,3,145.4,1,0
Junior Hemingway,7222,WR,13,KC,20,12,60.0,108,0,53.1,53.2,31.0,71.9,,9.0,70,5.8,17,8,3,0,0,2,74.6,0,0
Justin Brown,7967,WR,6,PIT,20,12,60.0,94,0,46.4,46.1,48.3,21.4,,7.8,31,2.6,18,4,2,0,1,3,71.7,2,2
Lance Dunbar,7332,HB,16,DAL,20,18,90.0,217,0,69.5,83.5,83.4,81.6,41.6,12.1,194,10.8,40,11,0,0,0,7,111.9,0,0
Dennis Pitta,5638,TE,3,BLT,20,16,80.0,125,0,68.0,70.9,68.5,73.8,61.3,7.8,61,3.8,24,7,1,0,0,1,92.7,1,0
Greg Salas,6264,WR,8,NYJ,20,8,40.0,167,0,62.7,60.5,35.7,80.3,,20.9,117,14.6,51,6,3,1,0,2,49.4,0,0
Robert Turbin,7106,HB,16,SEA,19,16,84.2,186,2,66.9,71.2,67.0,60.1,70.4,11.6,167,10.4,34,9,1,0,0,2,142.5,1,0
Dante Rosario,3771,TE,16,CHI,19,16,84.2,116,0,57.5,53.3,82.2,25.5,45.6,7.3,60,3.8,22,4,0,0,1,1,92.1,1,0
Doug Martin,7035,HB,11,TB,19,13,68.4,64,0,58.7,64.4,81.1,90.0,38.9,4.9,65,5.0,20,3,0,0,0,3,73.1,1,1
Brenton Bersin,7516,WR,15,CAR,19,13,68.4,151,1,71.2,70.4,64.4,81.9,,11.6,37,2.8,29,11,1,1,0,0,87.8,0,0
Robert Meachem,3643,WR,11,NO,18,7,38.9,114,0,68.0,60.5,52.1,69.5,,16.3,17,2.4,25,7,1,2,0,4,21.3,1,0
Josh Morgan,4488,WR,14,CHI,18,10,55.6,70,1,52.5,47.1,43.8,72.7,,7.0,47,4.7,13,4,1,2,0,2,43.5,2,0
Daniel Thomas,6214,HB,12,MIA,18,13,72.2,121,0,66.3,66.5,80.6,47.8,87.8,9.3,113,8.7,25,8,0,0,0,2,90.3,0,0
Austin Pettis,6230,WR,5,SL,18,12,66.7,118,1,63.1,62.5,45.7,72.9,,9.8,52,4.3,27,7,2,0,0,1,103.5,0,0
Alfred Blue,8816,HB,16,HST,18,15,83.3,113,1,55.1,60.7,67.5,90.6,33.9,7.5,78,5.2,22,7,1,0,0,1,111.3,0,0
Chris Givens,7096,WR,14,SL,17,11,64.7,159,1,56.2,55.0,80.6,76.1,,14.5,42,3.8,47,5,0,1,0,0,90.1,2,0
Mike Tolbert,4740,FB,8,CAR,17,12,70.6,93,0,50.6,54.8,45.7,84.8,54.1,7.8,103,8.6,18,4,2,0,0,4,83.7,1,1
Rob Housler,6221,TE,15,ARZ,17,9,52.9,129,0,61.4,61.0,78.0,71.7,50.1,14.3,88,9.8,27,7,0,0,0,0,77.8,2,0
Josh Huff,8721,WR,12,PHI,17,8,47.1,98,0,58.3,52.4,27.8,28.1,,12.3,80,10.0,44,5,4,2,1,6,25.7,1,0
Mike Williams,5625,WR,8,BUF,17,8,47.1,142,1,55.2,53.8,36.0,70.1,,17.8,36,4.5,80,3,2,0,0,1,95.7,1,0
Carlos Hyde,8692,HB,14,SF,16,12,75.0,68,0,65.1,49.3,64.7,65.6,74.2,5.7,69,5.8,16,3,1,0,0,0,82.3,1,0
Dontrelle Inman,6597,WR,2,SD,16,12,75.0,158,0,74.7,72.6,61.8,71.9,70.2,13.2,17,1.4,28,7,1,1,0,1,79.7,0,0
Ed Dickson,5595,TE,16,CAR,16,10,62.5,115,1,57.0,54.8,43.8,20.6,53.6,11.5,65,6.5,34,9,2,0,1,2,104.9,1,0
Jacoby Jones,3689,WR,13,BLT,16,9,56.3,131,0,55.9,54.2,26.8,70.0,,14.6,83,9.2,31,6,5,0,0,2,83.1,0,0
Logan Paulsen,5795,TE,16,WAS,16,13,81.3,78,1,52.7,37.6,64.0,21.6,65.3,6.0,49,3.8,16,2,1,0,1,1,107.8,5,0
David Nelson,5862,WR,6,NYJ,16,8,50.0,65,0,47.0,47.5,77.3,12.0,,8.1,6,0.8,17,5,0,1,2,0,34.6,2,0
Andre Caldwell,4411,WR,12,DEN,15,5,33.3,47,0,49.0,47.5,27.5,83.4,,9.4,17,3.4,15,4,3,0,0,0,42.9,1,0
Mike Brown,7698,WR,5,JAX,15,7,46.7,88,0,48.6,48.7,27.1,23.0,62.5,12.6,18,2.6,17,5,3,0,1,0,65.4,0,0
Frank Gore,2282,HB,16,SF,15,11,73.3,111,1,62.7,51.3,79.4,72.8,71.0,10.1,102,9.3,55,2,0,0,0,4,116.2,3,0
Antone Smith,5440,HB,10,ATL,15,13,86.7,222,3,78.4,91.3,80.0,29.7,67.4,17.1,232,17.8,74,5,0,0,0,9,158.3,0,0
Ryan Griffin,7982,TE,14,HST,15,10,66.7,91,1,52.8,48.0,43.8,71.5,65.0,9.1,35,3.5,25,5,2,0,0,0,105.1,3,0
James Wright,8873,WR,11,CIN,14,5,35.7,91,0,60.8,57.4,73.4,70.9,,18.2,35,7.0,30,5,0,2,0,0,19.3,0,0
Ryan Hewitt,9107,FB,16,CIN,14,10,71.4,86,0,75.2,53.5,60.2,72.1,72.5,8.6,60,6.0,19,3,1,1,0,1,57.4,1,0
Santana Moss,786,WR,10,WAS,14,10,71.4,116,0,57.2,56.8,58.5,71.1,,11.6,75,7.5,19,6,1,0,0,0,96.1,1,0
Ryan Grant,8777,WR,13,WAS,14,7,50.0,68,0,54.5,55.7,52.1,69.5,,9.7,21,3.0,21,4,1,2,0,1,24.4,0,0
Peyton Hillis,4541,HB,6,NYG,14,10,71.4,87,0,54.1,55.6,41.4,79.8,60.5,8.7,98,9.8,26,2,2,0,0,1,87.5,0,0
Isaiah Crowell,9295,HB,15,CLV,14,9,64.3,87,0,53.8,54.8,78.0,45.5,62.6,9.7,73,8.1,19,4,0,0,0,1,81.5,0,0
Derek Carrier,7406,TE,9,SF,14,9,64.3,105,0,69.2,59.0,77.3,20.2,75.9,11.7,39,4.3,23,4,0,1,1,2,57.1,1,0
Santonio Holmes,2970,WR,9,CHI,14,8,57.1,67,0,52.1,52.2,76.5,25.0,,8.4,30,3.8,15,6,0,1,0,1,39.9,2,2
Brandon Pettigrew,4943,TE,14,DET,14,10,71.4,70,0,55.1,45.9,58.9,71.1,57.3,7.0,34,3.4,13,4,1,0,0,0,82.4,5,0
A.J. Jenkins,7034,WR,9,KC,14,9,64.3,93,0,53.5,56.2,77.3,20.8,,10.3,49,5.4,27,5,0,0,0,0,83.3,0,0
Ricardo Lockette,6622,WR,15,SEA,14,11,78.6,195,2,67.5,69.8,62.1,72.5,,17.7,68,6.2,48,5,1,0,0,1,158.3,3,0
Maurice Jones-Drew,3005,HB,12,OAK,13,11,84.6,71,0,47.8,53.6,60.6,45.1,68.3,6.5,65,5.9,12,3,1,1,0,5,57.4,0,0
Crockett Gillmore,8734,TE,14,BLT,13,10,76.9,121,1,72.0,67.7,43.8,80.0,65.3,12.1,58,5.8,22,8,2,0,0,0,130.6,0,0
Darrel Young,5438,FB,16,WAS,13,11,84.6,81,2,81.3,85.0,78.7,81.3,85.8,7.4,53,4.8,20,5,0,0,0,1,132.2,0,0
Patrick DiMarco,6997,FB,16,ATL,13,9,69.2,62,1,59.5,49.8,29.1,70.6,81.1,6.9,48,5.3,16,4,3,0,0,0,105.3,0,0
Adam Thielen,8288,WR,15,MIN,13,8,61.5,137,1,71.1,66.3,54.9,70.1,,17.1,39,4.9,44,7,0,1,0,1,90.9,0,0
Stepfan Taylor,7922,HB,14,ARZ,13,11,84.6,79,3,62.8,70.1,79.4,85.3,75.5,7.2,69,6.3,18,5,0,0,0,2,131.6,1,1
Bilal Powell,6278,HB,15,NYJ,13,11,84.6,92,0,61.6,60.8,60.6,81.6,72.1,8.4,99,9.0,20,5,1,0,0,2,96.2,0,0
Rod Streater,7416,WR,3,OAK,13,9,69.2,84,1,62.7,64.0,56.7,70.6,,9.3,29,3.2,17,5,1,0,0,0,112.3,0,0
Tony Moeaki,5617,TE,6,SEA,13,8,61.5,134,1,69.6,67.2,56.7,70.6,33.6,16.8,74,9.3,63,6,1,0,0,0,122.0,0,0
Dane Sanzenbacher,6570,WR,9,CIN,13,9,69.2,105,0,50.2,53.5,77.3,19.9,,11.7,42,4.7,26,6,0,0,1,1,93.4,2,0
Robert Hughes,6564,HB,13,ARZ,12,8,66.7,140,0,64.8,66.2,28.1,74.7,56.3,17.5,117,14.6,49,7,4,1,0,2,71.5,0,0
LeGarrette Blount,5863,HB,15,NE,12,10,83.3,54,0,73.8,70.4,78.0,73.2,68.1,5.4,59,5.9,13,4,0,0,0,2,85.4,0,0
Terrance West,8729,HB,14,CLV,12,11,91.7,64,1,58.9,43.1,79.4,62.0,87.9,5.8,55,5.0,11,3,0,0,1,2,116.7,1,0
Keshawn Martin,7121,WR,16,HST,12,6,50.0,78,0,56.1,55.8,75.6,83.8,,13.0,57,9.5,32,3,0,1,0,2,36.1,0,0
Anthony Sherman,6288,FB,16,KC,12,10,83.3,71,1,87.8,66.8,58.9,72.3,75.2,7.1,66,6.6,24,4,1,0,0,5,119.1,0,0
Brian Tyms,7321,WR,11,NE,12,5,41.7,82,1,58.3,57.0,49.2,68.8,,16.4,3,0.6,43,3,1,1,0,0,58.3,1,0
Joseph Fauria,8478,TE,7,DET,12,6,50.0,74,1,68.0,66.1,53.8,69.8,56.0,12.3,32,5.3,26,4,1,0,0,0,97.2,0,0
Jarrett Boykin,7363,WR,12,GB,12,3,25.0,23,0,44.5,42.8,26.5,65.8,,7.7,27,9.0,11,1,3,1,0,2,4.9,0,0
Greg Little,6211,WR,6,CIN,12,6,50.0,69,0,55.7,56.7,52.1,69.5,,11.5,31,5.2,21,3,1,1,0,3,33.0,1,0
Chase Coffman,5021,TE,13,TEN,12,6,50.0,64,1,59.8,57.8,49.2,68.8,36.5,10.7,19,3.2,18,4,1,1,0,0,59.0,0,0
Montee Ball,7839,HB,5,DEN,12,9,75.0,62,0,62.2,52.7,56.7,53.1,64.8,6.9,53,5.9,16,2,1,1,0,2,51.4,0,0
Luke Stocker,6256,TE,11,TB,11,7,63.6,41,0,56.2,47.0,75.6,69.5,19.1,5.9,20,2.9,11,2,0,0,0,0,70.6,0,0
Kris Durham,6259,WR,4,TEN,11,6,54.5,54,0,56.0,55.6,74.6,68.8,,9.0,15,2.5,14,2,0,0,0,1,68.0,0,0
Marion Grice,8835,HB,7,ARZ,11,7,63.6,29,0,68.2,68.7,75.6,77.3,80.6,4.1,41,5.9,15,3,0,1,0,2,29.7,0,0
Dwayne Harris,6328,WR,16,DAL,11,7,63.6,116,0,72.9,78.5,77.3,61.3,65.5,16.6,36,5.1,56,3,0,0,0,3,99.1,0,0
Bruce Ellington,8741,WR,10,SF,11,6,54.5,62,2,67.1,64.6,75.6,89.6,,10.3,38,6.3,20,5,0,0,0,1,110.6,0,0
Ben Tate,5583,HB,11,MIN,11,9,81.8,60,0,45.5,55.7,78.0,89.3,56.1,6.7,45,5.0,23,3,0,1,0,1,51.5,1,0
Robert Herron,8820,WR,7,TB,11,6,54.5,58,1,46.7,47.5,28.0,69.8,,9.7,26,4.3,16,3,2,0,0,1,99.8,0,0
Gavin Escobar,7828,TE,16,DAL,11,9,81.8,105,4,65.5,61.9,56.7,70.6,69.6,11.7,21,2.3,26,7,1,0,0,0,146.0,1,0
Eric Weems,4097,WR,15,ATL,11,10,90.9,102,2,61.7,59.0,78.7,73.2,66.2,10.2,27,2.7,40,5,0,0,0,1,144.9,1,0
Bryan Walters,6139,WR,11,SEA,10,6,60.0,57,0,58.8,59.8,49.7,84.0,,9.5,39,6.5,17,3,1,0,0,0,75.8,0,0
Ryan Mathews,5537,HB,6,SD,10,9,90.0,69,0,69.1,69.2,58.5,60.6,81.6,7.7,62,6.9,16,4,1,0,0,1,95.4,0,0
Joe Banyard,7361,HB,9,MIN,10,9,90.0,62,0,69.9,71.4,78.3,82.9,74.7,6.9,77,8.6,12,4,0,0,0,3,92.5,0,0
Kevin Norwood,8758,WR,9,SEA,10,9,90.0,102,0,67.3,71.2,78.0,71.1,,11.3,42,4.7,31,5,0,0,0,2,109.2,1,0
Lorenzo Taliaferro,8773,HB,10,BLT,10,8,80.0,114,0,63.1,64.0,54.5,56.1,79.4,14.3,103,12.9,29,4,1,0,0,6,114.2,0,0
Frankie Hammond,8156,WR,16,KC,10,4,40.0,45,0,46.5,47.6,28.7,80.8,,11.3,16,4.0,22,2,2,0,0,0,54.2,1,1
Joe Morgan,6696,WR,5,NO,10,4,40.0,92,0,57.0,53.3,41.6,68.3,61.6,23.0,22,5.5,62,3,1,1,0,0,34.2,1,0
Seyi Ajirotutu,6035,WR,11,SD,10,4,40.0,45,0,48.8,51.1,28.6,67.0,,11.3,10,2.5,17,4,2,1,0,1,14.6,2,0
Dri Archer,8732,HB,12,PIT,10,7,70.0,23,0,55.0,50.6,52.1,79.4,16.3,3.3,28,4.0,15,0,1,0,0,1,72.9,0,0
MarQueis Gray,8286,TE,10,BUF,10,9,90.0,134,0,61.8,66.3,77.3,70.6,55.7,14.9,91,10.1,41,4,0,0,0,1,118.8,2,0
Erik Lorig,5775,FB,10,NO,10,9,90.0,27,1,51.2,66.8,77.3,21.4,39.9,3.0,38,4.2,14,2,0,0,0,0,112.5,0,0
Silas Redd,8900,HB,6,WAS,9,8,88.9,107,0,63.5,89.4,76.5,30.8,84.6,13.4,104,13.0,37,5,0,0,0,1,116.2,0,0
Jerrel Jernigan,6235,WR,2,NYG,9,6,66.7,40,0,55.4,55.6,49.2,69.8,,6.7,9,1.5,11,2,1,0,0,1,76.2,0,0
Cory Harkey,7306,FB,16,SL,9,8,88.9,55,1,69.1,72.5,76.5,70.1,41.9,6.9,38,4.8,21,5,0,0,0,0,129.2,3,0
Will Johnson,7639,FB,14,PIT,9,6,66.7,41,0,73.2,65.0,52.1,70.3,65.8,6.8,35,5.8,18,3,1,0,0,0,76.6,0,0
Anthony Dixon,5696,HB,11,BUF,9,8,88.9,49,0,65.7,63.0,77.3,71.0,76.1,6.1,46,5.8,10,3,0,0,0,3,89.4,0,0
Marquise Goodwin,7859,WR,10,BUF,9,1,11.1,42,0,51.4,51.5,64.7,23.3,,42.0,5,5.0,42,1,0,2,1,0,6.9,0,0
Kevin Ogletree,5387,WR,7,NYG,9,5,55.6,50,0,56.5,57.8,73.4,68.0,,10.0,15,3.0,15,2,0,0,0,0,71.5,0,0
Rex Burkhead,7971,HB,5,CIN,9,7,77.8,49,0,58.1,80.0,75.6,74.8,49.4,7.0,37,5.3,15,3,0,1,0,0,49.8,0,0
Chris Gragg,8004,TE,10,BUF,9,7,77.8,48,1,61.3,54.1,52.1,69.5,74.3,6.9,22,3.1,14,4,2,0,0,0,125.9,0,0
Khiry Robinson,8514,HB,10,NO,9,8,88.9,63,0,79.5,73.6,76.5,59.5,43.8,7.9,89,11.1,17,2,0,0,0,4,95.8,0,0
Darren Fells,8549,TE,7,ARZ,9,5,55.6,71,0,82.2,65.6,73.4,68.0,78.0,14.2,20,4.0,24,4,0,0,0,0,81.3,0,0
Michael Campanaro,8852,WR,4,BLT,9,7,77.8,102,1,81.8,76.7,75.6,72.0,,14.6,35,5.0,19,5,0,0,0,1,150.9,0,0
Brian Leonhardt,8083,TE,12,OAK,8,6,75.0,35,1,54.9,49.0,74.6,68.8,73.9,5.8,9,1.5,12,2,0,0,0,0,122.4,1,0
Will Ta'ufo'ou,5226,FB,16,JAX,8,7,87.5,81,0,69.5,64.8,75.6,69.5,52.5,11.6,70,10.0,26,4,0,0,0,1,108.9,1,1
Lee Smith,6311,TE,14,BUF,8,7,87.5,42,1,64.6,50.2,52.5,69.5,69.8,6.0,22,3.1,18,3,1,0,0,0,128.1,3,0
Darrin Reaves,9006,HB,5,CAR,8,5,62.5,31,0,50.5,55.9,73.4,80.7,52.0,6.2,42,8.4,16,1,0,0,0,0,70.3,0,0
T.J. Graham,7071,WR,11,NYJ,8,3,37.5,87,1,59.5,57.9,36.8,73.6,,29.0,22,7.3,67,2,0,0,0,1,118.2,0,0
Corey Washington,9189,WR,8,NYG,7,5,71.4,52,1,74.1,73.1,73.4,68.0,,10.4,13,2.6,20,4,0,0,0,0,132.1,0,0
Jonathan Grimes,7585,HB,10,HST,7,6,85.7,86,0,60.8,58.6,74.6,81.8,87.3,14.3,75,12.5,31,4,0,0,0,2,117.9,0,0
C.J. Fiedorowicz,8700,TE,15,HST,7,4,57.1,28,1,50.1,49.1,72.1,67.0,64.9,7.0,10,2.5,9,1,0,0,0,1,106.0,6,1
Zach Miller,3654,TE,3,SEA,7,6,85.7,76,0,65.2,72.0,74.6,68.8,73.2,12.7,34,5.7,24,3,0,0,0,1,111.9,4,1
Ace Sanders,7883,WR,11,JAX,7,6,85.7,55,0,56.4,55.9,54.5,85.0,,9.2,26,4.3,24,1,1,0,0,0,99.4,0,0
