year,player,player_id,position,player_game_count,team_name,targets,receptions,drops,catchable,drop_rate
2014,Bishop Sankey,8689,HB,16,TEN,22,18,0,18,0
2014,Aldrick Robinson,6330,WR,5,WAS,3,1,0,1,0
2014,David Ausberry,6393,TE,4,OAK,3,2,0,2,0
2014,Dexter McCluster,5561,HB,14,TEN,34,26,0,26,0
2014,Tyler Eifert,7802,TE,1,CIN,3,3,0,3,0
2014,Ben Tate,5583,HB,11,MIN,11,9,0,9,0
2014,Cooper Helfet,7737,TE,9,SEA,21,12,0,12,0
2014,Jonathan Grimes,7585,HB,9,HST,7,6,0,6,0
2014,Damian Williams,5601,WR,1,SL,1,1,0,1,0
2014,Jamize Olawale,7572,FB,10,OAK,6,5,0,5,0
2014,Chris Polk,7532,HB,8,PHI,3,2,0,2,0
2014,Brandon Bolden,7469,HB,11,NE,4,2,0,2,0
2014,Derek Carrier,7406,TE,9,SF,14,9,0,9,0
2014,Jonas Gray,7393,HB,7,NE,3,1,0,1,0
2014,Joe McKnight,5636,HB,1,KC,7,6,0,6,0
2014,Derrick Coleman,7377,FB,4,SEA,2,2,0,2,0
2014,Garrett Graham,5642,TE,11,HST,26,18,0,18,0
2014,Michael Hoomanawanui,5655,TE,15,NE,5,3,0,3,0
2014,John Conner,5662,FB,11,NYJ,2,2,0,2,0
2014,Valentino Blake,7362,CB,1,PIT,1,1,0,1,0
2014,Anthony Dixon,5696,HB,10,BUF,9,8,0,8,0
2014,Jonathan Dwyer,5711,HB,2,ARZ,3,2,0,2,0
2014,Joe Banyard,7361,HB,9,MIN,9,8,0,8,0
2014,Joe Webb III,5722,QB,2,CAR,3,1,0,1,0
2014,Griff Whalen,7351,WR,5,IND,2,2,0,2,0
2014,Lance Dunbar,7332,HB,16,DAL,19,17,0,17,0
2014,Erik Lorig,5775,FB,10,NO,10,9,0,9,0
2014,Michael Palmer,5784,TE,2,PIT,2,1,0,1,0
2014,Cole Beasley,7330,WR,16,DAL,48,37,0,37,0
2014,Phillip Supernaw,7324,TE,4,BLT,2,2,0,2,0
2014,Cory Harkey,7306,FB,16,SL,9,8,0,8,0
2014,Chris Owusu,7276,WR,7,NYJ,6,6,0,6,0
2014,David Nelson,5862,WR,6,NYJ,16,8,0,8,0
2014,LeGarrette Blount,5863,HB,15,NE,12,10,0,10,0
2014,Garrett Celek,7274,TE,3,SF,2,2,0,2,0
2014,Dan Herron,7179,HB,11,IND,24,21,0,21,0
2014,James Hanna,7175,TE,16,DAL,5,3,0,3,0
2014,Keshawn Martin,7121,WR,16,HST,12,6,0,6,0
2014,Tyler Clutts,6124,FB,10,DAL,1,1,0,1,0
2014,Chris Givens,7096,WR,14,SL,17,11,0,11,0
2014,James Develin,6142,FB,13,NE,6,6,0,6,0
2014,Russell Wilson,7077,QB,1,SEA,1,1,0,1,0
2014,J.J. Watt,6163,DI,4,HST,3,3,0,3,0
2014,Mark Ingram II,6180,HB,13,NO,30,29,0,29,0
2014,Andy Dalton,6187,QB,3,CIN,1,1,0,1,0
2014,T.J. Graham,7071,WR,11,NYJ,8,3,0,3,0
2014,Fitzgerald Toussaint,9244,HB,3,BLT,6,3,0,3,0
2014,DeVier Posey,7070,WR,1,HST,1,1,0,1,0
2014,Daniel Thomas,6214,HB,12,MIA,18,13,0,13,0
2014,Ryan Broyles,7057,WR,5,DET,3,2,0,2,0
2014,Rob Housler,6221,TE,15,ARZ,17,9,0,9,0
2014,Stevan Ridley,6225,HB,6,NE,4,4,0,4,0
2014,Doug Martin,7035,HB,11,TB,19,13,0,13,0
2014,Vincent Brown,6234,WR,7,OAK,20,12,0,12,0
2014,A.J. Jenkins,7034,WR,9,KC,14,9,0,9,0
2014,Luke Stocker,6256,TE,11,TB,11,7,0,7,0
2014,Kris Durham,6259,WR,4,TEN,11,6,0,6,0
2014,Jorvorskie Lane,7002,FB,8,TB,1,1,0,1,0
2014,Isa Abdul-Quddus,6722,S,1,DET,1,1,0,1,0
2014,Jeff Maehl,6706,WR,8,PHI,5,5,0,5,0
2014,Karl Klug,6294,DI,1,TEN,1,1,0,1,0
2014,DuJuan Harris,6595,HB,4,GB,1,1,0,1,0
2014,Dane Sanzenbacher,6570,WR,9,CIN,13,9,0,9,0
2014,Virgil Green,6356,TE,12,DEN,6,6,0,6,0
2014,Cameron Brate,9207,TE,2,TB,1,1,0,1,0
2014,Corey Washington,9189,WR,8,NYG,7,5,0,5,0
2014,Orleans Darkwa,9173,HB,4,NYG,5,5,0,5,0
2014,Steven Jackson,1745,HB,15,ATL,23,20,0,20,0
2014,Zurlon Tipton,9164,HB,2,IND,6,6,0,6,0
2014,Senorise Perry,9035,HB,1,CHI,1,1,0,1,0
2014,Antonio Andrews,9014,HB,2,TEN,2,2,0,2,0
2014,Ronnie Brown,2219,HB,8,SD,6,5,0,5,0
2014,Darrin Reaves,9006,HB,5,CAR,8,5,0,5,0
2014,Trey Watts,8950,HB,5,SL,4,3,0,3,0
2014,Frank Gore,2282,HB,16,SF,15,11,0,11,0
2014,Courtney Roby,2285,WR,1,ATL,2,1,0,1,0
2014,Nic Jacobs,8946,TE,11,JAX,3,2,0,2,0
2014,Joshua Cribbs,2544,WR,1,IND,1,1,0,1,0
2014,John Kuhn,2686,FB,12,GB,3,3,0,3,0
2014,Marcel Jensen,8936,TE,1,JAX,1,1,0,1,0
2014,Silas Redd,8900,HB,6,WAS,9,8,0,8,0
2014,James Wright,8873,WR,11,CIN,14,5,0,5,0
2014,Jeff Janis,8870,WR,3,GB,2,2,0,2,0
2014,Santonio Holmes,2970,WR,9,CHI,14,8,0,8,0
2014,DeAngelo Williams,2972,HB,6,CAR,5,5,0,5,0
2014,Storm Johnson,8856,HB,6,JAX,1,1,0,1,0
2014,Michael Campanaro,8852,WR,4,BLT,9,7,0,7,0
2014,Marion Grice,8835,HB,7,ARZ,11,7,0,7,0
2014,Devin Street,8781,WR,15,DAL,7,2,0,2,0
