player,player_id,position,player_game_count,team_name,snap_counts_offense,snap_counts_pass,snap_counts_pass_block,snap_counts_run_block,snap_counts_lt,snap_counts_lg,snap_counts_ce,snap_counts_rg,snap_counts_rt,grades_offense,grades_pass_block,grades_run_block,sacks_allowed,hits_allowed,hurries_allowed,pressures_allowed,penalties,declined_penalties
Mike Tolbert,4740,FB,8,CAR,80,0,32,48,0,0,0,0,0,50.6,54.1,54.0,1,2,3,6,1,1
Jed Collins,4743,FB,16,DET,167,0,27,140,0,0,0,0,0,67.0,64.9,73.9,0,0,1,1,2,0
Joe Reitz,4789,G,8,IND,270,0,168,102,0,87,0,101,79,73.2,81.1,64.3,2,0,4,6,1,0
Doug Legursky,4860,C,2,SD,133,0,75,58,0,0,137,0,0,40.7,60.3,43.0,0,2,2,4,2,0
Danny Woodhead,4914,HB,3,SD,12,0,8,4,0,0,0,0,0,57.9,75.0,60.0,0,1,0,1,0,0
Matthew Stafford,4924,QB,16,DET,1067,705,0,362,0,0,0,0,0,69.0,,60.0,5,0,1,6,3,0
Mark Sanchez,4928,QB,9,PHI,603,356,0,247,0,0,0,0,0,58.9,,60.0,2,0,0,2,3,0
Andre Smith,4929,T,9,CIN,483,0,276,207,5,0,0,0,490,65.2,67.6,68.1,4,1,5,10,7,1
Darrius Heyward-Bey,4930,WR,14,PIT,46,0,0,46,0,0,0,0,0,41.8,,39.9,0,0,0,0,1,0
Eugene Monroe,4931,T,11,BLT,728,0,428,300,743,0,0,0,0,65.7,74.7,57.9,3,6,14,23,9,2
Michael Crabtree,4933,WR,16,SF,216,0,0,216,0,0,0,0,0,66.1,,64.8,0,0,0,0,4,3
Knowshon Moreno,4935,HB,3,MIA,14,0,10,4,0,0,0,0,0,57.0,35.1,60.0,0,0,1,1,0,0
Jeremy Maclin,4942,WR,16,PHI,367,0,0,367,0,0,0,0,0,80.6,,67.7,0,0,0,0,3,1
Brandon Pettigrew,4943,TE,14,DET,375,0,92,283,0,0,0,0,0,55.1,57.3,70.1,1,4,2,7,5,0
Alex Mack,4944,C,5,CLV,297,0,161,136,0,0,300,0,0,74.3,81.6,69.2,0,0,1,1,0,0
Percy Harvin,4945,WR,13,NYJ,192,0,0,192,0,0,0,0,0,75.9,,60.2,0,0,0,0,1,0
Michael Oher,4946,T,11,TEN,651,0,419,232,3,0,0,0,664,64.0,67.8,58.4,6,4,26,36,5,1
Donald Brown,4950,HB,13,SD,67,0,63,4,0,0,0,0,0,56.5,90.0,60.7,0,0,2,2,0,0
Eric Wood,4951,C,16,BUF,1058,0,663,395,0,0,1083,0,0,73.6,75.8,71.7,3,5,16,24,4,1
Hakeem Nicks,4952,WR,16,IND,127,0,0,127,0,0,0,0,0,59.1,,59.9,0,0,0,0,1,0
Kenny Britt,4953,WR,16,SL,282,0,0,282,0,0,0,0,0,74.6,,68.1,0,0,0,0,5,1
Eben Britton,4962,G,9,CHI,93,0,49,44,0,16,0,0,0,67.8,67.9,67.9,0,0,3,3,1,0
Max Unger,4972,C,6,SEA,376,0,198,178,0,0,385,0,0,81.5,73.0,81.3,0,0,6,6,2,0
Andy Levitre,4974,G,16,TEN,966,0,626,340,0,988,0,0,0,71.1,71.6,72.6,6,1,21,28,9,1
LeSean McCoy,4976,HB,16,PHI,71,0,51,20,0,0,0,0,0,57.9,65.1,68.0,0,1,4,5,1,0
Phil Loadholt,4977,T,11,MIN,715,0,454,261,1,0,0,0,732,75.2,67.9,75.7,5,6,22,33,3,0
Sebastian Vollmer,4981,T,15,NE,1006,0,614,392,0,0,0,0,1024,77.5,76.9,72.1,4,5,19,28,3,1
Will Beatty,4983,T,16,NYG,1114,0,678,436,1139,0,0,0,0,79.9,78.5,73.5,3,10,19,32,9,0
Shonn Greene,4988,HB,13,TEN,23,0,14,9,0,0,0,0,0,46.0,27.7,60.8,0,0,6,6,0,0
Louis Vasquez,5001,G,16,DEN,1122,0,670,452,0,0,0,570,582,75.3,71.5,74.9,4,9,13,26,6,1
Kraig Urbik,5002,G,10,BUF,621,0,400,221,0,633,3,0,0,61.5,75.4,53.0,2,2,10,14,2,0
Brandon Tate,5006,WR,16,CIN,196,0,1,195,0,0,0,0,0,64.2,65.6,84.5,0,0,0,0,0,0
Mike Wallace,5007,WR,16,MIA,281,1,0,280,0,0,0,0,0,72.5,,63.4,0,0,0,0,2,0
Jared Cook,5012,TE,16,SL,257,0,27,230,0,0,0,0,0,72.4,73.2,71.0,0,0,1,1,6,1
Chris Owens,5013,CB,1,KC,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,2,1
Chase Coffman,5021,TE,13,TEN,75,0,8,67,0,1,0,0,0,59.8,36.5,64.6,0,0,0,0,0,0
Brian Hartline,5031,WR,16,MIA,298,0,0,298,0,0,0,0,0,63.0,,58.0,0,0,0,0,2,0
T.J. Lang,5032,G,16,GB,947,0,573,374,1,0,0,962,3,88.6,86.3,80.9,3,2,12,17,2,0
Rich Ohrnberger,5047,C,8,SD,447,0,272,175,0,0,453,0,0,57.0,58.8,54.7,0,6,7,13,4,0
Louis Murphy Jr.,5048,WR,11,TB,102,0,0,102,0,0,0,0,0,60.5,,70.9,0,0,0,0,3,0
Tony Fiammetta,5052,FB,1,CHI,5,0,1,4,0,0,0,0,0,54.7,69.6,55.2,0,0,0,0,0,0
James Casey,5076,TE,16,PHI,130,0,13,117,0,0,0,0,0,83.2,68.2,83.9,0,1,0,1,0,0
Garrett Reynolds,5080,T,5,DET,224,0,151,73,0,0,0,39,187,60.4,63.3,61.7,3,2,4,9,4,1
Jamon Meredith,5086,T,6,TEN,209,0,129,80,129,0,0,0,70,53.1,55.2,60.1,4,1,7,12,3,1
Thomas Morstead,5088,P,1,NO,1,1,0,0,0,0,0,0,0,55.5,,,1,0,0,1,0,0
Frank Summers,5093,FB,10,BUF,89,0,16,73,0,0,0,0,0,50.8,66.9,50.4,0,0,1,1,0,0
Andrew Gardner,5105,T,14,PHI,670,0,387,283,27,6,0,471,176,68.5,61.6,72.9,5,5,15,25,5,0
Bear Pascoe,5108,TE,16,ATL,102,0,22,80,0,0,0,0,0,75.4,56.0,83.2,0,0,1,1,0,0
Cedric Peerman,5109,HB,7,CIN,10,0,7,3,0,0,0,0,0,56.4,81.9,60.0,0,0,0,0,0,0
Matt Slauson,5117,G,5,CHI,264,0,178,86,0,272,0,0,0,71.0,66.1,73.3,1,1,6,8,1,0
Brandon Gibson,5118,WR,14,MIA,171,0,0,171,0,0,0,0,0,56.6,,60.7,0,0,0,0,4,4
Brandon Myers,5126,TE,14,TB,214,0,36,178,1,0,0,0,0,55.0,38.5,68.3,1,0,3,4,0,0
John Phillips,5132,TE,16,SD,172,0,16,156,0,0,0,0,0,55.2,80.8,58.3,0,0,0,0,2,0
Chris Ogbonnaya,5135,HB,5,NYG,12,0,9,3,0,0,0,0,0,54.6,58.8,60.0,0,1,0,1,0,0
Paul Fanaika,5137,G,14,ARZ,889,0,563,326,0,0,0,916,0,59.0,64.3,59.4,1,7,29,37,7,1
Pat McAfee,5146,P,1,IND,1,1,0,0,0,0,0,0,0,73.0,,,0,0,0,0,0,0
A.Q. Shipley,5150,C,9,IND,423,0,278,145,0,33,385,21,0,71.9,79.2,68.9,0,3,5,8,2,0
Julian Edelman,5156,WR,14,NE,245,0,2,243,0,0,0,0,0,75.8,73.3,62.1,0,0,0,0,1,0
David Johnson,5165,TE,13,SD,160,0,11,149,0,0,0,0,0,72.2,34.0,73.9,0,0,2,2,2,0
Lance Louis,5170,G,8,IND,526,0,334,192,0,85,0,457,0,58.4,53.2,63.0,1,7,11,19,3,0
Rashad Jennings,5174,HB,11,NYG,70,0,65,5,0,0,0,0,0,58.5,76.6,60.0,0,0,4,4,1,0
Chase Daniel,5214,QB,3,KC,64,35,0,29,0,0,0,0,0,68.1,,60.0,1,0,0,1,0,0
Will Ta'ufo'ou,5226,FB,16,JAX,166,0,41,125,0,0,0,0,0,69.5,52.5,70.8,2,0,3,5,1,1
Ramon Foster,5229,G,14,PIT,962,0,602,360,0,981,0,0,0,68.4,79.8,61.2,2,4,24,30,3,0
Dallas Reynolds,5241,C,7,NYG,31,0,13,18,0,0,10,14,0,45.4,49.8,55.9,0,0,2,2,1,0
Colt Anderson,5242,S,1,IND,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Brian Hoyer,5277,QB,14,CLV,895,499,0,396,0,0,0,0,0,59.0,,60.0,0,2,3,5,2,0
Ashlee Palmer,5281,LB,1,DET,2,0,2,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Chris Williams,5321,WR,5,CHI,7,0,0,7,0,0,0,0,0,42.6,,54.5,0,0,0,0,1,0
Kevin Brock,5328,TE,12,CIN,117,0,14,103,1,0,0,0,0,56.4,69.1,64.4,0,0,0,0,0,0
Garry Williams,5341,T,1,CAR,26,0,12,14,3,0,0,0,20,65.1,80.5,57.2,0,0,0,0,0,0
Alex Boone,5372,G,15,SF,943,0,573,370,2,0,0,960,0,73.2,76.4,68.4,3,0,17,20,4,1
Kevin Ogletree,5387,WR,7,NYG,30,0,0,30,0,0,0,0,0,56.5,,43.3,0,0,0,0,0,0
Evan Smith,5390,C,15,TB,928,0,617,311,0,0,952,0,0,67.6,75.4,71.6,2,4,14,20,5,1
Arian Foster,5398,HB,13,HST,69,1,47,21,0,0,0,0,0,71.7,59.9,54.2,1,0,6,7,0,0
Demar Dotson,5410,T,16,TB,979,0,638,341,173,0,0,0,834,73.5,79.9,67.2,6,2,20,28,15,1
Jermey Parnell,5426,T,15,DAL,380,0,187,193,0,0,0,0,366,81.8,78.9,79.0,0,1,9,10,1,0
Darrel Young,5438,FB,16,WAS,139,0,11,128,0,0,0,0,0,81.3,85.8,70.6,0,1,0,1,0,0
Antone Smith,5440,HB,10,ATL,17,0,11,6,0,0,0,0,0,78.4,67.4,78.4,0,0,2,2,0,0
Josh Mauga,5491,LB,1,KC,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,1,0
Tanner Purdum,5508,LS,1,NYJ,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Trent Williams,5529,T,15,WAS,877,0,561,316,908,0,0,0,0,82.1,85.4,79.1,4,7,14,25,12,2
Russell Okung,5531,T,14,SEA,873,0,482,391,903,0,0,0,0,72.7,80.5,66.5,1,3,18,22,10,1
C.J. Spiller,5534,HB,9,BUF,24,0,16,8,0,0,0,0,0,55.5,36.1,60.6,2,0,1,3,1,0
Anthony Davis,5536,T,7,SF,429,0,260,169,1,0,0,0,439,68.0,63.3,78.7,3,2,12,17,4,1
Ryan Mathews,5537,HB,6,SD,18,0,8,10,0,0,0,0,0,69.1,81.6,60.5,0,0,0,0,0,0
Mike Iupati,5542,G,15,SF,946,0,556,390,0,970,0,0,0,80.6,68.1,82.3,7,2,22,31,4,1
Maurkice Pouncey,5543,C,16,PIT,1103,0,689,414,0,0,1127,0,0,77.3,86.2,73.2,1,2,16,19,5,1
Jermaine Gresham,5546,TE,15,CIN,499,0,110,389,10,0,0,0,10,68.4,77.3,71.2,0,0,1,1,6,1
Demaryius Thomas,5547,WR,16,DEN,397,0,0,397,0,0,0,0,0,89.9,,76.1,0,0,0,0,4,0
Bryan Bulaga,5548,T,15,GB,926,0,544,382,0,0,0,3,944,75.0,79.4,68.0,4,2,20,26,5,0
Dez Bryant,5549,WR,16,DAL,381,0,0,381,0,0,0,0,0,90.6,,67.4,0,0,0,0,1,0
Rodger Saffold,5558,G,16,SL,918,0,563,355,7,809,0,130,6,66.8,83.2,57.7,2,2,13,17,3,1
Dexter McCluster,5561,HB,14,TEN,17,0,10,7,0,0,0,0,0,66.9,34.2,73.9,0,1,1,2,0,0
Rob Gronkowski,5567,TE,15,NE,346,0,61,285,0,0,0,0,2,91.8,75.4,68.0,2,0,0,2,4,2
Zane Beadles,5570,G,16,JAX,1037,0,691,346,0,1055,0,0,0,65.0,81.5,54.1,2,3,12,17,2,0
Jimmy Clausen,5573,QB,4,CHI,88,54,0,34,0,0,0,0,0,59.1,,60.0,1,0,1,2,1,0
Toby Gerhart,5576,HB,14,JAX,71,0,63,8,0,0,0,0,0,48.4,59.1,59.0,1,1,2,4,0,0
Ben Tate,5583,HB,11,MIN,47,0,41,6,0,0,0,0,0,45.5,56.1,59.8,1,1,4,6,1,0
Golden Tate,5585,WR,16,DET,255,0,0,255,0,0,0,0,0,79.3,,50.9,0,0,0,0,1,0
Vladimir Ducasse,5586,G,8,MIN,408,0,263,145,0,163,0,253,0,57.8,68.2,54.3,4,1,9,14,5,0
Charles Brown,5589,T,1,NYG,62,0,44,18,0,0,0,0,62,42.9,38.4,54.9,1,1,6,8,1,1
Jon Asamoah,5593,G,15,ATL,945,0,626,319,0,0,0,966,0,74.4,81.2,68.3,2,3,21,26,5,2
Jared Veldheer,5594,T,16,ARZ,1057,0,664,393,1088,0,0,0,0,82.4,87.6,72.0,1,4,20,25,7,1
Ed Dickson,5595,TE,16,CAR,356,0,84,272,3,0,0,0,1,57.0,53.6,60.6,0,2,8,10,1,0
John Jerry,5598,G,16,NYG,1127,0,679,448,0,0,0,1138,14,67.2,73.6,62.3,4,2,23,29,5,1
Major Wright,5600,S,1,TB,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,3,2
Brandon LaFell,5602,WR,16,NE,339,0,1,338,0,0,0,0,0,75.3,61.6,75.3,0,0,0,0,6,0
Donald Butler,5603,LB,1,SD,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,3,0
J.D. Walton,5604,C,16,NYG,1118,0,680,438,0,0,1145,0,0,67.5,69.5,66.5,1,3,16,20,5,0
Emmanuel Sanders,5606,WR,16,DEN,380,0,0,380,0,0,0,0,0,87.9,,55.9,0,0,0,0,5,0
Colt McCoy,5609,QB,5,WAS,229,160,0,69,0,0,0,0,0,61.5,,60.0,3,0,0,3,3,0
Eric Decker,5611,WR,15,NYJ,336,0,0,336,0,0,0,0,0,78.3,,71.0,0,0,0,0,3,1
Andre Roberts,5612,WR,16,WAS,200,0,3,197,0,0,0,0,0,61.2,40.6,75.0,0,0,1,1,0,0
Shawn Lauvao,5616,G,15,WAS,951,0,603,348,0,989,0,0,0,66.5,75.8,60.1,2,3,20,25,4,2
Tony Moeaki,5617,TE,6,SEA,114,0,22,92,0,0,0,0,0,69.6,33.6,69.9,0,0,2,2,0,0
Jimmy Graham,5619,TE,16,NO,225,0,27,198,0,0,0,0,0,74.7,62.9,74.4,0,0,2,2,4,1
Mike Williams,5625,WR,8,BUF,60,0,0,60,0,0,0,0,0,55.2,,66.5,0,0,0,0,1,0
Marcus Easley,5631,WR,1,BUF,3,0,0,3,0,0,0,0,0,60.1,,60.0,0,0,0,0,0,0
Joe McKnight,5636,HB,1,KC,2,0,0,2,0,0,0,0,0,88.4,,60.0,0,0,0,0,0,0
Dennis Pitta,5638,TE,3,BLT,73,0,13,60,0,0,0,0,0,68.0,61.3,57.4,0,0,1,1,1,0
Joe Hawley,5641,C,4,ATL,243,0,162,81,0,0,249,0,0,62.8,84.5,53.0,0,1,1,2,3,0
Garrett Graham,5642,TE,11,HST,275,0,54,221,0,0,0,0,0,57.4,65.3,60.9,0,3,1,4,1,0
Clay Harbor,5648,TE,13,JAX,238,0,62,176,0,0,0,0,0,65.3,50.0,73.3,0,2,6,8,2,0
Jason Fox,5651,T,5,MIA,214,0,137,77,73,0,0,0,144,59.1,59.7,62.4,0,3,8,11,2,0
Jacques McClendon,5652,G,7,JAX,207,0,142,65,0,0,118,93,0,41.7,48.7,43.8,1,2,4,7,2,0
Michael Hoomanawanui,5655,TE,16,NE,349,0,79,270,0,0,0,0,2,49.8,62.6,53.9,1,1,2,4,1,0
John Conner,5662,FB,12,NYJ,112,0,19,93,0,0,0,0,0,69.4,72.8,69.3,0,1,0,1,0,0
Chris Scott,5674,G,3,CAR,74,0,38,36,0,3,0,69,3,56.7,73.0,50.8,0,0,2,2,0,0
Andrew Quarless,5677,TE,16,GB,290,0,39,251,0,0,0,0,0,63.8,59.8,63.1,1,0,2,3,2,0
Riley Cooper,5682,WR,16,PHI,368,0,0,368,0,0,0,0,0,59.1,,76.1,0,0,0,0,4,0
Marshall Newhouse,5692,T,14,CIN,366,0,183,183,39,0,0,0,297,57.8,49.6,61.9,2,3,11,16,4,1
Anthony Dixon,5696,HB,13,BUF,43,0,33,10,0,0,0,0,0,65.7,76.1,59.9,0,1,1,2,0,0
Sam Young,5702,T,8,JAX,396,0,271,125,0,0,0,0,398,57.4,64.7,50.1,4,2,9,15,3,1
Eric Olsen,5706,G,5,TEN,16,0,2,14,0,0,0,2,0,61.0,71.8,59.3,0,0,0,0,1,0
Shelley Smith,5710,G,9,MIA,359,0,218,141,0,226,0,141,0,54.3,62.1,51.5,2,3,5,10,2,0
Jonathan Dwyer,5711,HB,2,ARZ,11,0,8,3,0,0,0,0,0,51.8,73.5,60.0,0,0,1,1,0,0
Eugene Sims,5712,ED,1,SL,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,6,0
James Starks,5716,HB,16,GB,35,0,26,9,0,0,0,0,0,54.7,80.9,59.9,0,0,1,1,1,0
Antonio Brown,5718,WR,16,PIT,386,2,0,384,0,0,0,0,0,91.2,,63.0,0,0,0,0,5,1
Joe Webb III,5722,QB,4,CAR,10,0,0,10,0,0,0,0,0,64.9,,61.7,0,0,0,0,0,0
Ted Larsen,5728,G,16,ARZ,1038,0,652,386,0,897,0,173,0,63.1,62.7,68.3,3,12,18,33,11,2
Mickey Shuler,5737,TE,3,JAX,50,0,16,34,0,0,0,0,0,42.1,78.6,45.4,0,0,0,0,0,0
Marc Mariani,5745,WR,1,CHI,1,0,0,1,0,0,0,0,0,56.4,,59.9,0,0,0,0,0,0
Jim Dray,5756,TE,16,CLV,416,0,70,346,1,0,0,0,0,67.9,79.0,64.6,1,0,1,2,4,0
Kavell Conner,5763,LB,1,SD,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,1,0
Erik Lorig,5775,FB,10,NO,113,0,22,91,0,0,0,0,0,51.2,39.9,57.2,0,2,2,4,0,0
Rafael Bush,5779,S,1,NO,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,2,0
Michael Palmer,5784,TE,10,PIT,25,0,2,23,0,0,0,0,0,55.6,66.4,60.3,0,0,0,0,1,0
Logan Paulsen,5795,TE,16,WAS,265,0,43,222,4,0,0,0,1,52.7,65.3,67.8,1,1,2,4,5,0
Joique Bell,5797,HB,15,DET,101,0,71,30,0,0,0,0,0,66.0,57.6,68.5,1,5,0,6,2,0
Jon Weeks,5800,LS,1,HST,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Mike Windt,5813,LS,1,SD,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Victor Cruz,5827,WR,6,NYG,161,0,0,161,0,0,0,0,0,61.8,,49.0,0,0,0,0,0,0
Ben Garland,5839,G,6,DEN,47,0,21,26,0,39,0,5,0,58.3,42.6,60.5,0,0,1,1,0,0
Austin Howard,5847,G,16,OAK,1033,0,701,332,0,1,0,1060,0,68.6,65.0,66.8,5,4,24,33,2,0
Lemuel Jeanpierre,5853,C,4,SEA,219,0,112,107,0,3,224,0,0,51.0,76.0,46.7,0,0,3,3,1,0
Jeff Cumberland,5861,TE,16,NYJ,527,0,106,421,10,0,0,0,0,48.9,50.5,55.2,3,0,8,11,4,1
David Nelson,5862,WR,6,NYJ,128,0,0,128,0,0,0,0,0,47.0,,58.9,0,0,0,0,2,0
LeGarrette Blount,5863,HB,16,NE,41,0,23,18,0,0,0,0,0,73.8,68.1,61.0,0,0,1,1,0,0
Alfonso Smith,5877,HB,3,SF,11,0,6,5,0,0,0,0,0,51.5,80.7,60.0,0,0,0,0,0,0
Marlon Moore,5887,WR,3,CLV,11,0,0,11,0,0,0,0,0,59.2,,59.0,0,0,0,0,0,0
Nick McDonald,5940,C,8,CLV,469,0,260,209,0,0,481,0,0,39.8,47.2,39.6,3,2,10,15,1,0
Frank Zombo,5945,ED,1,KC,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Preston Parker,5950,WR,15,NYG,168,0,0,168,0,0,0,0,0,61.8,,75.1,0,0,0,0,4,1
Jeff Linkenbach,5964,T,10,KC,220,0,148,72,0,216,0,0,1,57.1,49.2,58.9,2,1,9,12,1,0
Chris Ivory,6007,HB,16,NYJ,86,0,47,39,0,0,0,0,0,72.0,26.3,63.4,0,4,7,11,3,0
Steve Maneri,6028,TE,1,NE,16,0,3,13,0,0,0,0,0,65.9,73.9,83.5,0,0,0,0,0,0
Seyi Ajirotutu,6035,WR,14,SD,63,0,0,63,0,0,0,0,0,48.8,,54.4,0,0,0,0,2,0
Richard Brockel,6037,TE,4,CAR,29,0,2,27,0,0,0,0,3,51.9,71.2,50.7,0,0,0,0,1,0
George Johnson,6112,ED,1,DET,2,0,2,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Justin Drescher,6117,LS,1,NO,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Tyler Clutts,6124,FB,16,DAL,149,0,9,140,0,0,0,0,0,59.0,69.5,60.9,0,0,1,1,1,0
Andrew Hawkins,6125,WR,15,CLV,219,0,1,218,0,0,0,0,0,83.5,66.3,83.3,0,0,0,0,2,1
Bryan Walters,6139,WR,13,SEA,44,0,0,44,0,0,0,0,0,58.8,,57.0,0,0,0,0,0,0
James Develin,6142,FB,16,NE,186,0,19,167,0,0,0,0,0,74.9,76.8,77.1,0,0,1,1,0,0
Cam Newton,6153,QB,14,CAR,854,551,0,303,0,0,0,0,0,76.0,,60.0,4,1,0,5,2,0
A.J. Green,6156,WR,13,CIN,267,0,0,267,0,0,0,0,0,84.3,,67.6,0,0,0,0,6,0
Julio Jones,6158,WR,15,ATL,251,0,0,251,0,0,0,0,0,89.8,,80.2,0,0,0,0,2,0
Jake Locker,6160,QB,7,TEN,293,186,0,107,0,0,0,0,0,47.9,,60.0,2,1,2,5,1,0
Tyron Smith,6161,T,16,DAL,1060,0,549,511,1082,0,0,0,0,86.9,89.2,81.5,2,8,13,23,9,1
Blaine Gabbert,6162,QB,1,SF,9,8,0,1,0,0,0,0,0,55.0,,60.0,0,0,0,0,0,0
J.J. Watt,6163,DI,7,HST,5,0,0,5,0,0,0,0,0,98.6,,59.4,0,0,0,0,6,0
Christian Ponder,6164,QB,2,MIN,88,55,0,33,0,0,0,0,0,49.6,,60.0,0,0,0,0,1,0
Mike Pouncey,6167,G,12,MIA,771,0,503,268,0,0,10,782,0,58.9,56.0,62.0,3,3,25,31,4,0
Nate Solder,6169,T,16,NE,1040,0,641,399,1035,0,0,0,0,70.8,71.7,67.7,6,9,14,29,8,2
Anthony Castonzo,6174,T,16,IND,1155,0,769,386,1170,0,0,0,0,84.0,89.5,66.4,2,9,22,33,6,1
James Carpenter,6177,G,13,SEA,817,0,452,365,0,846,0,0,0,62.5,73.0,59.8,0,4,14,18,8,1
Mark Ingram II,6180,HB,13,NO,70,0,52,18,0,0,0,0,0,71.2,81.0,60.2,0,1,1,2,0,0
Gabe Carimi,6181,T,16,ATL,585,0,382,203,130,26,0,114,245,69.0,61.3,79.7,5,7,19,31,7,1
Derek Sherrod,6184,T,6,GB,140,0,89,51,19,2,0,1,114,43.9,43.7,46.5,3,2,3,8,1,0
Andy Dalton,6187,QB,16,CIN,987,557,1,429,0,0,0,0,0,69.4,61.3,60.3,2,0,0,2,1,0
Colin Kaepernick,6188,QB,16,SF,992,624,1,367,0,0,0,0,0,64.5,61.3,60.0,7,3,5,14,7,0
Kyle Rudolph,6195,TE,9,MIN,186,0,15,171,1,0,0,0,1,63.2,67.4,76.2,0,0,1,1,3,0
Orlando Franklin,6198,G,16,DEN,1092,0,652,440,1,1121,0,0,1,75.6,81.6,73.9,1,2,8,11,10,0
Lance Kendricks,6199,TE,16,SL,370,0,55,315,1,0,0,0,16,71.0,56.6,68.6,1,0,3,4,3,0
Stefen Wisniewski,6200,C,16,OAK,1013,0,687,326,0,0,1041,0,0,74.2,73.2,75.6,1,3,12,16,7,1
Ben Ijalana,6201,T,3,NYJ,6,0,0,6,2,0,0,2,0,68.6,,67.6,0,0,0,0,0,0
Rodney Hudson,6207,C,16,KC,1005,0,612,393,0,0,1031,0,0,76.1,86.9,68.3,2,2,6,10,2,1
Shane Vereen,6208,HB,16,NE,81,0,57,24,0,0,0,0,0,61.7,66.1,58.6,1,1,2,4,0,0
Torrey Smith,6210,WR,16,BLT,284,0,0,284,0,0,0,0,0,72.1,,72.8,0,0,0,0,2,1
Greg Little,6211,WR,6,CIN,50,0,0,50,0,0,0,0,0,55.7,,59.2,0,0,0,0,1,0
Daniel Thomas,6214,HB,12,MIA,38,0,33,5,0,0,0,0,0,66.3,87.8,60.1,0,1,0,1,0,0
Marcus Gilbert,6215,T,12,PIT,761,0,466,295,0,0,0,0,777,75.3,75.1,75.7,6,4,19,29,6,1
Randall Cobb,6216,WR,16,GB,300,0,0,300,0,0,0,0,0,82.7,,54.5,0,0,0,0,0,0
Rob Housler,6221,TE,15,ARZ,200,0,27,173,0,0,0,0,0,61.4,50.1,60.6,0,0,2,2,2,0
DeMarco Murray,6223,HB,16,DAL,94,0,77,17,0,0,0,0,0,80.8,65.5,61.6,3,0,6,9,3,0
Stevan Ridley,6225,HB,6,NE,28,0,17,11,0,0,0,0,0,63.0,84.2,60.0,0,0,0,0,0,0
Ryan Mallett,6226,QB,3,HST,152,80,0,72,0,0,0,0,0,50.2,,60.0,0,0,0,0,0,0
Austin Pettis,6230,WR,5,SL,22,0,0,22,0,0,0,0,0,63.1,,60.4,0,0,0,0,0,0
Leonard Hankerson,6231,WR,1,WAS,9,0,0,9,0,0,0,0,0,48.9,,60.9,0,0,0,0,1,0
Vincent Brown,6234,WR,7,OAK,24,0,0,24,0,0,0,0,0,61.1,,60.9,0,0,0,0,0,0
Jerrel Jernigan,6235,WR,2,NYG,32,0,0,32,0,0,0,0,0,55.4,,59.3,0,0,0,0,0,0
Jah Reid,6237,G,4,BLT,9,0,0,9,0,0,0,6,0,57.4,,58.4,0,0,0,0,0,0
Allen Bailey,6238,DI,1,KC,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,2,1
Akeem Dent,6243,LB,1,HST,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,2,0
Joe Barksdale,6244,T,16,SL,996,0,604,392,0,0,0,0,1013,72.9,68.2,79.3,7,4,40,51,6,0
Clint Boling,6253,G,16,CIN,1064,0,584,480,3,972,0,0,114,72.8,66.7,70.9,3,9,15,27,4,1
Jordan Cameron,6254,TE,10,CLV,240,0,34,206,0,0,0,0,0,63.6,47.7,54.7,2,1,0,3,0,0
Luke Stocker,6256,TE,13,TB,165,0,21,144,0,0,0,0,0,56.2,19.1,76.6,0,1,4,5,0,0
Roy Helu,6257,HB,14,WAS,94,0,83,11,0,0,0,0,0,66.5,59.6,60.2,3,0,7,10,1,1
Kris Durham,6259,WR,4,TEN,23,0,0,23,0,0,0,0,0,56.0,,61.3,0,0,0,0,0,0
Greg Salas,6264,WR,10,NYJ,81,0,0,81,0,0,0,0,0,62.7,,70.5,0,0,0,0,0,0
Cecil Shorts,6266,WR,13,JAX,238,2,0,236,0,0,0,0,0,62.4,,57.7,0,0,0,0,4,2
James Brewer,6269,T,2,NYG,51,0,23,28,5,0,0,0,48,55.8,36.4,68.8,0,0,5,5,1,0
Chris Hairston,6274,T,9,BUF,37,0,9,28,17,0,0,0,0,70.5,80.8,64.9,0,0,0,0,0,0
Bilal Powell,6278,HB,15,NYJ,74,0,56,18,0,0,0,0,0,61.6,72.1,69.8,1,1,3,5,0,0
