year,player,player_id,position,player_game_count,team_name,pass_snaps,attempts,pass_block_percentage,sacks_allowed,hits_allowed,hurries_allowed,pressures_allowed,pbe
2014,Alfonso Smith,5877,HB,3,SF,22,6,27.3,0,0,0,0,100
2014,Harold Hoskins,9349,TE,6,MIA,27,5,18.5,0,0,0,0,100
2014,Garrett Celek,7274,TE,3,SF,13,4,30.8,0,0,0,0,100
2014,Phil Dawson,422,K,1,SF,1,1,100,0,0,0,0,100
2014,Rishard Matthews,7211,WR,14,MIA,107,1,0.9,0,0,0,0,100
2014,Ryan Lindley,7174,QB,3,ARZ,100,1,1,0,0,0,0,100
2014,Senio Kelemete,7144,G,1,NO,4,4,100,0,0,0,0,100
2014,Brandon Tate,5006,WR,15,CIN,270,1,0.4,0,0,0,0,100
2014,Tahir Whitehead,7135,LB,1,DET,2,2,100,0,0,0,0,100
2014,Chase Coffman,5021,TE,13,TEN,89,8,9,0,0,0,0,100
2014,Brandon Mosley,7131,G,1,NYG,1,1,100,0,0,0,0,100
2014,Tony Fiammetta,5052,FB,1,CHI,2,1,50,0,0,0,0,100
2014,Adrien Robinson,7127,TE,9,NYG,22,1,4.5,0,0,0,0,100
2014,Gino Gradkowski,7098,C,1,BLT,2,2,100,0,0,0,0,100
2014,Sean Spence,7087,LB,2,PIT,2,2,100,0,0,0,0,100
2014,Mohamed Sanu,7084,WR,16,CIN,528,1,0.2,0,0,0,0,100
2014,Demario Davis,7079,LB,1,NYJ,1,1,100,0,0,0,0,100
2014,Cedric Peerman,5109,HB,7,CIN,25,7,28,0,0,0,0,100
2014,John Phillips,5132,TE,14,SD,39,15,38.5,0,0,0,0,100
2014,Alshon Jeffery,7048,WR,16,CHI,623,1,0.2,0,0,0,0,100
2014,Julian Edelman,5156,WR,14,NE,511,2,0.4,0,0,0,0,100
2014,Michael Floyd,7019,WR,16,ARZ,587,3,0.5,0,0,0,0,100
2014,Dontari Poe,7017,DI,2,KC,2,2,100,0,0,0,0,100
2014,Robert Griffin III,7008,QB,9,WAS,266,1,0.4,0,0,0,0,100
2014,Marshall McFadden,7004,ST,1,SL,1,1,100,0,0,0,0,100
2014,Patrick DiMarco,6997,FB,16,ATL,103,18,17.5,0,0,0,0,100
2014,Colt Anderson,5242,S,1,IND,1,1,100,0,0,0,0,100
2014,Ashlee Palmer,5281,LB,1,DET,2,2,100,0,0,0,0,100
2014,Kevin Brock,5328,TE,12,CIN,52,14,26.9,0,0,0,0,100
2014,Garry Williams,5341,T,1,CAR,11,11,100,0,0,0,0,100
2014,Matt Overton,6979,LS,1,IND,1,1,100,0,0,0,0,100
2014,Chase Reynolds,6892,HB,2,SL,2,1,50,0,0,0,0,100
2014,Isa Abdul-Quddus,6722,S,1,DET,2,1,50,0,0,0,0,100
2014,Henry Hynoski,6666,FB,15,NYG,32,11,34.4,0,0,0,0,100
2014,Brett Brackett,6630,TE,5,TEN,21,4,19,0,0,0,0,100
2014,Doug Baldwin,6615,WR,16,SEA,502,3,0.6,0,0,0,0,100
2014,Tanner Purdum,5508,LS,1,NYJ,1,1,100,0,0,0,0,100
2014,Dontrelle Inman,6597,WR,2,SD,83,1,1.2,0,0,0,0,100
2014,Jake McQuaide,6586,LS,2,SL,2,2,100,0,0,0,0,100
2014,Nick Bellore,6515,LB,1,NYJ,1,1,100,0,0,0,0,100
2014,Josh Bynes,6503,LB,1,DET,2,2,100,0,0,0,0,100
2014,Ryan Mathews,5537,HB,6,SD,72,8,11.1,0,0,0,0,100
2014,Tim Barnes,6499,C,5,SL,5,4,80,0,0,0,0,100
2014,Andre Holmes,6489,WR,16,OAK,469,1,0.2,0,0,0,0,100
2014,Jeff Tarpinian,6478,LB,1,HST,1,1,100,0,0,0,0,100
2014,Kyle Nelson,6428,LS,1,SF,1,1,100,0,0,0,0,100
2014,David Ausberry,6393,TE,4,OAK,29,3,10.3,0,0,0,0,100
2014,Andrew Gachkar,6386,LB,1,SD,1,1,100,0,0,0,0,100
