year,player,player_id,position,player_game_count,team_name,targets,receptions,yards,routes,yprr
2015,Josh Hill,8200,TE,16,NO,28,16,120,194,0.62
2015,Marshawn Lynch,3628,HB,7,SEA,20,13,80,132,0.61
2015,Marlon Moore,5887,WR,10,CLV,10,7,81,134,0.6
2015,Knile Davis,7878,HB,9,KC,3,2,24,40,0.6
2015,Will Johnson,7639,FB,11,PIT,4,2,16,27,0.59
2015,Keith Mumphery,9608,WR,13,HST,31,14,129,219,0.59
2015,Jacquizz Rodgers,6297,HB,5,CHI,2,1,10,17,0.59
2015,John Kuhn,2686,FB,15,GB,9,6,56,96,0.58
2015,Cordarrelle Patterson,7810,WR,8,MIN,2,2,10,18,0.56
2015,Kenjon Barner,7963,HB,5,PHI,12,9,22,39,0.56
2015,Dwayne Allen,7066,TE,13,IND,25,16,109,194,0.56
2015,Luke Stocker,6256,TE,14,TB,12,9,61,112,0.54
2015,Jason Avant,3054,WR,16,KC,23,15,119,225,0.53
2015,Toby Gerhart,5576,HB,3,JAX,5,3,23,43,0.53
2015,Jeremy Hill,8690,HB,16,CIN,19,15,79,148,0.53
2015,Donteea Dye Jr.,10074,WR,9,TB,27,11,132,249,0.53
2015,Cory Harkey,7306,FB,15,SL,5,5,26,49,0.53
2015,Christine Michael,7843,HB,6,SEA,4,3,16,30,0.53
2015,Carlos Hyde,8692,HB,7,SF,14,11,53,101,0.52
2015,Devin Smith,9470,WR,10,NYJ,26,9,115,232,0.5
2015,LeGarrette Blount,5863,HB,11,NE,6,6,43,86,0.5
2015,Nic Jacobs,8946,TE,6,JAX,3,1,6,12,0.5
2015,Hakeem Nicks,4952,WR,6,NYG,14,7,54,108,0.5
2015,Chris Johnson,4338,HB,11,ARZ,12,6,58,115,0.5
2015,Jonathan Stewart,4327,HB,13,CAR,18,16,99,197,0.5
2015,Chandler Worthy,10028,WR,3,HST,4,3,14,28,0.5
2015,Terrance West,8729,HB,8,BLT,4,4,21,43,0.49
2015,Ronnie Hillman,7069,HB,16,DEN,32,24,111,226,0.49
2015,Andre Caldwell,4411,WR,14,DEN,22,10,72,151,0.48
2015,Marlon Brown,8179,WR,10,BLT,27,14,112,239,0.47
2015,Alfred Morris,7165,HB,15,WAS,11,10,55,120,0.46
2015,Ben Edwards,10067,WR,2,NYG,2,1,9,20,0.45
2015,Brittan Golden,7481,WR,6,ARZ,1,1,5,12,0.42
2015,Sammie Coates,9520,WR,3,PIT,2,1,11,28,0.39
2015,Jim Dray,5756,TE,16,CLV,15,6,61,159,0.38
2015,Jorvorskie Lane,7002,FB,13,TB,2,2,13,34,0.38
2015,Bernard Pierce,7085,HB,3,JAX,5,3,7,19,0.37
2015,C.J. Uzomah,9590,TE,4,CIN,1,1,4,11,0.36
2015,Robert Turbin,7106,HB,10,DAL,9,7,23,64,0.36
2015,Rod Smith,9996,HB,5,DAL,1,1,6,17,0.35
2015,Levine Toilolo,7915,TE,16,ATL,11,7,44,133,0.33
2015,Terrence Magee,9864,HB,1,BLT,1,1,2,6,0.33
2015,MarQueis Gray,8286,TE,4,BUF,1,1,2,7,0.29
2015,E.J. Bibbs,10034,TE,7,CLV,2,1,7,24,0.29
2015,Will Tukuafu,7764,FB,11,SEA,1,1,7,25,0.28
2015,Lucky Whitehead,9853,WR,13,DAL,7,6,16,58,0.28
2015,Khari Lee,10018,TE,10,CHI,3,1,7,26,0.27
2015,Stepfan Taylor,7922,HB,10,ARZ,2,1,4,15,0.27
2015,Russell Shepard,8254,WR,12,TB,9,3,28,103,0.27
2015,Brian Parker,10135,TE,9,KC,1,1,6,23,0.26
2015,Michael Williams,7993,TE,14,NE,5,3,26,107,0.24
2015,Tre McBride,9678,WR,4,TEN,4,2,8,37,0.22
2015,Matt Spaeth,3693,TE,13,PIT,3,2,10,46,0.22
2015,Jerome Felton,4460,FB,15,BUF,1,1,12,58,0.21
2015,Tyler Clutts,6124,FB,14,DAL,1,1,4,22,0.18
2015,Garrett Graham,5642,TE,8,HST,18,4,30,181,0.17
2015,Tevin Coleman,9506,HB,12,ATL,10,2,14,86,0.16
2015,Kellen Davis,4472,TE,16,NYJ,8,3,18,111,0.16
2015,Andre Williams,8748,HB,13,NYG,3,1,7,47,0.15
2015,Christopher Harper,9950,WR,5,NE,2,1,6,44,0.14
2015,Malcolm Johnson,9628,FB,12,CLV,4,3,7,55,0.13
2015,David Johnson,5165,TE,13,SD,1,1,4,38,0.11
2015,Spencer Ware,7975,HB,9,KC,6,6,5,47,0.11
2015,Asante Cleveland,9066,TE,3,SD,1,1,1,16,0.06
2015,Matthew Mulligan,4701,TE,11,BUF,1,1,2,37,0.05
2015,Vince Mayle,9556,WR,1,DAL,1,0,0,5,0
2015,Alonzo Harris,9926,HB,2,GB,1,0,0,3,0
2015,Kevin Norwood,8758,WR,1,CAR,1,0,0,6,0
2015,Matt Hazel,8825,WR,3,MIA,1,0,0,10,0
2015,J.J. Watt,6163,DI,1,HST,1,0,0,1,0
2015,Rico Richardson,8216,WR,3,TEN,4,0,0,32,0
2015,Matthew Slater,4467,WR,2,NE,1,0,0,2,0
2015,Alejandro Villanueva,9091,T,2,PIT,1,0,0,2,0
2015,Bryce Brown,7213,HB,3,SEA,2,0,0,14,0
2015,Alex Smith,2288,TE,3,WAS,1,0,0,18,0
2015,Derrick Coleman,7377,FB,9,SEA,1,1,0,25,0
2015,Geoff Swaim,9679,TE,1,DAL,1,1,0,4,0
2015,Stevan Ridley,6225,HB,8,NYJ,5,4,-2,31,-0.06
2015,David Cobb,9571,HB,7,TEN,2,1,-2,32,-0.06
2015,Malcolm Brown,9902,HB,1,SL,1,1,-2,3,-0.67
2015,Cierre Wood,8343,HB,1,BUF,1,1,-6,6,-1
