player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
Kenny Anunike,9082,ED,2,DEN,5,1,4,0,49.9,54.1,,60.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Marcus Williams,9115,CB,13,NYJ,285,10,81,194,70.6,31.5,26.4,58.1,79.6,3,2,0,1,0,17,2,12,3,1,35,22,279,12.7,64,44,2,6,3,67.1,1,0
Akeem Davis,9127,S,1,IND,1,0,1,0,60.0,60.0,25.7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Tyler Patmon,9135,CB,10,MIA,306,14,81,211,48.9,72.1,54.0,55.6,45.0,2,0,1,1,0,10,4,4,4,0,38,22,279,12.7,157,45,1,0,4,89.7,2,0
Jackson Jeffcoat,9139,ED,5,WAS,26,24,1,1,59.9,60.0,59.6,48.4,67.8,0,0,0,0,0,1,1,1,1,1,1,1,14,14.0,15,14,0,0,0,118.8,0,0
Brian Dixon,9146,CB,7,NO,111,0,33,78,43.4,29.1,40.6,,47.9,0,0,0,0,0,11,0,6,3,1,13,11,126,11.5,26,29,0,0,0,107.1,1,1
DeAndre Coleman,9157,DI,4,MIA,75,32,41,2,61.1,77.3,29.8,53.6,38.8,0,0,0,0,0,5,1,1,4,0,1,1,10,10.0,6,10,0,0,0,108.3,1,0
Orleans Darkwa,9173,HB,1,NYG,1,0,1,0,60.0,60.0,30.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Adrian Phillips,9177,S,9,SD,211,3,80,128,64.3,63.0,63.0,54.8,63.2,0,0,0,0,0,11,4,3,5,0,8,7,93,13.3,62,33,0,1,0,75.5,0,0
Bruce Gaston,9186,DI,9,CHI,180,112,67,1,62.1,58.4,74.4,65.5,60.0,13,1,4,8,0,8,1,1,6,0,0,0,0,,0,,0,0,0,0.0,1,0
Zach Kerr,9195,DI,12,IND,320,151,168,1,78.6,73.8,67.5,68.5,66.0,15,0,3,12,2,19,7,1,14,0,0,0,0,,0,,0,0,0,0.0,0,0
Dashaun Phillips,9198,CB,1,WAS,13,1,4,8,75.6,60.2,61.6,60.0,77.5,0,0,0,0,0,1,0,0,1,0,1,1,5,5.0,3,5,0,0,0,87.5,0,0
Carlos Fields,9200,LB,1,WAS,19,1,1,17,48.7,60.0,51.3,60.0,61.8,0,0,0,0,0,0,1,1,0,0,3,2,26,13.0,17,17,0,0,0,93.8,1,1
Shamiel Gary,9231,S,6,MIA,111,0,59,52,54.0,61.3,74.4,,53.1,0,0,0,0,0,6,1,1,0,0,3,1,3,3.0,1,3,0,0,0,42.4,0,0
Jerome Couplin III,9235,S,2,PHI,8,0,1,7,61.2,60.0,87.7,,60.8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Marcus Roberson,9241,CB,9,SL,328,0,125,203,63.9,55.7,49.5,,64.6,0,0,0,0,0,24,1,4,7,2,35,25,215,8.6,59,22,4,0,5,125.3,2,0
Chris Davis,9242,CB,1,SF,17,0,0,17,75.6,,72.8,,75.9,0,0,0,0,0,1,0,0,1,0,2,1,10,10.0,0,10,0,0,0,64.6,0,0
Daniel Sorensen,9253,S,10,KC,232,14,37,181,42.3,34.2,51.9,67.9,48.9,2,1,1,0,0,16,3,5,6,0,19,13,132,10.2,118,19,0,0,1,88.0,1,0
Brandon Dunn,9262,DI,12,HST,120,55,65,0,74.4,76.9,72.6,53.6,63.5,2,0,0,2,0,7,2,0,5,0,0,0,0,,0,,0,0,0,0.0,0,0
Joe Thomas,9272,LB,14,GB,253,56,32,165,60.9,40.9,29.5,55.5,69.6,7,1,3,3,0,16,2,7,11,1,13,6,38,6.3,18,12,1,0,1,78.7,1,1
Keith Smith,9302,LB,1,DAL,1,0,0,1,61.6,,78.2,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Mike Pennel,9316,DI,16,GB,288,122,166,0,64.6,59.8,77.0,73.7,,14,1,3,10,0,19,5,1,16,1,0,0,0,,0,,0,0,0,0.0,2,0
Shayne Skov,9317,LB,4,SF,9,1,7,1,61.9,60.0,74.9,58.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Devonta Glover-Wright,9325,CB,2,IND,4,0,1,3,63.9,60.0,23.8,,63.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Zachary Orr,9326,LB,13,BLT,144,19,23,102,72.6,76.2,74.7,73.9,64.9,6,1,1,4,1,12,3,2,6,1,10,10,83,8.3,21,23,0,0,0,101.3,0,0
K'Waun Williams,9332,CB,13,CLV,519,19,167,333,71.7,67.9,66.1,93.2,66.1,5,2,0,3,0,32,3,4,17,3,49,33,335,10.2,120,40,3,0,3,107.1,4,1
Jayrone Elliott,9336,ED,12,GB,174,89,76,9,70.9,60.7,65.0,57.4,94.4,10,3,3,4,1,11,4,4,10,1,4,4,27,6.8,37,13,0,1,0,55.2,2,0
James Morris,9369,LB,1,NYG,1,0,1,0,60.0,60.0,86.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
T.J. Fatinikun,9412,ED,2,TB,36,23,13,0,47.5,55.1,81.2,47.6,,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Leonard Williams,9439,DI,16,NYJ,814,499,313,2,78.1,84.2,69.8,65.8,57.8,52,4,19,29,0,37,14,5,35,0,0,0,0,,0,,0,0,0,0.0,3,1
Vic Beasley Jr.,9441,ED,16,ATL,535,388,133,14,71.3,59.0,63.1,70.6,76.1,42,4,5,33,2,15,2,2,15,2,5,3,30,10.0,25,13,0,1,0,37.5,5,1
Trae Waynes,9444,CB,10,MIN,195,0,75,120,64.3,67.0,62.7,,62.8,0,0,0,0,0,19,2,3,6,0,28,17,174,10.2,70,42,1,0,3,90.5,1,0
Danny Shelton,9445,DI,16,CLV,506,230,275,1,66.3,69.7,72.0,56.1,60.0,8,0,0,8,0,27,13,3,19,0,0,0,0,,0,,0,0,0,0.0,2,0
Kevin Johnson,9449,CB,16,HST,801,1,244,556,63.7,66.1,60.0,59.1,63.1,0,0,0,0,0,50,3,8,19,0,80,50,612,12.2,230,54,8,1,6,114.2,6,2
Arik Armstead,9450,DI,16,SF,378,254,124,0,78.9,81.1,65.0,69.6,57.3,38,2,6,30,0,16,1,3,12,0,0,0,0,,0,,0,0,0,0.0,1,0
Marcus Peters,9451,CB,16,KC,1043,0,347,696,58.5,59.6,55.3,,58.9,0,0,0,0,0,53,5,9,16,1,137,69,939,13.6,249,55,8,8,18,67.7,8,0
Bud Dupree,9455,ED,16,PIT,563,300,202,61,40.5,37.5,62.4,50.6,57.5,22,4,3,15,1,16,8,1,13,0,4,4,69,17.3,55,52,0,0,0,118.8,4,0
Shane Ray,9456,ED,14,DEN,344,188,135,21,61.4,54.2,73.2,61.7,73.6,23,4,4,15,0,9,5,0,11,0,4,3,22,7.3,27,11,0,0,0,87.5,1,0
Shaq Thompson,9458,LB,14,CAR,364,21,146,197,77.3,71.7,51.4,68.4,76.0,4,1,1,2,0,36,10,7,27,0,29,25,223,8.9,152,28,0,0,2,98.7,2,0
Byron Jones,9460,CB,16,DAL,877,4,365,508,68.1,61.8,77.0,62.5,72.3,2,0,0,2,0,58,8,7,19,0,68,43,553,12.9,279,47,2,0,8,98.5,5,0
Damarious Randall,9463,CB,15,GB,758,4,254,500,64.2,68.0,70.0,39.5,63.2,2,0,0,2,0,50,6,6,9,0,83,47,738,15.7,210,61,4,3,12,87.3,4,1
Stephone Anthony,9464,LB,16,NO,987,56,393,538,54.3,66.4,66.0,46.9,48.8,7,1,2,4,0,85,20,15,46,2,62,51,644,12.6,363,55,6,1,2,135.5,1,0
Malcom Brown,9465,DI,16,NE,510,269,241,0,71.9,70.9,78.7,62.1,60.0,17,3,1,13,0,34,11,1,29,0,0,0,0,,0,,0,0,0,0.0,0,0
Landon Collins,9466,S,16,NYG,1100,29,424,647,49.6,71.4,62.6,70.4,37.9,10,0,2,8,0,87,9,15,32,1,62,46,620,13.5,342,68,5,1,7,125.7,3,0
Mario Edwards Jr.,9468,DI,14,OAK,599,385,196,18,75.1,75.8,74.9,61.9,83.4,30,3,2,25,3,28,7,1,22,2,1,1,-5,-5.0,1,-5,0,0,0,79.2,2,0
Preston Smith,9471,ED,16,WAS,507,325,164,18,66.9,58.9,83.5,66.6,62.0,36,8,2,26,2,18,5,3,15,2,1,1,9,9.0,5,9,0,0,1,104.2,0,0
Eddie Goldman,9472,DI,15,CHI,518,271,246,1,72.0,65.9,59.4,68.0,67.0,26,6,2,18,0,17,6,4,21,0,0,0,0,,0,,0,0,0,0.0,0,0
Jalen Collins,9475,CB,10,ATL,301,0,90,211,49.8,59.8,29.8,,47.9,0,0,0,0,0,11,0,5,1,0,27,15,246,16.4,79,36,1,0,1,98.7,2,0
Benardrick McKinney,9476,LB,13,HST,411,24,212,175,75.2,68.0,80.8,60.5,74.9,4,1,1,2,0,48,9,4,29,0,21,19,177,9.3,176,45,0,0,0,101.8,0,0
Hau'oli Kikaha,9477,LB,15,NO,617,280,217,120,50.4,57.5,62.4,55.4,44.7,26,4,1,21,1,37,10,6,23,4,14,13,160,12.3,115,37,1,0,0,138.1,4,1
Eric Kendricks,9478,LB,14,MIN,759,52,262,445,59.5,77.4,63.8,69.2,44.2,13,4,4,5,0,67,23,11,32,0,53,45,520,11.6,355,50,1,0,1,113.8,0,0
Jaquiski Tartt,9479,S,15,SF,720,17,311,392,57.0,68.6,55.5,86.2,49.2,4,2,0,2,0,49,11,13,18,1,39,32,432,13.5,203,49,0,1,2,102.1,1,0
Eric Rowe,9480,CB,10,PHI,505,0,182,323,58.3,69.3,50.2,,56.9,0,0,0,0,0,27,1,5,3,0,58,30,349,11.6,100,25,3,1,6,80.3,2,0
Denzel Perryman,9481,LB,13,SD,392,24,176,192,77.2,90.3,78.2,67.9,57.0,6,2,1,3,0,59,9,4,39,1,26,22,204,9.3,150,26,1,0,0,112.2,1,0
Ronald Darby,9483,CB,15,BUF,914,0,335,579,76.6,79.5,76.4,,74.9,0,0,0,0,0,69,7,7,12,0,105,57,660,11.6,189,41,4,2,15,78.3,5,0
Nate Orchard,9484,ED,15,CLV,475,149,242,84,64.8,60.6,58.6,62.4,63.4,10,3,1,6,3,27,5,4,20,1,7,5,28,5.6,32,10,0,1,0,38.7,1,0
Jordan Phillips,9485,DI,15,MIA,433,219,204,10,50.2,45.6,61.2,60.6,62.2,8,2,1,5,4,12,2,1,8,0,4,1,5,5.0,5,5,0,0,2,39.6,2,0
Markus Golden,9491,ED,15,ARZ,518,345,128,45,72.4,63.7,79.4,73.1,49.7,51,7,9,35,0,18,7,2,12,2,7,6,115,19.2,86,48,0,0,0,118.8,1,0
Randy Gregory,9493,ED,12,DAL,245,152,87,6,62.4,49.3,74.8,65.3,61.3,21,0,6,15,0,6,0,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Quinten Rollins,9495,CB,12,GB,326,4,87,235,74.5,79.9,56.7,90.0,69.7,3,1,0,2,0,27,3,6,14,0,39,22,287,13.0,136,68,0,2,6,58.4,0,0
Frank Clark,9496,ED,15,SEA,323,235,80,8,62.7,53.6,45.4,65.7,60.5,24,3,4,17,2,10,2,3,9,0,1,1,0,0.0,5,0,0,0,0,79.2,1,0
Jordan Richards,9497,S,11,NE,238,1,61,176,76.8,69.0,60.0,60.0,74.5,0,0,0,0,0,19,1,3,7,1,16,11,78,7.1,62,21,2,0,1,119.3,0,0
D'Joun Smith,9498,CB,3,IND,19,1,2,16,66.4,60.0,,57.7,66.6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Owa Odighizuwa,9507,ED,4,NYG,126,73,53,0,36.4,38.3,45.2,43.7,60.0,4,0,0,4,0,4,0,1,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Chris Conley,9509,WR,1,KC,1,0,1,0,60.0,60.0,62.8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Eli Harold,9512,ED,16,SF,338,129,174,35,57.8,66.4,60.2,60.2,49.9,14,0,4,10,0,11,1,2,10,0,3,3,34,11.3,28,14,0,0,0,113.9,3,0
Lorenzo Mauldin,9515,ED,14,NYJ,255,212,31,12,57.8,45.3,60.2,60.7,62.0,28,5,7,16,0,2,1,1,4,1,1,0,0,,0,,0,0,0,39.6,1,0
Craig Mager,9516,CB,6,SD,231,0,80,151,61.9,58.7,59.7,,63.8,0,0,0,0,0,7,1,1,2,0,16,7,103,14.7,17,35,1,0,0,86.2,1,0
Jordan Hicks,9517,LB,7,PHI,446,40,161,245,77.4,56.2,57.1,64.7,84.6,6,1,0,5,0,43,4,6,18,1,38,28,266,9.5,123,39,1,2,1,79.5,0,0
Tyler Kroft,9518,TE,1,CIN,1,0,1,0,60.0,60.0,82.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,3,1
Danielle Hunter,9521,ED,14,MIN,392,262,119,11,67.8,73.3,62.3,62.3,48.0,31,5,5,21,0,22,2,5,18,0,2,1,4,4.0,8,4,1,0,0,95.8,1,0
Carl Davis,9523,DI,13,BLT,235,116,119,0,53.1,49.0,59.2,60.0,60.0,3,0,0,3,2,11,3,1,6,0,0,0,0,,0,,0,0,0,0.0,0,0
Henry Anderson,9526,DI,9,IND,448,255,193,0,78.0,81.6,68.9,61.3,60.0,22,1,3,18,2,26,4,1,23,0,0,0,0,,0,,0,0,0,0.0,0,0
Xavier Cooper,9529,DI,14,CLV,361,186,174,1,38.6,39.1,50.8,50.4,60.2,9,2,0,7,0,14,3,2,13,0,0,0,0,,0,,0,0,0,0.0,2,2
Geneo Grissom,9530,DI,9,NE,132,97,32,3,42.5,43.7,63.0,51.3,41.2,8,1,1,6,1,2,2,1,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Steven Nelson,9531,CB,7,KC,54,7,12,35,50.7,62.5,63.7,46.3,57.9,1,0,0,1,0,0,0,0,0,0,1,1,11,11.0,8,11,0,0,0,112.5,1,0
Paul Dawson,9532,LB,7,CIN,35,3,4,28,71.7,59.1,60.8,90.4,64.2,1,0,0,1,0,5,0,1,2,0,3,3,25,8.3,19,12,1,0,1,141.0,0,0
Angelo Blackson,9533,DI,16,TEN,244,115,126,3,57.3,58.4,74.9,55.6,67.0,5,3,0,2,0,8,2,0,10,1,1,1,17,17.0,15,17,0,0,0,118.8,2,0
Trey Flowers,9534,ED,1,NE,4,4,0,0,54.0,,,54.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
James Sample,9537,S,4,JAX,129,2,46,81,45.3,62.6,72.3,55.6,44.6,1,0,0,1,0,10,2,1,4,0,7,6,59,9.8,19,26,1,0,1,141.4,3,0
Jalston Fowler,9541,FB,1,TEN,1,0,1,0,61.6,60.0,57.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Clayton Geathers,9542,S,14,IND,270,24,55,191,49.9,54.3,65.2,81.8,46.0,6,0,1,5,2,24,2,3,12,0,23,16,161,10.1,63,26,0,0,1,89.2,1,0
Gabe Wright,9546,DI,7,DET,135,77,58,0,57.7,55.9,45.0,55.9,61.2,2,0,0,2,0,6,0,1,5,0,0,0,0,,0,,0,0,0,0.0,0,0
Ibraheim Campbell,9548,S,5,CLV,102,3,57,42,73.4,67.6,90.2,53.9,71.5,0,0,0,0,0,9,1,0,5,0,3,3,21,7.0,19,19,0,0,0,95.8,0,0
Rodney Gunter,9549,DI,16,ARZ,412,221,190,1,65.3,61.7,55.8,67.9,58.9,18,1,3,14,0,16,6,2,13,0,0,0,0,,0,,0,0,0,0.0,2,0
Ramik Wilson,9551,LB,3,KC,129,4,77,48,63.5,58.3,75.5,66.0,65.3,1,0,0,1,0,10,5,1,7,0,3,2,40,20.0,18,23,0,0,0,109.7,0,0
Josh Shaw,9553,CB,8,CIN,116,1,27,88,73.5,70.9,70.7,60.0,72.8,0,0,0,0,0,15,1,0,5,0,14,11,124,11.3,43,31,1,0,1,127.4,0,0
Za'Darius Smith,9555,ED,15,BLT,407,248,137,22,58.8,60.5,76.5,56.9,60.9,17,6,2,9,2,18,5,1,13,0,4,4,31,7.8,28,14,0,0,0,99.0,1,0
Kwon Alexander,9557,LB,12,TB,811,48,321,442,40.0,33.7,28.2,85.9,42.4,13,5,1,7,1,72,14,27,38,2,54,45,493,11.0,246,35,2,2,6,101.6,1,0
Damien Wilson,9560,LB,2,DAL,32,6,15,11,39.4,72.3,73.0,61.8,27.6,2,0,0,2,0,5,1,1,3,0,2,2,89,44.5,69,80,1,0,0,158.3,0,0
Jake Ryan,9562,LB,9,GB,262,11,135,116,53.6,72.8,56.3,48.4,37.1,1,0,0,1,0,31,13,6,17,0,12,9,84,9.3,62,29,1,0,0,121.5,0,0
Tray Walker,9569,CB,1,BLT,8,0,5,3,64.0,60.0,,,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Grady Jarrett,9570,DI,15,ATL,266,144,116,6,78.3,81.5,54.6,64.5,56.4,9,1,1,7,0,16,6,2,15,0,0,0,0,,0,,0,0,0,0.0,0,0
Rashad Greene Sr.,9572,WR,1,JAX,1,0,1,0,60.0,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Ben Heeney,9573,LB,12,OAK,310,27,89,194,63.0,44.0,58.0,82.7,65.1,6,3,0,3,0,27,1,4,16,1,19,14,120,8.6,81,25,1,0,1,107.3,0,0
Adrian Amos,9575,S,16,CHI,1032,10,413,609,69.3,80.8,70.7,71.9,61.4,2,1,0,1,0,59,12,10,20,0,25,20,225,11.3,88,46,1,0,2,117.5,1,0
Bobby McCain,9578,CB,10,MIA,394,0,136,258,60.6,60.3,65.4,,59.8,0,0,0,0,0,17,1,2,2,0,31,18,264,14.7,44,36,2,0,2,107.5,0,0
David Parry,9584,DI,16,IND,658,306,350,2,58.5,57.6,56.0,55.4,55.1,13,1,2,10,0,26,12,4,21,0,0,0,0,,0,,0,0,0,0.0,0,0
Kyle Emanuel,9586,ED,14,SD,300,141,129,30,42.9,41.7,28.4,49.3,59.0,15,1,1,13,0,11,5,10,10,0,4,4,38,9.5,46,17,0,1,0,66.7,1,1
Tyeler Davison,9587,DI,16,NO,528,331,185,12,56.5,59.6,74.5,58.6,53.2,18,2,3,13,0,9,4,0,8,0,0,0,0,,0,,0,0,0,0.0,1,0
Tony Lippett,9589,CB,5,MIA,135,0,46,89,70.8,68.4,74.9,,69.9,0,0,0,0,0,9,1,1,3,0,9,5,64,12.8,11,27,0,0,1,78.0,1,0
Neiron Ball,9594,LB,5,OAK,64,17,9,38,82.0,68.4,72.3,55.0,86.0,2,1,0,1,0,4,1,1,3,0,3,1,6,6.0,2,6,0,0,0,42.4,0,0
Ryan Russell,9596,ED,1,DAL,33,20,13,0,44.8,38.1,,59.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Lorenzo Doss,9597,CB,1,DEN,3,0,3,0,60.0,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Damian Swann,9600,CB,7,NO,228,6,65,157,60.4,71.4,66.1,50.6,62.5,1,0,1,0,0,21,0,3,8,0,30,20,226,11.3,142,48,1,0,1,100.1,2,0
D.J. Alexander,9605,LB,3,KC,10,0,8,2,81.6,75.5,90.6,,61.0,0,0,0,0,0,1,2,0,1,0,1,1,10,10.0,14,10,0,0,0,108.3,0,0
Deiontrez Mount,9610,ED,4,TEN,47,30,14,3,74.8,43.9,24.2,67.6,85.4,6,0,0,6,0,0,0,1,0,0,0,0,0,,0,,0,1,0,0.0,0,0
Michael Bennett,9613,DI,13,JAX,297,131,165,1,53.7,56.2,45.8,57.2,59.3,3,1,1,1,0,9,3,4,8,0,0,0,0,,0,,0,0,0,0.0,2,0
Kyshoen Jarrett,9614,S,15,WAS,601,20,184,397,63.4,52.6,37.2,43.7,66.9,2,0,0,2,0,44,9,11,18,1,49,31,291,9.4,141,35,1,0,3,86.4,2,1
Tony Steward,9621,LB,3,BUF,8,1,4,3,27.7,28.6,22.9,59.0,62.1,0,0,0,0,0,1,0,2,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Charles Gaines,9622,CB,6,CLV,267,2,108,157,49.9,54.1,28.8,55.0,49.4,0,0,0,0,0,14,0,6,2,1,32,21,281,13.4,112,64,3,0,2,124.6,1,0
Darius Philon,9625,DI,8,SD,146,85,61,0,51.3,46.0,35.6,58.7,60.4,6,1,2,3,1,5,1,2,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Derron Smith,9630,S,5,CIN,13,0,5,8,65.7,60.0,83.9,,63.8,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
L.T. Walton,9632,ED,6,PIT,29,16,13,0,29.8,29.6,69.5,53.2,,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Quandre Diggs,9633,CB,15,DET,478,20,143,315,73.4,80.0,53.6,51.1,73.0,3,0,0,3,0,29,7,8,19,1,53,33,368,11.2,128,45,3,0,5,101.8,5,2
Darius Kilgo,9636,DI,9,DEN,113,47,65,1,60.5,66.7,72.2,53.1,59.1,2,0,0,2,1,5,3,0,4,0,0,0,0,,0,,0,0,0,0.0,1,0
Aaron Ripkowski,9639,FB,1,GB,1,1,0,0,60.0,,68.7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Amarlo Herrera,9640,LB,1,IND,1,0,1,0,60.0,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Obum Gwacham,9642,ED,8,NO,97,90,7,0,54.8,73.1,85.8,50.6,,7,3,1,3,0,0,0,0,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Anthony Chickillo,9645,ED,1,PIT,22,13,4,5,35.3,59.6,89.2,51.4,65.9,0,0,0,0,0,0,1,0,0,0,1,1,1,1.0,4,1,0,0,0,79.2,2,1
Christian Covington,9649,DI,15,HST,167,104,63,0,62.4,63.2,73.6,57.8,,11,2,3,6,0,5,2,0,6,0,0,0,0,,0,,0,0,0,0.0,0,0
Rakeem Nunez-Roches,9650,DI,5,KC,22,12,10,0,63.7,67.0,69.8,52.4,60.0,0,0,0,0,0,4,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Hayes Pullard,9652,LB,4,JAX,158,7,78,73,71.1,82.8,65.4,61.0,55.2,2,0,1,1,0,16,3,3,9,0,8,6,95,15.8,68,44,1,0,0,153.6,0,0
Neal Sterling,9653,WR,1,JAX,1,0,1,0,60.0,60.0,83.6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Edmond Robinson,9665,LB,3,MIN,46,2,27,17,66.9,54.3,88.4,56.3,72.4,0,0,0,0,0,6,1,0,1,0,5,4,43,10.8,24,15,0,0,1,102.5,0,0
Dexter McDonald,9675,CB,3,OAK,29,0,6,23,69.0,60.0,83.8,,69.0,0,0,0,0,0,4,0,0,1,0,4,3,31,10.3,3,14,0,0,0,96.9,0,0
Akeem King,9682,CB,4,ATL,14,0,2,12,52.7,60.0,76.7,,52.2,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,1,39.6,1,0
A.J. Tarpley,9738,LB,8,BUF,84,6,42,36,70.8,42.4,66.5,63.3,87.1,1,0,1,0,0,3,1,0,2,0,3,1,7,7.0,4,7,0,2,0,2.8,0,0
Isaiah Johnson,9753,S,2,DET,3,0,0,3,61.5,,31.9,,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Joey Mbu,9772,DI,2,ATL,55,27,28,0,54.6,51.1,69.6,61.5,,2,0,0,2,0,4,0,0,4,0,0,0,0,,0,,0,0,0,0.0,0,0
Robenson Therezie,9776,S,12,ATL,287,4,82,201,49.4,66.1,62.8,52.7,47.0,0,0,0,0,0,27,0,4,5,0,20,17,222,13.1,88,29,1,1,0,108.8,1,1
Denzel Rice,9784,CB,1,PHI,20,0,2,18,42.7,60.0,,,50.2,0,0,0,0,0,0,0,0,0,0,1,1,8,8.0,2,8,0,0,0,100.0,1,1
Alani Fua,9798,LB,7,ARZ,37,15,4,18,59.9,52.6,36.6,51.5,70.0,2,0,2,0,0,2,0,0,2,0,2,1,5,5.0,3,5,0,0,0,56.3,0,0
Xavier Williams,9809,DI,4,ARZ,51,33,17,1,71.0,69.5,71.1,64.4,59.7,3,0,1,2,0,2,1,0,2,0,0,0,0,,0,,0,0,0,0.0,1,0
Mike Hull,9815,LB,2,MIA,21,0,10,11,72.3,67.5,77.1,,66.3,0,0,0,0,0,1,0,0,1,0,1,1,8,8.0,12,8,0,0,0,100.0,0,0
Zach Vigil,9824,LB,12,MIA,142,6,80,56,61.7,66.2,74.6,75.2,51.6,1,0,0,1,0,12,1,0,2,0,8,5,29,5.8,22,7,0,0,0,69.3,0,0
Thurston Armbrister,9825,LB,10,JAX,206,17,109,80,44.1,61.9,28.9,51.9,32.5,2,0,1,1,0,15,2,6,9,0,14,13,136,10.5,77,25,1,0,1,131.0,0,0
Nick Marshall,9829,CB,6,JAX,144,0,48,96,50.1,70.4,78.8,,46.3,0,0,0,0,0,7,2,0,2,0,13,10,213,21.3,78,71,1,0,1,143.9,0,0
Neville Hewitt,9836,LB,11,MIA,346,13,147,186,62.1,46.5,49.5,54.7,75.6,4,0,1,3,0,26,5,9,16,0,26,16,139,8.7,128,40,1,1,3,72.4,0,0
Troy Hill,9881,CB,2,SL,23,0,7,16,70.8,64.2,85.4,,70.0,0,0,0,0,0,2,1,0,2,0,1,1,10,10.0,4,10,0,0,0,108.3,0,0
Justin Coleman,9892,CB,9,NE,302,1,76,225,54.1,76.8,72.5,57.7,52.5,1,0,0,1,0,20,1,2,4,0,42,23,299,13.0,97,37,2,0,5,93.3,3,0
Anthony Harris,9895,S,3,MIN,148,1,54,93,78.1,70.6,75.2,60.0,73.8,0,0,0,0,0,11,3,1,5,0,4,2,27,13.5,7,22,0,0,2,71.9,0,0
Matt Longacre,9910,ED,5,SL,138,73,65,0,73.6,74.9,76.2,61.5,60.0,7,0,2,5,0,7,4,0,7,0,0,0,0,,0,,0,0,0,0.0,0,0
Cameron Lynch,9911,LB,2,SL,2,0,1,1,63.4,60.0,85.2,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
LaDarius Gunter,9925,CB,4,GB,8,0,1,7,66.3,60.0,80.4,,66.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Alonzo Harris,9926,HB,1,GB,1,1,0,0,60.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Ryan Delaire,9939,ED,9,CAR,225,157,64,4,48.0,29.5,24.6,60.0,66.4,17,3,4,10,0,4,1,3,6,0,0,0,0,,0,,0,0,0,0.0,0,0
Deshazor Everett,9940,CB,4,WAS,38,0,10,28,66.1,56.7,62.6,,66.1,0,0,0,0,0,3,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
