year,player,player_id,position,player_game_count,team_name,run_snaps,tackles,assists,misses,stops,stop_percent
2015,Clayton Geathers,9542,S,8,IND,53,9,0,0,7,13.2
2015,A.J. Klein,7930,LB,10,CAR,107,19,2,1,14,13.1
2015,Philip Wheeler,4407,LB,4,ATL,69,14,3,2,9,13
2015,Derek Wolfe,7040,DI,12,DEN,254,36,8,2,33,13
2015,Sean Spence,7087,LB,11,PIT,77,16,2,2,10,13
2015,Jerrell Freeman,4888,LB,13,IND,288,51,22,3,37,12.8
2015,Geno Atkins,5643,DI,16,CIN,196,25,4,3,25,12.8
2015,Cassius Marsh,8743,ED,16,SEA,71,13,1,1,9,12.7
2015,Datone Jones,7807,DI,14,GB,88,12,3,1,11,12.5
2015,Josh Shirley,9986,ED,4,TB,8,1,0,0,1,12.5
2015,D.J. Alexander,9605,LB,3,KC,8,1,2,0,1,12.5
2015,Randell Johnson,8855,LB,2,BUF,8,1,0,0,1,12.5
2015,Daren Bates,8077,LB,3,SL,16,2,1,1,2,12.5
2015,Grady Jarrett,9570,DI,15,ATL,113,16,6,2,14,12.4
2015,Lamarr Houston,5569,ED,16,CHI,137,22,4,0,17,12.4
2015,Vince Williams,7988,LB,14,PIT,81,13,5,0,10,12.3
2015,D'Qwell Jackson,2979,LB,16,IND,425,76,26,15,52,12.2
2015,Sen'Derrick Marks,4985,DI,4,JAX,41,5,0,1,5,12.2
2015,Dan Williams,5551,DI,16,OAK,257,38,11,0,31,12.1
2015,Jake Ryan,9562,LB,8,GB,132,24,11,2,16,12.1
2015,Henry Anderson,9526,DI,9,IND,183,25,4,1,22,12
2015,Danny Trevathan,7177,LB,15,DEN,312,53,20,4,37,11.9
2015,Spencer Paysinger,6419,LB,7,MIA,42,6,1,1,5,11.9
2015,Josh Mauro,9003,ED,14,ARZ,101,14,1,1,12,11.9
2015,Quinten Rollins,9495,CB,10,GB,84,12,1,2,10,11.9
2015,Stephen Tulloch,3061,LB,16,DET,339,57,14,3,40,11.8
2015,Ropati Pitoitua,4707,DI,5,TEN,17,3,1,0,2,11.8
2015,Vance Walker,5134,DI,15,DEN,170,24,6,0,20,11.8
2015,William Hayes,4417,ED,16,SL,225,30,7,1,26,11.6
2015,John Timu,10011,LB,3,CHI,69,16,1,1,8,11.6
2015,Hayes Pullard,9652,LB,4,JAX,69,10,3,2,8,11.6
2015,Joplo Bartu,8455,LB,4,JAX,52,7,0,2,6,11.5
2015,Nate Irving,6219,LB,6,IND,52,6,1,2,6,11.5
2015,Calais Campbell,4364,DI,16,ARZ,262,36,12,0,30,11.5
2015,Paul Posluszny,3650,LB,14,JAX,366,57,10,5,42,11.5
2015,IK Enemkpali,8844,ED,10,BUF,61,10,0,0,7,11.5
2015,Dion Bailey,9042,S,5,NYJ,44,7,1,1,5,11.4
2015,Aaron Donald,8648,DI,16,SL,337,49,8,2,38,11.3
2015,Malcom Brown,9465,DI,16,NE,233,33,10,1,26,11.2
2015,Dominique Easley,8664,DI,11,NE,45,6,4,1,5,11.1
2015,Chris Baker,5188,DI,16,WAS,235,29,7,2,26,11.1
2015,Jaye Howard Jr.,7114,DI,16,KC,271,36,11,1,30,11.1
2015,NaVorro Bowman,5615,LB,16,SF,450,81,18,7,50,11.1
2015,Brian Cushing,4938,LB,16,HST,359,52,11,7,40,11.1
2015,James Anderson,3033,LB,3,NO,45,8,3,0,5,11.1
2015,Mark Barron,7013,LB,16,SL,333,51,9,7,37,11.1
2015,Houston Bates,10167,ED,4,WAS,9,1,0,0,1,11.1
2015,Cam Thomas,5669,DI,15,PIT,72,8,2,1,8,11.1
2015,Alec Ogletree,7811,LB,4,SL,99,18,6,2,11,11.1
2015,Terrell McClain,6217,DI,2,DAL,18,2,1,0,2,11.1
2015,Robert McClain,5771,CB,1,CAR,9,3,0,0,1,11.1
2015,Kevin Minter,7826,LB,16,ARZ,327,44,12,7,36,11
2015,Wallace Gilberry,4763,ED,16,CIN,118,14,1,1,13,11
2015,Jeremiah Attaochu,8685,ED,15,SD,236,34,7,4,26,11
2015,Brandon Marshall,7648,LB,16,DEN,340,49,11,1,37,10.9
2015,DeAndre Coleman,9157,DI,4,MIA,37,5,1,0,4,10.8
2015,Josh Bynes,6503,LB,16,DET,316,45,8,6,34,10.8
2015,J.J. Watt,6163,DI,16,HST,355,41,16,6,38,10.7
2015,Ramon Humber,5310,LB,10,NO,103,20,2,0,11,10.7
2015,Clinton McDonald,5173,DI,6,TB,131,20,6,2,14,10.7
2015,Khalil Mack,8640,ED,16,OAK,321,42,4,2,34,10.6
2015,Linval Joseph,5571,DI,12,MIN,226,37,14,4,24,10.6
2015,Danielle Hunter,9521,ED,14,MIN,113,20,2,2,12,10.6
2015,Ian Williams,6472,DI,16,SF,349,52,13,1,37,10.6
2015,Brandon Williams,7875,DI,16,BLT,340,45,8,7,36,10.6
2015,Stephen Paea,6205,DI,11,WAS,76,9,5,1,8,10.5
2015,Mychal Kendricks,7049,LB,13,PHI,247,42,9,3,26,10.5
2015,Shaq Thompson,9458,LB,14,CAR,143,21,7,2,15,10.5
2015,Demarcus Dobbs,6655,DI,10,SEA,48,5,3,0,5,10.4
2015,Bobby Wagner,7050,LB,15,SEA,300,42,10,5,31,10.3
2015,Derrick Johnson,2232,LB,16,KC,339,49,12,6,35,10.3
2015,Joe Thomas,9272,LB,8,GB,29,4,0,2,3,10.3
2015,Marcell Dareus,6155,DI,15,BUF,272,40,9,2,28,10.3
2015,Chris Smith,8794,ED,6,JAX,58,8,2,2,6,10.3
2015,Mike Devito,3928,DI,13,KC,117,15,4,1,12,10.3
2015,Jabaal Sheard,6189,ED,13,NE,186,21,3,7,19,10.2
2015,Jonathan Babineaux,2276,DI,16,ATL,138,16,1,3,14,10.1
2015,C.J. Mosley,8652,LB,16,BLT,387,58,10,4,39,10.1
2015,Lawrence Guy,6385,DI,16,BLT,210,27,6,3,21,10
2015,Nick Dzubnar,10127,LB,2,SD,10,1,0,0,1,10
2015,Leonard Williams,9439,DI,16,NYJ,301,36,13,2,30,10
2015,Chris Carter,6314,ED,6,BLT,10,2,1,1,1,10
2015,Don Carey,5101,S,5,DET,20,3,0,0,2,10
2015,Rakeem Nunez-Roches,9650,DI,5,KC,10,2,0,0,1,10
2015,Lorenzo Alexander,2476,ED,4,OAK,30,3,0,1,3,10
2015,Randy Starks,1792,DI,15,CLV,181,20,4,2,18,9.9
2015,Christian Jones,9020,LB,15,CHI,293,51,11,2,29,9.9
2015,Mason Foster,6236,LB,9,WAS,102,15,4,2,10,9.8
2015,Kawann Short,7825,DI,16,CAR,234,27,10,4,23,9.8
2015,George Selvie,5749,ED,12,NYG,133,15,4,1,13,9.8
2015,Ahtyba Rubin,4504,DI,16,SEA,235,30,4,2,23,9.8
2015,Jelani Jenkins,7886,LB,13,MIA,297,42,15,5,29,9.8
2015,Sean Lee,5580,LB,14,DAL,337,55,16,7,33,9.8
2015,Jamie Collins Sr.,7833,LB,12,NE,269,35,13,7,26,9.7
2015,Fletcher Cox,7018,DI,16,PHI,347,49,12,4,33,9.5
2015,Da'Quan Bowers,6203,DI,3,TB,21,2,0,0,2,9.5
2015,Ryan Shazier,8650,LB,12,PIT,211,23,12,3,20,9.5
2015,Zachary Orr,9326,LB,8,BLT,21,3,2,0,2,9.5
2015,Matt Longacre,9910,ED,5,SL,64,6,4,0,6,9.4
2015,Mike Pennel,9316,DI,16,GB,160,19,5,1,15,9.4
2015,Avery Williamson,8786,LB,15,TEN,383,57,19,3,36,9.4
2015,Mike Daniels,7132,DI,16,GB,291,35,8,2,27,9.3
2015,Jayrone Elliott,9336,ED,12,GB,75,8,3,2,7,9.3
2015,Ben Heeney,9573,LB,11,OAK,86,11,1,2,8,9.3
2015,Robert Ayers,4941,ED,12,NYG,172,20,8,2,16,9.3
2015,LaRoy Reynolds,8500,LB,4,CHI,43,7,1,2,4,9.3
2015,Nick Fairley,6165,DI,15,SL,173,18,8,3,16,9.2
2015,Olivier Vernon,7074,ED,16,MIA,381,41,9,8,35,9.2
2015,Shelby Harris,8869,DI,7,OAK,55,7,2,2,5,9.1
2015,Daniel Sorensen,9253,S,8,KC,33,4,2,0,3,9.1
2015,Jason Trusnik,4083,LB,2,MIN,22,2,0,2,2,9.1
2015,Dont'a Hightower,7030,LB,12,NE,209,29,3,4,19,9.1
2015,Tank Carder,7141,LB,6,CLV,44,4,0,1,4,9.1
2015,Timmy Jernigan,8683,DI,15,BLT,165,17,9,1,15,9.1
2015,Frank Clark,9496,ED,15,SEA,78,7,1,2,7,9
2015,Keenan Robinson,7119,LB,10,WAS,200,25,5,12,18,9
2015,Dannell Ellerbe,5442,LB,6,NO,79,14,5,1,7,8.9
2015,Tony McDaniel,3423,DI,14,TB,168,17,5,0,15,8.9
2015,Telvin Smith Sr.,8779,LB,14,JAX,369,52,16,6,33,8.9
2015,Justin Ellis,8742,DI,12,OAK,180,20,3,1,16,8.9
2015,Stacy McGee,7987,DI,16,OAK,160,16,4,0,14,8.8
2015,Michael Wilhoite,6989,LB,12,SF,285,37,16,5,25,8.8
2015,Corey Liuget,6170,DI,11,SD,171,18,3,0,15,8.8
2015,David Hawthorne,4693,LB,9,NO,114,13,4,5,10,8.8
2015,Jerod Mayo,4324,LB,15,NE,171,21,5,4,15,8.8
2015,Leger Douzable,4654,DI,15,NYJ,92,10,3,1,8,8.7
2015,Dontari Poe,7017,DI,15,KC,252,31,8,0,22,8.7
2015,Alan Branch,3649,DI,16,NE,207,23,3,1,18,8.7
2015,Rontez Miles,8102,S,6,NYJ,46,6,3,0,4,8.7
2015,Ethan Westbrooks,8976,ED,12,SL,104,14,2,1,9,8.7
2015,Kenrick Ellis,6246,DI,9,MIN,46,5,1,0,4,8.7
2015,Daryl Smith,1760,LB,16,BLT,385,53,16,6,33,8.6
2015,Jordan Richards,9497,S,9,NE,58,7,0,1,5,8.6
2015,Tom Johnson,3378,DI,16,MIN,244,25,4,0,21,8.6
2015,Josh McNary,8073,LB,4,IND,58,8,1,2,5,8.6
2015,Zach Brown,7055,LB,16,TEN,209,34,12,3,18,8.6
2015,Karlos Dansby,1754,LB,16,CLV,428,62,7,5,37,8.6
2015,Justin Tuggle,8225,LB,8,HST,47,6,2,1,4,8.5
2015,Chris Canty,2349,DI,9,BLT,118,12,0,1,10,8.5
2015,Paul Soliai,3724,DI,14,ATL,201,18,6,3,17,8.5
2015,C.J. Wilson,5753,DI,12,DET,94,9,3,0,8,8.5
2015,Whitney Mercilus,7031,ED,16,HST,247,24,6,3,21,8.5
2015,Demario Davis,7079,LB,16,NYJ,281,30,14,9,24,8.5
2015,Barry Church,5924,S,15,DAL,344,43,12,6,29,8.4
2015,Tony Jerod-Eddie,7432,DI,15,SF,95,8,6,2,8,8.4
2015,Corbin Bryant,6825,DI,16,BUF,261,32,8,3,22,8.4
2015,Justin Houston,6222,ED,11,KC,214,20,2,1,18,8.4
2015,Kwon Alexander,9557,LB,12,TB,311,43,11,12,26,8.4
2015,Lavonte David,7060,LB,16,TB,452,57,16,12,38,8.4
2015,T.J. Fatinikun,9412,ED,2,TB,12,1,0,0,1,8.3
2015,Benardrick McKinney,9476,LB,13,HST,204,31,8,4,17,8.3
2015,Jay Bromley,8709,DI,16,NYG,230,24,6,1,19,8.3
2015,Mario Edwards Jr.,9468,DI,14,OAK,192,24,6,1,16,8.3
2015,L.T. Walton,9632,ED,6,PIT,12,1,0,0,1,8.3
2015,Ramik Wilson,9551,LB,3,KC,72,8,4,1,6,8.3
2015,K.J. Wright,6251,LB,16,SEA,326,45,10,2,27,8.3
2015,Dan Skuta,5349,LB,13,JAX,204,24,4,5,17,8.3
2015,Kelvin Sheppard,6220,LB,16,MIA,342,45,13,5,28,8.2
2015,Stephone Anthony,9464,LB,16,NO,379,49,18,6,31,8.2
2015,Hau'oli Kikaha,9477,LB,15,NO,207,23,10,2,17,8.2
2015,Jordan Hicks,9517,LB,7,PHI,159,20,2,2,13,8.2
2015,Desmond Bryant,5204,DI,14,CLV,198,17,3,3,16,8.1
2015,Deone Bucannon,8662,LB,16,ARZ,332,44,15,11,27,8.1
2015,Zach Kerr,9195,DI,12,IND,161,18,7,1,13,8.1
2015,Reshad Jones,5686,S,16,MIA,472,69,11,9,38,8.1
2015,Armonty Bryant,7999,ED,14,CLV,198,18,5,2,16,8.1
2015,Josh Mauga,5491,LB,14,KC,199,27,8,5,16,8
2015,Michael Bennett,5273,ED,16,SEA,262,26,11,8,21,8
2015,Terrence Fede,8868,ED,14,MIA,101,10,1,0,8,7.9
2015,Alex Carrington,5597,ED,7,BUF,63,6,1,0,5,7.9
2015,Cordarro Law,7727,ED,9,SD,38,3,1,0,3,7.9
2015,Eric Kendricks,9478,LB,13,MIN,254,35,19,1,20,7.9
2015,Danny Lansanah,4713,LB,16,TB,215,23,9,5,17,7.9
2015,Justin Tuck,2291,DI,5,OAK,76,8,3,1,6,7.9
2015,Sealver Siliga,6483,DI,13,NE,129,15,7,0,10,7.8
2015,Stephon Tuitt,8681,DI,14,PIT,295,25,4,3,23,7.8
2015,Akeem Ayers,6191,LB,16,SL,231,22,6,6,18,7.8
2015,Orie Lemon,6800,LB,2,TB,13,1,1,2,1,7.7
2015,Pernell McPhee,6317,ED,14,CHI,221,24,14,5,17,7.7
2015,Shaquil Barrett,9000,ED,16,DEN,194,20,13,1,15,7.7
2015,Shamarko Thomas,7893,S,5,PIT,13,2,0,0,1,7.7
2015,Jasper Brinkley,5074,LB,10,NYG,196,27,8,4,15,7.7
2015,Michael Brockers,7020,DI,16,SL,273,26,11,2,21,7.7
2015,Jared Crick,7126,DI,16,HST,313,28,9,3,24,7.7
2015,William Gholston,7908,ED,16,TB,338,32,12,2,26,7.7
2015,Akeem Dent,6243,LB,4,HST,52,6,1,0,4,7.7
2015,Kroy Biermann,4468,ED,16,ATL,264,30,11,2,20,7.6
2015,Thomas Davis Sr.,2231,LB,16,CAR,315,31,14,2,24,7.6
2015,Muhammad Wilkerson,6182,DI,16,NYJ,304,30,13,4,23,7.6
2015,Cliff Avril,4406,ED,16,SEA,251,23,6,7,19,7.6
2015,John Jenkins,7863,DI,14,NO,262,29,21,3,20,7.6
2015,Gabe Wright,9546,DI,7,DET,53,5,0,1,4,7.5
2015,Rolando McClain,5533,LB,11,DAL,293,43,9,2,22,7.5
2015,Antonio Smith,1856,DI,16,DEN,80,6,0,0,6,7.5
2015,Jason Jones,4368,ED,15,DET,190,20,3,1,14,7.4
2015,James Harrison,1251,ED,15,PIT,203,18,6,3,15,7.4
2015,Corey Nelson,8876,LB,11,DEN,27,3,2,0,2,7.4
2015,Neville Hewitt,9836,LB,10,MIA,135,17,3,5,10,7.4
2015,Cameron Heyward,6183,DI,16,PIT,310,33,6,2,23,7.4
2015,Jason Pierre-Paul,5540,ED,8,NYG,175,18,0,4,13,7.4
2015,Gerald Hodges,7902,LB,14,SF,271,33,8,3,20,7.4
2015,Pat Sims,4391,DI,8,CIN,81,10,3,0,6,7.4
2015,Denico Autry,8982,DI,14,OAK,215,17,4,4,16,7.4
2015,Jurrell Casey,6229,DI,16,TEN,336,36,8,3,25,7.4
2015,Allen Bailey,6238,DI,12,KC,188,21,6,1,14,7.4
2015,Jerry Hughes,5556,ED,16,BUF,343,33,7,5,25,7.3
2015,Johnathan Hankins,7830,DI,9,NYG,178,22,5,1,13,7.3
2015,DaQuan Jones,8747,DI,16,TEN,347,33,9,1,25,7.2
2015,Michael Mauti,7995,LB,10,NO,97,14,4,0,7,7.2
2015,Morgan Burnett,5596,S,11,GB,267,34,10,2,19,7.1
2015,Joe Mays,4514,LB,2,SD,14,1,0,0,1,7.1
2015,David Irving,10063,DI,12,DAL,85,9,4,0,6,7.1
2015,Danny Shelton,9445,DI,16,CLV,268,27,13,3,19,7.1
2015,Kerry Wynn,8938,ED,15,NYG,252,32,11,1,18,7.1
2015,Nick Perry,7033,ED,14,GB,155,14,7,5,11,7.1
2015,Ndamukong Suh,5527,DI,16,MIA,408,35,6,7,29,7.1
2015,Jadeveon Clowney,8636,ED,13,HST,212,19,6,5,15,7.1
2015,Nate Palmer,7974,LB,12,GB,228,30,12,4,16,7
2015,Kemal Ishmael,8026,S,13,ATL,142,16,3,3,10,7
2015,Tavaris Barnes,10099,ED,10,NO,71,5,1,0,5,7
2015,Star Lotulelei,7795,DI,14,CAR,201,15,4,4,14,7
2015,Derrick Shelby,7400,ED,16,MIA,358,32,8,6,25,7
2015,Malcolm Smith,6394,LB,16,OAK,383,36,17,13,27,7
2015,Willie Young,5736,ED,15,CHI,158,18,7,0,11,7
2015,Devon Kennard,8809,LB,9,NYG,202,27,3,2,14,6.9
2015,Carlos Dunlap,5579,ED,16,CIN,247,26,4,2,17,6.9
2015,Charles James II,8120,CB,5,HST,29,2,0,0,2,6.9
2015,Quinton Dial,7939,DI,15,SF,305,30,13,4,21,6.9
2015,Manny Lawson,2967,LB,16,BUF,274,24,3,2,19,6.9
2015,Trent Cole,2363,ED,14,IND,188,14,7,3,13,6.9
2015,Bruce Carter,6192,LB,14,TB,160,20,6,2,11,6.9
2015,Josh Keyes,9943,LB,2,TB,29,2,0,1,2,6.9
2015,Bobby Richardson,10091,ED,15,NO,262,27,10,6,18,6.9
2015,Akiem Hicks,7090,DI,16,NE,162,16,5,1,11,6.8
2015,Frostee Rucker,3036,DI,13,ARZ,190,14,4,3,13,6.8
2015,Brandon Thompson,7093,DI,9,CIN,74,5,0,3,5,6.8
2015,Elvis Dumervil,3071,ED,16,BLT,279,23,5,3,19,6.8
2015,Greg Hardy,5698,ED,12,DAL,249,23,4,6,17,6.8
2015,Jonathan Casillas,5422,LB,15,NYG,206,24,7,2,14,6.8
2015,David Harris,3663,LB,16,NYJ,326,37,18,4,22,6.7
2015,Terrence Brooks,8714,S,4,BLT,15,1,0,0,1,6.7
2015,Ricky Jean Francois,5168,DI,16,WAS,164,12,8,6,11,6.7
2015,Albert McClellan,6022,ED,13,BLT,60,6,2,6,4,6.7
2015,Mitch Unrein,6031,DI,15,CHI,180,19,2,2,12,6.7
2015,Mike Purcell,8530,DI,8,SF,150,14,1,1,10,6.7
2015,Anthony Barr,8644,LB,14,MIN,297,28,7,2,20,6.7
2015,Rodney Gunter,9549,DI,16,ARZ,180,14,6,2,12,6.7
2015,Lawrence Timmons,3631,LB,16,PIT,360,42,12,6,24,6.7
2015,Courtney Upshaw,7039,ED,16,BLT,313,26,9,6,21,6.7
2015,Trevor Reilly,8867,ED,6,NYJ,15,1,0,0,1,6.7
2015,Najee Goode,7137,LB,4,PHI,15,2,1,1,1,6.7
2015,Jay Ratliff,2441,DI,2,CHI,30,4,1,0,2,6.7
2015,Craig Robertson,7003,LB,12,CLV,211,23,9,2,14,6.6
2015,Christian Covington,9649,DI,15,HST,61,5,2,0,4,6.6
2015,Jeremy Mincey,3136,ED,14,DAL,152,12,3,3,10,6.6
2015,Johnathan Cyprien,7814,S,14,JAX,394,45,10,14,26,6.6
2015,Ryan Carrethers,8800,DI,14,SD,122,10,4,1,8,6.6
2015,Mark Herzlich,6767,LB,13,NYG,76,8,1,1,5,6.6
2015,Andre Fluellen,4401,DI,4,DET,61,5,0,0,4,6.6
2015,O'Brien Schofield,5653,ED,16,ATL,167,20,0,3,11,6.6
2015,Sheldon Richardson,7794,DI,11,NYJ,197,19,1,3,13,6.6
2015,Tyvon Branch,4414,S,13,KC,91,12,2,1,6,6.6
2015,Darius Kilgo,9636,DI,9,DEN,61,5,2,0,4,6.6
2015,Terrance Knighton,4995,DI,15,WAS,198,14,4,2,13,6.6
2015,Sammie Lee Hill,5038,DI,10,TEN,106,9,2,0,7,6.6
2015,Mike Neal,5581,ED,16,GB,247,18,6,5,16,6.5
2015,Roy Miller,5004,DI,16,JAX,261,21,14,2,17,6.5
2015,Xavier Cooper,9529,DI,14,CLV,170,13,3,2,11,6.5
2015,Jonathan Anderson,9998,LB,10,CHI,92,10,2,0,6,6.5
2015,Aaron Williams,6186,S,3,BUF,47,4,0,0,3,6.4
2015,Kevin Williams,1325,DI,16,NO,265,20,7,4,17,6.4
2015,Nick Hayden,4495,DI,16,DAL,296,32,8,2,19,6.4
2015,Will Allen,1832,S,13,PIT,266,35,7,10,17,6.4
2015,Arthur Moats,5701,ED,16,PIT,171,17,6,4,11,6.4
2015,Preston Brown,8708,LB,16,BUF,377,47,23,7,24,6.4
2015,Michael Griffin,3635,S,15,TEN,392,37,18,8,25,6.4
2015,Ra'Shede Hageman,8672,DI,16,ATL,220,19,6,4,14,6.4
2015,Brent Urban,8769,DI,6,BLT,47,4,3,0,3,6.4
2015,Haloti Ngata,2957,DI,14,DET,203,16,4,3,13,6.4
2015,William Moore,4978,S,11,ATL,204,23,3,1,13,6.4
2015,Damian Swann,9600,CB,7,NO,64,4,0,1,4,6.3
2015,Sean Lissemore,5757,DI,11,SD,127,14,1,1,8,6.3
2015,Letroy Guion,4466,DI,13,GB,175,13,8,0,11,6.3
2015,Malik Jackson,7647,DI,16,DEN,284,28,1,3,18,6.3
2015,D.J. Swearinger Sr.,7838,S,9,ARZ,111,12,4,2,7,6.3
2015,Kyle Emanuel,9586,ED,14,SD,127,10,4,6,8,6.3
2015,Rey Maualuga,4961,LB,15,CIN,253,27,8,13,16,6.3
2015,Xavier Williams,9809,DI,4,ARZ,16,1,1,0,1,6.3
2015,Kenny Vaccaro,7796,S,16,NO,395,45,18,4,25,6.3
2015,Bruce Gaston,9186,DI,9,CHI,63,7,1,1,4,6.3
2015,Todd Davis,9007,LB,15,DEN,79,8,4,2,5,6.3
2015,Ryan Kerrigan,6168,ED,16,WAS,321,22,7,2,20,6.2
2015,Ezekiel Ansah,8094,ED,16,DET,226,19,5,5,14,6.2
2015,Beau Allen,8858,DI,16,PHI,177,17,9,1,11,6.2
2015,Manti Te'o,7819,LB,12,SD,275,31,11,8,17,6.2
2015,John Simon,7911,ED,16,HST,195,22,5,5,12,6.2
2015,Jonathan Freeny,6633,LB,11,NE,161,19,12,3,10,6.2
2015,Travis Lewis,7207,LB,8,DET,82,7,3,0,5,6.1
2015,Corey Graham,3784,S,16,BUF,347,44,11,2,21,6.1
2015,Kony Ealy,8695,ED,16,CAR,212,17,6,3,13,6.1
2015,Paul Worrilow,8141,LB,15,ATL,359,38,9,9,22,6.1
2015,C.J. Mosley,2408,DI,11,MIA,84,6,0,0,5,6
2015,Sylvester Williams,7809,DI,15,DEN,252,18,5,1,15,6
2015,Koa Misi,5565,LB,13,MIA,318,35,9,4,19,6
2015,Jamie Meder,8940,DI,16,CLV,216,19,7,1,13,6
2015,Dee Ford,8658,ED,14,KC,149,12,5,1,9,6
2015,Tyrann Mathieu,7850,CB,14,ARZ,281,28,6,5,17,6
2015,Vincent Rey,5811,LB,16,CIN,184,23,7,3,11,6
2015,Anthony Hitchens,8754,LB,16,DAL,249,26,12,8,15,6
2015,Eli Harold,9512,ED,15,SF,166,11,0,2,10,6
2015,David Parry,9584,DI,16,IND,339,25,12,3,20,5.9
2015,Robert Golden,7303,S,11,PIT,119,13,2,2,7,5.9
2015,Red Bryant,4435,DI,6,ARZ,51,4,0,0,3,5.9
2015,Nigel Bradham,7105,LB,11,BUF,238,18,10,5,14,5.9
2015,Steve McLendon,5232,DI,16,PIT,152,11,2,2,9,5.9
2015,Brandon Watts,8857,LB,3,MIN,17,2,0,0,1,5.9
2015,Anthony Harris,9895,S,3,MIN,51,4,1,1,3,5.9
2015,Vince Wilfork,1742,DI,16,HST,271,16,6,1,16,5.9
2015,Husain Abdullah,4652,S,11,KC,85,8,4,1,5,5.9
2015,Terrance Mitchell,8888,CB,5,DAL,51,4,2,0,3,5.9
2015,Earl Okine,8155,DI,5,IND,34,4,2,0,2,5.9
2015,Jermelle Cudjo,5814,DI,7,DET,68,4,2,1,4,5.9
2015,Eddie Goldman,9472,DI,15,CHI,236,16,5,4,14,5.9
2015,Arik Armstead,9450,DI,14,SF,118,12,1,1,7,5.9
2015,Scott Solomon,7196,ED,2,CLV,17,1,0,1,1,5.9
2015,Kelcie McCray,7396,S,5,SEA,69,7,3,0,4,5.8
2015,George Johnson,6112,ED,11,TB,191,13,5,1,11,5.8
2015,Brian Robison,3718,ED,16,MIN,312,25,2,4,18,5.8
2015,Shea McClellin,7025,LB,12,CHI,274,35,10,4,16,5.8
2015,DeMeco Ryans,2978,LB,14,PHI,294,29,11,4,17,5.8
2015,Tyson Jackson,4926,DI,16,ATL,262,19,7,0,15,5.7
2015,Kyle Love,5806,DI,15,CAR,105,9,4,1,6,5.7
2015,Billy Winn,7190,DI,12,IND,141,9,1,3,8,5.7
2015,Landon Collins,9466,S,16,NYG,405,37,3,8,23,5.7
2015,Demarcus Lawrence,8669,ED,16,DAL,281,19,8,4,16,5.7
2015,Cedric Thornton,6607,DI,13,PHI,262,22,7,2,15,5.7
2015,Akeem Spence,7882,DI,8,TB,126,10,3,0,7,5.6
2015,Tavon Wilson,7051,CB,2,NE,18,5,0,0,1,5.6
2015,Kendall Reyes,7052,DI,16,SD,269,17,5,4,15,5.6
2015,Major Wright,5600,S,9,TB,90,11,2,1,5,5.6
2015,Isa Abdul-Quddus,6722,S,14,DET,161,19,3,3,9,5.6
2015,Mario Addison,6558,ED,14,CAR,72,5,1,0,4,5.6
2015,Perry Riley,5627,LB,9,WAS,197,17,7,3,11,5.6
