year,player,player_id,position,player_game_count,team_name,snaps,run_snaps,run_tackles,run_assists,run_misses,run_stops,run_tackle_efficiency,pass_snaps,pass_tackles,pass_assists,pass_misses,pass_stops,pass_tackle_efficiency,combined_tackle_efficiency
2015,Josh Shirley,9986,ED,5,TB,36,8,1,0,0,1,1.00E+03,28,1,0,0,0,1.00E+03,1.00E+03
2015,Lamarr Houston,5569,ED,16,CHI,396,137,22,4,0,17,1.00E+03,259,7,1,0,9,1.00E+03,1.00E+03
2015,Steven Terrell,8450,S,2,SEA,16,3,0,0,0,0,,13,1,0,0,0,1.00E+03,1.00E+03
2015,Sheldon Price,8479,CB,1,BLT,45,20,0,0,0,0,,25,1,1,0,0,1.00E+03,1.00E+03
2015,Brandon Copeland,8378,ED,12,DET,69,31,7,0,0,6,1.00E+03,38,0,0,0,0,,1.00E+03
2015,Rashaan Melvin,8334,CB,6,NE,56,18,0,0,0,0,,38,3,0,0,1,1.00E+03,1.00E+03
2015,Kevin Reddick,8326,LB,3,BUF,31,20,1,0,0,1,1.00E+03,11,1,0,0,0,1.00E+03,1.00E+03
2015,Wes Horton,8484,ED,8,CAR,152,48,3,0,0,2,1.00E+03,104,1,0,0,1,1.00E+03,1.00E+03
2015,A.J. Francis,8261,DI,3,SEA,28,13,1,0,0,0,1.00E+03,15,0,0,0,0,,1.00E+03
2015,Houston Bates,10167,ED,5,WAS,28,9,1,0,0,1,1.00E+03,19,1,0,0,1,1.00E+03,1.00E+03
2015,Nick Dzubnar,10127,LB,2,SD,15,10,1,0,0,1,1.00E+03,5,0,0,0,0,,1.00E+03
2015,J.R. Tavai,10111,ED,3,TEN,14,6,1,1,0,0,1.00E+03,8,0,0,0,1,,1.00E+03
2015,Colin Cole,1589,DI,2,CAR,47,15,0,1,0,0,1.00E+03,32,0,0,0,0,,1.00E+03
2015,Benson Mayowa,8196,ED,12,OAK,353,103,8,2,0,4,1.00E+03,250,3,1,0,2,1.00E+03,1.00E+03
2015,T.J. Barnes,8184,DI,10,BUF,53,25,1,1,0,1,1.00E+03,28,0,0,0,0,,1.00E+03
