player,player_id,position,player_game_count,team_name,pass_snaps,attempts,pass_block_percentage,sacks_allowed,hits_allowed,hurries_allowed,pressures_allowed,pbe
Ricky Ortiz,47053,FB,12,ATL,64,19,29.7,0,0,1,1,97.4
Joe Staley,3644,T,16,SF,563,562,99.8,4,7,14,25,97.4
James Hurst,9001,T,10,BLT,364,364,100.0,0,3,16,19,97.4
Ty Nsekhe,7636,T,10,WAS,228,228,100.0,1,3,7,11,97.4
LeGarrette Blount,5863,HB,16,DET,101,19,18.8,0,0,1,1,97.4
Ben Garland,5839,G,9,ATL,244,244,100.0,3,1,6,10,97.3
Austin Hooper,10715,TE,16,ATL,548,56,10.2,0,0,3,3,97.3
James Carpenter,6177,G,10,NYJ,357,357,100.0,1,4,13,18,97.3
Andrus Peat,9446,G,13,NO,382,382,100.0,2,4,13,19,97.3
Kelvin Beachum,7229,T,16,NYJ,581,581,100.0,3,3,22,28,97.3
Will Hernandez,46180,G,16,NYG,633,633,100.0,5,3,21,29,97.3
Laremy Tunsil,10647,T,15,MIA,457,457,100.0,2,8,13,23,97.3
Michael Schofield III,8730,G,16,LAC,550,550,100.0,5,4,17,26,97.2
Gabe Jackson,8716,G,13,OAK,505,505,100.0,5,1,17,23,97.2
Marshall Newhouse,5692,T,9,CAR,109,108,99.1,0,4,2,6,97.2
Marcus Gilbert,6215,T,5,PIT,235,235,100.0,1,1,10,12,97.2
Ron Leary,7338,G,6,DEN,229,229,100.0,0,1,12,13,97.2
LeSean McCoy,4976,HB,13,BUF,279,54,19.4,0,1,2,3,97.2
Andrew Wylie,12333,G,11,KC,435,435,100.0,2,4,16,22,97.2
Jared Veldheer,5594,T,12,DEN,406,406,100.0,2,4,15,21,97.2
Tyler Higbee,10744,TE,16,LA,372,137,36.8,0,2,6,8,97.1
Clint Boling,6253,G,16,CIN,583,583,100.0,4,3,23,30,97.1
Cam Erving,9452,G,14,KC,500,500,100.0,1,6,21,28,97.1
Ian Silberman,9623,T,1,OAK,17,17,100.0,0,0,1,1,97.1
Russell Okung,5531,T,15,LAC,501,501,100.0,3,7,16,26,97.1
Brandon Shell,10792,T,14,NYJ,487,487,100.0,3,4,18,25,97.1
Cameron Tom,12227,G,5,NO,70,70,100.0,0,0,4,4,97.1
Ian Thomas,42130,TE,12,CAR,328,17,5.2,0,1,0,1,97.1
Senio Kelemete,7144,G,14,HST,496,496,100.0,3,3,20,26,97.1
Greg Van Roten,7746,G,16,CAR,626,626,100.0,2,2,32,36,97.0
Marcus Cannon,6290,T,13,NE,434,434,100.0,2,5,17,24,97.0
John Greco,4379,C,9,NYG,330,330,100.0,3,2,12,17,97.0
Luke Stocker,6256,TE,16,TEN,178,66,37.1,1,0,2,3,97.0
Laken Tomlinson,9461,G,16,SF,575,575,100.0,4,3,24,31,97.0
Oday Aboushi,7923,G,7,ARZ,244,244,100.0,4,0,7,11,96.9
Dallas Goedert,47272,TE,16,PHI,280,49,17.5,1,0,1,2,96.9
Billy Turner,8702,G,15,DEN,490,490,100.0,3,1,23,27,96.9
Brian O'Neill,46854,T,14,MIN,494,494,100.0,0,8,23,31,96.9
Laurent Duvernay-Tardif,8834,G,5,KC,191,191,100.0,0,4,8,12,96.9
Ricky Seals-Jones,12020,TE,15,ARZ,381,16,4.2,0,1,0,1,96.9
Jalen Richard,11395,HB,16,OAK,312,49,15.7,0,1,2,3,96.9
Eric Saubert,11929,TE,16,ATL,82,16,19.5,0,0,1,1,96.9
Evan Engram,11778,TE,11,NYG,330,16,4.8,0,1,0,1,96.9
Andrew Whitworth,3000,T,16,LA,600,600,100.0,4,4,25,33,96.9
Mike Person,6391,G,16,SF,560,560,100.0,1,7,26,34,96.9
Braden Smith,46794,T,14,IND,485,485,100.0,3,6,19,28,96.8
Charles Leno Jr.,8880,T,16,CHI,584,584,100.0,5,4,23,32,96.8
Jermon Bushrod,3741,T,8,NO,172,172,100.0,0,1,10,11,96.8
John Miller,9514,G,15,BUF,491,491,100.0,1,5,24,30,96.8
Mike Iupati,5542,G,10,ARZ,267,267,100.0,2,6,7,15,96.8
Frank Ragnow,39137,G,16,DET,627,627,100.0,4,10,22,36,96.8
Greg Mancz,10019,G,9,HST,189,189,100.0,1,1,9,11,96.8
Josh Wells,8968,T,7,JAX,189,189,100.0,0,3,9,12,96.8
Taylor Decker,10650,T,16,DET,617,616,99.8,3,4,30,37,96.8
Nate Solder,6169,T,16,NYG,633,633,100.0,7,3,23,33,96.8
Lamar Miller,7097,HB,14,HST,351,79,22.5,1,1,2,4,96.8
Mason Cole,45547,C,16,ARZ,563,563,100.0,2,7,26,35,96.7
Kenny Wiggins,6471,G,14,DET,454,454,100.0,4,2,20,26,96.7
Blake Jarwin,12320,TE,16,DAL,244,15,6.1,0,1,0,1,96.7
Trent Brown,9677,T,16,NE,579,579,100.0,3,12,20,35,96.7
Charles Clay,6326,TE,13,BUF,269,30,11.2,0,1,1,2,96.7
Brian Winters,7853,G,16,NYJ,581,581,100.0,5,2,26,33,96.7
Wesley Johnson,8808,G,3,MIA,15,15,100.0,0,0,1,1,96.7
Zach Fulton,8828,G,13,HST,492,492,100.0,4,2,22,28,96.7
Tevin Coleman,9506,HB,16,ATL,371,76,20.5,0,3,2,5,96.7
Spencer Ware,7975,HB,13,KC,171,30,17.5,0,1,1,2,96.7
Morgan Moses,8701,T,16,WAS,571,571,100.0,5,9,19,33,96.7
Jack Doyle,8520,TE,6,IND,174,15,8.6,0,0,1,1,96.7
Isaac Seumalo,10713,G,12,PHI,331,330,99.7,1,5,15,21,96.7
Darren Fells,8549,TE,16,CLV,155,61,39.4,1,0,2,3,96.7
Trent Williams,5529,T,13,WAS,457,457,100.0,1,9,20,30,96.6
O.J. Howard,11774,TE,10,TB,280,29,10.4,0,1,1,2,96.6
Spencer Long,8713,C,13,NYJ,460,460,100.0,4,3,20,27,96.6
Alex Lewis,10764,G,10,BLT,386,386,100.0,3,4,16,23,96.6
Lucas Patrick,11435,G,6,GB,192,192,100.0,0,4,9,13,96.6
John Sullivan,4501,C,16,LA,609,609,100.0,4,7,26,37,96.6
Jeff Allen,7642,G,6,KC,145,145,100.0,2,1,5,8,96.6
Bryan Witzmann,8995,G,10,CHI,283,283,100.0,3,3,10,16,96.6
Brandon Fusco,6324,G,7,ATL,277,277,100.0,2,3,12,17,96.6
Weston Richburg,8678,C,15,SF,548,548,100.0,4,6,23,33,96.6
Kevin Pamphile,8784,T,3,TEN,74,74,100.0,1,0,3,4,96.6
Jason Peters,2148,T,16,PHI,526,526,100.0,2,8,24,34,96.6
Tyler Larsen,9304,G,7,CAR,193,193,100.0,0,2,11,13,96.6
Matt Feiler,9289,T,10,PIT,429,429,100.0,3,8,15,26,96.6
J.R. Sweezy,7209,G,15,SEA,445,445,100.0,4,3,19,26,96.6
Dion Dawkins,11818,T,16,BUF,595,592,99.5,7,2,25,34,96.5
Pat Elflein,11825,C,14,MIN,531,531,100.0,4,5,24,33,96.5
Ed Dickson,5595,TE,10,SEA,187,43,23.0,0,0,3,3,96.5
Anthony Castonzo,6174,T,11,IND,418,418,100.0,2,7,18,27,96.5
Matt Lengel,9884,TE,10,CIN,47,14,29.8,0,0,1,1,96.4
Lane Johnson,7786,T,15,PHI,571,571,100.0,5,5,26,36,96.4
Chris Carson,12004,HB,14,SEA,165,28,17.0,0,1,1,2,96.4
Jordan Wilkins,26618,HB,13,IND,114,14,12.3,0,0,1,1,96.4
Jason Spriggs,10682,T,6,GB,207,207,100.0,3,0,9,12,96.4
Jesse Davis,9989,G,16,MIA,520,520,100.0,7,6,17,30,96.4
Jordan Mills,7945,T,16,BUF,562,562,100.0,5,5,25,35,96.4
Ryan Schraeder,8496,T,14,ATL,559,559,100.0,7,10,16,33,96.4
Eric Fisher,7783,T,16,KC,638,638,100.0,4,6,32,42,96.4
Le'Raven Clark,10716,T,11,IND,223,221,99.1,2,4,8,14,96.4
Connor McGovern,10778,G,16,DEN,621,621,100.0,2,5,36,43,96.4
Ja'Wuan James,8654,T,15,MIA,456,456,100.0,7,3,16,26,96.4
Neal Sterling,9653,TE,5,NYJ,74,14,18.9,0,0,1,1,96.4
Giovani Bernard,7818,HB,12,CIN,235,42,17.9,0,0,3,3,96.4
Max Garcia,9566,G,4,DEN,139,139,100.0,1,1,7,9,96.4
Joey Hunt,10849,C,4,SEA,56,56,100.0,1,0,2,3,96.4
Tyrell Crosby,38897,T,7,DET,56,56,100.0,0,1,3,4,96.4
Bradley Bozeman,27934,G,8,BLT,81,81,100.0,0,0,6,6,96.3
Lee Smith,6311,TE,15,OAK,99,54,54.5,1,0,2,3,96.3
Brent Qvale,8921,T,3,NYJ,95,95,100.0,1,1,4,6,96.3
Mike McGlinchey,46275,T,16,SF,591,591,100.0,5,11,23,39,96.3
Lane Taylor,8365,G,15,GB,601,601,100.0,8,5,23,36,96.3
Cornelius Lucas,9025,T,1,NO,27,27,100.0,0,0,2,2,96.3
Greg Robinson,8637,T,8,CLV,281,281,100.0,1,0,19,20,96.3
James Conner,11860,HB,13,PIT,446,68,15.2,0,0,5,5,96.3
Mike Remmers,7431,G,16,MIN,666,666,100.0,7,5,30,42,96.3
Rick Wagner,7950,T,15,DET,587,587,100.0,8,3,25,36,96.3
Jamon Brown,9505,G,9,NYG,287,287,100.0,3,4,12,19,96.2
Chris Hubbard,8051,T,16,CLV,638,638,100.0,6,2,34,42,96.2
Joshua Garnett,10662,G,4,SF,26,26,100.0,0,1,1,2,96.2
Germain Ifedi,10665,T,15,SEA,466,466,100.0,6,0,23,29,96.2
Eric Tomlinson,9786,TE,15,NYJ,146,52,35.6,0,1,3,4,96.2
A.J. Derby,9635,TE,4,MIA,69,13,18.8,0,0,1,1,96.2
Tony Bergstrom,7095,G,10,WAS,316,316,100.0,1,5,17,23,96.2
Tom Compton,7181,G,14,MIN,535,535,100.0,7,3,24,34,96.2
Dwayne Allen,7066,TE,13,NE,147,38,25.9,0,0,3,3,96.1
Logan Paulsen,5795,TE,15,ATL,164,77,47.0,0,1,5,6,96.1
Josh LeRibeus,7073,G,4,NO,115,115,100.0,0,1,8,9,96.1
Justin McCray,9234,G,8,GB,332,332,100.0,5,1,15,21,96.1
Jeff Heuerman,9525,TE,11,DEN,310,64,20.6,0,3,2,5,96.1
Donovan Smith,9467,T,16,TB,725,725,100.0,8,9,32,49,96.1
Alex Redmond,11113,G,15,CIN,558,558,100.0,3,4,33,40,96.1
Jack Conklin,10642,T,9,TEN,298,298,100.0,4,1,14,19,96.1
Kendall Lamm,10017,T,14,HST,485,485,100.0,5,2,26,33,96.1
Kyle Juszczyk,7912,FB,16,SF,348,89,25.6,1,2,3,6,96.1
Jermey Parnell,5426,T,13,JAX,551,551,100.0,5,2,32,39,96.0
Andy Janovich,10810,FB,16,DEN,91,25,27.5,0,1,1,2,96.0
Connor Williams,46216,G,11,DAL,398,398,100.0,5,3,19,27,96.0
Josh Kline,8230,G,16,TEN,515,515,100.0,4,0,34,38,95.9
Sam Young,5702,T,3,MIA,73,73,100.0,0,3,3,6,95.9
Bobby Hart,9659,T,16,CIN,598,598,100.0,10,4,25,39,95.9
Josh Hill,8200,TE,16,NO,272,74,27.2,1,0,4,5,95.9
Cordy Glenn,7045,T,13,CIN,464,464,100.0,2,1,33,36,95.9
Chukwuma Okorafor,46302,T,8,PIT,73,72,98.6,1,0,4,5,95.8
Travis Swanson,8711,C,12,MIA,378,378,100.0,4,2,22,28,95.8
Adam Shaheen,11800,TE,6,CHI,66,12,18.2,0,0,1,1,95.8
Antony Auclair,24606,TE,16,TB,143,59,41.3,0,2,3,5,95.8
Christian McCaffrey,11763,HB,16,CAR,583,93,16.0,1,5,1,7,95.7
Dalvin Cook,11796,HB,11,MIN,313,70,22.4,1,1,3,5,95.7
A.J. Cann,9500,G,15,JAX,586,586,100.0,8,6,28,42,95.7
Chris Herndon,47164,TE,16,NYJ,361,58,16.1,1,1,2,4,95.7
Jamaal Williams,11889,HB,16,GB,362,90,24.9,1,1,5,7,95.6
Corey Levin,11972,G,6,TEN,79,79,100.0,1,1,4,6,95.6
Hroniss Grasu,9504,G,2,MIA,57,57,100.0,1,1,2,4,95.6
Cameron Fleming,8775,T,5,DAL,125,125,100.0,2,2,5,9,95.6
Riley Reiff,7029,T,13,MIN,512,512,100.0,3,6,33,42,95.6
La'el Collins,9719,T,16,DAL,612,612,100.0,8,6,32,46,95.6
Chris Ivory,6007,HB,13,BUF,151,34,22.5,0,1,2,3,95.6
T.J. Clemmings,9543,T,1,OAK,33,33,100.0,1,1,0,2,95.5
Gus Edwards,46027,HB,10,BLT,75,22,29.3,0,0,2,2,95.5
Elijhaa Penny,11300,FB,11,NYG,46,22,47.8,0,0,2,2,95.5
Austin Ekeler,12164,HB,14,LAC,201,11,5.5,0,0,1,1,95.5
Patrick Omameh,8277,G,11,JAX,430,430,100.0,5,5,24,34,95.5
MyCole Pruitt,9576,TE,13,TEN,61,11,18.0,0,0,1,1,95.5
Geron Christian Sr.,46375,T,2,WAS,33,33,100.0,0,0,3,3,95.5
Vance McDonald,7836,TE,15,PIT,424,22,5.2,0,0,2,2,95.5
Byron Bell,6848,G,10,GB,348,348,100.0,1,1,29,31,95.4
Rhett Ellison,7128,TE,14,NYG,309,64,20.7,2,1,1,4,95.3
Chad Wheeler,12240,T,15,NYG,513,513,100.0,5,4,34,43,95.3
Phillip Lindsay,12660,HB,15,DEN,217,32,14.7,1,0,1,2,95.3
Elijah Wilkinson,46238,G,10,DEN,313,313,100.0,4,2,20,26,95.2
Todd Gurley II,9443,HB,14,LA,490,63,12.9,0,0,6,6,95.2
Xavier Su'a-Filo,8668,G,8,DAL,269,269,100.0,6,2,12,20,95.2
Ezekiel Elliott,10638,HB,15,DAL,495,83,16.8,0,3,5,8,95.2
Latavius Murray,7962,HB,16,MIN,282,63,22.3,1,1,3,5,95.2
Caleb Benenoch,10782,G,16,TB,538,538,100.0,10,7,25,42,95.2
Tyler Marz,11329,T,2,TEN,43,42,97.7,1,0,2,3,95.2
Desmond Harrison,15466,T,8,CLV,357,357,100.0,2,3,27,32,95.2
Chris Clark,4623,T,15,CAR,496,495,99.8,7,8,26,41,95.2
Josh Sitton,4449,G,1,MIA,31,31,100.0,0,1,2,3,95.2
Dan Feeney,11826,G,16,LAC,552,552,100.0,8,8,30,46,95.1
Travis Kelce,7844,TE,16,KC,619,41,6.6,1,2,0,3,95.1
Cameron Artis-Payne,9607,HB,3,CAR,21,10,47.6,0,1,0,1,95.0
Ben Koyack,9662,TE,7,JAX,22,10,45.5,0,0,1,1,95.0
Jordan Simmons,46744,G,5,SEA,90,90,100.0,2,1,4,7,95.0
Dion Sims,7888,TE,8,CHI,82,20,24.4,0,1,1,2,95.0
Rashaad Penny,27414,HB,11,SEA,85,10,11.8,0,1,0,1,95.0
D.J. Humphries,9457,T,9,ARZ,323,323,100.0,4,8,16,28,95.0
Vernon Davis,2951,TE,14,WAS,226,30,13.3,1,0,1,2,95.0
Rashod Hill,11369,T,12,MIN,330,330,100.0,5,2,21,28,95.0
Danny Isidora,11933,G,4,MIN,131,131,100.0,2,2,7,11,95.0
Justin Pugh,7800,G,7,ARZ,198,198,100.0,1,5,13,19,94.9
Elijah McGuire,11943,HB,8,NYJ,193,39,20.2,0,0,4,4,94.9
Ted Larsen,5728,G,14,MIA,425,425,100.0,4,6,29,39,94.9
Korey Cunningham,38555,T,6,ARZ,196,196,100.0,2,2,14,18,94.9
Joe Haeg,10789,T,8,IND,205,202,98.5,2,3,14,19,94.8
Jordan Leggett,11905,TE,15,NYJ,168,29,17.3,0,1,2,3,94.8
Scott Simonson,8954,TE,15,NYG,124,29,23.4,0,2,1,3,94.8
Halapoulivaati Vaitai,10798,T,9,PHI,199,199,100.0,4,4,9,17,94.7
Austin Seferian-Jenkins,8673,TE,5,JAX,137,19,13.9,0,0,2,2,94.7
Colby Gossett,46673,G,5,ARZ,180,180,100.0,5,1,8,14,94.7
Ty Montgomery,9527,HB,13,BLT,180,28,15.6,0,0,3,3,94.6
LaAdrian Waddle,8460,T,9,NE,186,186,100.0,3,3,11,17,94.6
Andre Smith,4929,T,10,CIN,268,268,100.0,6,2,15,23,94.6
Rico Gathers,10851,TE,14,DAL,50,9,18.0,0,0,1,1,94.4
Matt Breida,12271,HB,13,SF,177,18,10.2,0,1,1,2,94.4
Donald Penn,3459,T,4,OAK,108,108,100.0,3,2,4,9,94.4
Joe Dahl,10785,G,4,DET,10,9,90.0,0,0,1,1,94.4
Benjamin Watson,1753,TE,16,NO,283,36,12.7,0,1,3,4,94.4
Matt Flanagan,47298,TE,3,WAS,24,9,37.5,0,0,1,1,94.4
Evan Smith,5390,G,7,TB,117,117,100.0,1,2,9,12,94.4
Shawn Lauvao,5616,G,5,WAS,149,149,100.0,2,3,10,15,94.3
Brandon Parker,34693,T,13,OAK,458,458,100.0,10,6,27,43,94.2
Daryl Williams,9535,T,1,CAR,26,26,100.0,0,0,3,3,94.2
Theo Riddick,7980,HB,14,DET,331,60,18.1,2,0,3,5,94.2
Jacquizz Rodgers,6297,HB,16,TB,301,68,22.6,1,2,4,7,94.1
Daniel Munyer,10174,G,3,ARZ,59,59,100.0,2,1,2,5,94.1
Alfred Blue,8816,HB,16,HST,257,51,19.8,1,1,3,5,94.1
Jimmy Graham,5619,TE,16,GB,574,17,3.0,1,0,0,1,94.1
Luke Bowanko,8839,G,5,WAS,141,141,100.0,4,2,7,13,94.0
Ethan Pocic,11813,G,5,SEA,159,159,100.0,3,2,11,16,94.0
Will Holden,11912,T,4,ARZ,84,84,100.0,2,0,6,8,94.0
Garrett Celek,7274,TE,15,SF,96,41,42.7,0,2,3,5,93.9
Kyle Fuller,11998,G,2,WAS,33,33,100.0,1,0,2,3,93.9
Ereck Flowers,9442,T,10,JAX,332,332,100.0,3,7,28,38,93.8
Denzelle Good,9688,G,5,OAK,194,194,100.0,2,3,17,22,93.8
Leonard Wester,10944,T,3,TB,66,65,98.5,0,1,7,8,93.8
James Develin,6142,FB,16,NE,117,16,13.7,0,1,1,2,93.7
James White,8765,HB,16,NE,450,40,8.9,1,1,2,4,93.7
Brian Hill,11911,HB,5,ATL,36,8,22.2,0,0,1,1,93.7
George Kittle,11901,TE,16,SF,548,63,11.5,1,2,4,7,93.7
DeAndre Washington,10777,HB,8,OAK,32,8,25.0,0,0,1,1,93.7
Greg Olsen,3647,TE,9,CAR,269,23,8.6,1,1,0,2,93.5
Corey Clement,12253,HB,11,PHI,147,23,15.6,0,1,2,3,93.5
Josh Andrews,9068,G,2,IND,23,23,100.0,0,1,2,3,93.5
John Wetzel,8088,T,8,ARZ,209,209,100.0,2,5,18,25,93.5
C.J. Uzomah,9590,TE,16,CIN,501,53,10.6,1,2,3,6,93.4
Dion Lewis,6301,HB,16,TEN,382,67,17.5,1,0,7,8,93.3
Bilal Powell,6278,HB,7,NYJ,112,15,13.4,0,0,2,2,93.3
Cedric Ogbuehi,9454,T,1,CIN,37,37,100.0,1,0,3,4,93.2
Julie'n Davenport,11885,T,16,HST,577,577,100.0,12,14,41,67,93.2
Jason Croom,12145,TE,15,BUF,210,22,10.5,0,0,3,3,93.2
Chris Reed,9830,G,6,JAX,95,95,100.0,5,1,2,8,93.2
Kolton Miller,47013,T,16,OAK,590,590,100.0,16,7,42,65,93.1
Nick O'Leary,9627,TE,12,MIA,165,65,39.4,4,1,0,5,93.1
Justin Murray,11022,G,1,OAK,36,36,100.0,2,1,0,3,93.1
Adam Redmond,10915,G,3,DAL,65,65,100.0,1,1,6,8,93.1
Marcedes Lewis,2973,TE,16,GB,72,29,40.3,0,1,3,4,93.1
Darren Sproles,2347,HB,6,PHI,108,14,13.0,1,0,0,1,92.9
Tyler Kroft,9518,TE,5,CIN,46,14,30.4,1,0,0,1,92.9
Alex Cappa,66578,G,6,TB,70,70,100.0,0,1,9,10,92.9
Tre Madden,11286,FB,13,SEA,30,7,23.3,0,0,1,1,92.9
Sam Tevi,11945,T,16,LAC,483,483,100.0,8,12,41,61,92.9
Alfred Morris,7165,HB,10,SF,120,21,17.5,1,0,1,2,92.9
Trent Scott,24481,T,5,LAC,49,49,100.0,0,0,7,7,92.9
Jamize Olawale,7572,FB,16,DAL,40,7,17.5,0,0,1,1,92.9
Peyton Barber,10927,HB,16,TB,333,63,18.9,0,2,7,9,92.9
Martinas Rankin,46333,T,10,HST,249,248,99.6,4,7,20,31,92.9
Zach Zenner,9761,HB,8,DET,56,14,25.0,1,0,0,1,92.9
Darrell Daniels,12122,TE,5,ARZ,32,7,21.9,0,0,1,1,92.9
Adrian Peterson,3623,HB,16,WAS,179,21,11.7,0,0,3,3,92.9
Andy Levitre,4974,G,2,ATL,55,55,100.0,1,2,4,7,92.7
Javorius Allen,9558,HB,12,BLT,229,47,20.5,1,0,5,6,92.6
Ryan Griffin,7982,TE,14,HST,433,73,16.9,3,1,4,8,92.5
Saquon Barkley,45791,HB,16,NYG,535,66,12.3,3,1,3,7,92.4
David Njoku,11784,TE,16,CLV,540,46,8.5,1,1,4,6,92.4
James O'Shaughnessy,9606,TE,14,JAX,305,26,8.5,1,0,2,3,92.3
Joe Mixon,11803,HB,14,CIN,314,39,12.4,0,3,3,6,92.3
Jordan Thomas,42062,TE,16,HST,222,64,28.8,2,0,6,8,92.2
Zach Line,8420,FB,15,NO,84,19,22.6,0,1,2,3,92.1
Jared Cook,5012,TE,16,OAK,503,19,3.8,1,0,1,2,92.1
Jonnu Smith,11855,TE,13,TEN,302,50,16.6,1,1,5,7,92.0
Jeremy Vujnovich,8928,G,3,ARZ,81,81,100.0,3,1,6,10,92.0
Melvin Gordon III,9448,HB,12,LAC,285,44,15.4,2,1,2,5,92.0
Josh Walker,9046,T,5,JAX,218,218,100.0,2,8,23,33,92.0
T.J. Yeldon,9469,HB,14,JAX,379,69,18.2,2,1,6,9,92.0
Geoff Swaim,9679,TE,9,DAL,281,37,13.2,0,2,4,6,91.9
Lance Kendricks,6199,TE,16,GB,186,37,19.9,1,0,4,5,91.9
Alex Collins,10805,HB,10,BLT,152,31,20.4,0,2,3,5,91.9
Ben Braunecker,11335,TE,13,CHI,43,6,14.0,0,1,0,1,91.7
Jordan Akins,47050,TE,16,HST,204,12,5.9,0,1,1,2,91.7
Michael Ola,9032,G,3,NO,6,6,100.0,0,0,1,1,91.7
Chaz Green,9524,G,1,OAK,41,41,100.0,3,0,1,4,91.5
Brian Mihalik,9670,T,3,NYG,34,34,100.0,0,1,5,6,91.2
Trenton Cannon,66446,HB,11,NYJ,112,11,9.8,0,0,2,2,90.9
Jaylen Samuels,47297,HB,11,PIT,156,27,17.3,2,0,1,3,90.7
Gerald Everett,11799,TE,16,LA,262,16,6.1,1,0,1,2,90.6
Chris Thompson,7936,HB,10,WAS,236,32,13.6,0,0,6,6,90.6
Corey Robinson,9673,T,1,JAX,35,35,100.0,2,0,3,5,90.0
Nick Chubb,45783,HB,15,CLV,172,30,17.4,1,1,3,5,90.0
Conor McDermott,11966,T,2,BUF,10,10,100.0,1,0,0,1,90.0
Zach Sterup,11346,T,2,MIA,55,55,100.0,4,0,3,7,90.0
Leonard Fournette,11759,HB,8,JAX,124,25,20.2,1,2,1,4,90.0
Garry Gilliam,9137,T,3,SF,53,53,100.0,1,3,6,10,89.6
Sony Michel,27589,HB,13,NE,76,19,25.0,1,0,2,3,89.5
Austin Howard,5847,G,1,WAS,19,19,100.0,1,0,2,3,89.5
Isaiah Crowell,9295,HB,13,NYJ,173,28,16.2,2,0,2,4,89.3
Ito Smith,45932,HB,13,ATL,192,28,14.6,0,1,5,6,89.3
Marlon Mack,11898,HB,12,IND,199,28,14.1,0,1,5,6,89.3
Mike Gesicki,47153,TE,16,MIA,264,46,17.4,2,2,4,8,89.1
Mark Walton,45996,HB,7,CIN,65,9,13.8,1,0,0,1,88.9
Wendell Smallwood,10787,HB,15,PHI,212,18,8.5,1,0,2,3,88.9
Frank Gore,2282,HB,14,MIA,146,18,12.3,1,0,2,3,88.9
Jeremiah Sirles,9305,G,8,BUF,72,71,98.6,1,1,13,15,88.7
Nick Vannett,10728,TE,15,SEA,247,31,12.6,1,0,5,6,88.7
Mike Davis,9559,HB,15,SEA,219,37,16.9,2,0,5,7,87.8
Will Clapp,39386,G,3,NO,53,53,100.0,2,1,8,11,87.7
Amini Silatolu,7044,T,1,CAR,4,4,100.0,0,0,1,1,87.5
Kenneth Dixon,10768,HB,6,BLT,61,12,19.7,0,1,2,3,87.5
Devonta Freeman,8738,HB,2,ATL,48,12,25.0,1,1,0,2,87.5
Jay Ajayi,9582,HB,4,PHI,66,8,12.1,0,0,2,2,87.5
John Kelly,34761,HB,3,LA,15,4,26.7,0,0,1,1,87.5
Alan Cross,10931,TE,14,TB,40,4,10.0,0,0,1,1,87.5
Devontae Booker,10770,HB,16,DEN,261,37,14.2,3,0,4,7,86.5
Rex Burkhead,7971,HB,8,NE,82,11,13.4,1,0,1,2,86.4
Benny Cunningham,8283,HB,7,CHI,15,7,46.7,0,0,2,2,85.7
Chase Edmonds,45851,HB,16,ARZ,128,14,10.9,1,0,2,3,85.7
Logan Thomas,8755,TE,12,BUF,156,34,21.8,1,3,5,9,85.3
Carlos Hyde,8692,HB,14,JAX,188,40,21.3,3,1,5,9,85.0
Marcus Murphy,9663,HB,10,BUF,122,23,18.9,1,1,4,6,84.8
Kapri Bibbs,8906,HB,9,GB,142,16,11.3,2,0,1,3,84.4
Tyler Eifert,7802,TE,4,CIN,97,3,3.1,0,0,1,1,83.3
Byron Marshall,11076,HB,6,WAS,35,6,17.1,1,0,0,1,83.3
Niles Paul,6307,TE,5,JAX,70,3,4.3,0,0,1,1,83.3
Andy Jones,11123,WR,8,DET,133,3,2.3,0,0,1,1,83.3
Zach Pascal,12303,WR,16,IND,268,3,1.1,0,0,1,1,83.3
Josh Adams,45662,HB,12,PHI,112,14,12.5,2,0,1,3,82.1
Kenyan Drake,10707,HB,16,MIA,345,47,13.6,6,1,4,11,81.9
Mark Andrews,47436,TE,16,BLT,279,5,1.8,0,0,2,2,80.0
C.J. Anderson,8101,HB,10,LA,66,17,25.8,2,1,2,5,79.4
Justin Jackson,29539,HB,8,LAC,74,7,9.5,1,0,1,2,78.6
Jermaine Kearse,7428,WR,14,NYJ,388,4,1.0,0,1,1,2,75.0
Shane Smith,12238,FB,2,NYG,6,2,33.3,0,0,1,1,75.0
Darius Jackson,10850,HB,1,DAL,8,2,25.0,0,1,0,1,75.0
Alex Ellis,11326,TE,1,KC,6,2,33.3,0,1,0,1,75.0
David Grinnage,11148,TE,3,JAX,47,2,4.3,0,0,1,1,75.0
Hayden Hurst,47294,TE,12,BLT,123,4,3.3,1,0,0,1,75.0
Taquan Mizzell Sr.,45675,HB,8,CHI,45,2,4.4,0,0,1,1,75.0
C.J. Prosise,10724,HB,4,SEA,24,4,16.7,1,0,0,1,75.0
De'Lance Turner,25681,HB,2,BLT,8,2,25.0,0,0,1,1,75.0
Kalen Ballage,45741,HB,8,MIA,48,6,12.5,1,0,1,2,75.0
Rob Kelley,11090,HB,1,WAS,1,1,100.0,0,0,1,1,50.0
Sterling Shepard,10674,WR,16,NYG,600,1,0.2,0,0,1,1,50.0
Josh Gordon,7618,WR,12,NE,377,1,0.3,0,0,1,1,50.0
Brandon Wilds,11057,HB,2,JAX,3,1,33.3,1,0,0,1,0.0
Mike Boone,31615,HB,5,MIN,23,1,4.3,1,0,0,1,0.0
