player,player_id,position,player_game_count,team_name,snap_counts_offense,snap_counts_pass,snap_counts_pass_block,snap_counts_run_block,snap_counts_lt,snap_counts_lg,snap_counts_ce,snap_counts_rg,snap_counts_rt,grades_offense,grades_pass_block,grades_run_block,sacks_allowed,hits_allowed,hurries_allowed,pressures_allowed,penalties,declined_penalties
Charles Washington,11137,S,1,DET,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Geronimo Allison,11141,WR,15,GB,63,0,1,62,0,0,0,0,0,50.9,70.2,42.0,0,0,0,0,1,0
Joe Callahan,11144,QB,1,GB,7,7,0,0,0,0,0,0,0,59.6,,,0,0,1,1,0,0
Stephen Anderson,11160,TE,15,HST,117,0,9,108,0,0,0,0,0,58.0,77.9,49.9,0,0,0,0,1,0
Terrance Smith,11181,LB,1,KC,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Cory Littleton,11190,LB,3,LA,3,0,3,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Rashawn Scott,11211,WR,1,MIA,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
D.J. Foster,11214,HB,7,ARZ,27,0,22,5,0,0,0,0,0,65.8,77.2,60.0,0,1,0,1,0,0
Jonathan Jones,11217,CB,1,NE,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,2,1
Tommylee Lewis,11231,WR,14,NO,40,0,0,40,0,0,0,0,0,68.4,,65.2,0,0,0,0,0,0
Roger Lewis Jr.,11246,WR,15,NYG,226,0,2,224,0,0,0,0,0,58.5,70.7,53.3,0,0,0,0,4,0
Ryan Malleck,11247,TE,2,HST,2,0,0,2,0,0,0,0,0,56.9,,59.9,0,0,0,0,0,0
Darius Powe,11251,WR,1,NYG,21,0,0,21,0,0,0,0,0,52.6,,60.7,0,0,0,0,0,0
Robby Anderson,11254,WR,16,NYJ,289,0,0,289,0,0,0,0,0,71.4,,51.0,0,0,0,0,2,0
Lawrence Thomas,11265,FB,13,NYJ,106,0,10,96,0,0,0,0,0,49.3,25.8,57.2,1,0,1,2,1,0
Jason Vander Laan,11266,TE,1,IND,4,0,0,4,0,0,0,0,0,54.9,,55.2,0,0,0,0,0,0
Bryce Treggs,11278,WR,6,CLV,44,0,0,44,0,0,0,0,0,58.5,,62.2,0,0,0,0,2,1
Steve Longa,11285,ED,2,DET,1,0,0,1,0,1,0,0,0,60.0,,60.0,0,0,0,0,0,0
Tre Madden,11286,FB,8,SEA,46,0,10,36,0,0,0,0,0,60.6,84.1,64.3,0,0,0,0,1,0
Tanner McEvoy,11288,WR,15,SEA,91,1,2,88,0,0,0,0,0,47.9,66.8,50.9,0,0,0,0,2,1
Elijhaa Penny,11300,HB,14,ARZ,37,0,14,23,0,0,0,0,0,68.5,75.7,67.0,0,0,0,0,0,0
Ben Braunecker,11335,TE,2,CHI,3,0,0,3,0,0,0,0,0,57.8,,59.2,0,0,0,0,0,0
Marwin Evans,11343,S,2,GB,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,1,0
Zach Sterup,11346,T,3,MIA,75,0,53,22,73,0,0,0,0,25.4,9.3,51.9,0,0,7,7,1,0
C.J. Ham,11347,FB,16,MIN,152,0,24,128,0,0,0,0,0,60.7,88.1,53.1,0,0,0,0,0,0
K.J. Brent,11349,WR,5,IND,15,0,0,15,0,0,0,0,0,53.5,,60.1,0,0,0,0,0,0
James Cowser,11351,ED,1,OAK,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Johnny Holton,11354,WR,16,OAK,90,0,1,89,0,0,0,0,0,48.6,66.2,46.4,0,0,0,0,3,0
Max McCaffrey,11357,WR,5,SF,10,0,0,10,0,0,0,0,0,73.3,,81.0,0,0,0,0,0,0
Ryan O'Malley,11359,TE,1,NYG,7,0,0,7,0,0,0,0,0,69.5,,66.8,0,0,0,0,0,0
Rashod Hill,11369,T,10,MIN,591,0,323,268,109,0,0,0,488,62.0,65.0,56.0,1,3,15,19,4,0
Jaydon Mickens,11371,WR,9,JAX,30,0,0,30,0,0,0,0,0,56.7,,41.5,0,0,0,0,1,1
Jalen Richard,11395,HB,16,OAK,18,0,12,6,0,0,0,0,0,68.9,61.9,68.0,1,0,0,1,2,0
Joe Kerridge,11408,FB,1,GB,2,0,0,2,0,0,0,0,0,61.8,,59.6,0,0,0,0,0,0
Austin Traylor,11411,TE,7,DEN,122,0,27,95,0,0,0,0,1,58.6,74.0,61.7,1,0,0,1,0,0
Zach Wood,11414,LS,1,NO,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Marquis Bundy,11429,WR,1,NYG,36,0,0,36,0,0,0,0,0,54.0,,76.1,0,0,0,0,0,0
Lucas Patrick,11435,G,4,GB,227,0,147,80,0,95,0,135,0,53.9,49.2,57.5,2,4,4,10,1,0
Garrett Griffin,11439,TE,3,NO,27,0,6,21,1,0,0,0,0,54.0,76.5,54.9,0,0,0,0,0,0
Marvin Hall,11440,WR,8,ATL,42,0,0,42,0,0,0,0,0,61.3,,60.8,0,0,0,0,0,0
Mitchell Trubisky,11757,QB,12,CHI,706,415,1,290,0,0,0,0,0,66.4,60.9,60.7,4,4,5,13,6,0
Leonard Fournette,11759,HB,13,JAX,55,0,37,18,0,0,0,0,0,65.6,54.6,70.0,2,0,1,3,2,1
Corey Davis,11760,WR,11,TEN,166,0,0,166,0,0,0,0,0,60.1,,38.6,0,0,0,0,0,0
Mike Williams,11762,WR,10,LAC,89,0,0,89,0,0,0,0,0,52.6,,60.3,0,0,0,0,0,0
Christian McCaffrey,11763,HB,16,CAR,154,1,41,112,0,0,0,0,0,73.9,32.3,72.1,2,2,6,10,1,1
John Ross,11764,WR,3,CIN,6,0,0,6,0,0,0,0,0,38.1,,58.4,0,0,0,0,0,0
Patrick Mahomes,11765,QB,1,KC,57,40,0,17,0,0,0,0,0,72.6,,60.0,0,0,0,0,0,0
Deshaun Watson,11767,QB,7,HST,444,267,0,177,0,0,0,0,0,68.1,,60.0,6,5,6,17,1,0
Adoree' Jackson,11773,CB,4,TEN,1,0,0,1,0,0,0,0,0,48.2,,60.0,0,0,0,0,7,2
O.J. Howard,11774,TE,14,TB,364,0,86,278,0,0,0,0,0,61.4,63.5,54.7,0,1,3,4,2,0
Garett Bolles,11775,T,16,DEN,1107,0,692,415,1127,0,0,0,0,72.9,70.5,74.2,8,10,33,51,15,3
Evan Engram,11778,TE,15,NYG,249,0,20,229,0,0,0,0,0,62.2,78.0,48.7,0,0,0,0,7,1
David Njoku,11784,TE,16,CLV,193,0,33,160,2,0,0,0,0,66.4,32.8,60.2,0,1,5,6,7,2
T.J. Watt,11785,ED,1,PIT,1,0,1,0,0,0,0,0,0,60.0,61.5,,0,0,0,0,4,0
Ryan Ramczyk,11787,T,16,NO,1038,0,589,449,119,0,0,0,932,80.2,76.4,76.6,3,5,16,24,6,2
Cam Robinson,11789,T,15,JAX,890,0,482,408,909,0,0,0,0,53.2,63.1,49.6,2,12,27,41,12,3
Zay Jones,11792,WR,15,BUF,307,0,0,307,0,0,0,0,0,55.2,,71.1,0,0,0,0,1,1
Curtis Samuel,11795,WR,9,CAR,79,0,0,79,0,0,0,0,0,56.9,,83.0,0,0,0,0,1,0
Dalvin Cook,11796,HB,4,MIN,31,0,23,8,0,0,0,0,0,69.9,64.7,60.0,1,1,1,3,0,0
Gerald Everett,11799,TE,16,LA,91,0,17,74,0,0,0,0,0,53.1,61.6,54.6,0,0,1,1,3,2
Adam Shaheen,11800,TE,13,CHI,167,0,11,156,0,1,0,0,0,72.2,57.6,60.2,1,0,0,1,3,1
Tyus Bowser,11802,ED,2,BLT,2,0,2,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Joe Mixon,11803,HB,14,CIN,43,0,21,22,0,0,0,0,0,72.6,48.5,73.8,0,0,1,1,0,0
Ryan Anderson,11804,ED,3,WAS,7,0,1,6,0,0,0,0,0,47.4,62.0,45.8,0,0,0,0,2,0
DeShone Kizer,11807,QB,15,CLV,856,605,0,251,0,0,0,0,0,52.8,,60.0,12,4,11,27,3,0
Ethan Pocic,11813,G,11,SEA,639,0,439,200,0,326,7,318,0,50.4,50.0,52.9,2,1,29,32,5,0
JuJu Smith-Schuster,11817,WR,14,PIT,249,0,0,249,0,0,0,0,0,76.5,,66.9,0,0,0,0,7,1
Dion Dawkins,11818,T,15,BUF,782,0,443,339,786,1,0,0,0,83.0,80.3,80.6,3,3,22,28,4,1
Taylor Moton,11819,G,12,CAR,63,0,8,55,2,0,0,0,2,70.6,76.3,64.7,0,0,0,0,0,0
Alvin Kamara,11822,HB,16,NO,32,0,14,18,0,0,0,0,0,90.5,72.2,60.2,0,1,1,2,0,0
Dawuane Smoot,11823,ED,3,JAX,3,0,1,2,0,0,0,0,0,60.0,,60.0,0,0,0,0,1,0
Cooper Kupp,11824,WR,15,LA,293,1,9,283,0,0,0,0,0,78.3,75.7,66.6,0,0,0,0,3,1
Pat Elflein,11825,C,14,MIN,957,0,522,435,0,0,975,0,0,66.1,65.4,64.6,4,7,13,24,3,2
Dan Feeney,11826,G,13,LAC,665,0,380,285,0,644,8,24,0,60.8,53.5,62.5,1,4,15,20,3,2
Taywan Taylor,11827,WR,16,TEN,55,0,0,55,0,0,0,0,0,58.3,,58.4,0,0,0,0,0,0
Duke Riley,11830,LB,1,ATL,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
ArDarius Stewart,11834,WR,15,NYJ,113,0,4,109,0,0,0,0,0,57.0,78.9,62.8,0,0,1,1,1,0
Fabian Moreau,11836,CB,1,WAS,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Chris Godwin,11839,WR,16,TB,173,0,0,173,0,0,0,0,0,81.9,,74.2,0,0,0,0,0,0
Kareem Hunt,11841,HB,16,KC,69,0,37,32,0,0,0,0,0,82.4,44.8,68.2,3,1,3,7,1,0
D'Onta Foreman,11844,HB,10,HST,15,0,11,4,0,0,0,0,0,59.9,83.4,58.6,0,0,0,0,0,0
John Johnson III,11847,S,2,LA,2,0,2,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Kenny Golladay,11851,WR,11,DET,155,0,1,154,0,0,0,0,0,68.0,65.7,67.1,0,0,0,0,4,0
Chad Williams,11853,WR,6,ARZ,24,0,0,24,0,0,0,0,0,60.9,,63.0,0,0,0,0,1,0
Jonnu Smith,11855,TE,16,TEN,382,0,64,318,2,0,0,0,12,55.8,63.9,57.0,0,3,3,6,4,1
C.J. Beathard,11859,QB,7,SF,376,265,0,111,0,0,0,0,0,59.5,,60.0,2,1,0,3,2,0
James Conner,11860,HB,13,PIT,16,0,1,15,0,0,0,0,0,70.7,15.7,60.0,0,1,0,1,0,0
Amara Darboh,11861,WR,16,SEA,93,0,0,93,0,0,0,0,0,56.5,,68.4,0,0,0,0,1,0
Vince Biegel,11863,ED,1,GB,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,1,0
Dede Westbrook,11865,WR,7,JAX,134,0,0,134,0,0,0,0,0,60.7,,75.7,0,0,0,0,3,0
Samaje Perine,11869,HB,13,WAS,42,0,23,19,0,0,0,0,0,58.8,58.3,58.3,1,0,2,3,0,0
Josh Reynolds,11872,WR,15,LA,119,0,3,116,0,0,0,0,0,58.4,85.8,64.8,0,0,0,0,0,0
Mack Hollins,11873,WR,16,PHI,112,0,1,111,0,0,0,0,0,63.1,64.9,67.1,0,0,0,0,0,0
Tarik Cohen,11874,HB,16,CHI,54,2,6,46,0,0,0,0,0,77.5,66.2,61.9,0,0,0,0,0,0
Ben Gedeon,11875,LB,1,MIN,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Jalen Reeves-Maybin,11879,LB,2,DET,1,0,0,1,1,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Samson Ebukam,11880,ED,3,LA,3,0,3,0,0,0,0,0,0,60.0,,,0,0,0,0,2,1
Michael Roberts,11882,TE,15,DET,184,0,26,158,0,0,0,0,0,71.2,74.6,68.5,0,0,1,1,0,0
Josh Malone,11883,WR,11,CIN,84,0,0,84,0,0,0,0,0,50.7,,39.1,0,0,0,0,0,0
David Sharpe,11884,T,3,OAK,124,0,69,55,126,0,0,0,0,48.8,45.3,48.3,2,2,3,7,2,1
Julie'n Davenport,11885,T,11,HST,238,0,110,128,158,0,0,0,0,50.6,55.3,52.7,1,0,6,7,4,0
Ryan Switzer,11888,WR,15,DAL,32,0,0,32,0,0,0,0,0,61.5,,65.9,0,0,0,0,0,0
Jamaal Williams,11889,HB,14,GB,77,0,62,15,0,0,0,0,0,61.9,89.5,41.6,1,1,1,3,0,0
Zach Banner,11892,T,3,CLV,27,0,23,4,0,0,0,0,24,62.5,74.5,48.4,0,0,2,2,0,0
Jehu Chesson,11894,WR,6,KC,36,0,0,36,0,0,0,0,0,59.3,,82.7,0,0,0,0,0,0
Wayne Gallman,11895,HB,13,NYG,33,0,29,4,0,0,0,0,1,70.0,85.7,60.0,0,0,1,1,2,0
Chad Hansen,11896,WR,15,NYJ,98,0,0,98,0,0,0,0,0,53.7,,67.1,0,0,0,0,1,0
Marlon Mack,11898,HB,14,IND,44,0,37,7,0,0,0,0,0,68.0,57.7,59.6,3,1,0,4,0,0
George Kittle,11901,TE,15,SF,213,0,49,164,0,0,0,0,0,65.8,50.7,61.7,0,2,3,5,3,0
Blair Brown,11903,LB,2,JAX,2,0,1,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Jeremy Sprinkle,11909,TE,11,WAS,96,0,18,78,0,0,0,0,0,53.0,58.8,54.2,0,0,2,2,0,0
Will Holden,11912,T,7,ARZ,326,0,197,129,227,87,0,0,4,55.6,45.6,58.9,2,7,7,16,1,0
Jermaine Eluemunor,11914,G,5,BLT,198,0,127,71,0,1,0,202,0,49.7,52.0,54.4,3,1,4,8,2,0
Jamal Agnew,11920,CB,6,DET,7,0,0,7,0,0,0,0,0,74.7,,59.1,0,0,0,0,1,0
Shelton Gibson,11921,WR,2,PHI,7,0,0,7,0,0,0,0,0,56.2,,60.8,0,0,0,0,0,0
Marquel Lee,11923,LB,1,OAK,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,1,0
Nathan Peterman,11926,QB,4,BUF,94,55,0,39,0,0,0,0,0,37.7,,60.0,1,1,2,4,0,0
Isaiah McKenzie,11927,WR,10,DEN,40,0,0,40,0,0,0,0,0,46.2,,57.6,0,0,0,0,0,0
Eric Saubert,11929,TE,10,ATL,21,0,1,20,0,0,0,0,0,47.0,69.8,60.2,0,0,0,0,1,0
Trent Taylor,11932,WR,15,SF,111,0,2,109,0,0,0,0,0,68.4,69.6,82.1,0,0,0,0,2,0
Danny Isidora,11933,G,5,MIN,147,0,85,62,0,147,0,0,0,43.4,49.7,41.8,0,3,3,6,0,0
Aaron Jones,11937,HB,10,GB,40,0,34,6,0,0,0,0,0,78.8,46.3,59.6,2,0,3,5,0,0
Chuck Clark,11941,S,1,BLT,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,1,0
Elijah McGuire,11943,HB,15,NYJ,40,0,25,15,0,0,0,0,0,66.7,79.1,60.9,0,0,2,2,0,0
Sam Tevi,11945,T,6,LAC,134,0,68,66,130,0,0,0,0,56.2,67.4,50.5,0,0,5,5,2,0
Alex Armah,11948,FB,6,CAR,40,0,6,34,0,0,0,0,0,53.0,81.7,52.8,0,0,0,0,0,0
Chase Roullier,11954,C,8,WAS,457,0,297,160,0,0,443,23,0,64.4,70.6,59.1,0,2,4,6,0,0
Adam Bisnowaty,11955,T,1,NYG,78,0,33,45,0,0,0,0,78,63.2,34.7,73.8,2,0,1,3,2,0
Conor McDermott,11966,T,1,BUF,1,0,0,1,0,0,0,0,1,60.0,,60.0,0,0,0,0,0,0
Colin Holba,11968,LS,1,JAX,2,0,2,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Stacy Coley,11974,WR,3,MIN,8,0,0,8,0,0,0,0,0,53.1,,59.9,0,0,0,0,0,0
Shalom Luani,11976,S,1,OAK,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
David Moore,11981,WR,1,SEA,6,0,2,4,0,0,0,0,0,58.8,71.8,58.5,0,0,0,0,0,0
Josh Harvey-Clemons,11985,LB,1,WAS,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Joshua Holsey,11990,CB,1,WAS,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Noah Brown,11993,WR,13,DAL,113,0,0,113,0,0,0,0,0,69.9,,89.9,0,0,0,0,0,0
Devante Mays,11994,HB,2,GB,1,0,1,0,0,0,0,0,0,27.9,68.5,,0,0,0,0,0,0
Marquez Williams,11995,FB,1,CLV,7,0,1,6,0,0,0,0,0,38.0,69.2,57.3,0,0,0,0,0,0
Kyle Fuller,11998,C,7,HST,89,0,26,63,1,0,0,6,0,49.6,69.7,52.0,0,0,0,0,1,0
Chris Carson,12004,HB,4,SEA,25,0,17,8,0,0,0,0,0,73.6,44.9,60.0,0,2,1,3,0,0
Matt Dayes,12006,HB,7,CLV,9,0,8,1,0,0,0,0,0,59.8,48.5,60.0,0,1,0,1,0,0
Krishawn Hogan,12014,WR,2,IND,9,0,0,9,0,0,0,0,0,59.7,,62.5,0,0,0,0,0,0
Ricky Seals-Jones,12020,TE,8,ARZ,63,0,0,63,0,0,0,0,0,80.7,,54.7,0,0,0,0,1,0
Sean Culkin,12037,TE,1,LAC,8,0,1,7,1,0,0,0,1,52.7,66.6,53.8,0,0,0,0,0,0
Aviante Collins,12049,G,1,MIN,28,0,5,23,0,0,0,0,0,73.0,75.6,66.0,0,0,0,0,0,0
Jacob Hollister,12051,TE,15,NE,47,0,4,43,0,0,0,0,0,67.2,71.3,71.1,0,0,0,0,0,0
Bobo Wilson,12067,WR,3,TB,10,0,0,10,0,0,0,0,0,63.9,,61.3,0,0,0,0,0,0
Quincy Adeboyejo,12085,WR,1,BLT,10,0,0,10,0,0,0,0,0,54.4,,61.0,0,0,0,0,0,0
Michael Clark,12107,WR,2,GB,22,0,0,22,0,0,0,0,0,55.1,,60.8,0,0,0,0,1,0
Justin Vogel,12119,P,2,GB,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,1,0
Deyshawn Bond,12120,C,4,IND,189,0,104,85,0,0,198,0,0,44.5,46.5,47.1,0,2,2,4,1,0
Darrell Daniels,12122,TE,12,IND,123,0,13,110,0,0,0,0,0,45.7,43.0,58.2,0,1,1,2,1,0
Thomas Hennessy,12124,LS,1,NYJ,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Marcus Kemp,12137,WR,1,KC,1,0,0,1,0,0,0,0,0,55.4,,60.0,0,0,0,0,0,0
Austin Ekeler,12164,HB,13,LAC,19,0,16,3,0,0,0,0,0,74.6,68.8,59.8,0,0,2,2,0,0
Tanner Gentry,12170,WR,4,CHI,96,0,0,96,0,0,0,0,0,53.0,,77.8,0,0,0,0,1,0
Alex Barrett,12183,ED,2,DET,3,0,0,3,0,0,0,0,0,57.8,,57.3,0,0,0,0,0,0
Tion Green,12185,HB,5,DET,11,0,9,2,0,0,0,0,0,59.0,40.7,60.0,0,0,2,2,0,0
Justin Davis,12202,HB,2,LA,4,0,1,3,0,0,0,0,0,45.6,7.9,60.0,0,0,1,1,0,0
Johnny Mundt,12206,TE,2,LA,5,0,1,4,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Matt Haack,12212,P,1,MIA,1,1,0,0,0,0,0,0,0,53.0,,,0,0,0,0,0,0
Cameron Lee,12223,G,1,CHI,20,0,8,12,0,21,0,0,0,41.2,80.0,39.2,0,0,0,0,0,0
Calvin Munson,12236,LB,1,NYG,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Shane Smith,12238,TE,9,NYG,38,0,2,36,0,0,0,0,0,57.1,77.6,58.9,0,0,0,0,0,0
Chad Wheeler,12240,T,7,NYG,261,0,137,124,81,0,0,0,177,60.5,42.0,69.7,4,1,11,16,0,0
Pharaoh Brown,12247,TE,2,OAK,32,0,1,31,0,0,0,0,0,51.5,66.9,55.9,0,0,0,0,0,0
Isaac Whitney,12251,WR,2,OAK,15,0,0,15,0,0,0,0,0,47.5,,63.5,0,0,0,0,1,1
Corey Clement,12253,HB,15,PHI,48,0,27,21,0,0,0,0,0,70.5,76.3,70.3,0,0,2,2,0,0
Jordan Roos,12266,G,2,SEA,48,0,30,18,0,0,0,48,0,42.7,45.7,41.8,0,1,1,2,0,0
Tyrone Swoopes,12267,TE,1,SEA,2,0,2,0,0,0,0,0,0,60.0,72.7,,0,0,0,0,0,0
Victor Bolden Jr.,12269,WR,7,SF,15,0,0,15,0,0,0,0,0,55.1,,60.3,0,0,0,0,0,0
Kendrick Bourne,12270,WR,11,SF,72,0,1,71,0,0,0,0,0,62.7,70.6,65.0,0,0,0,0,4,2
Matt Breida,12271,HB,16,SF,36,0,27,9,0,0,0,0,0,63.9,28.9,59.7,1,3,0,4,2,0
Cole Hikutini,12276,TE,3,SF,3,0,0,3,0,0,0,0,0,56.5,,54.6,0,0,0,0,0,0
Erik Magnuson,12280,C,3,SF,186,0,139,47,0,0,0,0,190,57.2,55.7,54.1,2,2,12,16,0,0
Darrell Williams,12285,T,2,SF,3,0,0,3,1,0,0,0,2,60.0,,58.9,0,0,0,0,0,0
Tyler Catalina,12300,G,7,WAS,187,0,121,66,62,1,0,119,6,39.2,28.9,52.1,4,1,9,14,2,0
Kyle Kalis,12302,G,3,WAS,149,0,83,66,0,0,0,154,0,27.1,31.3,38.4,1,3,5,9,5,0
Dan Skipper,12307,T,1,DET,10,0,5,5,0,0,0,0,10,51.5,32.2,54.4,0,0,1,1,0,0
Blake Jarwin,12320,TE,1,DAL,3,0,0,3,0,0,0,0,0,84.4,,80.5,0,0,0,0,0,0
Cooper Rush,12324,QB,2,DAL,13,3,0,10,0,0,0,0,0,67.9,,60.0,0,0,0,0,0,0
Chris Thompson,12330,WR,8,HST,32,0,0,32,0,0,0,0,0,62.3,,44.7,0,0,0,0,0,0
JoJo Natson,12739,WR,6,NYJ,7,0,0,7,0,0,0,0,0,52.2,,55.2,0,0,0,0,0,0
Evan Baylis,23652,TE,1,HST,2,0,1,1,0,0,0,0,0,44.2,66.6,60.0,0,0,0,0,1,0
Antony Auclair,24606,TE,8,TB,123,0,28,95,0,0,0,0,0,50.7,32.2,58.0,0,1,4,5,2,0
Emanuel Byrd,25432,TE,1,GB,3,0,0,3,0,0,0,0,0,67.8,,58.9,0,0,0,0,0,0
LeShun Daniels,26758,HB,2,WAS,5,0,5,0,0,0,0,0,0,64.1,80.8,,0,0,0,0,0,0
Trey Edmunds,38329,HB,1,NO,3,0,0,3,0,0,0,0,0,54.9,,60.0,0,0,0,0,0,0
Eric Wilson,38587,LB,1,MIN,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Elijah Wilkinson,46238,T,1,DEN,2,0,0,2,0,0,0,0,2,58.8,,55.2,0,0,0,0,0,0
Cole Croston,46317,G,3,NE,8,0,0,8,0,3,0,3,2,60.7,,60.1,0,0,0,0,0,0
Kent Perkins,46807,T,1,CIN,6,0,3,3,0,0,0,0,6,56.8,69.0,53.5,0,0,0,0,0,0
Cethan Carter,47149,TE,7,CIN,39,0,6,33,0,0,0,0,0,59.2,77.4,71.2,0,0,0,0,0,0
Travis Rudolph,47997,WR,7,NYG,89,0,0,89,0,0,0,0,0,48.1,,66.6,0,0,0,0,0,0
Patrick Ricard,48862,FB,16,BLT,128,0,10,118,0,0,0,0,0,88.6,80.9,86.1,0,0,0,0,1,1
Xavier Woodson-Luster,50835,LB,1,OAK,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Donald Payne,51589,LB,3,JAX,3,0,1,2,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Keelan Cole,51593,WR,16,JAX,254,0,0,254,0,0,0,0,0,72.4,,81.6,0,0,0,0,2,0
Nicholas Morrow,51674,LB,2,OAK,2,0,0,2,0,0,0,0,0,60.0,,60.0,0,0,0,0,3,1
