player,player_id,position,player_game_count,team_name,snap_counts_offense,snap_counts_pass,snap_counts_pass_block,snap_counts_run_block,snap_counts_lt,snap_counts_lg,snap_counts_ce,snap_counts_rg,snap_counts_rt,grades_offense,grades_pass_block,grades_run_block,sacks_allowed,hits_allowed,hurries_allowed,pressures_allowed,penalties,declined_penalties
Tom Brady,698,QB,16,NE,1096,675,0,421,0,0,0,0,0,92.9,,60.0,4,1,3,8,2,0
Drew Brees,802,QB,16,NO,1004,589,0,415,0,0,0,0,0,86.4,,60.0,1,2,4,7,5,0
Josh McCown,1085,QB,13,NYJ,797,482,0,315,0,0,0,0,0,67.9,,60.0,8,1,8,17,3,0
Carson Palmer,1317,QB,7,ARZ,445,312,0,133,0,0,0,0,0,65.3,,60.5,2,0,1,3,1,0
Jason Witten,1384,TE,16,DAL,524,0,80,444,1,0,0,0,0,60.6,64.4,61.9,1,1,3,5,4,0
Antonio Gates,1609,TE,16,LAC,160,0,21,139,0,0,0,0,0,66.1,53.0,59.7,0,1,2,3,1,0
Eli Manning,1722,QB,15,NYG,1009,645,0,364,0,0,0,0,0,68.9,,60.0,1,2,4,7,3,0
Larry Fitzgerald,1724,WR,16,ARZ,372,1,3,368,0,0,0,0,0,80.0,74.5,71.4,0,1,0,1,2,1
Philip Rivers,1725,QB,16,LAC,1010,634,0,376,0,0,0,0,0,80.4,,60.5,5,4,3,12,13,0
Ben Roethlisberger,1732,QB,15,PIT,1018,635,0,383,0,0,0,0,0,87.7,,60.0,4,2,4,10,1,0
Benjamin Watson,1753,TE,16,BLT,269,0,27,242,19,0,0,0,6,60.7,72.8,50.8,0,0,1,1,1,0
Don Muhlbach,2130,LS,1,DET,2,0,0,2,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Jason Peters,2148,T,7,PHI,423,0,252,171,424,0,0,0,0,84.2,90.6,72.2,1,0,6,7,1,0
Alex Smith,2218,QB,15,KC,933,605,1,327,0,0,0,0,0,79.6,61.2,60.2,8,4,6,18,6,1
Aaron Rodgers,2241,QB,7,GB,409,302,0,107,0,0,0,0,0,79.2,,60.0,6,3,3,12,3,0
Khalif Barnes,2269,T,2,ARZ,8,0,0,8,0,0,0,0,0,49.6,,52.6,0,0,0,0,0,0
Frank Gore,2282,HB,16,IND,87,0,74,13,0,0,0,0,0,70.4,72.6,59.9,1,1,5,7,2,0
Richie Incognito,2298,G,16,BUF,1041,0,596,445,0,1057,0,0,0,72.2,84.1,62.5,2,2,11,15,6,0
Dustin Colquitt,2316,P,1,KC,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Darren Sproles,2347,HB,3,PHI,11,0,9,2,0,0,0,0,0,62.0,49.9,60.0,0,2,1,3,0,0
Joe Berger,2424,G,16,MIN,1113,0,618,495,0,0,77,1056,0,75.1,80.5,69.4,3,2,18,23,3,0
Derek Anderson,2430,QB,3,CAR,13,8,0,5,0,0,0,0,0,48.5,,60.0,0,0,0,0,0,0
Matt Cassel,2447,QB,2,TEN,77,51,0,26,0,0,0,0,0,42.2,,60.0,2,0,0,2,1,0
Ryan Fitzpatrick,2467,QB,6,TB,293,194,0,99,0,0,0,0,0,67.9,,60.0,2,5,0,7,3,0
Jon Condo,2539,LS,2,OAK,2,0,0,2,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
John Denney,2561,LS,1,MIA,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
John Kuhn,2686,FB,2,NO,7,0,4,3,0,0,0,0,0,64.8,29.8,57.9,0,0,0,0,0,0
L.P. Ladouceur,2687,LS,2,DAL,2,0,1,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Vernon Davis,2951,TE,16,WAS,398,0,70,328,0,0,0,0,8,61.7,58.0,48.5,1,4,1,6,5,0
Jay Cutler,2956,QB,14,MIA,748,476,0,272,0,0,0,0,0,58.4,,60.2,2,2,5,9,1,0
Marcedes Lewis,2973,TE,16,JAX,496,0,62,434,0,0,0,0,0,66.1,64.9,76.0,1,1,2,4,5,0
Kellen Clemens,2994,QB,3,LAC,31,8,0,23,0,0,0,0,0,54.9,,60.0,0,0,0,0,0,0
Anthony Fasano,2998,TE,16,MIA,377,0,128,249,2,0,0,0,5,59.0,73.0,62.9,1,0,4,5,3,1
Andrew Whitworth,3000,T,15,LA,917,0,534,383,955,0,0,0,0,81.7,81.1,75.1,6,4,14,24,5,0
Eric Winston,3011,T,4,CIN,201,0,122,79,45,0,0,1,158,53.1,54.5,47.9,1,0,6,7,0,0
Jahri Evans,3053,G,14,GB,912,0,609,303,0,0,0,928,0,70.4,78.6,63.0,2,3,17,22,3,0
Brandon Marshall,3064,WR,5,NYG,73,0,0,73,0,0,0,0,0,62.2,,77.0,0,0,0,0,0,0
Domata Peko Sr.,3068,DI,1,DEN,2,0,1,1,0,0,0,0,0,60.0,69.7,60.0,0,0,0,0,1,0
Delanie Walker,3120,TE,16,TEN,273,0,29,244,3,0,0,0,7,78.0,75.4,70.7,0,0,2,2,3,1
Sam Koch,3148,P,2,BLT,2,2,0,0,0,0,0,0,0,76.1,,,0,0,0,0,0,0
Zach Strief,3155,T,2,NO,83,0,51,32,0,0,0,0,83,68.5,70.6,63.5,0,0,2,2,1,0
Tony McDaniel,3423,DI,1,NO,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Donald Penn,3459,T,14,OAK,819,0,521,298,837,0,0,0,0,79.4,77.7,78.9,4,2,19,25,8,2
Matt Prater,3471,K,1,DET,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Jon Ryan,3493,P,1,SEA,1,1,0,0,0,0,0,0,0,61.3,,,0,0,0,0,0,0
Joe Thomas,3619,T,7,CLV,465,0,331,134,468,0,0,0,0,84.7,90.1,67.8,0,2,10,12,1,0
Adrian Peterson,3623,HB,10,ARZ,34,0,20,14,0,0,0,0,0,51.8,21.5,69.8,0,3,2,5,3,1
Ted Ginn Jr.,3625,WR,15,NO,172,0,1,171,0,0,0,0,0,68.5,66.1,55.6,0,0,0,0,2,0
Marshawn Lynch,3628,HB,15,OAK,50,0,41,9,0,0,0,0,0,74.6,91.5,60.0,0,0,0,0,1,0
Joe Staley,3644,T,15,SF,983,0,606,377,1008,0,0,0,0,89.6,85.2,85.2,4,5,15,24,3,0
Greg Olsen,3647,TE,7,CAR,178,0,13,165,6,0,0,0,0,65.5,73.9,56.4,0,0,1,1,2,0
Paul Posluszny,3650,LB,2,JAX,2,0,0,2,0,0,0,0,0,60.0,,59.6,0,0,0,0,0,0
Drew Stanton,3659,QB,5,ARZ,310,181,0,129,0,0,0,0,0,54.3,,60.0,0,4,2,6,0,0
Ryan Kalil,3675,C,6,CAR,338,0,173,165,0,0,352,0,0,57.4,71.8,51.6,2,1,5,8,0,0
Marshal Yanda,3702,G,2,BLT,102,0,45,57,0,0,0,107,0,82.6,79.1,77.6,0,1,0,1,0,0
Zak DeOssie,3732,LS,1,NYG,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Allen Barbre,3735,G,12,DEN,553,0,350,203,20,266,0,0,273,58.3,48.0,66.1,4,1,21,26,7,1
Jermon Bushrod,3741,G,10,MIA,604,0,385,219,0,0,0,622,0,52.1,63.8,49.7,2,2,16,20,7,0
Brent Celek,3778,TE,16,PHI,310,0,65,245,6,0,0,0,8,54.1,62.0,54.3,0,0,8,8,2,0
Matt Moore,4018,QB,4,MIA,203,148,0,55,0,0,0,0,0,54.8,,60.0,0,2,1,3,0,0
Eric Weems,4097,WR,6,TEN,10,0,0,10,0,0,0,0,0,62.5,,45.3,0,0,0,0,0,0
Brett Goode,4222,LS,1,GB,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Matt Ryan,4317,QB,16,ATL,1007,598,0,409,0,0,0,0,0,90.0,,60.7,3,4,10,17,2,1
Jonathan Stewart,4327,HB,15,CAR,99,0,35,64,0,0,0,0,0,57.5,65.1,65.1,0,0,2,2,1,0
Joe Flacco,4332,QB,16,BLT,1008,605,0,403,0,0,0,0,0,68.9,,60.1,3,2,4,9,5,0
Chris Johnson,4338,HB,4,ARZ,13,0,9,4,0,0,0,0,0,58.4,35.4,60.0,0,0,3,3,0,0
Duane Brown,4340,T,10,SEA,620,0,410,210,628,0,0,0,0,73.4,80.1,60.8,1,4,14,19,5,1
Jordy Nelson,4350,WR,15,GB,267,0,0,267,0,0,0,0,0,68.6,,68.7,0,0,0,0,0,0
Matt Forte,4358,HB,12,NYJ,51,0,46,5,0,0,0,0,0,66.1,54.1,60.0,1,0,3,4,0,0
DeSean Jackson,4363,WR,14,TB,141,0,0,141,0,0,0,0,0,76.8,,53.8,0,0,0,0,0,0
Chad Henne,4371,QB,2,JAX,18,2,0,16,0,0,0,0,0,45.0,,60.0,0,0,0,0,0,0
Martellus Bennett,4375,TE,9,NE,154,0,31,123,0,0,0,0,0,59.1,71.6,67.0,1,0,0,1,4,0
John Greco,4379,G,3,NYG,105,0,55,50,0,68,0,39,0,77.2,68.1,80.8,0,0,1,1,1,0
Jamaal Charles,4387,HB,14,DEN,24,0,22,2,0,0,0,0,0,59.4,83.7,60.0,0,0,0,0,1,0
Harry Douglas,4398,WR,2,TEN,11,0,1,10,0,0,0,0,0,44.5,21.1,32.5,0,0,0,0,0,0
Josh Sitton,4449,G,13,CHI,712,0,388,324,0,596,25,106,0,76.7,84.8,73.2,2,1,9,12,5,2
Breno Giacomini,4464,T,16,HST,1095,0,662,433,0,0,0,0,1120,45.6,46.5,50.0,9,8,64,81,9,4
Matthew Slater,4467,WR,5,NE,11,0,0,11,0,0,0,0,0,54.8,,57.1,0,0,0,0,0,0
John Sullivan,4501,C,15,LA,861,0,518,343,0,0,895,0,0,68.7,74.2,64.6,1,3,11,15,2,0
Pierre Garcon,4519,WR,8,SF,137,0,0,137,0,0,0,0,0,77.5,,68.9,0,0,0,0,1,0
Brett Kern,4580,P,1,TEN,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Wesley Woodyard,4583,LB,1,TEN,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,1,0
Chris Clark,4623,T,10,HST,548,0,321,227,561,0,0,0,0,51.0,55.2,51.8,4,6,16,26,9,4
J.J. Jansen,4712,LS,2,CAR,2,0,2,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Danny Amendola,4717,WR,15,NE,141,0,0,141,0,0,0,0,0,72.1,,66.2,0,0,0,0,3,1
Mike Tolbert,4740,HB,12,BUF,34,0,14,20,0,0,0,0,0,53.7,65.8,72.0,0,0,1,1,0,0
Danny Woodhead,4914,HB,8,BLT,27,0,26,1,0,0,0,0,0,71.7,66.2,60.0,0,0,4,4,0,0
Matthew Stafford,4924,QB,16,DET,1018,674,0,344,0,0,0,0,0,78.6,,60.0,10,3,7,20,1,0
Andre Smith,4929,T,12,CIN,536,0,330,206,89,0,0,0,455,55.3,53.6,66.7,1,3,28,32,8,1
Darrius Heyward-Bey,4930,WR,13,PIT,52,0,0,52,0,0,0,0,0,67.8,,80.5,0,0,0,0,0,0
Michael Crabtree,4933,WR,14,OAK,185,0,0,185,0,0,0,0,0,72.0,,75.3,0,0,0,0,7,2
Jeremy Maclin,4942,WR,12,BLT,189,0,1,188,0,0,0,0,0,69.1,66.2,58.7,0,0,0,0,0,0
Alex Mack,4944,C,16,ATL,1023,0,599,424,0,0,1045,0,0,90.3,81.6,89.2,2,1,12,15,2,1
Eric Wood,4951,C,16,BUF,1053,0,600,453,0,0,1069,0,0,70.5,78.3,66.1,1,2,13,16,4,0
Kenny Britt,4953,WR,12,NE,116,0,0,116,0,0,0,0,0,56.2,,57.4,0,0,0,0,2,0
Rey Maualuga,4961,LB,2,MIA,3,0,0,3,0,0,0,0,0,59.0,,58.6,0,0,0,0,1,0
Max Unger,4972,C,16,NO,1038,0,589,449,0,0,1055,0,0,60.8,72.1,54.0,2,3,9,14,0,0
Andy Levitre,4974,G,13,ATL,699,0,412,287,0,712,0,0,0,74.6,81.3,71.9,1,1,10,12,5,1
LeSean McCoy,4976,HB,16,BUF,82,0,46,36,0,0,0,0,0,75.8,73.3,65.2,0,2,2,4,1,0
Will Beatty,4983,T,1,PHI,40,0,29,11,0,0,0,0,40,65.7,65.7,78.4,0,1,3,4,1,0
Brandon Tate,5006,WR,12,BUF,50,0,0,50,0,0,0,0,0,65.0,,90.4,0,0,0,0,0,0
Mike Wallace,5007,WR,15,BLT,240,0,0,240,0,0,0,0,0,69.0,,60.2,0,0,0,0,1,0
Jared Cook,5012,TE,16,OAK,297,0,32,265,0,0,0,0,0,63.2,79.8,52.1,0,0,0,0,6,0
T.J. Lang,5032,G,13,DET,809,0,517,292,0,0,0,815,0,67.3,85.3,56.8,1,1,15,17,7,0
Louis Murphy Jr.,5048,WR,7,SF,116,0,0,116,0,0,0,0,0,63.7,,71.5,0,0,0,0,1,0
Thomas Morstead,5088,P,1,NO,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Don Carey,5101,S,2,DET,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Zach Miller,5104,TE,8,CHI,129,0,12,117,0,0,0,0,0,66.7,70.9,68.0,0,0,1,1,1,0
Matt Slauson,5117,G,7,LAC,424,0,276,148,0,440,0,0,0,54.8,66.7,50.5,0,4,8,12,2,0
John Phillips,5132,TE,1,NO,7,0,1,6,0,0,0,0,0,56.7,70.2,56.0,0,0,0,0,0,0
A.Q. Shipley,5150,C,16,ARZ,1120,0,713,407,0,0,1142,0,0,61.3,77.9,54.3,5,3,10,18,5,1
Chase Daniel,5214,QB,1,NO,2,0,0,2,0,0,0,0,0,61.5,,60.0,0,0,0,0,0,0
Ramon Foster,5229,G,14,PIT,928,0,569,359,0,947,0,0,0,59.0,74.3,47.9,2,5,20,27,0,0
Brian Hoyer,5277,QB,11,NE,374,241,0,133,0,0,0,0,0,63.5,,60.0,3,0,1,4,3,0
Alex Boone,5372,G,14,ARZ,874,0,533,341,0,893,0,0,0,55.9,61.1,51.7,7,2,18,27,3,1
Evan Smith,5390,G,15,TB,678,0,445,233,0,332,172,192,0,69.6,64.9,73.9,1,3,12,16,5,0
Demar Dotson,5410,T,11,TB,715,0,483,232,0,0,0,0,733,73.6,79.6,64.8,2,2,10,14,6,1
Jonathan Casillas,5422,LB,1,NYG,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Jermey Parnell,5426,T,13,JAX,887,0,475,412,0,0,0,0,904,69.6,73.5,62.4,0,6,24,30,4,1
Nick Sundberg,5512,LS,1,WAS,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Sam Bradford,5526,QB,2,MIN,89,50,0,39,0,0,0,0,0,67.1,,60.0,1,0,0,1,0,0
Trent Williams,5529,T,10,WAS,615,0,376,239,624,1,0,0,0,82.6,81.9,77.6,0,2,15,17,5,1
Russell Okung,5531,T,15,LAC,926,0,572,354,945,0,0,0,0,78.4,81.0,65.7,2,4,18,24,6,2
C.J. Spiller,5534,HB,1,KC,1,0,0,1,0,0,0,0,0,52.5,,60.0,0,0,0,0,0,0
Mike Iupati,5542,G,1,ARZ,70,0,52,18,0,71,0,0,0,64.7,38.1,77.3,0,0,4,4,2,0
Maurkice Pouncey,5543,C,15,PIT,1036,0,635,401,0,0,1057,0,0,73.2,80.8,70.3,1,4,15,20,6,2
Jermaine Gresham,5546,TE,14,ARZ,414,0,102,312,0,0,0,0,0,62.8,55.5,68.8,2,0,6,8,11,1
Demaryius Thomas,5547,WR,16,DEN,310,0,0,310,0,0,0,0,0,74.1,,76.0,0,0,0,0,3,0
Bryan Bulaga,5548,T,5,GB,232,0,155,77,0,0,0,0,236,61.4,72.0,49.0,1,1,10,12,1,0
Dez Bryant,5549,WR,16,DAL,323,0,0,323,0,0,0,0,0,72.7,,67.4,0,0,0,0,1,0
Devin McCourty,5552,S,1,NE,3,0,0,3,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Rodger Saffold,5558,G,15,LA,944,0,533,411,0,983,0,0,0,80.3,74.8,77.4,1,4,16,21,2,0
Arrelious Benn,5564,WR,9,JAX,62,0,0,62,0,0,0,0,0,54.7,,70.3,0,0,0,0,1,0
Rob Gronkowski,5567,TE,14,NE,420,0,59,361,4,0,0,0,2,90.1,72.6,69.9,0,0,0,0,9,1
Zane Beadles,5570,G,8,SF,395,0,246,149,42,61,1,14,284,44.8,40.0,47.8,3,4,22,29,1,0
Golden Tate,5585,WR,16,DET,210,1,0,209,0,0,0,0,0,82.7,,66.8,0,0,0,0,2,0
Vladimir Ducasse,5586,G,12,BUF,797,0,468,329,0,0,0,809,0,66.5,76.1,59.2,1,3,16,20,3,2
Jared Veldheer,5594,T,13,ARZ,895,0,581,314,266,0,0,0,645,62.3,62.5,60.8,5,6,28,39,8,4
Ed Dickson,5595,TE,16,CAR,489,0,104,385,6,0,0,0,0,60.1,70.9,51.4,1,1,6,8,1,1
John Jerry,5598,G,16,NYG,958,0,625,333,0,784,0,200,0,66.1,76.2,59.6,2,2,13,17,3,1
Brandon LaFell,5602,WR,16,CIN,306,0,0,306,0,0,0,0,0,57.8,,55.4,0,0,0,0,1,0
Earl Mitchell,5605,DI,1,SF,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,3,0
Emmanuel Sanders,5606,WR,12,DEN,200,0,0,200,0,0,0,0,0,68.1,,69.9,0,0,0,0,1,0
Colt McCoy,5609,QB,1,WAS,4,0,0,4,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Eric Decker,5611,WR,16,TEN,288,1,2,285,0,0,0,0,1,69.7,80.0,84.3,0,0,0,0,4,1
Andre Roberts,5612,WR,9,ATL,10,0,0,10,0,0,0,0,0,62.6,,77.0,0,0,0,0,0,0
Shawn Lauvao,5616,G,9,WAS,531,0,319,212,0,540,0,0,0,53.3,42.7,57.8,2,3,23,28,1,0
Jimmy Graham,5619,TE,16,SEA,223,0,32,191,0,0,0,0,0,66.0,65.0,63.4,0,0,4,4,2,0
Joe Hawley,5641,C,4,TB,203,0,144,59,0,4,206,0,0,53.0,66.9,48.4,1,1,2,4,2,1
Michael Hoomanawanui,5655,TE,14,NO,330,0,77,253,0,0,0,0,1,54.6,81.9,58.1,0,0,2,2,4,0
Marshall Newhouse,5692,T,14,OAK,841,0,515,326,67,0,0,0,792,57.9,61.7,51.0,8,3,27,38,4,0
Sam Young,5702,T,9,MIA,451,0,306,145,5,0,0,0,454,61.3,65.7,52.1,1,2,17,20,4,0
Antonio Brown,5718,WR,14,PIT,315,0,0,315,0,0,0,0,0,91.2,,60.3,0,0,0,0,6,0
Joe Webb III,5722,WR,4,BUF,25,7,0,18,0,0,0,0,0,46.9,,60.1,0,0,0,0,0,0
Ted Larsen,5728,G,8,MIA,521,0,353,168,0,535,0,0,0,50.5,67.8,42.8,1,3,12,16,5,1
Logan Paulsen,5795,TE,14,SF,112,0,20,92,0,0,0,0,0,52.2,76.7,59.8,0,0,0,0,1,0
Ben Garland,5839,G,8,ATL,340,0,194,146,0,331,1,12,0,75.5,41.9,85.6,1,8,8,17,4,0
Austin Howard,5847,T,16,BLT,1080,0,621,459,11,0,0,7,1086,66.4,65.5,62.3,3,7,25,35,4,1
Jeff Cumberland,5861,TE,7,LAC,112,0,12,100,0,0,0,0,0,47.0,77.5,56.4,0,0,0,0,1,0
LeGarrette Blount,5863,HB,16,PHI,55,0,40,15,0,0,0,0,0,61.1,45.5,59.5,1,1,4,6,3,0
Frank Zombo,5945,ED,1,KC,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,1,0
Chris Ivory,6007,HB,14,JAX,55,0,40,15,0,0,0,0,0,58.5,60.4,59.9,0,0,5,5,1,0
Anthony Levine,6013,S,2,BLT,2,0,2,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Morgan Cox,6020,LS,2,BLT,2,0,2,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
George Johnson,6112,ED,1,NO,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
James Develin,6142,FB,16,NE,260,0,34,226,0,0,0,0,0,66.5,78.5,78.5,0,0,0,0,0,0
Cam Newton,6153,QB,16,CAR,939,592,0,347,0,0,0,0,0,66.5,,60.4,4,1,3,8,4,1
A.J. Green,6156,WR,16,CIN,309,0,0,309,0,0,0,0,0,82.2,,64.7,0,0,0,0,5,0
Julio Jones,6158,WR,16,ATL,274,0,0,274,0,0,0,0,0,91.7,,64.2,0,0,0,0,2,1
Tyron Smith,6161,T,13,DAL,758,0,430,328,769,0,0,0,0,76.9,76.2,74.8,3,4,13,20,8,0
Blaine Gabbert,6162,QB,5,ARZ,333,219,0,114,0,0,0,0,0,45.4,,60.0,7,1,0,8,1,0
Mike Pouncey,6167,C,16,MIA,971,0,637,334,0,0,997,0,0,60.5,77.0,56.5,1,3,8,12,10,1
Nate Solder,6169,T,16,NE,1114,0,673,441,1112,0,0,0,0,73.4,70.4,72.6,4,6,41,51,9,1
Anthony Castonzo,6174,T,16,IND,1030,0,615,415,1050,0,0,0,0,80.3,77.8,74.9,6,3,24,33,5,1
James Carpenter,6177,G,16,NYJ,1035,0,617,418,0,1058,0,0,0,59.3,56.7,60.5,4,10,22,36,6,1
Mark Ingram II,6180,HB,16,NO,81,0,42,39,0,0,0,0,0,71.8,65.1,68.5,1,0,1,2,3,2
Andy Dalton,6187,QB,16,CIN,910,575,0,335,0,0,0,0,0,72.7,,60.0,3,2,2,7,3,0
Bruce Carter,6192,ED,1,NYJ,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Kyle Rudolph,6195,TE,16,MIN,491,0,93,398,9,0,0,0,2,71.4,68.1,54.6,0,1,2,3,1,0
Lance Kendricks,6199,TE,16,GB,236,0,43,193,0,0,0,0,0,49.2,71.5,55.5,1,0,1,2,2,0
Stefen Wisniewski,6200,G,12,PHI,696,0,397,299,0,693,21,0,0,71.1,64.4,68.8,1,10,12,23,1,0
Ben Ijalana,6201,T,3,NYJ,56,0,41,15,0,0,0,0,48,51.7,50.8,51.1,0,0,5,5,1,0
Rodney Hudson,6207,C,16,OAK,1007,0,635,372,0,0,1031,0,0,75.7,91.1,67.7,1,1,1,3,4,0
Shane Vereen,6208,HB,16,NYG,37,1,31,5,0,0,0,0,0,57.9,53.6,59.9,0,0,2,2,0,0
Torrey Smith,6210,WR,16,PHI,263,0,0,263,0,0,0,0,0,52.0,,50.3,0,0,0,0,1,0
Marcus Gilbert,6215,T,7,PIT,397,0,239,158,0,0,0,0,403,76.7,76.8,72.5,1,1,5,7,1,0
Randall Cobb,6216,WR,15,GB,222,1,7,214,0,0,0,0,0,64.4,76.0,59.5,0,0,0,0,3,1
DeMarco Murray,6223,HB,15,TEN,145,0,102,43,0,0,0,0,0,63.3,81.8,74.7,1,2,3,6,1,0
Stevan Ridley,6225,HB,2,PIT,4,0,2,2,0,0,0,0,0,69.2,74.2,60.0,0,0,0,0,0,0
Ryan Mallett,6226,QB,2,BLT,55,20,0,35,0,0,0,0,0,52.8,,60.0,0,0,0,0,0,0
Joe Barksdale,6244,T,11,LAC,657,0,402,255,2,0,0,0,675,54.0,66.8,43.7,0,2,19,21,6,0
Clint Boling,6253,G,16,CIN,962,0,591,371,163,813,0,0,0,69.3,72.8,63.7,2,0,18,20,1,0
Sam Acho,6255,ED,1,CHI,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Luke Stocker,6256,TE,12,TEN,137,0,18,119,0,0,0,0,0,65.1,73.2,65.3,0,0,1,1,2,0
Chris Hairston,6274,T,2,LAC,23,0,15,8,0,0,0,0,17,65.4,61.1,65.3,0,0,1,1,1,0
Bilal Powell,6278,HB,15,NYJ,45,0,32,13,0,0,0,0,0,67.3,74.6,59.4,0,0,0,0,0,0
Julius Thomas,6281,TE,14,MIA,310,0,98,212,1,0,0,0,2,62.5,74.9,43.6,0,1,5,6,2,0
Anthony Sherman,6288,FB,16,KC,105,0,14,91,0,0,0,0,0,67.9,24.7,78.5,0,0,4,4,0,0
Marcus Cannon,6290,T,7,NE,478,0,289,189,0,0,0,0,481,75.3,63.9,82.1,5,3,13,21,2,0
Jacquizz Rodgers,6297,HB,14,TB,31,0,27,4,0,0,0,0,0,59.7,57.4,60.0,0,2,0,2,0,0
Dion Lewis,6301,HB,16,NE,51,0,35,16,0,0,0,0,0,88.7,82.5,60.0,0,0,0,0,0,0
T.J. Yates,6304,QB,4,HST,200,123,0,77,0,0,0,0,0,48.7,,60.9,1,0,4,5,0,0
Jeremy Kerley,6305,WR,8,NYJ,86,0,0,86,0,0,0,0,0,66.4,,61.4,0,0,0,0,0,0
Niles Paul,6307,TE,14,WAS,196,0,26,170,0,0,0,0,1,51.3,82.1,46.3,0,0,0,0,3,1
Lee Smith,6311,TE,16,OAK,260,0,51,209,1,0,0,0,4,58.6,75.1,59.0,0,0,2,2,6,1
Chris Carter,6314,ED,1,WAS,1,0,0,1,0,0,0,0,0,60.0,,60.0,0,0,0,0,0,0
Daniel Kilgore,6315,C,16,SF,1098,0,695,403,0,0,1126,0,0,66.8,72.2,64.4,4,5,15,24,7,3
Brandon Fusco,6324,G,16,SF,1083,0,683,400,0,0,0,1111,0,69.3,73.7,66.8,5,3,21,29,6,1
Charles Clay,6326,TE,13,BUF,258,0,33,225,0,0,0,0,0,71.1,55.5,61.2,0,1,1,2,2,0
Dwayne Harris,6328,WR,1,NYG,2,0,0,2,0,0,0,0,0,61.6,,84.9,0,0,0,0,0,0
Aldrick Robinson,6330,WR,16,SF,160,0,0,160,0,0,0,0,0,55.9,,59.6,0,0,0,0,2,0
Tyrod Taylor,6332,QB,15,BUF,882,538,0,344,0,0,0,0,0,80.0,,60.4,14,4,11,29,2,0
Colin Jones,6342,S,2,CAR,1,0,1,0,0,0,0,0,0,59.6,,,0,0,0,0,0,0
Jason Kelce,6343,C,16,PHI,1078,0,652,426,0,0,1104,0,0,94.2,72.9,95.3,2,4,14,20,6,0
Virgil Green,6356,TE,16,DEN,389,0,88,301,0,0,0,0,1,53.6,74.0,56.1,1,0,2,3,1,0
Andrew Gachkar,6386,LB,1,CAR,1,0,1,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Mike Person,6391,C,8,IND,317,0,203,114,0,0,318,0,0,68.6,81.3,60.9,0,0,3,3,1,0
Chris Hogan,6468,WR,9,NE,193,0,0,193,0,0,0,0,0,61.0,,63.8,0,0,0,0,3,1
Kenny Wiggins,6471,G,16,LAC,1040,0,628,412,0,0,0,1068,0,60.1,60.6,57.9,3,7,31,41,3,1
Andre Holmes,6489,WR,14,BUF,134,0,0,134,0,0,0,0,0,63.2,,75.1,0,0,0,0,1,0
Tim Barnes,6499,C,1,SF,2,0,0,2,0,0,0,2,0,60.0,,60.0,0,0,0,0,0,0
Nick Bellore,6515,LB,7,DET,12,0,1,11,0,0,0,0,1,77.6,76.1,69.8,0,0,0,0,0,0
Jake McQuaide,6586,LS,3,LA,3,0,3,0,0,0,0,0,0,60.0,,,0,0,0,0,0,0
Dontrelle Inman,6597,WR,12,CHI,169,0,0,169,0,0,0,0,0,66.1,,84.8,0,0,0,0,1,0
Doug Baldwin,6615,WR,16,SEA,257,0,5,252,0,0,0,0,0,84.4,79.6,74.5,0,0,0,0,2,0
Kamar Aiken,6671,WR,15,IND,216,0,2,214,0,0,0,0,0,47.0,70.6,72.7,0,0,0,0,2,0
Scott Tolzien,6749,QB,1,IND,40,24,0,16,0,0,0,0,0,25.3,,60.0,0,0,0,0,0,0
Chris Jones,6798,P,2,DAL,1,1,0,0,0,0,0,0,0,74.7,,,0,0,0,0,0,0
