player,player_id,position,player_game_count,team_name,coverage_snaps,targets,receptions,yards,yards_after_catch,touchdowns,interceptions,qb_rating_against,yards_per_coverage_snap,coverage_snaps_per_target,coverage_snaps_per_reception
Barkevious Mingo,7787,ED,6,NE,11,2,1,32,11,0,0,95.8,2.91,5.5,11.0
Anthony Barr,8644,LB,16,MIN,486,51,44,523,361,4,0,135.5,1.08,9.5,11.0
Mackensie Alexander,10688,CB,9,MIN,44,6,4,50,10,1,0,131.9,1.14,7.3,11.0
Cassius Marsh,8743,ED,16,SEA,11,1,1,50,52,0,0,118.8,4.55,11.0,11.0
Eugene Sims,5712,ED,16,LA,11,1,1,9,0,0,0,104.2,0.82,11.0,11.0
Jonathan Babineaux,2276,DI,16,ATL,11,1,1,10,4,0,0,108.3,0.91,11.0,11.0
Trumaine Johnson,7067,CB,14,LA,560,84,51,520,184,4,1,89.4,0.93,6.7,11.0
Whitney Mercilus,7031,ED,15,HST,76,7,7,87,59,0,0,118.5,1.14,10.9,10.9
Steven Nelson,9531,CB,15,KC,601,96,55,697,224,2,0,87.0,1.16,6.3,10.9
James Harrison,1251,ED,15,PIT,131,14,12,85,38,0,1,62.2,0.65,9.4,10.9
Javien Elliott,11418,CB,5,TB,120,11,11,94,51,1,0,132.6,0.78,10.9,10.9
Jimmy Smith,6179,CB,11,BLT,357,61,33,327,117,2,0,80.4,0.92,5.9,10.8
Nigel Bradham,7105,LB,16,PHI,528,66,49,422,304,1,1,89.3,0.8,8.0,10.8
Neiko Thorpe,7716,CB,4,SEA,54,7,5,62,15,0,0,98.5,1.15,7.7,10.8
Darrelle Revis,3630,CB,15,NYJ,520,72,48,664,216,3,1,104.2,1.28,7.2,10.8
Terrance Mitchell,8888,CB,5,KC,161,33,15,149,58,0,0,58.8,0.93,4.9,10.7
Nick Bellore,6515,LB,12,SF,290,31,27,260,199,3,1,120.4,0.9,9.4,10.7
Danny Trevathan,7177,LB,9,CHI,290,36,27,289,228,0,0,98.0,1.0,8.1,10.7
Micah Hyde,7941,CB,16,GB,488,67,46,502,206,5,3,96.7,1.03,7.3,10.6
Josh McNary,8073,LB,9,IND,74,9,7,91,63,1,0,145.8,1.23,8.2,10.6
Bobby McCain,9578,CB,16,MIA,404,52,38,401,158,4,1,112.7,0.99,7.8,10.6
Olivier Vernon,7074,ED,16,NYG,21,2,2,6,7,0,0,79.2,0.29,10.5,10.5
Daniel Sorensen,9253,S,16,KC,379,47,36,352,223,2,3,84.7,0.93,8.1,10.5
B.W. Webb,7896,CB,14,NO,400,63,38,502,148,4,1,100.1,1.26,6.3,10.5
Korey Toomer,7147,LB,12,SD,263,31,25,201,115,3,0,125.9,0.76,8.5,10.5
Leon Hall,3634,CB,12,NYG,261,32,25,279,188,1,1,100.4,1.07,8.2,10.4
Shea McClellin,7025,ED,14,NE,124,15,12,127,72,1,0,124.2,1.02,8.3,10.3
C.J. Mosley,8652,LB,14,BLT,462,58,45,564,252,1,4,84.2,1.22,8.0,10.3
Juston Burris,10752,CB,7,NYJ,103,21,10,155,44,2,1,84.4,1.5,4.9,10.3
Tony Lippett,9589,CB,13,MIA,495,73,48,539,218,5,4,87.6,1.09,6.8,10.3
Kiko Alonso,7827,LB,15,MIA,538,66,52,613,420,3,2,107.9,1.14,8.2,10.3
Tramon Williams,3558,CB,12,CLV,356,50,35,411,192,3,1,106.3,1.15,7.1,10.2
Robert Nelson,8989,CB,7,HST,102,20,10,140,35,2,1,85.4,1.37,5.1,10.2
Prince Amukamara,6171,CB,14,JAX,512,78,50,598,132,5,0,108.8,1.17,6.6,10.2
Morris Claiborne,7012,CB,7,DAL,265,48,26,214,54,1,1,64.1,0.81,5.5,10.2
Tracy Porter,4354,CB,16,CHI,533,83,53,759,250,4,2,99.4,1.42,6.4,10.1
Will Compton,8308,LB,15,WAS,465,58,46,415,286,2,1,100.8,0.89,8.0,10.1
Denzel Perryman,9481,LB,12,SD,223,28,22,213,130,2,1,107.3,0.96,8.0,10.1
Marcus Cromartie,8525,S,3,SF,10,1,1,31,28,0,0,118.8,3.1,10.0,10.0
Zaviar Gooden,7879,LB,5,ARZ,10,1,1,3,2,1,0,118.8,0.3,10.0,10.0
Jeremiah Attaochu,8685,ED,8,SD,10,1,1,16,9,0,0,118.8,1.6,10.0,10.0
DeMarcus Ware,2228,ED,10,DEN,10,1,1,20,16,0,0,118.8,2.0,10.0,10.0
Dominique Rodgers-Cromartie,4330,CB,15,NYG,482,87,48,606,312,2,6,56.0,1.26,5.5,10.0
Bryce Callahan,10000,CB,11,CHI,289,52,29,294,37,0,0,72.1,1.02,5.6,10.0
A.J. Bouye,8110,CB,15,HST,441,82,44,419,199,2,1,71.1,0.95,5.4,10.0
Mario Williams,2946,ED,13,MIA,10,1,1,0,0,0,0,79.2,0.0,10.0,10.0
Artie Burns,10659,CB,16,PIT,518,86,52,700,281,5,3,91.2,1.35,6.0,10.0
Deone Bucannon,8662,LB,13,ARZ,400,48,40,298,224,0,0,92.5,0.75,8.3,10.0
Jonathan Jones,11217,CB,4,NE,40,8,4,44,22,1,0,106.3,1.1,5.0,10.0
Rashaan Melvin,8334,CB,13,IND,395,71,40,480,185,2,0,86.6,1.22,5.6,9.9
Jeremy Lane,7164,CB,16,SEA,444,63,45,549,227,4,0,119.1,1.24,7.0,9.9
Bobby Wagner,7050,LB,16,SEA,503,65,51,431,233,0,1,87.9,0.86,7.7,9.9
James Bradberry,10696,CB,13,CAR,503,84,51,542,136,4,2,85.5,1.08,6.0,9.9
Eli Harold,9512,ED,16,SF,79,11,8,64,52,0,0,86.9,0.81,7.2,9.9
K.J. Wright,6251,LB,16,SEA,502,68,51,580,358,2,0,109.9,1.16,7.4,9.8
Anthony Levine,6013,S,10,BLT,59,7,6,38,44,0,0,89.3,0.64,8.4,9.8
Manti Te'o,7819,LB,3,SD,98,11,10,85,53,0,0,98.9,0.87,8.9,9.8
Sean Spence,7087,LB,15,TEN,284,43,29,350,277,1,0,100.0,1.23,6.6,9.8
Nolan Carroll,5668,CB,16,PHI,549,89,56,752,236,4,1,100.0,1.37,6.2,9.8
Ronald Darby,9483,CB,14,BUF,435,75,45,708,232,3,0,104.8,1.63,5.8,9.7
Tyrann Mathieu,7850,S,10,ARZ,329,43,34,403,256,3,1,119.3,1.22,7.7,9.7
Xavien Howard,10672,CB,7,MIA,282,49,29,466,97,2,0,104.6,1.65,5.8,9.7
Jamie Collins Sr.,7833,LB,15,CLV,448,55,46,385,188,2,2,92.8,0.86,8.1,9.7
Kenny Vaccaro,7796,S,11,NO,376,52,39,426,260,1,2,89.1,1.13,7.2,9.6
Greg Toler,5055,CB,11,WAS,153,27,16,255,75,1,0,103.2,1.67,5.7,9.6
Ben Heeney,9573,LB,4,OAK,67,8,7,134,93,0,0,118.8,2.0,8.4,9.6
Christian Kirksey,8706,LB,16,CLV,511,70,53,501,293,4,0,114.0,0.98,7.3,9.6
Cameron Wake,4907,ED,16,MIA,19,5,2,18,11,0,1,10.8,0.95,3.8,9.5
Joe Haden,5532,CB,13,CLV,455,79,48,672,232,6,3,97.7,1.48,5.8,9.5
Jalen Collins,9475,CB,7,ATL,267,50,28,380,94,2,2,77.1,1.42,5.3,9.5
Deion Jones,10686,LB,15,ATL,559,75,59,542,282,2,3,89.0,0.97,7.5,9.5
Shareece Wright,6241,CB,12,BLT,397,70,42,580,149,6,0,115.2,1.46,5.7,9.5
T.J. Green,10691,S,15,IND,305,41,32,395,133,3,0,131.2,1.3,7.4,9.5
Jamar Taylor,7835,CB,15,CLV,495,81,52,692,255,5,3,96.3,1.4,6.1,9.5
Jason Pierre-Paul,5540,ED,12,NYG,19,2,2,27,18,0,0,118.8,1.42,9.5,9.5
Chris Milton,10914,CB,4,IND,76,14,8,99,45,0,0,79.2,1.3,5.4,9.5
Chandler Jones,7027,ED,16,ARZ,38,4,4,11,12,0,0,79.2,0.29,9.5,9.5
Teddy Williams,6073,CB,2,CAR,38,7,4,39,12,0,1,33.3,1.03,5.4,9.5
Vincent Rey,5811,LB,16,CIN,305,44,32,237,135,2,1,90.8,0.78,6.9,9.5
Jerrell Freeman,4888,LB,12,CHI,425,59,45,342,201,0,0,89.8,0.8,7.2,9.4
Anthony Brown,10823,CB,15,DAL,471,75,50,557,202,5,1,105.3,1.18,6.3,9.4
Marcus Williams,9115,CB,12,NYJ,300,49,32,527,255,5,2,118.3,1.76,6.1,9.4
Steve Williams,7927,CB,6,LA,160,29,17,194,65,0,0,78.8,1.21,5.5,9.4
Luke Kuechly,7015,LB,10,CAR,368,50,39,417,211,3,1,113.1,1.13,7.4,9.4
Von Miller,6154,ED,16,DEN,85,12,9,91,54,0,0,96.2,1.07,7.1,9.4
Bashaud Breeland,8737,CB,14,WAS,443,72,47,509,160,5,3,91.7,1.15,6.2,9.4
Peyton Thompson,7235,S,3,JAX,56,9,6,57,26,0,0,84.0,1.02,6.2,9.3
John Simon,7911,ED,11,HST,102,11,11,112,57,0,0,109.1,1.1,9.3,9.3
Mark Barron,7013,LB,16,LA,538,78,58,519,313,3,2,93.9,0.96,6.9,9.3
Corey Nelson,8876,LB,15,DEN,252,45,27,243,147,0,0,74.6,0.96,5.6,9.3
Quinton Dunbar,10073,CB,12,WAS,195,31,21,260,70,1,1,90.8,1.33,6.3,9.3
Kyle Emanuel,9586,ED,16,SD,121,17,13,141,73,1,0,120.0,1.17,7.1,9.3
Bruce Irvin,7021,ED,16,OAK,112,13,12,126,101,0,0,107.1,1.13,8.6,9.3
Kwon Alexander,9557,LB,16,TB,540,79,58,550,332,2,1,95.4,1.02,6.8,9.3
Craig Robertson,7003,LB,15,NO,504,69,54,633,367,6,1,127.8,1.26,7.3,9.3
Quinten Rollins,9495,CB,13,GB,443,67,48,724,274,7,1,135.4,1.63,6.6,9.2
Tavon Young,10738,CB,16,BLT,526,83,57,513,252,5,2,95.1,0.98,6.3,9.2
Sterling Moore,6871,CB,13,NO,470,74,51,559,251,3,2,93.2,1.19,6.4,9.2
Bud Dupree,9455,ED,6,PIT,46,7,5,32,18,0,0,80.7,0.7,6.6,9.2
Cory James,10828,LB,10,OAK,174,21,19,175,100,0,0,101.4,1.01,8.3,9.2
Philip Wheeler,4407,LB,16,ATL,101,14,11,123,73,0,0,103.3,1.22,7.2,9.2
Mike Hull,9815,LB,5,MIA,55,8,6,49,26,0,1,50.5,0.89,6.9,9.2
Patrick Robinson,5557,CB,7,IND,237,42,26,345,142,3,0,111.7,1.46,5.6,9.1
Aaron Colvin,8749,CB,10,JAX,182,28,20,122,94,0,0,79.8,0.67,6.5,9.1
Jason McCourty,5127,CB,13,TEN,520,96,57,703,168,3,2,83.8,1.35,5.4,9.1
Johnson Bademosi,7374,CB,7,DET,164,25,18,284,69,2,1,119.4,1.73,6.6,9.1
Sean Lee,5580,LB,15,DAL,575,72,63,613,353,1,0,106.8,1.07,8.0,9.1
David Amerson,7832,CB,15,OAK,543,93,60,809,239,5,2,101.1,1.49,5.8,9.1
Antonio Cromartie,2964,CB,4,IND,128,21,14,173,78,1,0,107.8,1.35,6.1,9.1
Tyvon Branch,4414,CB,6,ARZ,155,27,17,237,111,0,0,91.1,1.53,5.7,9.1
Su'a Cravens,10687,LB,11,WAS,163,25,18,166,121,0,1,73.1,1.02,6.5,9.1
Charles James II,8120,CB,11,IND,100,18,11,130,33,2,0,120.1,1.3,5.6,9.1
Dont'a Hightower,7030,LB,13,NE,308,44,34,241,164,1,0,96.9,0.78,7.0,9.1
Nick Perry,7033,ED,14,GB,18,2,2,29,17,0,1,79.2,1.61,9.0,9.0
Pierre Desir,8762,S,2,SD,18,4,2,15,2,1,0,99.0,0.83,4.5,9.0
Aaron Wallace,10856,ED,8,TEN,9,1,1,6,3,0,0,91.7,0.67,9.0,9.0
Dontae Johnson,8764,CB,11,SF,63,14,7,117,60,0,0,78.6,1.86,4.5,9.0
DeShawn Shead,7450,CB,15,SEA,515,88,57,743,201,1,1,90.3,1.44,5.9,9.0
Trevin Wade,7227,CB,14,NYG,224,43,25,300,117,1,0,87.4,1.34,5.2,9.0
Jordan Tripp,8806,LB,2,GB,9,1,1,3,2,0,0,79.2,0.33,9.0,9.0
Nick Kwiatkoski,10747,LB,12,CHI,197,26,22,195,86,1,0,110.7,0.99,7.6,9.0
Jack Crawford,7151,ED,16,DAL,9,2,1,12,7,0,0,68.8,1.33,4.5,9.0
Johnathan Joseph,2969,CB,13,HST,368,69,41,469,158,1,0,84.8,1.27,5.3,9.0
Craig Mager,9516,CB,10,SD,248,38,28,342,125,0,1,90.0,1.38,6.5,8.9
Coty Sensabaugh,7115,CB,9,NYG,123,15,14,179,86,0,0,116.4,1.46,8.2,8.8
Vontaze Burfict,7280,LB,11,CIN,352,57,40,360,237,2,2,84.0,1.02,6.2,8.8
Elandon Roberts,10848,LB,11,NE,115,15,13,174,56,1,0,137.2,1.51,7.7,8.8
Michael Morgan,6623,LB,9,SEA,44,7,5,64,34,0,1,60.1,1.45,6.3,8.8
Tharold Simon,7920,CB,7,ARZ,53,10,6,50,17,0,0,72.9,0.94,5.3,8.8
Trae Waynes,9444,CB,15,MIN,366,75,42,495,123,4,3,77.4,1.35,4.9,8.7
Cory Littleton,11190,LB,10,LA,26,3,3,14,7,0,0,86.1,0.54,8.7,8.7
Aaron Lynch,8785,ED,7,SF,26,3,3,37,18,0,0,118.1,1.42,8.7,8.7
Dashaun Phillips,9198,CB,4,WAS,87,13,10,154,83,1,0,141.2,1.77,6.7,8.7
Thomas Davis Sr.,2231,LB,16,CAR,557,81,64,614,399,6,3,107.5,1.1,6.9,8.7
Yannick Ngakoue,10703,ED,16,JAX,26,5,3,33,15,0,1,40.0,1.27,5.2,8.7
A.J. Klein,7930,LB,12,CAR,173,26,20,253,77,1,0,119.6,1.46,6.7,8.7
Akeem Ayers,6191,ED,16,IND,87,13,10,89,48,0,1,62.7,1.02,6.7,8.7
Orlando Scandrick,4457,CB,12,DAL,397,62,46,469,179,2,1,99.5,1.18,6.4,8.6
Delvin Breaux,10251,CB,6,NO,181,35,21,251,71,2,0,101.0,1.39,5.2,8.6
Zach Brown,7055,LB,16,BUF,455,66,53,539,342,1,1,99.4,1.18,6.9,8.6
Terrance Smith,11181,LB,2,KC,17,4,2,32,28,0,0,77.1,1.88,4.3,8.5
Benardrick McKinney,9476,LB,16,HST,376,53,44,444,263,5,0,133.0,1.18,7.1,8.5
Malcolm Smith,6394,LB,15,OAK,475,77,56,549,338,6,1,113.0,1.16,6.2,8.5
Darryl Morris,8456,CB,9,IND,239,40,28,351,175,1,1,94.9,1.47,6.0,8.5
De'Vondre Campbell,10749,LB,11,ATL,307,48,36,406,292,5,1,125.9,1.32,6.4,8.5
Sheldon Richardson,7794,ED,15,NYJ,17,2,2,12,16,0,0,91.7,0.71,8.5,8.5
Sam Shields,5943,CB,1,GB,34,7,4,46,26,0,0,77.1,1.35,4.9,8.5
Ken Crawley,11224,CB,13,NO,323,58,38,460,105,2,0,101.2,1.42,5.6,8.5
Lawrence Timmons,3631,LB,16,PIT,460,70,55,536,285,2,2,96.2,1.17,6.6,8.4
Keith Reaser,8805,CB,15,SF,210,35,25,360,131,4,0,142.6,1.71,6.0,8.4
Chad Greenway,2962,LB,15,MIN,151,25,18,160,117,2,1,98.8,1.06,6.0,8.4
Keith McGill,8751,S,7,OAK,84,13,10,171,60,0,0,118.3,2.04,6.5,8.4
Todd Davis,9007,LB,16,DEN,261,44,31,490,332,1,0,114.8,1.88,5.9,8.4
Edwin Jackson,9800,LB,10,IND,251,35,30,297,200,0,0,102.0,1.18,7.2,8.4
Jabaal Sheard,6189,ED,15,NE,58,7,7,83,61,0,0,116.1,1.43,8.3,8.3
Buster Skrine,6289,CB,14,NYJ,467,81,56,540,219,3,1,94.7,1.16,5.8,8.3
Brandon Flowers,4349,CB,6,SD,231,46,28,344,187,1,1,82.2,1.49,5.0,8.3
Justin Durant,3664,LB,13,DAL,174,26,21,262,151,0,0,108.7,1.51,6.7,8.3
Trevor Williams,11004,CB,9,SD,222,43,27,330,97,3,0,109.6,1.49,5.2,8.2
Bene Benwikere,8783,CB,4,MIA,115,20,14,288,102,2,1,125.0,2.5,5.8,8.2
Robert McClain,5771,CB,11,SD,204,29,25,286,121,2,0,130.7,1.4,7.0,8.2
Julian Stanford,7372,LB,7,NYJ,140,21,17,142,127,0,0,94.8,1.01,6.7,8.2
D.J. Hayden,7793,CB,11,OAK,296,61,36,341,118,2,0,85.5,1.15,4.9,8.2
Karlos Dansby,1754,LB,16,CIN,403,61,49,527,323,2,0,113.6,1.31,6.6,8.2
Rey Maualuga,4961,LB,14,CIN,130,21,16,154,79,2,1,108.0,1.18,6.2,8.1
Leodis McKelvin,4325,CB,13,PHI,355,77,44,809,274,7,2,113.0,2.28,4.6,8.1
Captain Munnerlyn,5140,CB,15,MIN,421,68,52,531,290,1,0,103.2,1.26,6.2,8.1
Jonathan Casillas,5422,LB,16,NYG,388,64,48,494,372,0,0,96.7,1.27,6.1,8.1
Haloti Ngata,2957,DI,13,DET,8,1,1,8,0,1,0,139.6,1.0,8.0,8.0
Carl Nassib,10699,ED,14,CLV,8,1,1,10,13,0,0,108.3,1.25,8.0,8.0
Jimmie Ward,8665,CB,11,SF,346,65,43,522,178,5,1,109.9,1.51,5.3,8.0
Mark Nzeocha,9669,LB,1,DAL,8,1,1,9,3,0,0,104.2,1.13,8.0,8.0
Anthony Chickillo,9645,ED,13,PIT,48,8,6,30,26,0,0,80.2,0.63,6.0,8.0
Leger Douzable,4654,DI,16,BUF,8,3,1,10,6,0,0,43.8,1.25,2.7,8.0
Freddie Bishop,10338,ED,4,NYJ,8,1,1,35,11,0,0,118.8,4.38,8.0,8.0
Zack Sanchez,10775,CB,3,CAR,64,10,8,200,82,2,0,158.3,3.13,6.4,8.0
Stephen Tulloch,3061,LB,8,PHI,32,5,4,40,32,0,0,100.0,1.25,6.4,8.0
Eric Kendricks,9478,LB,15,MIN,448,80,56,497,333,1,1,85.3,1.11,5.6,8.0
Telvin Smith Sr.,8779,LB,16,JAX,553,92,69,606,472,4,2,97.5,1.1,6.0,8.0
Nate Orchard,9484,ED,3,CLV,8,1,1,15,21,0,0,118.8,1.88,8.0,8.0
Darrell Stuckey,5634,S,5,SD,16,2,2,46,2,0,0,118.8,2.88,8.0,8.0
Phillip Gaines,8722,CB,11,KC,285,58,36,640,225,2,1,104.1,2.25,4.9,7.9
Erin Henderson,4656,LB,5,NYJ,63,10,8,75,62,0,0,97.9,1.19,6.3,7.9
Jatavis Brown,10809,LB,12,SD,330,51,42,338,190,2,0,107.4,1.02,6.5,7.9
Lamarcus Joyner,8676,CB,14,LA,435,74,56,488,298,1,0,97.1,1.12,5.9,7.8
Joe Thomas,9272,LB,16,GB,372,60,48,512,283,0,1,95.3,1.38,6.2,7.8
Marcus Cooper,8035,CB,14,ARZ,481,97,62,751,347,4,4,84.2,1.56,5.0,7.8
Emmanuel Ogbah,10666,ED,16,CLV,31,5,4,25,3,0,0,87.5,0.81,6.2,7.8
Lorenzo Mauldin,9515,ED,11,NYJ,31,5,4,41,23,0,1,61.2,1.32,6.2,7.8
Zachary Orr,9326,LB,15,BLT,499,79,64,638,426,4,3,101.4,1.28,6.3,7.8
Lorenzo Alexander,2476,ED,16,BUF,77,11,10,107,79,0,1,69.3,1.39,7.0,7.7
Logan Ryan,7864,CB,16,NE,556,105,72,750,196,3,2,90.6,1.35,5.3,7.7
Albert McClellan,6022,ED,16,BLT,216,31,28,262,163,3,0,134.1,1.21,7.0,7.7
Perrish Cox,5660,CB,11,TEN,399,78,52,750,275,5,3,103.0,1.88,5.1,7.7
Datone Jones,7807,ED,15,GB,23,4,3,2,20,0,0,77.1,0.09,5.8,7.7
Jelani Jenkins,7886,LB,9,MIA,205,31,27,388,313,2,0,140.3,1.89,6.6,7.6
Neville Hewitt,9836,LB,14,MIA,129,25,17,125,102,2,0,106.3,0.97,5.2,7.6
Michael Mauti,7995,ED,6,NO,15,2,2,44,15,1,0,158.3,2.93,7.5,7.5
Ryan Shazier,8650,LB,13,PIT,367,62,49,566,376,2,3,95.3,1.54,5.9,7.5
Kerry Hyder,9045,ED,16,DET,15,3,2,11,1,0,0,72.9,0.73,5.0,7.5
Jonathan Freeny,6633,LB,4,NE,45,8,6,38,24,0,0,84.4,0.84,5.6,7.5
Spencer Paysinger,6419,LB,13,MIA,181,32,24,174,139,0,0,87.2,0.96,5.7,7.5
Vernon Hargreaves III,10645,CB,16,TB,598,113,80,1065,382,2,1,102.6,1.78,5.3,7.5
Chris Lewis-Harris,7624,CB,6,BLT,37,8,5,101,38,1,1,106.3,2.73,4.6,7.4
Jerraud Powers,5015,CB,13,BLT,317,65,43,409,253,3,2,86.0,1.29,4.9,7.4
Damarious Randall,9463,CB,10,GB,325,69,44,653,187,8,3,115.2,2.01,4.7,7.4
Charles Johnson,3699,ED,13,CAR,29,4,4,22,14,1,0,129.2,0.76,7.3,7.3
LeShaun Sims,10791,CB,7,TEN,167,43,23,293,113,2,1,80.9,1.75,3.9,7.3
Leonard Johnson,7385,CB,10,CAR,314,52,43,355,234,0,0,95.1,1.13,6.0,7.3
Robert Mathis,1447,ED,14,IND,29,4,4,33,6,0,0,101.0,1.14,7.3,7.3
Kendall Fuller,10718,CB,11,WAS,320,56,44,569,231,2,0,120.9,1.78,5.7,7.3
Kemal Ishmael,8026,S,10,ATL,182,30,25,199,125,1,0,105.4,1.09,6.1,7.3
Kony Ealy,8695,ED,16,CAR,22,3,3,36,40,0,1,77.1,1.64,7.3,7.3
Kyle Van Noy,8675,LB,14,NE,251,44,35,374,215,2,1,107.8,1.49,5.7,7.2
Valentino Blake,7362,CB,10,TEN,268,56,37,437,108,0,0,89.7,1.63,4.8,7.2
Shaq Thompson,9458,LB,14,CAR,262,47,37,285,175,1,1,90.2,1.09,5.6,7.1
Rob Ninkovich,3080,ED,12,NE,92,17,13,119,65,0,0,95.0,1.29,5.4,7.1
De'Vante Harris,11227,CB,5,NO,64,11,9,125,74,0,0,114.0,1.95,5.8,7.1
Jalen Mills,10867,CB,16,PHI,409,91,58,848,239,1,0,97.7,2.07,4.5,7.1
Kyle Wilber,7113,LB,5,DAL,14,2,2,17,8,0,0,102.1,1.21,7.0,7.0
Kyle Williams,3079,DI,15,BUF,7,1,1,18,10,0,0,118.8,2.57,7.0,7.0
Vic Beasley Jr.,9441,ED,16,ATL,35,6,5,31,30,0,0,88.2,0.89,5.8,7.0
Chris Baker,5188,DI,16,WAS,7,1,1,4,3,0,0,83.3,0.57,7.0,7.0
Marcus Burley,8142,CB,6,CLV,14,4,2,54,7,0,0,95.8,3.86,3.5,7.0
JaCorey Shepherd,9624,CB,5,SF,7,1,1,16,5,0,0,118.8,2.29,7.0,7.0
Koa Misi,5565,LB,3,MIA,49,9,7,74,56,0,0,100.9,1.51,5.4,7.0
Jayrone Elliott,9336,ED,9,GB,7,1,1,13,8,0,0,118.8,1.86,7.0,7.0
Blake Martinez,10765,LB,13,GB,190,37,27,275,197,1,1,91.6,1.45,5.1,7.0
Jason Jones,4368,ED,14,MIA,28,5,4,30,30,0,0,91.7,1.07,5.6,7.0
Davon House,6283,CB,11,JAX,148,26,21,248,54,3,0,144.9,1.68,5.7,7.0
Mason Foster,6236,LB,16,WAS,345,62,49,413,264,0,0,94.4,1.2,5.6,7.0
Frankie Williams,11368,CB,1,IND,7,1,1,11,10,0,0,112.5,1.57,7.0,7.0
Jarvis Jones,7798,ED,13,PIT,90,18,13,91,69,0,1,60.2,1.01,5.0,6.9
Justin Bethel,7654,CB,8,ARZ,166,38,24,270,96,2,1,90.9,1.63,4.4,6.9
Stephone Anthony,9464,ED,6,NO,41,7,6,49,25,1,0,135.4,1.2,5.9,6.8
Kareem Jackson,5545,CB,14,HST,440,89,65,664,267,4,1,104.3,1.51,4.9,6.8
Darqueze Dennard,8659,CB,15,CIN,223,38,33,381,140,1,0,117.2,1.71,5.9,6.8
Mario Addison,6558,ED,14,CAR,27,4,4,36,25,0,0,104.2,1.33,6.8,6.8
E.J. Gaines,8823,CB,11,LA,367,72,54,647,231,7,0,134.4,1.76,5.1,6.8
Quandre Diggs,9633,CB,12,DET,282,46,42,477,198,2,0,124.4,1.69,6.1,6.7
Josh Bynes,6503,LB,9,DET,173,33,26,252,172,1,0,108.6,1.46,5.2,6.7
Vince Williams,7988,LB,9,PIT,125,21,19,177,92,1,0,117.7,1.42,6.0,6.6
Troy Hill,9881,CB,9,LA,210,42,32,403,164,4,0,137.3,1.92,5.0,6.6
Darron Lee,10654,LB,13,NYJ,298,57,45,477,272,5,0,130.8,1.6,5.2,6.6
Paul Kruger,4980,ED,15,NO,13,2,2,12,4,0,0,91.7,0.92,6.5,6.5
Kenneth Acker,8815,CB,5,KC,91,25,14,157,31,0,0,74.9,1.73,3.6,6.5
Mychal Kendricks,7049,LB,15,PHI,97,16,15,104,80,1,0,114.6,1.07,6.1,6.5
Frank Zombo,5945,ED,14,KC,65,12,10,139,60,3,0,154.5,2.14,5.4,6.5
Brandon Williams,10726,CB,6,ARZ,149,40,23,307,112,4,0,115.3,2.06,3.7,6.5
Asa Jackson,7161,CB,4,DET,51,10,8,86,38,1,0,135.8,1.69,5.1,6.4
Tahir Whitehead,7135,LB,15,DET,460,87,72,654,337,7,0,124.8,1.42,5.3,6.4
Sio Moore,7847,LB,8,ARZ,210,38,33,371,260,3,0,133.7,1.77,5.5,6.4
Shilique Calhoun,10709,ED,10,OAK,19,4,3,19,17,0,0,84.4,1.0,4.8,6.3
De'Vante Bausby,10057,CB,2,CHI,81,17,13,138,31,2,0,138.8,1.7,4.8,6.2
Michael Johnson,4993,ED,16,CIN,37,10,6,74,33,0,0,82.9,2.0,3.7,6.2
Leon McFadden,7849,CB,2,DAL,37,9,6,54,34,1,0,119.7,1.46,4.1,6.2
Antwione Williams,10803,LB,9,DET,74,13,12,143,94,1,0,138.1,1.93,5.7,6.2
Nate Stupar,7214,LB,13,NO,162,29,26,291,200,1,1,105.6,1.8,5.6,6.2
Jacoby Glenn,10003,CB,7,CHI,121,27,20,306,104,1,1,107.9,2.53,4.5,6.1
Benson Mayowa,8196,ED,13,DAL,6,1,1,9,9,0,0,104.2,1.5,6.0,6.0
Michael Brockers,7020,DI,14,LA,12,2,2,14,6,0,0,95.8,1.17,6.0,6.0
Denzel Rice,9784,CB,1,HST,12,2,2,15,2,0,0,97.9,1.25,6.0,6.0
Frank Clark,9496,ED,15,SEA,6,1,1,8,3,0,0,100.0,1.33,6.0,6.0
Adarius Taylor,9074,LB,3,TB,12,2,2,16,6,0,0,100.0,1.33,6.0,6.0
Cedric Thornton,6607,DI,13,DAL,6,1,1,7,1,0,0,95.8,1.17,6.0,6.0
Nick Dzubnar,10127,LB,3,SD,24,4,4,30,41,1,0,137.5,1.25,6.0,6.0
Cam Thomas,5669,DI,16,LA,6,1,1,3,4,0,0,79.2,0.5,6.0,6.0
Antonio Hamilton,11353,CB,2,OAK,12,2,2,19,1,0,0,106.3,1.58,6.0,6.0
Malik Jackson,7647,DI,16,JAX,12,2,2,21,9,0,0,110.4,1.75,6.0,6.0
Deiondre' Hall,10761,CB,6,CHI,36,11,6,92,53,1,1,74.8,2.56,3.3,6.0
Brock Coyle,8929,LB,5,SEA,41,8,7,57,48,0,0,96.4,1.39,5.1,5.9
Miles Killebrew,10745,S,14,DET,105,20,18,158,67,1,1,95.4,1.5,5.3,5.8
Chris Davis,9242,CB,4,SF,23,4,4,83,30,1,0,158.3,3.61,5.8,5.8
Adairius Barnes,11129,CB,4,DET,40,8,7,61,30,0,0,98.4,1.53,5.0,5.7
Nick Vigil,10721,LB,8,CIN,67,15,12,113,60,0,0,98.1,1.69,4.5,5.6
Clay Matthews,4949,ED,12,GB,28,5,5,51,17,0,0,109.2,1.82,5.6,5.6
