player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
Tyson Alualu,5535,DI,14,JAX,507,225,281,1,61.3,65.9,58.3,53.9,60.1,13,3,2,8,0,20,9,3,16,1,0,0,0,,0,,0,0,0,0.0,3,0
Brandon Graham,5538,ED,16,PHI,764,482,273,9,91.4,80.5,57.4,91.4,56.0,83,6,17,60,0,46,7,7,40,2,2,2,22,11.0,7,13,0,0,0,112.5,4,0
Earl Thomas III,5539,S,11,SEA,693,0,277,416,79.6,72.0,51.6,,80.3,1,0,0,1,0,34,12,12,5,0,19,12,127,10.6,44,16,0,2,8,43.0,2,0
Jason Pierre-Paul,5540,ED,12,NYG,793,496,276,21,75.6,69.0,64.4,73.0,58.7,54,9,10,35,7,33,9,4,30,3,2,2,27,13.5,18,20,0,0,0,118.8,2,0
Derrick Morgan,5541,ED,15,TEN,768,462,245,61,73.3,68.5,52.4,69.9,59.8,67,11,11,45,0,16,10,6,20,0,6,4,29,7.3,14,13,0,0,1,77.8,1,0
Sean Weatherspoon,5544,LB,4,ATL,190,11,67,112,56.7,46.5,49.4,51.2,64.4,0,0,0,0,0,26,2,5,9,0,24,21,201,9.6,99,30,1,0,0,115.5,0,0
Kareem Jackson,5545,CB,14,HST,721,3,243,475,70.1,59.6,69.1,53.4,72.1,0,0,0,0,0,59,6,8,23,0,89,65,664,10.2,267,60,4,1,1,104.3,5,0
Dan Williams,5551,DI,16,OAK,366,195,169,2,70.0,64.4,64.3,73.9,51.9,20,1,3,16,2,11,6,1,8,0,1,1,3,3.0,7,3,0,0,0,79.2,1,0
Devin McCourty,5552,S,16,NE,1021,3,343,675,90.3,82.2,90.4,55.8,90.7,0,0,0,0,0,68,9,4,16,1,31,19,180,9.5,64,24,3,1,6,96.2,0,0
Jared Odrick,5553,DI,6,JAX,261,142,118,1,50.2,62.9,76.9,51.8,60.0,8,1,0,7,1,11,3,0,9,1,0,0,0,,0,,0,0,0,0.0,5,0
Jerry Hughes,5556,ED,16,BUF,857,444,343,70,55.5,49.3,36.2,67.4,63.9,50,6,5,39,3,27,13,10,20,0,6,3,11,3.7,13,6,0,0,0,56.3,9,1
Patrick Robinson,5557,CB,7,IND,402,3,143,256,56.1,62.4,55.2,55.1,54.6,0,0,0,0,0,21,3,4,2,1,42,26,345,13.3,142,38,3,0,4,111.7,3,0
Nate Allen,5562,S,7,OAK,232,1,94,137,66.4,67.1,70.8,59.7,63.6,0,0,0,0,0,18,5,2,7,0,7,4,98,24.5,25,45,1,2,1,101.8,0,0
T.J. Ward,5563,S,14,DEN,984,56,402,526,66.7,67.1,57.6,62.2,65.2,17,1,5,11,0,67,15,13,28,3,60,42,344,8.2,135,27,2,1,5,88.5,6,0
Arrelious Benn,5564,WR,1,JAX,1,0,1,0,60.0,60.0,84.8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Koa Misi,5565,LB,3,MIA,128,11,63,54,60.3,66.6,74.3,58.2,52.5,0,0,0,0,0,20,3,2,7,0,9,7,74,10.6,56,19,0,0,0,100.9,0,0
Lamarr Houston,5569,ED,2,CHI,31,14,12,5,61.4,57.2,70.5,60.2,64.4,2,0,1,1,0,0,1,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Linval Joseph,5571,DI,16,MIN,718,376,342,0,80.1,77.0,48.9,73.8,48.1,34,5,9,20,0,47,24,8,35,2,0,0,0,,0,,0,0,0,0.0,2,2
Carlos Dunlap,5579,ED,16,CIN,840,542,278,20,75.3,63.8,57.1,77.4,59.5,68,9,17,42,13,31,8,8,22,3,6,4,49,12.3,31,17,0,0,0,91.7,4,0
Sean Lee,5580,LB,15,DAL,975,69,298,608,79.9,75.0,80.7,53.9,81.7,7,0,2,5,0,108,29,11,57,0,72,63,613,9.7,353,44,1,0,1,106.8,0,0
Brandon Spikes,5587,ED,10,BUF,97,25,57,15,33.5,51.2,53.8,49.6,27.9,1,0,0,1,0,5,3,1,1,0,3,3,46,15.3,18,18,0,0,0,118.8,0,0
Morgan Burnett,5596,S,15,GB,946,39,336,571,77.9,74.6,79.6,78.4,74.8,8,3,1,4,0,80,8,8,29,0,51,35,384,11.0,181,35,2,2,7,87.4,2,0
Donald Butler,5603,LB,14,MIA,355,26,203,126,50.7,41.5,68.0,47.6,67.3,0,0,0,0,0,20,9,3,10,0,11,8,54,6.8,39,11,0,0,0,83.1,0,0
Earl Mitchell,5605,DI,9,MIA,306,173,131,2,61.6,46.8,50.9,76.4,58.3,15,0,2,13,0,11,6,3,10,0,0,0,0,,0,,0,0,0,0.0,0,0
Corey Peters,5607,DI,15,ARZ,498,260,234,4,67.3,75.4,58.4,59.0,29.2,8,0,1,7,0,18,3,1,13,0,0,0,0,,0,,0,0,0,0.0,3,1
NaVorro Bowman,5615,LB,4,SF,251,24,104,123,71.8,73.2,55.5,49.2,71.1,3,1,0,2,0,27,6,5,20,1,15,7,43,6.1,22,12,0,1,1,25.7,1,0
Everson Griffen,5624,ED,16,MIN,888,557,316,15,66.9,63.1,29.8,65.0,68.4,68,8,13,47,1,36,3,12,32,2,2,1,14,14.0,0,14,0,0,0,72.9,8,1
Perry Riley,5627,LB,11,OAK,625,34,245,346,74.4,81.3,79.7,64.5,62.7,8,0,0,8,0,43,5,3,21,2,34,24,282,11.8,229,69,2,0,0,115.1,0,0
Alterraun Verner,5628,CB,8,TB,241,1,76,164,66.0,60.4,73.7,60.0,66.0,0,0,0,0,0,13,0,1,2,0,28,13,202,15.5,47,42,1,1,5,67.9,1,0
Darrell Stuckey,5634,S,8,SD,30,1,11,18,50.1,68.6,80.6,60.0,47.0,1,0,0,1,0,4,0,0,1,0,2,2,46,23.0,2,25,0,0,0,118.8,0,0
Geno Atkins,5643,DI,16,CIN,781,519,261,1,87.0,71.2,48.6,86.0,59.9,77,10,13,54,0,19,5,5,26,0,0,0,0,,0,,0,0,0,0.0,1,1
Al Woods,5646,DI,12,TEN,245,114,131,0,57.1,61.4,61.3,51.4,60.0,3,0,0,3,0,14,3,1,10,0,0,0,0,,0,,0,0,0,0.0,1,0
O'Brien Schofield,5653,ED,2,ATL,14,10,4,0,54.2,60.3,,52.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Kam Chancellor,5656,S,12,SEA,731,6,304,421,87.1,85.5,90.2,90.2,84.7,0,0,0,0,2,65,12,4,35,1,44,27,265,9.8,120,55,3,2,3,82.1,5,0
Kendrick Lewis,5659,S,4,BLT,17,1,7,9,67.0,60.0,83.9,59.8,66.6,0,0,0,0,0,1,0,0,1,0,2,2,13,6.5,4,7,0,0,0,93.8,0,0
Perrish Cox,5660,CB,11,TEN,624,1,195,428,42.9,65.4,34.1,60.0,42.0,0,0,0,0,0,38,3,10,9,0,78,52,750,14.4,275,50,5,3,8,103.0,6,2
Sherrick McManis,5667,CB,3,CHI,18,0,9,9,34.5,39.1,88.6,,40.7,0,0,0,0,0,3,0,0,1,0,2,2,56,28.0,30,48,0,0,0,118.8,0,0
Nolan Carroll,5668,CB,16,PHI,912,0,330,582,61.4,59.3,61.4,,61.5,0,0,0,0,0,48,4,8,16,1,89,56,752,13.4,236,58,4,1,7,100.0,9,1
Cam Thomas,5669,DI,16,LA,391,194,191,6,62.0,68.1,64.8,58.9,56.0,9,1,0,8,0,12,7,1,10,0,1,1,3,3.0,4,3,0,0,0,79.2,3,1
Arthur Jones,5680,DI,8,IND,322,154,167,1,53.1,59.0,59.1,50.6,56.7,3,0,0,3,0,19,9,2,12,0,0,0,0,,0,,0,0,0,0.0,1,0
Reshad Jones,5686,S,6,MIA,437,23,188,226,85.3,71.2,71.3,59.9,86.4,4,1,0,3,2,38,7,4,17,0,13,8,67,8.4,30,21,0,1,1,42.8,0,0
Crezdon Butler,5687,CB,1,DET,5,0,1,4,41.3,60.0,74.8,,40.6,0,0,0,0,0,2,0,0,0,0,1,1,31,31.0,6,31,0,0,0,118.8,0,0
Arthur Moats,5701,ED,14,PIT,396,197,138,61,51.0,46.0,84.0,54.2,56.6,21,4,2,15,1,10,3,0,9,0,5,3,26,8.7,18,15,0,0,0,73.8,0,0
Eugene Sims,5712,ED,16,LA,537,308,218,11,62.0,66.0,53.8,52.7,67.4,18,3,2,13,2,19,0,2,18,0,1,1,9,9.0,0,9,0,0,0,104.2,1,0
Antonio Brown,5718,WR,1,PIT,1,0,0,1,60.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,9,3
Willie Young,5736,ED,16,CHI,715,398,284,33,60.6,67.9,49.1,62.0,64.7,41,8,1,32,2,16,17,7,19,1,0,0,0,,0,,0,0,0,0.0,10,2
Dekoda Watson,5740,ED,7,DEN,42,27,14,1,68.1,63.8,90.5,63.8,62.2,3,1,0,2,0,4,0,0,3,1,1,1,9,9.0,5,9,0,0,0,104.2,0,0
Marc Mariani,5745,WR,1,TEN,1,0,0,1,70.2,,,,60.7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
C.J. Wilson,5753,DI,6,CHI,128,53,74,1,76.8,73.5,73.6,66.8,60.0,7,1,3,3,0,7,3,0,8,0,0,0,0,,0,,0,0,0,0.0,0,0
Ricardo Mathews,5761,DI,16,PIT,311,197,111,3,60.0,69.7,76.1,50.2,58.0,9,1,2,6,0,9,3,1,9,0,0,0,0,,0,,0,0,0,0.0,0,0
Kurt Coleman,5767,S,15,CAR,996,21,335,640,73.3,69.1,79.6,72.8,72.5,7,1,2,4,0,74,15,9,22,1,34,23,265,11.5,114,32,1,4,2,61.2,0,0
Robert McClain,5771,CB,12,SD,327,10,103,214,46.0,48.0,40.6,57.2,47.5,3,1,0,2,0,26,5,9,11,0,29,25,286,11.4,121,29,2,0,2,130.7,3,1
Rafael Bush,5779,S,16,DET,493,8,140,345,64.0,67.1,75.0,82.9,59.9,2,1,0,1,0,39,6,4,16,0,28,20,151,7.6,73,27,2,2,1,78.1,0,0
Sergio Brown,5803,S,2,BUF,4,0,4,0,30.2,45.4,29.8,,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Kyle Love,5806,DI,10,CAR,224,140,84,0,49.9,41.4,28.5,58.9,81.1,11,1,0,10,0,9,4,4,6,1,0,0,0,,0,,0,0,0,0.0,1,0
Vincent Rey,5811,LB,16,CIN,590,36,227,327,78.5,72.6,72.4,50.5,80.0,4,0,0,4,1,59,14,5,36,0,44,32,237,7.4,135,23,2,1,4,90.8,1,0
Darian Stewart,5820,S,16,DEN,1080,18,447,615,71.1,69.6,62.9,54.0,72.8,2,0,1,1,1,64,9,13,15,0,35,25,256,10.2,115,24,2,3,2,75.4,2,1
Ben Garland,5839,DI,9,ATL,42,23,19,0,61.0,61.6,72.2,56.9,60.0,0,0,0,0,0,4,0,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Tramaine Brock Sr.,5903,CB,16,SF,1099,1,511,587,69.5,74.3,68.1,43.0,67.7,1,0,0,1,0,54,5,7,12,1,94,47,698,14.9,143,59,6,1,10,91.5,7,2
Chris Maragos,5906,S,2,PHI,2,0,2,0,43.2,60.0,73.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Barry Church,5924,S,12,DAL,675,12,216,447,89.8,90.0,79.8,62.4,85.5,3,0,2,1,0,70,17,8,14,2,30,24,189,7.9,109,26,0,2,3,65.1,1,0
Sam Shields,5943,CB,1,GB,62,0,27,35,47.8,72.9,77.5,,39.9,0,0,0,0,0,4,0,0,2,0,7,4,46,11.5,26,22,0,0,0,77.1,0,0
Frank Zombo,5945,ED,16,KC,489,182,237,70,53.4,70.4,68.5,53.1,29.5,9,1,2,6,1,32,4,3,14,0,12,10,139,13.9,60,42,3,0,0,154.5,1,0
Anthony Levine,6013,S,10,BLT,109,7,39,63,70.0,47.0,64.9,62.9,76.7,1,0,1,0,0,6,2,0,4,0,7,6,38,6.3,44,11,0,0,1,89.3,0,0
Marcus Sherels,6017,CB,1,MIN,4,1,0,3,82.0,,90.3,60.0,78.8,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,,0,0,1,39.6,0,0
Albert McClellan,6022,ED,16,BLT,604,141,237,226,51.8,70.7,84.4,39.1,49.7,4,1,1,2,0,42,4,2,18,0,31,28,262,9.4,163,31,3,0,0,134.1,4,2
Mitch Unrein,6031,DI,13,CHI,436,210,223,3,67.6,71.6,69.1,53.9,60.2,12,1,1,10,0,19,9,2,19,0,0,0,0,,0,,0,0,0,0.0,0,0
Teddy Williams,6073,CB,2,CAR,49,0,10,39,61.8,64.6,67.4,,60.7,0,0,0,0,0,6,0,0,1,0,7,4,39,9.8,12,17,0,1,1,33.3,0,0
Andrew Sendejo,6118,S,14,MIN,855,15,299,541,64.1,73.5,53.7,58.6,60.4,3,1,0,2,0,40,13,11,9,1,19,12,214,17.8,53,41,1,2,2,79.6,2,0
Von Miller,6154,ED,16,DEN,930,471,373,86,90.5,90.3,79.0,89.6,64.4,79,14,10,55,3,56,5,3,53,2,12,9,91,10.1,54,23,0,0,0,96.2,7,0
Marcell Dareus,6155,DI,8,BUF,417,204,213,0,77.9,79.7,78.8,62.4,60.2,13,5,0,8,1,26,13,0,23,0,0,0,0,,0,,0,0,0,0.0,0,0
A.J. Green,6156,WR,1,CIN,1,0,0,1,60.0,,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,4,1
Patrick Peterson,6157,CB,16,ARZ,1035,1,387,647,79.8,72.6,65.1,60.0,80.1,0,0,0,0,0,45,5,5,15,0,71,43,539,12.5,174,50,3,3,3,80.7,8,1
Julio Jones,6158,WR,3,ATL,4,0,0,4,60.8,,,,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,3,0
J.J. Watt,6163,DI,3,HST,157,95,62,0,56.6,51.6,72.1,59.8,,9,2,3,4,0,1,0,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Nick Fairley,6165,DI,16,NO,722,486,234,2,60.7,55.5,59.4,67.0,57.9,47,7,10,30,0,28,7,3,25,0,0,0,0,,0,,0,0,0,0.0,4,0
Robert Quinn,6166,ED,9,LA,370,265,103,2,57.4,40.6,63.6,71.7,59.8,22,4,3,15,1,5,2,1,7,2,0,0,0,,0,,0,0,0,0.0,5,4
Ryan Kerrigan,6168,ED,16,WAS,787,472,290,25,76.9,67.4,64.5,78.3,40.0,72,12,9,51,2,16,4,4,26,2,2,2,39,19.5,11,29,0,0,0,118.8,1,0
Corey Liuget,6170,DI,16,SD,812,495,315,2,65.0,71.4,57.1,52.8,75.4,33,0,6,27,3,28,6,4,24,0,0,0,0,,0,,0,0,1,0.0,3,0
Prince Amukamara,6171,CB,14,JAX,873,5,327,541,66.3,70.1,81.3,54.3,63.8,0,0,0,0,0,52,3,3,16,0,78,50,598,12.0,132,56,5,0,6,108.8,4,1
Adrian Clayborn,6172,ED,13,ATL,586,441,139,6,59.6,55.1,49.4,59.5,64.3,40,5,11,24,0,13,1,5,15,0,0,0,0,,0,,0,0,0,0.0,2,1
Cameron Jordan,6176,ED,16,NO,963,619,344,0,90.0,78.7,66.4,86.5,67.5,79,9,16,54,4,35,8,4,36,1,0,0,0,,0,,0,0,0,0.0,4,2
Jimmy Smith,6179,CB,11,BLT,583,0,203,380,66.6,75.9,76.0,,63.8,0,0,0,0,0,30,3,3,10,0,61,33,327,9.9,117,27,2,0,3,80.4,5,0
Muhammad Wilkerson,6182,ED,15,NYJ,848,469,373,6,59.7,58.0,54.0,57.3,66.6,32,5,8,19,4,38,6,6,36,1,0,0,0,,0,,0,0,0,0.0,2,0
Cameron Heyward,6183,DI,7,PIT,363,237,122,4,66.5,58.4,75.3,70.8,63.3,19,3,1,15,3,13,3,1,12,1,0,0,0,,0,,0,0,0,0.0,2,0
Aaron Williams,6186,S,7,BUF,340,9,136,195,56.5,66.7,55.7,50.4,55.7,0,0,0,0,0,16,3,3,2,0,20,11,156,14.2,66,28,0,0,5,80.4,1,0
Jabaal Sheard,6189,ED,15,NE,578,329,186,63,75.7,68.0,61.8,65.3,81.9,39,6,6,27,0,23,5,6,20,0,7,7,83,11.9,61,26,0,0,2,116.1,0,0
Akeem Ayers,6191,ED,16,IND,360,142,129,89,73.3,63.8,53.1,62.5,84.3,12,2,2,8,2,17,1,3,11,0,13,10,89,8.9,48,19,0,1,1,62.7,1,0
Bruce Carter,6192,LB,7,NYJ,121,12,56,53,72.9,69.0,89.9,64.0,68.2,2,0,1,1,0,7,4,0,3,0,6,4,39,9.8,4,14,0,0,1,84.7,0,0
Jarvis Jenkins,6193,DI,16,KC,249,139,109,1,62.7,71.3,59.1,54.5,60.2,8,0,1,7,0,13,1,1,9,0,0,0,0,,0,,0,0,0,0.0,2,1
Brooks Reed,6194,ED,15,ATL,426,247,173,6,67.5,58.0,59.2,67.1,64.7,27,3,5,19,1,14,4,3,12,1,0,0,0,,0,,0,0,0,0.0,0,0
Marcus Gilchrist,6202,S,13,NYJ,819,12,309,498,62.7,71.3,80.8,52.4,60.2,3,0,0,3,0,45,5,4,6,1,26,17,285,16.8,81,54,2,2,1,95.8,1,0
Stephen Paea,6205,DI,13,CLV,320,140,179,1,69.1,67.4,28.5,65.2,60.0,13,1,2,10,0,8,3,3,6,0,0,0,0,,0,,0,0,0,0.0,1,0
Terrell McClain,6217,DI,15,DAL,468,294,170,4,62.5,60.3,55.7,58.6,70.6,13,3,4,6,0,22,12,3,22,2,0,0,0,,0,,0,0,0,0.0,1,0
Kelvin Sheppard,6220,LB,16,NYG,451,27,252,172,38.4,38.0,70.6,44.0,51.2,6,0,1,5,0,27,10,4,10,0,22,14,166,11.9,81,33,0,0,2,86.6,0,0
Justin Houston,6222,ED,5,KC,291,148,118,25,79.8,70.6,67.8,74.2,71.0,17,5,2,10,1,16,2,2,16,1,2,1,12,12.0,8,12,0,0,0,68.8,0,0
Jurrell Casey,6229,DI,15,TEN,728,474,242,12,78.4,62.0,57.3,77.6,71.9,51,5,10,36,5,33,7,5,27,0,3,3,36,12.0,35,23,0,0,0,116.7,1,0
Mason Foster,6236,LB,16,WAS,771,53,355,363,79.6,72.5,89.8,69.0,80.4,10,2,3,5,1,92,24,5,45,0,62,49,413,8.4,264,31,0,0,4,94.4,2,0
Allen Bailey,6238,DI,5,KC,181,90,89,2,57.5,66.5,55.3,49.7,54.7,2,0,0,2,0,8,2,1,5,0,0,0,0,,0,,0,0,0,0.0,0,0
Shareece Wright,6241,CB,12,BLT,673,1,247,425,63.3,72.3,32.0,78.8,59.7,1,0,0,1,0,44,4,10,17,0,70,42,580,13.8,149,47,6,0,5,115.2,1,0
Akeem Dent,6243,LB,10,HST,98,13,68,17,63.8,63.8,46.8,50.3,66.6,1,0,0,1,0,2,1,0,2,0,1,1,3,3.0,3,3,0,0,0,79.2,0,0
Chris Conte,6245,S,14,TB,718,6,276,436,46.0,52.8,62.6,52.5,48.3,1,0,0,1,0,53,11,13,7,0,33,25,332,13.3,113,68,7,2,2,121.5,7,0
K.J. Wright,6251,LB,16,SEA,1051,79,435,537,74.7,81.3,90.8,72.0,65.1,19,4,5,10,0,90,24,5,50,1,68,51,580,11.4,358,36,2,0,3,109.9,3,1
Da'Norris Searcy,6252,S,14,TEN,553,16,171,366,68.2,67.4,61.9,56.1,66.9,0,0,0,0,0,38,5,8,11,0,21,10,162,16.2,57,29,0,1,3,54.1,1,0
Sam Acho,6255,ED,16,CHI,499,220,212,67,60.4,57.3,49.6,52.2,75.1,18,1,4,13,1,18,7,5,13,1,4,4,34,8.5,17,22,1,0,0,141.7,0,0
Chimdi Chekwa,6265,CB,1,MIA,15,0,1,14,46.3,60.0,75.4,,45.5,0,0,0,0,0,2,0,0,0,0,3,3,51,17.0,3,23,1,0,0,158.3,0,0
Chris Prosinski,6273,S,14,CHI,173,1,60,112,66.6,73.4,78.5,59.2,62.0,0,0,0,0,0,15,3,0,1,0,6,3,42,14.0,5,20,0,0,1,72.9,0,0
Taiwan Jones,6277,HB,1,OAK,1,0,1,0,60.5,60.0,42.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,1
Davon House,6283,CB,13,JAX,272,1,109,162,48.9,71.0,62.7,60.0,43.2,0,0,0,0,0,17,1,3,6,0,26,21,248,11.8,54,45,3,0,0,144.9,5,2
Buster Skrine,6289,CB,14,NYJ,816,7,317,492,59.2,67.6,51.1,90.9,56.0,4,1,0,3,0,43,3,9,16,0,81,56,540,9.6,219,53,3,1,4,94.7,9,2
Karl Klug,6294,DI,14,TEN,398,271,125,2,77.3,70.3,46.8,71.5,60.4,31,2,4,25,1,15,5,3,11,0,0,0,0,,0,,0,0,0,0.0,0,0
Shiloh Keo,6296,S,1,NO,1,0,0,1,77.5,,89.6,,71.5,0,0,0,0,0,1,0,0,1,0,1,1,7,7.0,2,7,0,0,0,95.8,0,0
Jeremy Kerley,6305,WR,1,SF,1,0,1,0,60.0,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Richard Sherman,6306,CB,16,SEA,1053,1,427,625,78.6,80.4,68.4,58.8,76.3,0,0,0,0,0,52,3,7,18,0,76,39,585,15.0,199,41,2,4,6,63.8,7,1
Chris Carter,6314,ED,4,IND,5,2,1,2,61.9,60.0,52.3,56.9,62.9,0,0,0,0,0,1,0,0,0,0,1,1,7,7.0,1,7,0,0,0,95.8,0,0
Chykie Brown,6316,CB,2,CIN,2,0,0,2,62.8,,85.7,,62.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Pernell McPhee,6317,ED,9,CHI,273,148,112,13,67.7,59.7,45.3,69.0,67.6,21,4,7,10,0,10,6,4,12,1,0,0,0,,0,,0,0,0,0.0,1,0
Byron Maxwell,6325,CB,13,MIA,846,2,307,537,71.5,57.5,73.7,60.0,74.5,1,0,0,1,0,46,4,5,13,4,75,40,412,10.3,134,40,3,2,11,71.6,10,2
Dwayne Harris,6328,WR,1,NYG,1,0,0,1,70.2,,71.2,,60.7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Aldrick Robinson,6330,WR,1,ATL,1,0,1,0,60.0,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Colin Jones,6342,S,2,CAR,13,0,4,9,49.5,39.6,39.2,,65.3,0,0,0,0,0,1,1,1,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Cliff Matthews,6382,DI,3,ATL,44,34,10,0,47.4,50.9,,51.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Lawrence Guy,6385,DI,16,BLT,487,297,189,1,73.4,84.8,78.1,57.0,60.0,22,1,6,15,1,18,4,0,17,1,0,0,0,,0,,0,0,0,0.0,2,0
Andrew Gachkar,6386,LB,5,DAL,74,4,27,43,43.9,58.6,73.5,57.9,39.8,3,1,2,0,0,6,2,0,5,0,8,8,109,13.6,55,28,1,0,0,158.3,0,0
Malcolm Smith,6394,LB,15,OAK,933,50,363,520,55.1,69.0,67.7,60.2,48.6,9,0,3,6,0,94,12,13,42,2,77,56,549,9.8,338,43,6,1,4,113.0,10,3
Spencer Paysinger,6419,LB,13,MIA,332,34,103,195,65.1,55.4,55.2,55.2,69.8,5,0,2,3,0,45,4,9,22,0,32,24,174,7.3,139,20,0,0,1,87.2,1,0
Chris Harris Jr.,6457,CB,16,DEN,1092,2,432,658,90.2,71.4,89.6,56.2,90.6,0,0,0,0,0,60,4,3,28,0,84,45,399,8.9,126,37,3,2,7,68.5,7,3
Sealver Siliga,6483,DI,10,TB,160,70,90,0,59.2,60.7,73.0,52.6,60.0,1,0,0,1,0,6,2,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Andre Holmes,6489,WR,1,OAK,1,0,1,0,60.1,60.0,70.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,1
Josh Bynes,6503,LB,9,DET,374,28,161,185,60.6,60.8,56.7,46.0,62.4,2,0,0,2,0,29,11,8,14,0,33,26,252,9.7,172,32,1,0,3,108.6,0,0
Nick Bellore,6515,LB,12,SF,692,50,330,312,59.3,55.6,48.6,62.8,61.0,5,2,0,3,0,59,11,16,41,0,31,27,260,9.6,199,30,3,1,3,120.4,1,0
Mario Addison,6558,ED,14,CAR,433,307,99,27,81.9,72.0,59.3,76.0,71.3,52,10,5,37,1,13,2,4,18,2,4,4,36,9.0,25,19,0,0,0,104.2,3,0
DuJuan Harris,6595,HB,1,SF,1,0,1,0,60.0,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0
Cedric Thornton,6607,DI,13,DAL,276,165,104,7,52.1,49.4,54.4,61.1,60.3,7,2,1,4,1,13,3,1,11,1,1,1,7,7.0,1,7,0,0,0,95.8,2,0
Doug Baldwin,6615,WR,1,SEA,1,1,0,0,60.0,,,60.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,2,0
Jeron Johnson,6621,S,2,SEA,18,0,6,12,67.1,63.2,50.4,,64.3,0,0,0,0,0,2,1,1,0,0,1,1,5,5.0,0,5,0,0,0,87.5,0,0
Michael Morgan,6623,LB,9,SEA,139,9,83,47,62.5,68.3,80.8,71.2,56.0,2,0,1,1,0,6,0,0,5,0,7,5,64,12.8,34,44,0,1,0,60.1,2,1
Ron Parker,6625,S,16,KC,1102,18,411,673,74.5,68.4,69.3,51.9,76.2,0,0,0,0,0,53,12,8,10,2,47,28,296,10.6,116,31,4,1,8,97.5,3,2
Jonathan Freeny,6633,LB,4,NE,97,11,38,48,55.0,68.9,62.2,49.5,48.6,0,0,0,0,0,8,2,0,1,1,8,6,38,6.3,24,9,0,0,0,84.4,1,0
Justin Trattou,6669,ED,6,MIN,11,8,3,0,34.2,51.1,53.4,51.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Bryan Braman,6699,ED,3,PHI,4,1,3,0,76.0,61.4,29.7,66.7,,1,0,0,1,0,1,0,1,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Isa Abdul-Quddus,6722,S,15,MIA,952,31,360,561,67.3,65.1,63.5,67.5,70.2,7,1,4,2,0,57,13,11,20,0,28,17,150,8.8,43,28,3,2,3,81.0,4,1
Mark Herzlich,6767,LB,8,NYG,15,1,11,3,66.4,63.8,80.2,60.0,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Corbin Bryant,6825,DI,8,BUF,233,105,126,2,56.1,60.7,42.0,52.1,58.2,2,0,0,2,0,8,2,2,5,0,0,0,0,,0,,0,0,0,0.0,1,0
Sterling Moore,6871,CB,13,NO,805,29,283,493,62.3,46.3,59.4,66.2,63.7,4,0,0,4,2,47,8,8,5,0,74,51,559,11.0,251,34,3,2,8,93.2,6,1
Chase Reynolds,6892,HB,1,LA,1,0,1,0,60.0,60.0,79.8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Terrelle Pryor Sr.,6944,WR,1,CLV,1,0,0,1,60.0,,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,9,2
