year,player,player_id,position,player_game_count,team_name,coverage_snaps,targets,receptions,yards,yards_after_catch,touchdowns,interceptions,qb_rating_against,yards_per_coverage_snap,coverage_snaps_per_target,coverage_snaps_per_reception
2016,James Bradberry,10696,CB,7,CAR,8,1,0,0,0,0,0,39.6,0,8,
2016,Greg Toler,5055,CB,3,WAS,6,1,0,0,0,0,0,39.6,0,6,
2016,Jonathan Meeks,7925,S,3,BUF,4,1,0,0,0,0,0,39.6,0,4,
2016,Cameron Lynch,9911,LB,1,TB,3,1,0,0,0,0,0,39.6,0,3,
2016,Derrick Kindred,10763,S,8,CLV,25,1,0,0,0,0,0,39.6,0,25,
2016,Deon Bush,10758,S,3,CHI,10,1,0,0,0,0,0,39.6,0,10,
2016,Mychal Kendricks,7049,LB,7,PHI,8,1,0,0,0,0,0,39.6,0,8,
2016,Ray-Ray Armstrong,8271,LB,2,SF,7,1,0,0,0,0,1,0,0,7,
2016,Artie Burns,10659,CB,8,PIT,11,2,0,0,0,0,0,39.6,0,5.5,
2016,Leodis McKelvin,4325,CB,6,PHI,11,2,0,0,0,0,0,39.6,0,5.5,
2016,Myles Jack,10670,LB,9,JAX,16,2,0,0,0,0,0,39.6,0,8,
2016,Daryl Worley,10711,CB,6,CAR,13,2,0,0,0,0,0,39.6,0,6.5,
2016,Tracy Porter,4354,CB,7,CHI,9,1,0,0,0,0,0,39.6,0,9,
2016,Dre Kirkpatrick,7023,CB,7,CIN,13,2,0,0,0,0,0,39.6,0,6.5,
2016,Cody Davis,8458,S,3,LA,4,1,0,0,0,0,0,39.6,0,4,
2016,Shane Ray,9456,ED,5,DEN,7,1,0,0,0,0,0,39.6,0,7,
2016,Jordan Richards,9497,S,1,NE,2,1,0,0,0,0,0,39.6,0,2,
2016,P.J. Williams,9511,CB,1,NO,2,2,0,0,0,0,0,39.6,0,1,
2016,Derrick Morgan,5541,ED,8,TEN,12,1,0,0,0,0,0,39.6,0,12,
2016,Brennan Scarlett,11169,ED,1,HST,3,1,0,0,0,0,0,39.6,0,3,
2016,Sam Shields,5943,CB,1,GB,1,1,0,0,0,0,0,39.6,0,1,
2016,Ramik Wilson,9551,LB,2,KC,3,2,0,0,0,0,0,39.6,0,1.5,
2016,Marcus Sherels,6017,CB,1,MIN,2,2,0,0,0,0,0,39.6,0,1,
2016,Robert Nelson,8989,CB,3,HST,5,1,0,0,0,0,1,0,0,5,
2016,Shareece Wright,6241,CB,5,BLT,11,1,0,0,0,0,0,39.6,0,11,
2016,Rob Ninkovich,3080,ED,7,NE,10,1,0,0,0,0,0,39.6,0,10,
2016,Jayron Kearse,10878,S,2,MIN,2,1,0,0,0,0,0,39.6,0,2,
2016,Andrew Adams,11240,S,13,NYG,47,2,1,49,25,0,0,95.8,1.04,23.5,47
2016,Prince Amukamara,6171,CB,10,JAX,31,3,1,21,4,0,0,59,0.68,10.3,31
2016,Rodney McLeod,7271,S,13,PHI,30,1,1,0,0,0,0,79.2,0,30,30
2016,Derrick Johnson,2232,LB,10,KC,26,3,1,9,11,0,0,42.4,0.35,8.7,26
2016,Vontae Davis,4948,CB,12,IND,26,4,1,6,1,0,0,39.6,0.23,6.5,26
2016,Ha Ha Clinton-Dix,8656,S,14,GB,25,3,1,6,0,0,1,2.8,0.24,8.3,25
2016,Adrian Phillips,9177,S,11,SD,22,1,1,64,31,1,0,158.3,2.91,22,22
2016,Johnathan Joseph,2969,CB,10,HST,22,3,1,23,10,0,0,61.8,1.05,7.3,22
2016,Brent Grimes,3589,CB,11,TB,22,2,1,3,5,0,0,56.3,0.14,11,22
