year,player,player_id,position,player_game_count,team_name,pass_snaps,pass_rush_snaps,pass_rush_percent,sacks,hits,hurries,pressures,prp,lhs_pass_rush_snaps,lhs_pass_rush_percent,lhs_sacks,lhs_hits,lhs_hurries,lhs_pressures,lhs_prp,rhs_pass_rush_snaps,rhs_pass_rush_percent,rhs_sacks,rhs_hits,rhs_hurries,rhs_pressures,rhs_prp
2016,Adam Jones,2223,CB,16,CIN,633,2,0.3,0,0,1,1,25,0,0,0,0,0,0,,2,100,0,0,1,1,25
2016,Jude Adjei-Barimah,10298,CB,9,TB,197,4,2,1,0,0,1,25,1,25,0,0,0,0,0,3,75,1,0,0,1,33.3
2016,Ronald Darby,9483,CB,14,BUF,435,2,0.5,0,1,0,1,25,2,100,0,1,0,1,25,0,0,0,0,0,0,
2016,Marcus Williams,9115,CB,12,NYJ,304,6,2,1,0,1,2,25,4,66.7,1,0,1,2,37.5,2,33.3,0,0,0,0,0
2016,Keith Reaser,8805,CB,15,SF,217,8,3.7,0,1,3,4,25,4,50,0,1,3,4,50,4,50,0,0,0,0,0
2016,Bashaud Breeland,8737,CB,14,WAS,446,4,0.9,1,0,0,1,25,3,75,1,0,0,1,33.3,1,25,0,0,0,0,0
2016,Andrew Gachkar,6386,LB,4,DAL,45,4,8.9,1,0,0,1,25,2,100,0,0,0,0,0,0,0,0,0,0,0,
2016,Cre'Von LeBlanc,11218,CB,13,CHI,419,15,3.6,0,1,6,7,23.3,9,60,0,1,3,4,22.2,6,40,0,0,3,3,25
2016,Jamar Taylor,7835,CB,15,CLV,506,13,2.6,0,1,5,6,23.1,5,38.5,0,0,3,3,30,8,61.5,0,1,2,3,18.8
2016,D.J. Swearinger Sr.,7838,S,16,ARZ,500,22,4.4,1,2,6,9,22.7,12,57.1,1,1,4,6,29.2,9,42.9,0,1,2,3,16.7
2016,Will Blackmon,3060,S,14,WAS,344,9,2.6,1,0,2,3,22.2,4,44.4,0,0,1,1,12.5,5,55.6,1,0,1,2,30
2016,Robert McClain,5771,CB,11,SD,213,9,4.2,1,0,2,3,22.2,6,66.7,1,0,2,3,33.3,3,33.3,0,0,0,0,0
2016,Bacarri Rambo,7972,S,9,MIA,294,9,3.1,0,0,4,4,22.2,7,77.8,0,0,2,2,14.3,2,22.2,0,0,2,2,50
2016,Ed Reynolds Jr.,8797,S,8,CLV,266,9,3.4,1,2,0,3,22.2,3,33.3,0,0,0,0,0,6,66.7,1,2,0,3,33.3
2016,Michael Thomas,7279,S,16,MIA,313,12,3.8,1,2,1,4,20.8,6,50,0,0,1,1,8.3,6,50,1,2,0,3,33.3
2016,Anthony Hitchens,8754,LB,16,DAL,332,20,6,1,3,3,7,20,13,68.4,1,2,1,4,19.2,6,31.6,0,0,2,2,16.7
2016,Sean Davis,10692,S,14,PIT,472,28,5.9,3,2,3,8,19.6,14,50,2,0,3,5,25,14,50,1,2,0,3,14.3
2016,T.J. Ward,5563,S,14,DEN,531,47,8.9,1,5,11,17,19.1,24,52.2,1,2,4,7,16.7,22,47.8,0,3,7,10,22.7
2016,Eric Weddle,3653,S,16,BLT,611,21,3.4,1,0,6,7,19,4,19,0,0,2,2,25,17,81,1,0,4,5,17.6
2016,Darryl Morris,8456,CB,9,IND,246,8,3.3,0,2,1,3,18.8,5,62.5,0,1,1,2,20,3,37.5,0,1,0,1,16.7
2016,Terence Garvin,8515,LB,9,WAS,41,8,19.5,1,1,0,2,18.8,7,87.5,1,1,0,2,21.4,1,12.5,0,0,0,0,0
2016,Mychal Kendricks,7049,LB,15,PHI,105,8,7.6,0,1,2,3,18.8,3,37.5,0,0,0,0,0,5,62.5,0,1,2,3,30
2016,Rafael Bush,5779,S,16,DET,325,8,2.5,1,0,1,2,18.8,4,50,0,0,1,1,12.5,4,50,1,0,0,1,25
2016,Kurt Coleman,5767,S,15,CAR,634,19,3,1,2,3,6,18.4,9,47.4,0,1,2,3,16.7,10,52.6,1,1,1,3,20
2016,Tyvon Branch,4414,CB,6,ARZ,166,11,6.6,0,1,3,4,18.2,3,27.3,0,0,2,2,33.3,8,72.7,0,1,1,2,12.5
2016,Glover Quin,5035,S,16,DET,594,11,1.9,0,0,4,4,18.2,6,54.5,0,0,3,3,25,5,45.5,0,0,1,1,10
2016,Ibraheim Campbell,9548,S,10,CLV,212,11,5.2,0,1,3,4,18.2,9,81.8,0,0,3,3,16.7,2,18.2,0,1,0,1,25
2016,Patrick Chung,4957,S,16,NE,629,28,4.5,1,0,8,9,17.9,11,40.7,0,0,5,5,22.7,16,59.3,1,0,3,4,15.6
2016,Landon Collins,9466,S,16,NYG,666,40,6,4,1,5,10,17.5,21,53.8,2,1,2,5,16.7,18,46.2,2,0,3,5,19.4
2016,Bobby Wagner,7050,LB,16,SEA,585,82,14,4,14,6,24,17.1,34,48.6,0,7,2,9,13.2,36,51.4,3,4,4,11,19.4
2016,LaDarius Gunter,9925,CB,16,GB,547,3,0.5,0,0,1,1,16.7,2,66.7,0,0,0,0,0,1,33.3,0,0,1,1,50
2016,Leonard Johnson,7385,CB,10,CAR,335,21,6.3,1,0,5,6,16.7,11,52.4,1,0,2,3,18.2,10,47.6,0,0,3,3,15
2016,Logan Ryan,7864,CB,16,NE,581,27,4.6,1,2,5,8,16.7,14,51.9,0,2,2,4,14.3,13,48.1,1,0,3,4,19.2
2016,Xavien Howard,10672,CB,7,MIA,285,3,1.1,0,0,1,1,16.7,3,100,0,0,1,1,16.7,0,0,0,0,0,0,
2016,Kevin Byard,10698,S,16,TEN,425,24,5.6,1,4,2,7,16.7,18,78.3,1,3,1,5,16.7,5,21.7,0,1,1,2,20
2016,Vontae Davis,4948,CB,14,IND,496,3,0.6,0,0,1,1,16.7,0,0,0,0,0,0,,3,100,0,0,1,1,16.7
2016,David Bruton,5037,S,4,WAS,127,3,2.4,0,0,1,1,16.7,2,66.7,0,0,1,1,25,1,33.3,0,0,0,0,0
2016,Kendall Fuller,10718,CB,11,WAS,324,6,1.9,0,1,1,2,16.7,5,83.3,0,1,1,2,20,1,16.7,0,0,0,0,0
2016,Doug Middleton,11262,S,4,NYJ,28,3,10.7,0,0,1,1,16.7,1,100,0,0,1,1,50,0,0,0,0,0,0,
2016,Tavon Young,10738,CB,16,BLT,525,3,0.6,0,1,0,1,16.7,2,66.7,0,0,0,0,0,1,33.3,0,1,0,1,50
2016,Darius Butler,4964,CB,12,IND,315,6,1.9,0,1,1,2,16.7,5,83.3,0,1,0,1,10,1,16.7,0,0,1,1,50
2016,Jaquiski Tartt,9479,S,15,SF,333,19,5.7,1,2,2,5,15.8,10,52.6,1,0,2,3,20,9,47.4,0,2,0,2,11.1
2016,Rodney McLeod,7271,S,16,PHI,607,19,3.1,1,0,4,5,15.8,4,21.1,0,0,2,2,25,15,78.9,1,0,2,3,13.3
2016,Leon Hall,3634,CB,12,NYG,275,17,6.2,2,1,0,3,14.7,8,47.1,2,1,0,3,31.3,9,52.9,0,0,0,0,0
2016,Morgan Burnett,5596,S,15,GB,581,38,6.5,3,1,4,8,14.5,28,73.7,1,0,2,3,7.1,10,26.3,2,1,2,5,35
2016,Jonathan Jones,11217,CB,4,NE,47,7,14.9,0,1,1,2,14.3,4,57.1,0,0,0,0,0,3,42.9,0,1,1,2,33.3
2016,Kemal Ishmael,8026,S,10,ATL,188,7,3.7,0,0,2,2,14.3,4,57.1,0,0,1,1,12.5,3,42.9,0,0,1,1,16.7
2016,Quintin Demps,4431,S,13,HST,406,7,1.7,0,1,1,2,14.3,1,14.3,0,0,0,0,0,6,85.7,0,1,1,2,16.7
2016,Duke Williams,7887,S,5,IND,59,7,11.9,0,0,2,2,14.3,3,42.9,0,0,0,0,0,4,57.1,0,0,2,2,25
2016,Andrew Adams,11240,S,14,NYG,448,14,3.1,0,1,3,4,14.3,3,23.1,0,0,0,0,0,10,76.9,0,1,3,4,20
2016,Lamarcus Joyner,8676,CB,14,LA,461,28,6.1,1,1,5,7,14.3,15,53.6,0,1,3,4,13.3,13,46.4,1,0,2,3,15.4
2016,Josh Johnson,8386,CB,5,JAX,105,14,13.3,1,0,2,3,14.3,2,14.3,0,0,0,0,0,12,85.7,1,0,2,3,16.7
2016,Jalen Ramsey,10639,CB,16,JAX,600,7,1.2,0,1,1,2,14.3,2,28.6,0,1,0,1,25,5,71.4,0,0,1,1,10
2016,Paul Worrilow,8141,LB,7,ATL,94,7,7.4,0,1,1,2,14.3,6,85.7,0,1,1,2,16.7,1,14.3,0,0,0,0,0
2016,Dominique Rodgers-Cromartie,4330,CB,15,NYG,502,25,5,1,0,5,6,14,11,44,1,0,4,5,27.3,14,56,0,0,1,1,3.6
2016,Aaron Colvin,8749,CB,10,JAX,200,18,9,1,0,3,4,13.9,5,27.8,0,0,0,0,0,13,72.2,1,0,3,4,19.2
2016,Isa Abdul-Quddus,6722,S,15,MIA,543,29,5.3,1,4,2,7,13.8,13,46.4,0,4,0,4,15.4,15,53.6,1,0,2,3,13.3
2016,Daniel Sorensen,9253,S,16,KC,398,22,5.5,1,2,2,5,13.6,7,31.8,1,0,1,2,21.4,15,68.2,0,2,1,3,10
2016,T.J. Green,10691,S,15,IND,314,11,3.5,0,3,0,3,13.6,8,72.7,0,2,0,2,12.5,3,27.3,0,1,0,1,16.7
2016,Barry Church,5924,S,12,DAL,434,11,2.5,0,2,1,3,13.6,3,27.3,0,0,0,0,0,8,72.7,0,2,1,3,18.8
2016,Luke Kuechly,7015,LB,10,CAR,411,44,10.7,2,2,6,10,13.6,23,59,0,2,3,5,10.9,16,41,2,0,1,3,15.6
2016,Marcus Gilchrist,6202,S,13,NYJ,485,11,2.3,0,0,3,3,13.6,5,50,0,0,2,2,20,5,50,0,0,0,0,0
2016,Adrian Phillips,9177,S,14,SD,334,15,4.5,1,1,1,3,13.3,5,33.3,0,0,0,0,0,10,66.7,1,1,1,3,20
2016,Todd Davis,9007,LB,16,DEN,295,34,11.5,1,2,5,8,13.2,25,75.8,1,2,3,6,14,8,24.2,0,0,2,2,12.5
2016,Eddie Pleasant,7593,S,14,HST,200,19,9.5,0,1,4,5,13.2,12,66.7,0,0,2,2,8.3,6,33.3,0,0,2,2,16.7
2016,Gerald Hodges,7902,LB,14,SF,250,34,13.6,2,2,3,7,13.2,16,55.2,0,0,1,1,3.1,13,44.8,2,1,2,5,26.9
2016,Harrison Smith,7641,S,14,MIN,531,42,7.9,2,1,6,9,13.1,14,33.3,0,1,2,3,10.7,28,66.7,2,0,4,6,14.3
2016,Jatavis Brown,10809,LB,12,SD,376,46,12.2,3,0,6,9,13,22,50,2,0,3,5,15.9,22,50,1,0,3,4,11.4
2016,Tony Jefferson,8361,S,14,ARZ,534,47,8.8,2,2,6,10,12.8,28,59.6,1,0,4,5,10.7,19,40.4,1,2,2,5,15.8
2016,E.J. Gaines,8823,CB,11,LA,369,4,1.1,0,1,0,1,12.5,0,0,0,0,0,0,,4,100,0,1,0,1,12.5
2016,Daimion Stafford,8031,S,15,TEN,377,20,5.3,1,0,3,4,12.5,8,42.1,1,0,1,2,18.8,11,57.9,0,0,2,2,9.1
2016,Vince Williams,7988,LB,9,PIT,153,28,18.3,1,2,3,6,12.5,8,36.4,1,0,2,3,25,14,63.6,0,1,0,1,3.6
2016,Carl Bradford,8756,LB,4,SF,14,4,28.6,0,1,0,1,12.5,2,50,0,1,0,1,25,2,50,0,0,0,0,0
2016,Trumaine Johnson,7067,CB,14,LA,562,4,0.7,0,0,1,1,12.5,3,75,0,0,0,0,0,1,25,0,0,1,1,50
2016,Tashaun Gipson Sr.,7288,S,16,JAX,592,4,0.7,0,0,1,1,12.5,2,50,0,0,1,1,25,2,50,0,0,0,0,0
2016,De'Vante Harris,11227,CB,5,NO,67,4,6,0,0,1,1,12.5,2,50,0,0,1,1,25,2,50,0,0,0,0,0
2016,Darqueze Dennard,8659,CB,15,CIN,230,8,3.5,0,1,1,2,12.5,4,50,0,0,1,1,12.5,4,50,0,1,0,1,12.5
2016,Vonn Bell,10695,S,15,NO,552,32,5.8,1,2,4,7,12.5,19,61.3,1,2,3,6,18.4,12,38.7,0,0,1,1,4.2
2016,Ross Cockrell,8744,CB,16,PIT,638,4,0.6,0,1,0,1,12.5,4,100,0,1,0,1,12.5,0,0,0,0,0,0,
2016,Coty Sensabaugh,7115,CB,9,NYG,131,8,6.1,0,1,1,2,12.5,4,50,0,0,1,1,12.5,4,50,0,1,0,1,12.5
2016,Michael Griffin,3635,S,10,CAR,145,4,2.8,0,0,1,1,12.5,2,50,0,0,1,1,25,2,50,0,0,0,0,0
2016,Adairius Barnes,11129,CB,4,DET,44,4,9.1,0,1,0,1,12.5,0,0,0,0,0,0,,4,100,0,1,0,1,12.5
2016,Malcolm Jenkins,4937,S,16,PHI,607,41,6.8,1,2,6,9,12.2,27,65.9,1,2,5,8,16.7,14,34.1,0,0,1,1,3.6
2016,Paul Posluszny,3650,LB,16,JAX,600,79,13.2,2,1,14,17,12,30,42.9,1,1,5,7,13.3,40,57.1,1,0,8,9,12.5
2016,Captain Munnerlyn,5140,CB,15,MIN,436,17,3.9,0,0,4,4,11.8,12,70.6,0,0,2,2,8.3,5,29.4,0,0,2,2,20
2016,Sean Spence,7087,LB,15,TEN,335,51,15.2,2,4,4,10,11.8,23,45.1,1,1,2,4,10.9,28,54.9,1,3,2,6,12.5
2016,Christian Kirksey,8706,LB,16,CLV,585,77,13.2,2,4,10,16,11.7,36,50,2,1,2,5,9.7,36,50,0,2,7,9,12.5
2016,Perry Riley,5627,LB,11,OAK,348,30,8.6,0,0,7,7,11.7,6,30,0,0,1,1,8.3,14,70,0,0,4,4,14.3
2016,Thomas Davis Sr.,2231,LB,16,CAR,655,99,15.1,3,2,15,20,11.6,46,46.9,0,1,6,7,7.6,52,53.1,3,1,9,13,15.4
2016,Kelvin Sheppard,6220,LB,16,NYG,191,26,13.6,0,1,5,6,11.5,10,41.7,0,1,2,3,15,14,58.3,0,0,3,3,10.7
2016,Michael Wilhoite,6989,LB,14,SF,249,31,12.4,1,0,5,6,11.3,13,41.9,0,0,4,4,15.4,18,58.1,1,0,1,2,8.3
2016,Steven Nelson,9531,CB,15,KC,607,9,1.5,0,1,1,2,11.1,4,44.4,0,1,1,2,25,5,55.6,0,0,0,0,0
2016,Orlando Scandrick,4457,CB,12,DAL,423,27,6.4,2,0,2,4,11.1,11,40.7,0,0,2,2,9.1,16,59.3,2,0,0,2,12.5
2016,Karl Joseph,10648,S,10,OAK,342,9,2.6,0,0,2,2,11.1,6,66.7,0,0,2,2,16.7,3,33.3,0,0,0,0,0
2016,Justin Simmons,10732,S,12,DEN,199,9,4.5,1,0,0,1,11.1,5,62.5,0,0,0,0,0,3,37.5,0,0,0,0,0
2016,Mike Mitchell,4970,S,16,PIT,625,18,2.9,0,0,4,4,11.1,8,47.1,0,0,0,0,0,9,52.9,0,0,4,4,22.2
2016,Michael Morgan,6623,LB,9,SEA,53,9,17,0,1,1,2,11.1,4,44.4,0,0,1,1,12.5,5,55.6,0,1,0,1,10
2016,Rontez Miles,8102,S,16,NYJ,194,9,4.6,0,2,0,2,11.1,5,55.6,0,1,0,1,10,4,44.4,0,1,0,1,12.5
2016,Nick Kwiatkoski,10747,LB,12,CHI,237,41,17.3,0,0,9,9,11,19,48.7,0,0,4,4,10.5,20,51.3,0,0,5,5,12.5
2016,Demario Davis,7079,LB,16,CLV,377,64,17,2,2,8,12,10.9,30,55.6,1,0,5,6,11.7,24,44.4,1,1,2,4,10.4
2016,Denzel Perryman,9481,LB,12,SD,246,23,9.3,0,0,5,5,10.9,9,42.9,0,0,2,2,11.1,12,57.1,0,0,3,3,12.5
2016,Khalil Mack,8640,ED,16,OAK,537,495,92.2,11,11,74,96,10.8,311,62.8,9,7,49,65,11.9,184,37.2,2,4,25,31,9
2016,Von Miller,6154,ED,16,DEN,515,430,83.5,14,10,55,79,10.8,348,81.3,13,9,44,66,11.4,80,18.7,1,1,11,13,8.8
2016,Bradley McDougald,8220,S,16,TB,586,14,2.4,0,0,3,3,10.7,8,57.1,0,0,2,2,12.5,6,42.9,0,0,1,1,8.3
2016,Mario Addison,6558,ED,14,CAR,319,292,91.5,10,5,37,52,10.6,5,1.7,0,0,2,2,20,287,98.3,10,5,35,50,10.5
2016,Cameron Wake,4907,ED,16,MIA,390,371,95.1,13,10,43,66,10.6,369,99.5,13,10,43,66,10.7,2,0.5,0,0,0,0,0
2016,Wesley Woodyard,4583,LB,16,TEN,342,66,19.3,1,2,10,13,10.6,40,63.5,0,0,7,7,8.8,23,36.5,1,2,3,6,15.2
2016,K.J. Wright,6251,LB,16,SEA,574,72,12.5,0,5,10,15,10.4,29,41.4,0,3,4,7,12.1,41,58.6,0,2,5,7,8.5
2016,Joey Bosa,10637,ED,12,SD,342,341,99.7,11,11,37,59,10.3,230,67.4,7,8,25,40,10.2,111,32.6,4,3,12,19,10.4
2016,Tavon Wilson,7051,S,15,DET,380,29,7.6,1,0,4,5,10.3,12,41.4,1,0,0,1,8.3,17,58.6,0,0,4,4,11.8
2016,Danny Trevathan,7177,LB,9,CHI,318,29,9.1,1,0,4,5,10.3,15,60,1,0,2,3,13.3,10,40,0,0,1,1,5
2016,Dannell Ellerbe,5442,LB,9,NO,293,93,31.7,5,4,5,14,10.2,32,34.4,2,1,1,4,9.4,61,65.6,3,3,4,10,10.7
2016,Alex Okafor,7885,ED,15,ARZ,179,164,91.6,4,1,24,29,10.1,108,66.7,4,0,17,21,11.6,54,33.3,0,1,7,8,7.4
2016,Corey White,7652,CB,11,BUF,249,5,2,0,0,1,1,10,1,25,0,0,0,0,0,3,75,0,0,0,0,0
2016,James Bradberry,10696,CB,13,CAR,508,5,1,0,0,1,1,10,5,100,0,0,1,1,10,0,0,0,0,0,0,
2016,Reggie Nelson,3637,S,16,OAK,581,10,1.7,0,1,1,2,10,5,50,0,0,0,0,0,5,50,0,1,1,2,20
2016,Bruce Carter,6192,LB,7,NYJ,61,10,16.4,0,1,1,2,10,3,42.9,0,0,1,1,16.7,4,57.1,0,1,0,1,12.5
2016,LaRoy Reynolds,8500,LB,10,ATL,79,5,6.3,0,1,0,1,10,3,75,0,1,0,1,16.7,1,25,0,0,0,0,0
2016,Johnathan Cyprien,7814,S,16,JAX,604,20,3.3,0,1,3,4,10,8,42.1,0,0,1,1,6.3,11,57.9,0,1,2,3,13.6
2016,James Cowser,11351,ED,5,OAK,19,15,78.9,1,0,1,2,10,6,40,1,0,0,1,16.7,9,60,0,0,1,1,5.6
2016,Peyton Thompson,7235,S,3,JAX,60,5,8.3,0,1,0,1,10,2,40,0,1,0,1,25,3,60,0,0,0,0,0
2016,Blake Martinez,10765,LB,13,GB,210,20,9.5,1,0,2,3,10,8,47.1,0,0,1,1,6.3,9,52.9,1,0,1,2,16.7
2016,Bobby McCain,9578,CB,16,MIA,432,30,6.9,1,1,3,5,10,15,50,1,1,3,5,20,15,50,0,0,0,0,0
2016,Lawrence Timmons,3631,LB,16,PIT,584,125,21.4,3,7,12,22,10,53,49.5,1,2,8,11,11.3,54,50.5,1,5,4,10,10.2
2016,Anthony Harris,9895,S,6,MIN,113,5,4.4,0,0,1,1,10,3,60,0,0,1,1,16.7,2,40,0,0,0,0,0
2016,Miles Killebrew,10745,S,14,DET,124,20,16.1,0,0,4,4,10,11,55,0,0,4,4,18.2,9,45,0,0,0,0,0
2016,Preston Brown,8708,LB,16,BUF,571,86,15.1,1,3,12,16,9.9,52,65.8,0,2,9,11,10.6,27,34.2,1,1,2,4,9.3
2016,Lavonte David,7060,LB,16,TB,597,92,15.4,4,3,7,14,9.8,51,55.4,3,1,6,10,12.7,41,44.6,1,2,1,4,6.1
2016,Brandon Graham,5538,ED,16,PHI,464,455,98.1,6,17,60,83,9.8,400,87.9,5,13,57,75,10,55,12.1,1,4,3,8,8.2
2016,Kevin Minter,7826,LB,16,ARZ,560,117,20.9,3,3,14,20,9.8,51,47.2,0,2,7,9,8.8,57,52.8,3,1,4,8,9.6
2016,Jerrell Freeman,4888,LB,12,CHI,455,31,6.8,0,1,5,6,9.7,11,37.9,0,0,1,1,4.5,18,62.1,0,1,4,5,13.9
2016,Eric Reid,7799,S,10,SF,378,31,8.2,0,3,3,6,9.7,18,58.1,0,3,1,4,11.1,13,41.9,0,0,2,2,7.7
2016,Ryan Shazier,8650,LB,13,PIT,474,108,22.8,3,3,12,18,9.7,61,57.5,3,2,6,11,11.5,45,42.5,0,1,6,7,7.8
2016,Telvin Smith Sr.,8779,LB,16,JAX,599,52,8.7,0,0,10,10,9.6,25,52.1,0,0,5,5,10,23,47.9,0,0,4,4,8.7
2016,Ryan Kerrigan,6168,ED,16,WAS,470,446,94.9,12,9,51,72,9.4,399,89.7,11,9,47,67,9.8,46,10.3,1,0,4,5,6.5
2016,Antoine Bethea,3152,S,16,SF,569,16,2.8,0,1,2,3,9.4,7,50,0,1,1,2,14.3,7,50,0,0,1,1,7.1
2016,Vontaze Burfict,7280,LB,11,CIN,394,43,10.9,1,2,4,7,9.3,19,52.8,1,0,1,2,7.9,17,47.2,0,2,3,5,14.7
2016,Zach Brown,7055,LB,16,BUF,496,43,8.7,2,2,2,6,9.3,14,34.1,1,0,0,1,7.1,27,65.9,1,2,2,5,11.1
2016,Nigel Bradham,7105,LB,16,PHI,586,59,10.1,2,1,6,9,9.3,32,56.1,0,1,2,3,4.7,25,43.9,2,0,4,6,16
2016,Pernell McPhee,6317,ED,9,CHI,147,134,91.2,4,7,10,21,9.3,104,78.8,3,6,5,14,8.2,28,21.2,1,1,4,6,12.5
2016,Kiko Alonso,7827,LB,15,MIA,596,60,10.1,0,5,6,11,9.2,21,40.4,0,4,4,8,19,31,59.6,0,1,1,2,3.2
2016,Micah Hyde,7941,CB,16,GB,521,33,6.3,0,2,4,6,9.1,15,45.5,0,0,1,1,3.3,18,54.5,0,2,3,5,13.9
2016,Jahleel Addae,8117,S,8,SD,300,11,3.7,0,0,2,2,9.1,5,45.5,0,0,0,0,0,6,54.5,0,0,2,2,16.7
2016,Dont'a Hightower,7030,LB,13,NE,439,132,30.1,4,3,13,20,9.1,56,45.9,2,1,6,9,9.8,66,54.1,1,1,6,8,6.8
2016,Duke Ihenacho,7297,S,14,WAS,372,11,3,0,1,1,2,9.1,8,72.7,0,1,1,2,12.5,3,27.3,0,0,0,0,0
2016,Roman Harper,2988,S,11,NO,189,22,11.6,0,0,4,4,9.1,8,36.4,0,0,2,2,12.5,14,63.6,0,0,2,2,7.1
2016,Quandre Diggs,9633,CB,12,DET,293,11,3.8,0,1,1,2,9.1,4,36.4,0,0,0,0,0,7,63.6,0,1,1,2,14.3
2016,Cliff Avril,4406,ED,16,SEA,476,460,96.6,13,15,42,70,9,410,89.1,13,12,40,65,9.5,50,10.9,0,3,2,5,5
2016,Ryan Delaire,9939,ED,6,CAR,88,83,94.3,1,0,13,14,9,51,61.4,0,0,8,8,7.8,32,38.6,1,0,5,6,10.9
2016,James Harrison,1251,ED,15,PIT,360,229,63.6,5,5,26,36,9,8,3.5,0,0,4,4,25,221,96.5,5,5,22,32,8.4
2016,Kyle Van Noy,8675,LB,14,NE,319,68,21.3,1,1,9,11,8.8,30,44.8,1,1,3,5,10,37,55.2,0,0,6,6,8.1
2016,Derrick Morgan,5541,ED,15,TEN,499,441,88.4,11,11,45,67,8.8,440,99.8,11,11,45,67,8.9,1,0.2,0,0,0,0,0
