player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
Mitch Unrein,6031,DI,12,CHI,389,189,200,0,85.7,89.4,63.6,59.3,65.5,10,2,2,6,0,25,9,3,22,0,0,0,0,,0,,0,0,0,0.0,0,0
George Johnson,6112,ED,7,NO,201,141,59,1,60.0,64.9,29.9,54.4,60.0,14,3,2,9,0,2,0,1,5,0,0,0,0,,0,,0,0,0,0.0,0,0
Andrew Sendejo,6118,S,13,MIN,778,7,287,484,77.1,78.3,79.1,52.1,75.9,0,0,0,0,0,62,13,9,14,0,24,14,229,16.4,35,38,1,2,6,69.6,1,0
Von Miller,6154,ED,16,DEN,846,471,342,33,91.5,91.7,79.5,90.9,66.6,83,10,12,61,3,42,6,4,44,2,2,1,11,11.0,0,11,1,0,0,106.3,14,6
Marcell Dareus,6155,DI,14,JAX,416,216,200,0,73.7,72.4,60.8,63.8,66.7,10,2,2,6,0,20,4,2,20,0,0,0,0,,0,,0,0,0,0.0,1,0
A.J. Green,6156,WR,1,CIN,2,0,0,2,69.2,,,,68.2,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,1,39.6,5,0
Patrick Peterson,6157,CB,16,ARZ,1013,0,383,630,69.2,64.9,69.9,,68.4,0,0,0,0,0,33,3,4,10,0,60,28,394,14.1,106,55,4,1,8,83.6,7,1
J.J. Watt,6163,DI,5,HST,217,125,92,0,86.0,83.1,27.7,75.0,60.1,15,0,5,10,2,9,4,5,7,0,0,0,0,,0,,0,0,0,0.0,1,1
Robert Quinn,6166,ED,15,LA,629,402,207,20,58.7,66.8,66.3,62.2,56.3,38,9,6,23,1,16,5,2,16,1,4,4,49,12.3,34,15,0,0,0,117.7,8,3
Ryan Kerrigan,6168,ED,16,WAS,820,438,333,49,84.1,71.2,80.5,84.6,53.7,64,18,4,42,0,24,5,1,34,3,6,4,58,14.5,42,29,0,1,0,58.3,1,0
Corey Liuget,6170,DI,12,LAC,415,254,155,6,77.0,67.5,29.2,71.3,67.2,26,2,2,22,0,11,4,4,11,1,0,0,0,,0,,0,0,0,0.0,1,1
Prince Amukamara,6171,CB,14,CHI,849,0,336,513,73.3,77.4,82.6,,71.5,0,0,0,0,0,48,2,2,10,0,51,31,365,11.8,90,37,1,0,5,89.1,7,0
Adrian Clayborn,6172,ED,16,ATL,555,423,128,4,84.4,58.8,65.8,87.2,72.1,55,10,8,37,0,9,6,2,16,2,0,0,0,,0,,0,0,0,0.0,4,0
Cameron Jordan,6176,ED,16,NO,987,591,367,29,90.8,85.8,59.5,87.9,86.2,75,14,14,47,10,37,7,6,40,1,5,4,18,4.5,3,11,0,1,1,42.1,5,1
Jimmy Smith,6179,CB,12,BLT,601,1,245,355,81.9,61.5,84.4,60.0,84.1,0,0,0,0,0,26,2,1,6,0,40,23,292,12.7,107,39,0,3,6,49.2,4,1
Muhammad Wilkerson,6182,DI,13,NYJ,698,391,303,4,68.6,73.1,58.9,60.3,58.7,25,3,3,19,3,27,15,4,24,0,0,0,0,,0,,0,1,0,0.0,3,0
Cameron Heyward,6183,DI,15,PIT,782,467,307,8,89.8,83.9,60.0,82.0,70.3,62,14,9,39,2,27,7,3,31,2,0,0,0,,0,,0,0,1,0.0,3,0
Jabaal Sheard,6189,ED,16,IND,900,476,387,37,84.7,78.9,34.9,86.3,46.3,67,5,8,54,5,39,4,13,38,2,5,4,84,21.0,24,33,0,0,0,118.8,5,1
Akeem Ayers,6191,LB,3,NYG,5,3,2,0,65.9,67.3,82.4,55.6,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Bruce Carter,6192,ED,5,NYJ,11,3,5,3,40.7,43.9,48.2,55.8,62.0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Jarvis Jenkins,6193,DI,11,KC,220,123,96,1,59.3,69.0,28.9,54.7,57.3,8,1,3,4,0,9,2,5,7,0,0,0,0,,0,,0,0,0,0.0,2,0
Brooks Reed,6194,ED,16,ATL,414,199,212,3,83.3,74.1,53.2,75.6,78.2,22,4,3,15,0,27,7,7,29,0,1,1,2,2.0,6,2,0,0,0,79.2,0,0
Marcus Gilchrist,6202,S,16,HST,813,13,312,488,64.5,67.0,60.8,57.4,63.2,2,1,0,1,0,47,6,8,12,1,30,18,211,11.7,65,48,1,1,3,78.6,3,0
Stephen Paea,6205,DI,4,DAL,145,88,55,2,47.7,43.5,69.0,55.7,59.9,2,0,0,2,0,3,0,0,2,0,1,1,6,6.0,0,6,0,0,0,91.7,0,0
Terrell McClain,6217,DI,12,WAS,328,160,167,1,47.9,46.1,56.9,53.8,61.7,6,2,1,3,0,20,1,2,11,0,0,0,0,,0,,0,0,0,0.0,0,0
Kelvin Sheppard,6220,LB,7,NYG,386,19,164,203,57.0,59.4,82.3,50.9,56.5,2,0,1,1,0,41,6,2,17,0,29,21,379,18.0,278,81,2,2,2,108.8,0,0
Justin Houston,6222,ED,15,KC,950,440,374,136,81.4,79.3,59.9,77.9,62.8,55,10,9,36,4,45,6,7,42,0,14,11,133,12.1,69,69,0,0,0,106.3,3,0
Jurrell Casey,6229,DI,16,TEN,866,576,287,3,82.3,81.2,67.1,73.7,54.8,53,7,14,32,1,51,9,4,42,1,0,0,0,,0,,0,0,0,0.0,3,1
Mason Foster,6236,LB,5,WAS,288,39,108,141,64.5,67.3,59.3,65.3,57.7,14,2,1,11,0,25,7,5,14,0,19,13,222,17.1,120,69,0,1,0,85.9,0,0
Allen Bailey,6238,DI,14,KC,626,385,241,0,56.7,52.5,29.0,59.0,65.6,30,2,1,27,1,23,9,8,21,0,0,0,0,,0,,0,0,0,0.0,1,1
Shareece Wright,6241,CB,12,BUF,456,3,190,263,60.5,41.9,41.2,51.2,66.2,0,0,0,0,0,38,3,10,11,1,41,26,308,11.8,83,40,1,1,2,84.2,1,0
Chris Conte,6245,S,16,TB,774,7,315,452,66.5,55.5,55.5,58.4,72.0,2,0,0,2,0,67,1,13,18,3,29,16,256,16.0,125,44,0,1,5,70.5,4,1
K.J. Wright,6251,LB,15,SEA,956,62,367,527,68.7,72.6,77.1,59.7,65.5,9,0,2,7,0,74,22,8,38,0,70,47,513,10.9,280,75,1,1,5,87.4,3,0
Da'Norris Searcy,6252,S,14,TEN,365,7,146,212,69.2,58.7,48.2,63.9,69.8,1,0,1,0,0,17,7,7,4,0,5,1,8,8.0,7,8,0,1,2,0.0,0,0
Sam Acho,6255,ED,16,CHI,639,250,285,104,59.8,68.2,89.9,61.8,36.2,29,4,12,13,1,23,9,1,20,1,16,15,119,7.9,61,16,0,0,0,97.7,0,0
Chris Prosinski,6273,S,3,CHI,128,0,48,80,63.8,68.3,86.1,,60.4,0,0,0,0,0,7,0,0,2,0,5,3,35,11.7,17,17,0,0,0,81.3,0,0
Taiwan Jones,6277,HB,1,BUF,1,0,1,0,60.4,60.0,43.3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Davon House,6283,CB,12,GB,658,1,267,390,62.3,73.4,74.9,84.6,60.0,1,1,0,0,0,37,5,4,11,0,52,33,510,15.5,116,56,3,1,3,107.1,4,3
Buster Skrine,6289,CB,15,NYJ,1010,22,406,582,65.9,86.9,60.2,63.5,61.4,3,1,1,1,0,61,7,10,20,2,96,59,686,11.6,288,47,6,1,9,99.6,13,2
Karl Klug,6294,DI,15,TEN,327,208,116,3,59.2,63.2,54.1,55.5,60.7,10,2,1,7,0,14,4,2,11,0,0,0,0,,0,,0,0,0,0.0,1,0
Jeremy Kerley,6305,WR,1,NYJ,1,0,0,1,60.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Richard Sherman,6306,CB,9,SEA,572,3,211,358,77.1,90.1,90.2,56.4,74.1,0,0,0,0,0,33,5,0,10,0,40,18,230,12.8,60,27,2,2,5,59.4,8,4
Chris Carter,6314,ED,2,WAS,3,2,1,0,59.4,60.0,69.8,59.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Pernell McPhee,6317,ED,13,CHI,385,197,144,44,77.9,70.1,64.2,65.6,87.8,17,4,6,7,2,16,4,4,15,1,4,4,13,3.3,20,5,0,0,0,80.2,0,0
Byron Maxwell,6325,CB,9,SEA,580,0,248,332,72.7,76.9,71.7,,69.8,0,0,0,0,0,42,6,4,18,2,55,38,536,14.1,96,51,3,1,5,110.9,3,1
Jordan Todman,6335,HB,2,HST,2,2,0,0,60.0,,43.6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Colin Jones,6342,S,8,CAR,213,8,102,103,67.9,67.9,48.0,54.0,65.7,0,0,0,0,0,16,4,3,6,0,10,8,57,7.1,51,17,1,1,0,84.2,0,0
Lawrence Guy,6385,DI,16,NE,582,296,286,0,66.7,69.8,61.4,54.8,57.3,21,1,5,15,1,37,18,3,28,0,0,0,0,,0,,0,0,0,0.0,0,0
Chris Harris Jr.,6457,CB,16,DEN,869,15,342,512,79.1,85.0,87.7,59.7,75.8,2,0,0,2,0,39,5,1,15,1,55,28,384,13.7,153,48,3,2,6,76.6,3,0
Sealver Siliga,6483,DI,8,TB,118,50,68,0,48.0,54.5,71.9,49.2,,0,0,0,0,0,5,2,0,4,0,0,0,0,,0,,0,0,0,0.0,1,0
Josh Bynes,6503,LB,13,ARZ,236,21,93,122,69.9,79.9,54.7,65.7,59.9,2,1,0,1,0,23,4,5,11,1,23,17,166,9.8,148,33,1,1,2,90.1,2,0
Nick Bellore,6515,LB,7,DET,106,0,61,45,62.1,53.8,55.0,,68.7,0,0,0,0,0,6,2,0,4,0,5,2,6,3.0,1,4,0,0,0,47.9,0,0
Mario Addison,6558,ED,16,CAR,650,430,201,19,74.5,66.0,63.2,72.4,59.1,57,11,3,43,0,26,5,4,25,1,1,1,7,7.0,3,7,0,0,0,95.8,1,0
Cedric Thornton,6607,DI,15,BUF,387,202,184,1,44.6,38.9,67.8,57.8,63.1,9,2,2,5,0,16,7,2,14,0,0,0,0,,0,,0,0,0,0.0,1,0
Ron Parker,6625,S,15,KC,1032,10,398,624,58.3,62.7,46.9,57.9,55.2,3,0,0,3,0,58,4,14,12,0,32,21,253,12.0,95,42,1,2,1,74.1,3,1
Jonathan Freeny,6633,LB,3,NO,47,7,21,19,65.1,69.6,84.1,54.9,60.1,0,0,0,0,0,3,1,0,3,0,3,3,21,7.0,9,9,0,0,0,95.8,0,0
Bryan Braman,6699,LB,1,PHI,12,2,10,0,34.7,39.9,69.6,59.9,,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Ben Jacobs,6817,LB,1,CAR,1,0,1,0,60.0,60.0,56.4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Chris Matthews,6820,WR,1,BLT,1,0,1,0,60.0,60.0,89.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Sterling Moore,6871,CB,5,NO,105,0,36,69,49.5,47.6,58.5,,50.1,0,0,0,0,0,4,0,1,0,1,14,8,97,12.1,55,23,1,0,1,102.4,2,0
Michael Wilhoite,6989,LB,14,SEA,306,18,200,88,67.4,57.3,85.3,57.0,77.3,0,0,0,0,0,26,5,1,19,0,7,6,48,8.0,22,24,1,1,0,95.2,0,0
Craig Robertson,7003,LB,16,NO,790,86,294,410,63.8,60.8,76.7,69.1,62.1,12,2,0,10,1,54,13,6,36,1,47,36,369,10.3,222,31,2,2,2,95.1,2,0
Morris Claiborne,7012,CB,15,NYJ,919,0,385,534,62.9,78.9,62.1,,58.3,0,0,0,0,0,40,7,6,10,0,71,43,520,12.1,139,42,3,1,5,91.3,9,2
Mark Barron,7013,LB,14,LA,823,34,312,477,60.9,54.0,63.7,55.4,64.8,4,1,1,2,0,76,17,10,40,0,67,44,530,12.0,374,33,2,3,0,81.1,2,0
Luke Kuechly,7015,LB,15,CAR,915,57,289,569,91.0,89.2,73.8,75.4,90.1,16,2,3,11,0,95,23,11,51,1,62,44,402,9.1,298,25,1,3,3,73.5,2,0
Stephon Gilmore,7016,CB,13,NE,817,0,299,518,78.2,70.4,75.8,,81.5,0,0,0,0,0,51,4,4,10,0,67,42,509,12.1,154,43,3,2,6,88.5,8,0
Dontari Poe,7017,DI,16,ATL,786,474,307,5,70.8,70.7,45.0,64.8,59.0,37,2,7,28,3,27,13,5,23,0,0,0,0,,0,,0,0,0,0.0,2,1
Fletcher Cox,7018,DI,14,PHI,607,422,185,0,90.5,78.1,77.1,90.9,63.2,51,6,12,33,0,14,5,0,15,1,0,0,0,,0,,0,0,0,0.0,5,0
Michael Brockers,7020,DI,16,LA,727,482,243,2,75.4,90.0,43.4,52.7,70.6,32,5,5,22,4,36,11,6,35,0,0,0,0,,0,,0,0,0,0.0,1,0
Bruce Irvin,7021,ED,16,OAK,880,406,349,125,70.6,73.6,77.5,61.5,77.9,41,9,7,25,1,38,8,5,33,4,22,18,128,7.1,98,22,2,0,1,121.2,6,0
Dre Kirkpatrick,7023,CB,14,CIN,868,1,341,526,63.5,62.9,47.7,81.8,61.8,1,1,0,0,0,50,4,10,17,0,82,46,564,12.3,200,51,5,1,11,92.7,8,1
Melvin Ingram III,7024,ED,16,LAC,890,523,341,26,85.3,69.8,68.8,89.6,64.3,76,11,12,53,0,37,5,6,32,1,3,3,33,11.0,14,17,0,0,0,112.5,8,1
Chandler Jones,7027,ED,16,ARZ,1043,610,382,51,81.0,67.4,66.3,85.1,45.0,76,17,18,41,2,34,6,5,46,2,9,7,59,8.4,50,17,0,0,0,94.0,3,1
Dont'a Hightower,7030,ED,5,NE,237,77,82,78,55.5,56.1,34.8,59.5,56.2,13,2,1,10,0,8,1,4,7,0,7,7,73,10.4,54,15,0,0,0,110.1,1,1
Whitney Mercilus,7031,ED,5,HST,203,100,83,20,75.8,71.7,68.0,66.6,68.1,10,1,0,9,0,6,2,1,4,1,4,3,19,6.3,11,11,0,0,0,84.4,0,0
Nick Perry,7033,ED,12,GB,542,336,197,9,76.3,78.1,73.8,70.2,58.8,35,6,8,21,0,23,5,2,23,1,0,0,0,,0,,0,0,0,0.0,3,1
Brian Quick,7037,WR,1,WAS,1,1,0,0,60.0,,83.7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Courtney Upshaw,7039,DI,13,ATL,197,103,92,2,63.0,59.5,75.3,61.2,65.3,6,2,2,2,0,5,2,0,6,1,0,0,0,,0,,0,0,0,0.0,1,0
Derek Wolfe,7040,DI,11,DEN,458,282,176,0,67.5,76.3,71.3,55.0,62.5,15,2,3,10,0,21,11,2,18,0,0,0,0,,0,,0,0,0,0.0,2,0
Andre Branch,7042,ED,14,MIA,561,338,199,24,55.7,61.2,64.3,58.3,48.4,31,4,5,22,1,9,5,2,10,0,2,2,10,5.0,1,6,0,0,0,87.5,4,1
Janoris Jenkins,7043,CB,9,NYG,619,3,232,384,68.1,54.6,27.3,53.3,69.6,0,0,0,0,0,25,3,10,7,1,54,33,504,15.3,179,83,2,3,6,81.1,5,1
Alshon Jeffery,7048,WR,2,PHI,2,0,0,2,69.3,,,,68.2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,1,0.0,7,2
Mychal Kendricks,7049,LB,15,PHI,614,54,236,324,79.9,83.2,74.5,69.7,70.4,15,2,4,9,0,54,13,8,33,0,41,31,298,9.6,194,23,1,0,4,103.5,0,0
Bobby Wagner,7050,LB,16,SEA,1022,56,389,577,91.4,90.2,91.5,91.0,90.0,20,2,8,10,0,108,22,3,58,0,63,45,404,9.0,169,32,3,2,5,91.0,2,0
Tavon Wilson,7051,S,10,DET,547,24,219,304,60.1,63.3,41.9,68.3,56.2,4,2,1,1,0,45,4,13,22,1,28,20,227,11.4,114,57,1,1,0,92.4,1,0
Jerel Worthy,7054,DI,5,BUF,115,54,61,0,51.2,53.3,26.3,54.1,61.2,1,0,1,0,0,1,0,2,0,0,0,0,0,,0,,0,0,0,0.0,1,0
Zach Brown,7055,LB,13,WAS,834,64,324,446,58.8,81.2,70.7,76.0,38.1,17,3,2,12,0,86,23,14,48,0,59,47,482,10.3,279,38,5,0,1,129.0,2,0
Lavonte David,7060,LB,13,TB,814,68,340,406,90.5,90.8,68.2,65.1,85.6,10,0,3,7,0,84,15,12,53,5,52,41,353,8.6,272,40,1,0,1,101.4,0,0
Vinny Curry,7061,ED,16,PHI,576,367,200,9,79.0,79.7,56.7,72.9,72.8,47,3,17,27,0,26,8,5,24,1,0,0,0,,0,,0,0,0,0.0,4,1
Casey Hayward Jr.,7064,CB,16,LAC,1003,1,396,606,91.1,51.7,54.8,58.8,92.1,1,0,0,1,0,37,6,7,16,0,75,32,537,16.8,150,64,3,4,16,58.6,1,0
Trumaine Johnson,7067,CB,16,LA,932,0,322,610,68.3,75.3,73.4,,68.8,0,0,0,0,0,60,5,7,14,1,90,52,773,14.9,250,59,1,2,9,80.5,9,5
Josh Robinson,7068,S,1,TB,2,1,0,1,38.7,,76.9,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0
Olivier Vernon,7074,ED,12,NYG,698,378,298,22,77.2,69.5,51.6,73.6,75.3,38,9,5,24,0,22,8,6,22,2,2,2,33,16.5,10,32,0,1,0,79.2,3,0
Demario Davis,7079,LB,16,NYJ,1115,147,465,503,73.7,77.0,83.7,64.4,66.2,28,5,8,15,1,104,23,10,65,0,59,44,342,7.8,245,54,2,0,2,99.7,1,0
Tyrone Crawford,7083,ED,16,DAL,626,393,219,14,81.5,71.3,65.8,76.6,64.0,37,4,7,26,2,18,4,2,20,1,1,0,0,,0,,0,0,0,39.6,1,0
Sean Spence,7087,LB,4,PIT,164,8,79,77,36.1,31.7,34.2,72.3,47.6,2,1,1,0,0,12,3,5,7,0,10,5,31,6.2,23,11,1,0,0,90.0,0,0
John Hughes,7088,DI,8,NO,158,81,76,1,66.7,78.3,74.2,54.2,58.8,5,0,0,5,0,6,5,0,4,0,0,0,0,,0,,0,0,0,0.0,2,0
Akiem Hicks,7090,DI,16,CHI,900,539,361,0,76.2,79.5,59.3,65.8,60.0,49,9,9,31,0,43,11,6,44,0,0,0,0,,0,,0,0,0,0.0,4,0
Travis Benjamin,7100,WR,2,LAC,2,0,2,0,48.5,50.4,28.1,,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Nigel Bradham,7105,LB,15,PHI,921,70,286,565,66.7,54.1,47.1,57.7,78.8,10,1,3,6,0,73,14,18,36,0,56,39,327,8.4,274,29,2,0,7,96.4,4,0
Kyle Wilber,7113,LB,8,DAL,39,4,24,11,49.0,46.6,90.0,64.4,54.8,1,0,0,1,0,3,1,0,1,0,2,2,29,14.5,6,24,0,0,0,118.8,0,0
Coty Sensabaugh,7115,CB,6,PIT,242,1,93,148,56.8,74.5,76.1,58.5,52.5,0,0,0,0,0,15,1,1,6,0,28,16,265,16.6,96,75,4,1,2,113.8,0,0
Keenan Robinson,7119,LB,6,NYG,292,40,97,155,53.4,49.9,61.0,45.7,63.5,1,0,0,1,0,21,6,4,5,0,22,16,172,10.8,107,29,2,0,2,125.6,1,0
Mike Daniels,7132,DI,14,GB,629,354,273,2,81.5,83.4,56.9,70.8,60.4,33,6,7,20,0,32,13,4,32,2,0,0,0,,0,,0,0,0,0.0,4,0
Tahir Whitehead,7135,LB,16,DET,950,78,411,461,61.4,76.6,66.9,66.3,46.2,12,1,3,8,0,90,18,13,48,0,66,48,497,10.4,304,46,3,1,0,102.9,4,0
Robert Blanton,7136,S,1,BUF,1,0,1,0,60.0,60.0,84.9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Najee Goode,7137,LB,12,PHI,200,18,75,107,55.8,66.7,52.4,51.0,50.9,2,0,0,2,0,14,5,5,9,0,13,12,112,9.3,57,20,2,0,0,142.1,0,0
Korey Toomer,7147,LB,12,LAC,266,9,157,100,86.5,79.7,63.0,76.9,77.7,2,1,1,0,1,31,10,5,17,2,15,8,61,7.6,27,12,0,1,1,35.7,0,0
Jack Crawford,7151,DI,4,ATL,101,73,28,0,60.3,57.2,71.3,60.4,60.0,7,0,3,4,0,3,2,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
George Iloka,7159,S,16,CIN,988,6,426,556,71.4,72.6,65.6,54.3,70.1,2,0,0,2,0,61,22,11,18,0,26,15,214,14.3,75,72,0,1,3,68.4,1,0
Asa Jackson,7161,CB,1,SF,1,0,0,1,60.4,,38.3,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Jeremy Lane,7164,CB,12,SEA,346,5,137,204,42.8,53.2,90.3,51.5,40.9,0,0,0,0,0,22,6,0,4,0,30,21,261,12.4,69,34,0,0,0,96.7,6,0
Keith Tandy,7166,S,8,TB,226,2,99,125,61.9,68.9,70.7,61.7,57.5,0,0,0,0,0,15,3,2,5,0,3,2,15,7.5,18,11,0,0,0,78.5,0,0
Danny Trevathan,7177,LB,12,CHI,714,55,281,378,80.4,69.2,89.8,79.9,80.7,15,2,1,12,1,69,28,4,38,1,42,36,326,9.1,269,29,1,1,3,97.0,4,0
Peyton Thompson,7235,S,4,JAX,21,1,10,10,62.7,58.7,41.1,,64.1,0,0,0,0,0,2,1,1,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Rodney McLeod,7271,S,14,PHI,844,25,255,564,74.0,60.6,57.6,60.9,77.4,2,0,0,2,1,41,12,12,10,1,16,13,218,16.8,136,64,0,3,1,79.2,0,0
Michael Thomas,7279,S,7,MIA,153,0,94,59,79.2,81.8,91.1,,69.2,0,0,0,0,0,13,6,0,4,0,5,2,21,10.5,11,20,0,0,0,52.9,0,0
Vontaze Burfict,7280,LB,10,CIN,589,33,241,315,72.9,77.0,67.2,73.6,68.2,9,2,4,3,0,55,14,8,38,1,31,26,230,8.8,178,33,0,0,1,97.6,7,1
Tashaun Gipson Sr.,7288,S,16,JAX,1014,9,393,612,76.2,75.0,76.3,51.6,75.8,1,0,0,1,0,59,4,4,23,0,30,17,215,12.6,91,61,2,4,3,61.8,1,0
L.J. Fort,7292,LB,10,PIT,77,10,14,53,41.8,29.7,50.0,58.3,56.2,1,1,0,0,0,1,0,2,2,0,7,4,48,12.0,49,30,1,0,2,117.9,1,1
Steven Johnson,7298,LB,1,BLT,1,0,0,1,60.0,,49.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Robert Golden,7303,S,12,PIT,205,0,76,129,76.4,71.0,66.6,,72.1,0,0,0,0,0,14,0,3,2,0,4,2,54,27.0,22,42,0,1,0,56.3,0,0
Damon Harrison Sr.,7355,DI,16,NYG,644,323,310,11,90.9,92.0,70.3,64.1,73.4,18,1,1,16,2,51,15,3,44,0,0,0,0,,0,,0,1,0,0.0,0,0
Ryan Davis Sr.,7365,ED,16,BUF,458,263,192,3,70.1,62.7,66.7,67.2,65.5,26,4,4,18,0,14,5,2,11,1,0,0,0,,0,,0,0,0,0.0,0,0
Julian Stanford,7372,LB,7,NYJ,92,4,29,59,54.8,47.4,41.1,65.6,59.6,0,0,0,0,0,7,2,4,3,0,13,9,58,6.4,34,19,0,0,0,78.4,0,0
Johnson Bademosi,7374,CB,5,NE,214,0,63,151,61.5,78.2,75.9,,58.0,0,0,0,0,0,16,3,1,5,0,18,13,164,12.6,59,16,0,0,2,100.2,1,0
Leonard Johnson,7385,CB,15,BUF,674,16,191,467,60.1,65.1,54.3,54.1,60.6,1,0,0,1,0,44,3,8,16,1,85,60,616,10.3,370,28,2,0,5,98.9,4,1
Derrick Shelby,7400,ED,16,ATL,398,184,213,1,73.1,76.6,59.2,58.2,59.3,16,1,0,15,0,24,6,3,23,0,0,0,0,,0,,0,0,0,0.0,0,0
Jacquies Smith,7401,ED,3,DET,75,52,21,2,45.7,50.1,69.2,46.9,60.4,4,0,0,4,0,1,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Tyrunn Walker,7459,DI,16,LA,306,142,164,0,52.1,46.0,64.6,65.6,74.1,8,2,0,6,4,15,4,2,10,1,0,0,0,,0,,0,0,0,0.0,2,0
Brittan Golden,7481,WR,1,ARZ,1,0,1,0,60.0,60.0,64.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Emmanuel Lamur,7561,LB,8,MIN,78,1,19,58,83.8,70.5,79.7,59.9,79.6,0,0,0,0,0,10,4,0,5,0,4,4,25,6.3,22,15,0,0,1,92.7,0,0
Jamize Olawale,7572,FB,1,OAK,1,0,1,0,60.0,60.0,64.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Eddie Pleasant,7593,S,16,HST,307,47,40,220,75.3,64.1,78.4,71.7,74.2,5,2,0,3,0,24,1,2,12,1,23,18,214,11.9,116,61,0,1,2,87.3,2,0
Harrison Smith,7641,S,16,MIN,970,29,347,594,92.3,91.8,84.0,72.1,92.2,10,2,1,7,0,69,12,6,28,0,42,23,140,6.1,79,18,0,5,5,22.0,2,1
Malik Jackson,7647,DI,16,JAX,756,469,279,8,79.3,74.4,57.5,77.8,56.6,51,9,5,37,1,27,8,4,27,4,0,0,0,,0,,0,0,0,0.0,4,0
Brandon Marshall,7648,LB,16,DEN,910,60,394,456,61.8,65.8,62.1,75.5,52.6,9,3,2,4,0,76,27,13,39,1,67,53,541,10.2,352,29,3,0,3,115.2,3,2
Josh Norman,7649,CB,14,WAS,902,0,376,526,72.2,86.0,80.8,,69.3,0,0,0,0,0,52,6,4,11,2,49,30,477,15.9,156,75,3,0,7,114.1,4,0
Justin Bethel,7654,CB,14,ARZ,456,3,154,299,54.1,69.1,85.7,39.9,50.9,1,0,0,1,0,25,6,2,7,0,47,29,495,17.1,84,59,6,1,1,128.1,0,0
Neiko Thorpe,7716,CB,4,SEA,21,0,0,21,66.6,,81.5,,66.6,0,0,0,0,0,2,0,0,0,0,4,2,20,10.0,18,15,0,0,2,64.6,1,1
Dion Jordan,7785,ED,5,SEA,135,60,71,4,85.8,74.3,78.2,81.0,62.3,12,4,3,5,0,9,2,0,13,1,1,1,7,7.0,0,7,0,0,0,95.8,0,0
Barkevious Mingo,7787,ED,16,IND,503,144,226,133,72.1,66.0,61.8,67.4,71.7,22,2,4,16,1,36,2,3,23,2,21,16,97,6.1,48,19,1,0,1,100.7,1,0
D.J. Hayden,7793,CB,16,DET,489,2,183,304,57.7,48.2,59.3,80.0,58.4,1,1,0,0,0,37,4,6,11,0,50,29,315,10.9,137,33,0,0,6,76.7,5,1
Sheldon Richardson,7794,DI,15,SEA,654,388,258,8,72.2,69.9,72.9,70.0,72.2,36,1,7,28,0,33,14,2,26,1,1,1,6,6.0,2,6,0,1,0,52.1,6,2
Star Lotulelei,7795,DI,16,CAR,586,386,198,2,56.7,55.9,38.3,55.4,72.0,18,3,2,13,0,15,5,4,12,0,0,0,0,,0,,0,0,1,0.0,2,1
Kenny Vaccaro,7796,S,12,NO,691,33,249,409,50.3,72.8,70.6,70.6,41.8,5,2,0,3,2,47,8,8,23,0,56,42,492,11.7,246,53,4,3,0,102.7,9,1
