player,player_id,position,player_game_count,team_name,coverage_snaps,targets,receptions,yards,yards_after_catch,touchdowns,interceptions,qb_rating_against,yards_per_coverage_snap,coverage_snaps_per_target,coverage_snaps_per_reception
Luke Kuechly,7015,LB,11,CAR,42,2,0,0,0,0,0,39.6,0.0,21.0,
Chris Banjo,8419,S,2,NO,2,1,0,0,0,0,1,0.0,0.0,2.0,
A.J. Bouye,8110,CB,13,JAX,35,2,0,0,0,0,0,39.6,0.0,17.5,
Duron Harmon,7872,S,13,NE,29,1,0,0,0,0,1,0.0,0.0,29.0,
Kevin Minter,7826,LB,2,CIN,3,1,0,0,0,0,0,39.6,0.0,3.0,
Manti Te'o,7819,LB,7,NO,10,1,0,0,0,0,0,39.6,0.0,10.0,
Darius Slay,7817,CB,9,DET,14,1,0,0,0,0,0,39.6,0.0,14.0,
Casey Hayward Jr.,7064,CB,6,LAC,12,4,0,0,0,0,0,39.6,0.0,3.0,
Xavier Rhodes,7806,CB,12,MIN,19,3,0,0,0,0,0,39.6,0.0,6.3,
Neiko Thorpe,7716,CB,1,SEA,3,1,0,0,0,0,0,39.6,0.0,3.0,
Julian Stanford,7372,LB,1,NYJ,10,2,0,0,0,0,0,39.6,0.0,5.0,
Aqib Talib,4334,CB,15,DEN,51,4,1,9,2,0,0,39.6,0.18,12.8,51.0
Jordan Poyer,8000,S,15,BUF,71,3,2,31,11,0,0,100.7,0.44,23.7,35.5
T.J. Watt,11785,ED,12,PIT,32,2,1,56,49,1,1,95.8,1.75,16.0,32.0
Keith Reaser,8805,CB,1,KC,31,5,1,14,0,0,0,39.6,0.45,6.2,31.0
Tre Boston,8763,S,12,LAC,30,1,1,8,7,0,0,100.0,0.27,30.0,30.0
Darian Thompson,10705,S,16,NYG,89,12,3,13,6,0,1,4.9,0.15,7.4,29.7
Reuben Foster,11786,LB,8,SF,26,2,1,1,2,0,0,56.3,0.04,13.0,26.0
Tyvon Branch,4414,S,9,ARZ,77,8,3,18,8,0,0,45.8,0.23,9.6,25.7
Jalen Reeves-Maybin,11879,LB,8,DET,25,2,1,8,4,0,0,60.4,0.32,12.5,25.0
Xavien Howard,10672,CB,12,MIA,23,4,1,12,16,0,0,39.6,0.52,5.8,23.0
Marshon Lattimore,11766,CB,11,NO,23,4,1,23,2,0,0,51.0,1.0,5.8,23.0
Corey Graham,3784,S,13,PHI,46,4,2,20,21,0,0,64.6,0.43,11.5,23.0
T.J. Ward,5563,S,11,TB,45,4,2,24,2,1,0,108.3,0.53,11.3,22.5
Patrick Peterson,6157,CB,15,ARZ,63,8,3,23,4,1,0,85.4,0.37,7.9,21.0
Shalom Luani,11976,S,6,OAK,21,2,1,5,0,1,0,95.8,0.24,10.5,21.0
Jalen Mills,10867,CB,8,PHI,20,2,1,13,3,0,0,70.8,0.65,10.0,20.0
Brock Coyle,8929,LB,9,SF,20,3,1,3,0,1,0,81.9,0.15,6.7,20.0
Eric Berry,5530,S,1,KC,20,3,1,16,2,0,0,52.1,0.8,6.7,20.0
Lamarcus Joyner,8676,S,10,LA,98,12,5,61,37,0,1,23.3,0.62,8.2,19.6
William Gay,3786,CB,16,PIT,76,8,4,37,11,0,0,63.0,0.49,9.5,19.0
Morris Claiborne,7012,CB,14,NYJ,38,3,2,31,12,0,0,100.7,0.82,12.7,19.0
Will Compton,8308,LB,3,WAS,19,2,1,21,14,0,0,87.5,1.11,9.5,19.0
Andre Hal,8850,S,16,HST,75,6,4,114,79,2,0,149.3,1.52,12.5,18.8
Adrian Phillips,9177,S,13,LAC,56,6,3,20,17,0,1,18.1,0.36,9.3,18.7
Briean Boddy-Calhoun,10903,CB,13,CLV,204,22,11,85,44,1,0,75.0,0.42,9.3,18.5
C.J. Mosley,8652,LB,10,BLT,17,3,1,5,0,0,0,42.4,0.29,5.7,17.0
Janoris Jenkins,7043,CB,6,NYG,17,3,1,18,4,0,0,54.9,1.06,5.7,17.0
Eric Weddle,3653,S,15,BLT,84,10,5,76,63,1,2,69.2,0.9,8.4,16.8
Adoree' Jackson,11773,CB,15,TEN,66,11,4,84,50,0,0,64.2,1.27,6.0,16.5
Bashaud Breeland,8737,CB,15,WAS,33,4,2,15,4,0,0,59.4,0.45,8.3,16.5
Reggie Nelson,3637,S,15,OAK,82,6,5,44,19,0,0,97.2,0.54,13.7,16.4
Chris Harris Jr.,6457,CB,16,DEN,325,37,20,308,137,3,0,108.8,0.95,8.8,16.3
Keith McGill,8751,S,7,OAK,16,2,1,6,8,0,0,56.3,0.38,8.0,16.0
Curtis Riley,10109,S,6,TEN,16,2,1,18,7,0,0,81.3,1.13,8.0,16.0
Jermaine Whitehead,9698,S,9,GB,64,6,4,61,37,1,0,139.6,0.95,10.7,16.0
Steven Terrell,8450,S,2,KC,16,1,1,18,5,0,0,118.8,1.13,16.0,16.0
Bryce Callahan,10000,CB,12,CHI,322,37,21,261,120,2,2,74.3,0.81,8.7,15.3
Eli Harold,9512,LB,9,SF,15,1,1,8,5,0,0,100.0,0.53,15.0,15.0
Trevor Williams,11004,CB,13,LAC,45,5,3,48,17,0,0,92.1,1.07,9.0,15.0
Tavon Wilson,7051,S,9,DET,60,8,4,44,10,0,0,66.7,0.73,7.5,15.0
Josh Norman,7649,CB,11,WAS,29,4,2,36,14,1,0,120.8,1.24,7.3,14.5
Sean Lee,5580,LB,10,DAL,43,4,3,25,27,0,0,90.6,0.58,10.8,14.3
D.J. Swearinger Sr.,7838,S,16,WAS,86,7,6,81,16,1,0,154.5,0.94,12.3,14.3
Anthony Brown,10823,CB,16,DAL,99,16,7,89,50,1,2,43.0,0.9,6.2,14.1
Cory Littleton,11190,LB,6,LA,56,6,4,53,33,1,0,134.0,0.95,9.3,14.0
Mason Foster,6236,LB,5,WAS,14,1,1,10,3,0,0,108.3,0.71,14.0,14.0
Brian Orakpo,4936,ED,8,TEN,14,2,1,6,2,0,0,56.3,0.43,7.0,14.0
Zach Vigil,9824,LB,4,WAS,14,2,1,10,5,0,0,64.6,0.71,7.0,14.0
Antoine Bethea,3152,S,12,ARZ,28,2,2,7,0,0,0,81.3,0.25,14.0,14.0
Shareece Wright,6241,CB,8,BUF,41,6,3,31,17,0,0,65.3,0.76,6.8,13.7
Javien Elliott,11418,CB,8,TB,82,6,6,67,34,0,0,113.2,0.82,13.7,13.7
Xavier Woods,11946,S,13,DAL,135,13,10,73,44,0,0,89.6,0.54,10.4,13.5
Logan Ryan,7864,CB,15,TEN,349,42,26,306,107,3,0,107.8,0.88,8.3,13.4
Ha Ha Clinton-Dix,8656,S,16,GB,40,4,3,60,16,0,0,116.7,1.5,10.0,13.3
Brandon Carr,4454,CB,12,BLT,66,8,5,70,28,0,1,51.0,1.06,8.3,13.2
Quandre Diggs,9633,CB,16,DET,299,35,23,312,214,3,0,122.6,1.04,8.5,13.0
Marcus Sherels,6017,CB,2,MIN,13,1,1,7,3,0,0,95.8,0.54,13.0,13.0
Josh Shaw,9553,S,14,CIN,143,16,11,126,60,1,0,113.0,0.88,8.9,13.0
Kwon Alexander,9557,LB,11,TB,26,3,2,45,28,0,1,70.1,1.73,8.7,13.0
Rasul Douglas,11854,CB,7,PHI,13,4,1,7,4,0,0,39.6,0.54,3.3,13.0
Anthony Harris,9895,S,4,MIN,13,2,1,10,4,0,0,64.6,0.77,6.5,13.0
William Jackson III,10658,CB,8,CIN,13,1,1,1,1,0,0,79.2,0.08,13.0,13.0
Darron Lee,10654,LB,13,NYJ,51,5,4,44,7,0,0,103.3,0.86,10.2,12.8
Darian Stewart,5820,S,11,DEN,50,6,4,26,12,0,1,36.1,0.52,8.3,12.5
Kentrell Brice,11142,S,5,GB,25,3,2,37,25,0,0,109.0,1.48,8.3,12.5
E.J. Gaines,8823,CB,10,BUF,25,4,2,18,8,0,0,62.5,0.72,6.3,12.5
Harrison Smith,7641,S,16,MIN,100,13,8,45,22,0,2,28.2,0.45,7.7,12.5
Derrick Kindred,10763,S,14,CLV,62,7,5,38,19,0,0,84.2,0.61,8.9,12.4
Andrew Sendejo,6118,S,13,MIN,62,9,5,35,18,0,0,64.6,0.56,6.9,12.4
Ron Parker,6625,S,15,KC,99,11,8,112,12,0,1,67.2,1.13,9.0,12.4
Leon Hall,3634,CB,9,SF,62,8,5,55,12,0,0,82.8,0.89,7.8,12.4
Marcus Gilchrist,6202,S,16,HST,87,9,7,59,42,0,0,94.0,0.68,9.7,12.4
Eric Rowe,9480,CB,8,NE,135,19,11,221,141,1,0,116.3,1.64,7.1,12.3
Kendall Fuller,10718,CB,16,WAS,430,63,35,320,157,1,3,55.0,0.74,6.8,12.3
Eric Kendricks,9478,LB,16,MIN,74,12,6,72,27,0,0,68.8,0.97,6.2,12.3
Landon Collins,9466,S,14,NYG,61,6,5,106,62,0,0,118.8,1.74,10.2,12.2
P.J. Williams,9511,CB,11,NO,171,25,14,219,137,1,0,98.6,1.28,6.8,12.2
Patrick Robinson,5557,CB,16,PHI,363,55,30,373,223,2,3,65.2,1.03,6.6,12.1
Avery Williamson,8786,LB,13,TEN,24,3,2,27,30,0,0,95.1,1.13,8.0,12.0
Quintin Demps,4431,S,3,CHI,12,2,1,18,2,0,0,81.3,1.5,6.0,12.0
Danny Trevathan,7177,LB,12,CHI,48,6,4,50,30,0,1,52.8,1.04,8.0,12.0
Dontae Johnson,8764,CB,9,SF,12,2,1,12,3,0,1,29.2,1.0,6.0,12.0
Nevin Lawson,8768,CB,9,DET,36,4,3,38,22,0,0,104.2,1.06,9.0,12.0
Corey Moore,10117,S,6,HST,12,1,1,7,3,0,0,95.8,0.58,12.0,12.0
Matthias Farley,10953,S,15,IND,84,12,7,107,94,0,0,87.8,1.27,7.0,12.0
Zach Cunningham,11812,LB,11,HST,24,2,2,12,6,0,0,91.7,0.5,12.0,12.0
Duke Riley,11830,LB,4,ATL,12,1,1,11,4,0,0,112.5,0.92,12.0,12.0
Cre'Von LeBlanc,11218,CB,8,CHI,119,16,10,125,50,0,0,86.7,1.05,7.4,11.9
Micah Hyde,7941,S,15,BUF,58,7,5,51,8,1,0,131.5,0.88,8.3,11.6
Teez Tabor,11808,CB,8,DET,81,12,7,56,38,1,0,97.9,0.69,6.8,11.6
Chris Conte,6245,S,16,TB,81,9,7,69,33,0,0,98.6,0.85,9.0,11.6
Tony Jefferson,8361,S,15,BLT,93,12,8,91,22,1,1,82.3,0.98,7.8,11.6
Lavonte David,7060,LB,13,TB,93,13,8,57,22,0,0,71.6,0.61,7.2,11.6
LeShaun Sims,10791,CB,8,TEN,23,5,2,15,1,1,0,87.5,0.65,4.6,11.5
Vince Williams,7988,LB,11,PIT,23,4,2,50,34,0,0,95.8,2.17,5.8,11.5
Dominique Rodgers-Cromartie,4330,CB,14,NYG,216,24,19,165,115,2,0,123.1,0.76,9.0,11.4
Jaquiski Tartt,9479,S,8,SF,68,8,6,44,30,1,0,127.1,0.65,8.5,11.3
Terence Newman,1321,CB,16,MIN,278,44,25,253,97,1,1,71.5,0.91,6.3,11.1
Byron Jones,9460,S,16,DAL,122,23,11,73,29,1,1,51.5,0.6,5.3,11.1
Malcolm Butler,9040,CB,15,NE,78,14,7,96,47,2,0,111.9,1.23,5.6,11.1
Eddie Pleasant,7593,S,14,HST,66,9,6,64,25,0,1,47.7,0.97,7.3,11.0
Michael Thomas,7279,S,5,MIA,11,2,1,1,3,0,0,56.3,0.09,5.5,11.0
Kevin Johnson,9449,CB,9,HST,22,3,2,73,8,1,0,149.3,3.32,7.3,11.0
Prince Amukamara,6171,CB,6,CHI,11,1,1,12,6,0,0,116.7,1.09,11.0,11.0
Kamu Grugier-Hill,10842,LB,5,PHI,11,1,1,8,4,0,0,100.0,0.73,11.0,11.0
Terence Garvin,8515,LB,4,SEA,11,1,1,14,2,0,0,118.8,1.27,11.0,11.0
Sean Spence,7087,LB,4,PIT,11,3,1,11,4,0,0,45.1,1.0,3.7,11.0
Phillip Gaines,8722,CB,8,KC,216,34,20,331,131,2,0,111.3,1.53,6.4,10.8
Mike Hilton,10898,CB,16,PIT,292,38,27,198,87,0,2,61.1,0.68,7.7,10.8
Dont'e Deayon,11242,CB,4,NYG,64,8,6,77,27,0,0,104.7,1.2,8.0,10.7
Vernon Hargreaves III,10645,CB,8,TB,64,11,6,49,15,1,0,96.4,0.77,5.8,10.7
Reshad Jones,5686,S,15,MIA,64,8,6,102,52,2,0,156.3,1.59,8.0,10.7
Maurice Canady,10843,CB,8,BLT,201,28,19,182,77,2,0,109.5,0.91,7.2,10.6
Morgan Burnett,5596,S,12,GB,149,19,14,160,115,2,0,133.7,1.07,7.8,10.6
Marcus Maye,11794,S,14,NYJ,42,5,4,51,12,2,2,109.2,1.21,8.4,10.5
Jon Bostic,7831,LB,13,IND,42,6,4,44,16,0,0,88.2,1.05,7.0,10.5
Tashaun Gipson Sr.,7288,S,16,JAX,115,14,11,82,30,1,0,114.9,0.71,8.2,10.5
Darryl Roberts,9680,CB,9,NYJ,31,4,3,39,20,0,0,105.2,1.26,7.8,10.3
Damarious Randall,9463,CB,14,GB,154,25,15,175,79,3,2,87.5,1.14,6.2,10.3
Justin Coleman,9892,CB,15,SEA,387,59,38,449,229,2,2,84.6,1.16,6.6,10.2
Darqueze Dennard,8659,CB,15,CIN,357,52,35,315,205,2,2,80.2,0.88,6.9,10.2
John Timu,10011,LB,4,CHI,10,1,1,-5,0,0,0,79.2,-0.5,10.0,10.0
Vonn Bell,10695,S,15,NO,90,14,9,146,58,1,0,122.9,1.62,6.4,10.0
