year,player,player_id,position,player_game_count,team_name,attempts,receptions,total_attempts,yco_attempt,rush_tackles_avoided,rec_tackles_avoided,elusive
2015,Delanie Walker,3120,TE,15,TEN,1,94,95,11,0,16,185.3
2015,Randall Cobb,6216,WR,16,GB,13,79,92,1.46,3,12,23.8
2015,Jamaal Charles,4387,HB,5,KC,71,21,92,2.31,14,3,42.7
2015,Tre Mason,8710,HB,13,SL,74,18,92,2.03,11,10,46.3
2015,Brandin Cooks,8655,WR,16,NO,8,84,92,0.5,0,4,2.2
2015,Jeremy Maclin,4942,WR,15,KC,3,87,90,4.67,1,4,25.9
2015,Tevin Coleman,9506,HB,12,ATL,87,2,89,1.97,6,0,13.3
2015,Andre Williams,8748,HB,16,NYG,88,1,89,1.82,7,0,14.3
2015,Calvin Johnson,3618,WR,16,DET,0,88,88,,0,2,2.3
2015,Denard Robinson,7917,HB,12,JAX,67,21,88,1.99,6,4,22.6
2015,Jordan Reed,7866,TE,14,WAS,0,87,87,,0,16,18.4
2015,Joseph Randle,7933,HB,6,DAL,76,10,86,3.22,13,0,48.7
2015,A.J. Green,6156,WR,16,CIN,0,86,86,,0,6,7
2015,Dexter McCluster,5561,HB,11,TEN,55,31,86,2.07,7,5,28.9
2015,Dion Lewis,6301,HB,7,NE,49,36,85,3.27,18,24,161.3
2015,Jordan Matthews,8677,WR,16,PHI,0,85,85,,0,13,15.3
2015,Arian Foster,5398,HB,4,HST,63,22,85,2,12,8,47.1
2015,Michael Crabtree,4933,WR,16,OAK,0,85,85,,0,17,20
2015,Brandon Bolden,7469,HB,12,NE,63,19,82,2.3,16,6,61.7
2015,Jonathan Grimes,7585,HB,13,HST,56,26,82,1.86,4,4,18.1
2015,Mike Tolbert,4740,FB,16,CAR,62,18,80,2.24,6,7,36.4
2015,Eric Decker,5611,WR,15,NYJ,0,80,80,,0,2,2.5
2015,Allen Robinson II,8696,WR,16,JAX,0,80,80,,0,10,12.5
2015,Gary Barnidge,4455,TE,16,CLV,0,79,79,,0,7,8.9
2015,Emmanuel Sanders,5606,WR,15,DEN,3,76,79,0,0,6,0
2015,Doug Baldwin,6615,WR,16,SEA,0,78,78,,0,18,23.1
2015,Spencer Ware,7975,HB,9,KC,72,6,78,3.79,15,0,72.9
2015,Greg Olsen,3647,TE,16,CAR,0,77,77,,0,1,1.3
2015,Jason Witten,1384,TE,16,DAL,0,77,77,,0,2,2.6
2015,Amari Cooper,9437,WR,16,OAK,3,72,75,0.33,0,14,6.2
2015,Zach Ertz,7816,TE,15,PHI,0,75,75,,0,5,6.7
2015,Kamar Aiken,6671,WR,16,BLT,0,75,75,,0,8,10.7
2015,Mike Evans,8642,WR,15,TB,0,74,74,,0,4,5.4
2015,Benjamin Watson,1753,TE,16,NO,0,74,74,,0,1,1.4
2015,Khiry Robinson,8514,HB,8,NO,56,17,73,2.21,13,9,66.7
2015,Jerick McKinnon,8731,HB,16,MIN,52,21,73,2.35,12,4,51.4
2015,Rob Gronkowski,5567,TE,15,NE,0,72,72,,0,11,15.3
2015,Travis Benjamin,7100,WR,16,CLV,4,68,72,1,0,8,11.1
2015,Pierre Garcon,4519,WR,16,WAS,0,72,72,,0,4,5.6
2015,Travis Kelce,7844,TE,16,KC,0,72,72,,0,16,22.2
2015,Chris Thompson,7936,HB,13,WAS,35,35,70,2.74,5,5,39.2
2015,Marvin Jones Jr.,7158,WR,16,CIN,5,65,70,1.4,2,12,28
2015,C.J. Spiller,5534,HB,13,NO,36,34,70,1.36,3,2,9.7
2015,Willie Snead IV,8999,WR,15,NO,0,69,69,,0,14,20.3
2015,Anquan Boldin,1369,WR,14,SF,0,69,69,,0,9,13
2015,T.Y. Hilton,7092,WR,16,IND,0,69,69,,0,5,7.2
2015,John Brown,8726,WR,15,ARZ,3,65,68,0,0,6,0
2015,Keenan Allen,7857,WR,8,SD,0,67,67,,0,9,13.4
2015,Danny Amendola,4717,WR,14,NE,2,65,67,0.5,0,11,8.2
2015,Donald Brown,4950,HB,6,SD,59,8,67,2.83,6,2,33.8
2015,Terrance West,8729,HB,8,BLT,62,4,66,2.06,8,0,25
2015,Allen Hurns,8931,WR,15,JAX,0,64,64,,0,8,12.5
2015,Julian Edelman,5156,WR,9,NE,3,61,64,3,1,15,75
2015,Donte Moncrief,8725,WR,16,IND,0,64,64,,0,5,7.8
2015,Benny Cunningham,8283,HB,16,SL,37,26,63,1.89,7,17,72.1
2015,James White,8765,HB,14,NE,22,40,62,1.05,1,11,20.2
2015,Jamison Crowder,9538,WR,16,WAS,2,59,61,0,0,3,0
2015,Sammy Watkins,8639,WR,13,BUF,1,60,61,0,0,5,0
2015,Heath Miller,2247,TE,15,PIT,1,60,61,2,0,2,6.6
2015,Bishop Sankey,8689,HB,11,TEN,47,14,61,2.83,8,5,60.3
2015,Andre Ellington,7968,HB,10,ARZ,45,15,60,2.73,3,0,13.7
2015,Jacob Tamme,4441,TE,15,ATL,0,59,59,,0,8,13.6
2015,Richard Rodgers,8733,TE,16,GB,1,58,59,2,0,7,23.7
2015,Fred Jackson,3368,HB,16,SEA,26,32,58,2.5,3,5,34.5
2015,DuJuan Harris,6595,HB,4,SF,48,9,57,2.31,11,3,56.8
2015,Rueben Randle,7065,WR,16,NYG,0,57,57,,0,8,14
2015,Christine Michael,7843,HB,8,SEA,54,3,57,3.2,8,0,45
2015,Robert Turbin,7106,HB,10,DAL,50,7,57,2.54,8,1,40.1
2015,Tyler Lockett,9502,WR,16,SEA,5,51,56,2.4,1,8,38.6
2015,Jay Ajayi,9582,HB,9,MIA,49,7,56,3.35,12,2,83.7
2015,Antonio Gates,1609,TE,11,SD,0,56,56,,0,6,10.7
2015,Stefon Diggs,9579,WR,13,MIN,3,52,55,1.33,0,13,31.5
2015,Martavis Bryant,8753,WR,11,PIT,5,50,55,7.2,5,7,157.1
2015,Alshon Jeffery,7048,WR,9,CHI,0,54,54,,0,4,7.4
2015,Coby Fleener,7038,TE,16,IND,0,54,54,,0,2,3.7
2015,Martellus Bennett,4375,TE,11,CHI,0,53,53,,0,8,15.1
2015,Mike Gillislee,7946,HB,5,BUF,47,6,53,2.21,4,1,20.9
2015,Tyrod Taylor,6332,QB,14,BUF,52,1,53,5.96,26,0,292.5
2015,David Cobb,9571,HB,7,TEN,52,1,53,1.92,4,0,14.5
2015,Jonas Gray,7393,HB,7,JAX,45,7,52,1.96,7,0,26.3
2015,Cecil Shorts,6266,WR,11,HST,10,42,52,1.2,0,7,16.2
2015,Michael Floyd,7019,WR,15,ARZ,0,52,52,,0,5,9.6
2015,Tyler Eifert,7802,TE,13,CIN,0,52,52,,0,6,11.5
2015,Terrance Williams,7855,WR,16,DAL,0,52,52,,0,2,3.8
2015,Cole Beasley,7330,WR,16,DAL,0,52,52,,0,7,13.5
2015,Charles Clay,6326,TE,13,BUF,0,51,51,,0,16,31.4
2015,Davante Adams,8688,WR,13,GB,0,50,50,,0,6,12
2015,James Jones,3694,WR,16,GB,0,50,50,,0,4,8
2015,Cameron Artis-Payne,9607,HB,7,CAR,45,5,50,2.22,7,2,40
2015,Jermaine Kearse,7428,WR,16,SEA,0,49,49,,0,7,14.3
2015,Kyle Rudolph,6195,TE,16,MIN,0,49,49,,0,5,10.2
2015,Robert Woods,7822,WR,14,BUF,1,47,48,3,0,3,18.8
2015,Matt Asiata,6432,HB,16,MIN,29,19,48,2.24,4,4,37.4
2015,Jimmy Graham,5619,TE,11,SEA,0,48,48,,0,4,8.3
2015,Ted Ginn Jr.,3625,WR,15,CAR,4,44,48,0.75,0,1,1.6
2015,Nate Washington,2832,WR,14,HST,0,47,47,,0,1,2.1
2015,Eric Ebron,8645,TE,14,DET,0,47,47,,0,4,8.5
2015,Julius Thomas,6281,TE,12,JAX,0,46,46,,0,4,8.7
2015,Brian Hartline,5031,WR,12,CLV,0,46,46,,0,1,2.2
2015,Steve Smith,837,WR,7,BLT,0,46,46,,0,12,26.1
2015,Ka'Deem Carey,8752,HB,7,CHI,43,3,46,2.05,5,0,22.2
2015,Owen Daniels,3043,TE,16,DEN,0,46,46,,0,4,8.7
2015,Marques Colston,3197,WR,13,NO,0,45,45,,0,4,8.9
2015,Steve Johnson,4538,WR,10,SD,0,45,45,,0,5,11.1
2015,Branden Oliver,9286,HB,6,SD,31,13,44,2.55,4,3,40.5
2015,Markus Wheaton,7860,WR,16,PIT,0,44,44,,0,4,9.1
2015,Rishard Matthews,7211,WR,11,MIA,1,43,44,1,0,3,6.8
2015,Roddy White,2244,WR,16,ATL,0,43,43,,0,1,2.3
2015,Kyle Juszczyk,7912,FB,16,BLT,2,41,43,1.5,0,8,27.9
2015,Russell Wilson,7077,QB,16,SEA,43,0,43,3.4,11,0,86.9
2015,Mohamed Sanu,7084,WR,16,CIN,9,33,42,1.33,1,4,15.9
2015,Will Tye,10070,TE,13,NYG,0,42,42,,0,11,26.2
2015,Mike Davis,9559,HB,6,SF,35,7,42,1.26,6,1,21
2015,Kendall Wright,7026,WR,10,TEN,5,36,41,5,2,5,85.4
2015,Andre Johnson,1319,WR,16,IND,0,41,41,,0,2,4.9
2015,Ahmad Bradshaw,3866,HB,6,IND,31,10,41,1.97,4,3,33.6
2015,Mike Wallace,5007,WR,16,MIN,1,39,40,0,0,3,0
2015,Albert Wilson,8943,WR,14,KC,5,35,40,4.4,1,9,110
2015,Jerricho Cotchery,1829,WR,14,CAR,1,39,40,2,0,6,30
2015,Marcel Reece,4702,FB,15,OAK,10,30,40,1.9,0,13,61.8
2015,Zac Stacy,7942,HB,7,NYJ,31,9,40,2.19,4,1,27.4
2015,Stevan Ridley,6225,HB,8,NYJ,36,4,40,2.36,5,0,29.5
2015,Orleans Darkwa,9173,HB,9,NYG,36,3,39,2.69,8,0,55.3
2015,Jared Cook,5012,TE,16,SL,0,39,39,,0,2,5.1
2015,Brandon LaFell,5602,WR,11,NE,2,37,39,2,1,3,20.5
2015,Vernon Davis,2951,TE,15,DEN,0,38,38,,0,6,15.8
2015,Eddie Royal,4356,WR,9,CHI,1,37,38,2,0,8,42.1
2015,Terron Ward,9778,HB,13,ATL,29,9,38,1.48,4,0,15.6
2015,Dwayne Harris,6328,WR,15,NYG,2,36,38,5,1,2,39.5
2015,Damien Williams,9205,HB,16,MIA,16,21,37,2.31,5,4,56.2
2015,Harry Douglas,4398,WR,14,TEN,1,36,37,1,0,0,0
2015,Corey Brown,8986,WR,14,CAR,6,31,37,1,0,2,5.4
2015,Fozzy Whittaker,8547,HB,14,CAR,25,12,37,1.88,4,2,30.5
2015,Kenjon Barner,7963,HB,6,PHI,28,9,37,2.25,5,2,42.6
2015,Ladarius Green,7110,TE,13,SD,0,37,37,,0,5,13.5
2015,Kenny Britt,4953,WR,16,SL,0,36,36,,0,7,19.4
2015,Chris Hogan,6468,WR,16,BUF,0,36,36,,0,4,11.1
2015,Jarius Wright,7118,WR,16,MIN,1,34,35,2,1,4,28.6
2015,Jordan Cameron,6254,TE,16,MIA,0,35,35,,0,2,5.7
2015,Dontrelle Inman,6597,WR,14,SD,0,35,35,,0,1,2.9
2015,Zach Miller,5104,TE,15,CHI,0,34,34,,0,11,32.4
2015,Dan Herron,7179,HB,9,IND,25,9,34,1.68,3,0,14.8
2015,Vincent Jackson,2278,WR,10,TB,0,33,33,,0,3,9.1
2015,Jamize Olawale,7572,FB,14,OAK,24,9,33,2.63,3,2,39.8
2015,Crockett Gillmore,8734,TE,10,BLT,0,33,33,,0,9,27.3
2015,Torrey Smith,6210,WR,16,SF,0,33,33,,0,1,3
2015,Seth Roberts,9079,WR,16,OAK,0,32,32,,0,2,6.3
2015,Bryan Walters,6139,WR,11,JAX,0,32,32,,0,1,3.1
2015,Dorial Green-Beckham,9473,WR,16,TEN,0,32,32,,0,4,12.5
2015,Maxx Williams,9488,TE,14,BLT,0,32,32,,0,1,3.1
2015,Mychal Rivera,7965,TE,16,OAK,0,32,32,,0,2,6.3
2015,Andy Dalton,6187,QB,13,CIN,31,0,31,2.94,4,0,37.9
2015,Devin Funchess,9474,WR,16,CAR,0,31,31,,0,3,9.7
2015,Jeremy Butler,9080,WR,8,BLT,0,31,31,,0,5,16.1
2015,Dez Bryant,5549,WR,9,DAL,0,31,31,,0,4,12.9
2015,Quinton Patton,7910,WR,16,SF,1,30,31,0,0,7,0
2015,Malcom Floyd,2044,WR,15,SD,0,30,30,,0,0,0
2015,DeSean Jackson,4363,WR,9,WAS,0,30,30,,0,2,6.7
2015,Vance McDonald,7836,TE,14,SF,0,30,30,,0,3,10
2015,Knile Davis,7878,HB,9,KC,28,2,30,1.89,3,1,25.2
2015,Brandon Coleman,9086,WR,16,NO,0,30,30,,0,3,10
2015,Lance Moore,2718,WR,14,DET,0,29,29,,0,0,0
2015,Kerwynn Williams,8013,HB,5,ARZ,27,2,29,2.07,2,0,14.3
2015,Larry Donnell,7638,TE,8,NYG,0,29,29,,0,1,3.4
2015,Marquess Wilson,8019,WR,11,CHI,0,28,28,,0,3,10.7
2015,Taylor Gabriel,9002,WR,13,CLV,0,28,28,,0,3,10.7
2015,Alex Smith,2218,QB,16,KC,28,0,28,4.89,5,0,87.4
2015,Travaris Cadet,7457,HB,7,NO,11,17,28,2,0,3,21.4
2015,Clive Walford,9501,TE,16,OAK,0,28,28,,0,5,17.9
2015,Kenny Stills,7926,WR,16,MIA,0,27,27,,0,0,0
2015,Anthony Dixon,5696,HB,10,BUF,21,6,27,1.62,2,3,30
2015,Brent Celek,3778,TE,16,PHI,0,27,27,,0,1,3.7
2015,Andrew Hawkins,6125,WR,8,CLV,0,27,27,,0,2,7.4
2015,Ryan Tannehill,7014,QB,16,MIA,26,1,27,1.73,3,0,19.2
2015,Josh Huff,8721,WR,15,PHI,0,27,27,,0,7,25.9
2015,Tom Brady,698,QB,16,NE,26,1,27,0.58,0,0,0
2015,Adam Humphries,10075,WR,13,TB,0,27,27,,0,2,7.4
2015,Ryan Fitzpatrick,2467,QB,16,NYJ,26,0,26,4.12,4,0,63.3
2015,DeVante Parker,9447,WR,14,MIA,0,26,26,,0,7,26.9
2015,Leonard Hankerson,6231,WR,10,BUF,0,26,26,,0,0,0
2015,Anthony Fasano,2998,TE,16,TEN,0,26,26,,0,2,7.7
2015,Roy Helu,6257,HB,9,OAK,17,9,26,1.41,1,5,32.6
2015,Lance Dunbar,7332,HB,4,DAL,5,21,26,5,1,4,96.2
2015,De'Anthony Thomas,8759,WR,10,KC,9,17,26,1,1,3,15.4
2015,Keshawn Martin,7121,WR,9,NE,1,24,25,3,0,2,24
2015,Lance Kendricks,6199,TE,15,SL,0,25,25,,0,1,4
2015,Javontee Herndon,9191,WR,7,SD,1,24,25,2,0,2,16
2015,Bryce Brown,7213,HB,3,SEA,25,0,25,2.08,3,0,25
2015,Pierre Thomas,4080,HB,5,WAS,15,9,24,2.47,1,3,41.1
2015,Percy Harvin,4945,WR,5,BUF,5,19,24,2.2,1,4,45.8
2015,Blake Bortles,8638,QB,16,JAX,24,0,24,3.88,3,0,48.4
2015,Kendall Gaskins,8390,HB,6,SF,16,8,24,1.75,4,0,29.2
2015,Chris Givens,7096,WR,15,BLT,4,20,24,1.75,1,0,7.3
2015,Juwan Thompson,8955,HB,8,DEN,18,6,24,1.83,1,1,15.3
2015,Jarryd Hayne,10255,HB,6,SF,17,6,23,3.06,6,1,93.1
2015,Nelson Agholor,9453,WR,13,PHI,0,23,23,,0,1,4.3
2015,Scott Chandler,3745,TE,15,NE,0,23,23,,0,1,4.3
2015,Cameron Brate,9207,TE,14,TB,0,23,23,,0,0,0
2015,Taiwan Jones,6277,HB,10,OAK,16,7,23,3.63,10,7,267.9
2015,Jay Cutler,2956,QB,15,CHI,23,0,23,3.57,4,0,62
2015,Toby Gerhart,5576,HB,5,JAX,20,3,23,1.45,0,0,0
2015,Ryan Grant,8777,WR,16,WAS,0,23,23,,0,2,8.7
2015,Josh Robinson,9638,HB,5,IND,17,6,23,1.41,2,1,18.4
2015,Akeem Hunt,9839,HB,7,HST,17,6,23,1.71,3,2,37.1
2015,Matt Ryan,4317,QB,16,ATL,23,0,23,1.13,3,0,14.7
2015,Quincy Enunwa,8843,WR,12,NYJ,0,22,22,,0,6,27.3
2015,Justin Hunter,7815,WR,9,TEN,0,22,22,,0,0,0
2015,Jordan Norwood,5358,WR,11,DEN,0,22,22,,0,2,9.1
2015,Kirk Cousins,7102,QB,16,WAS,22,0,22,0.27,0,0,0
2015,Colin Kaepernick,6188,QB,9,SF,22,0,22,3.68,5,0,83.7
2015,Steven Jackson,1745,HB,2,NE,21,1,22,2,3,0,27.3
2015,Marc Mariani,5745,WR,15,CHI,0,22,22,,0,3,13.6
2015,Austin Seferian-Jenkins,8673,TE,7,TB,0,21,21,,0,2,9.5
2015,Justin Hardy,9540,WR,9,ATL,0,21,21,,0,0,0
2015,Drew Brees,802,QB,15,NO,21,0,21,0.05,0,0,0
2015,Darrius Heyward-Bey,4930,WR,16,PIT,0,21,21,,0,1,4.8
2015,Riley Cooper,5682,WR,16,PHI,0,21,21,,0,2,9.5
2015,Darren Fells,8549,TE,14,ARZ,0,21,21,,0,3,14.3
2015,Phillip Dorsett,9462,WR,11,IND,3,18,21,1.33,0,0,0
2015,Ryan Griffin,7982,TE,9,HST,0,20,20,,0,2,10
2015,Marqise Lee,8674,WR,10,JAX,5,15,20,1.6,0,3,24
2015,Rashad Greene Sr.,9572,WR,9,JAX,0,19,19,,0,2,10.5
2015,Marcus Mariota,9435,QB,12,TEN,18,1,19,2.72,2,0,28.7
2015,Zach Zenner,9761,HB,4,DET,17,2,19,1.65,2,0,17.3
2015,Greg Jennings,2997,WR,16,MIA,0,19,19,,0,1,5.3
2015,Garrett Celek,7274,TE,11,SF,0,19,19,,0,1,5.3
2015,Griff Whalen,7351,WR,12,IND,0,19,19,,0,0,0
2015,Matthew Stafford,4924,QB,16,DET,18,1,19,2.44,2,0,25.7
2015,Josh Bellamy,7472,WR,15,CHI,0,19,19,,0,0,0
2015,Lorenzo Taliaferro,8773,HB,3,BLT,13,5,18,2.31,2,2,51.3
2015,Carson Palmer,1317,QB,16,ARZ,18,0,18,0.61,0,0,0
2015,Jermaine Gresham,5546,TE,15,ARZ,0,18,18,,0,0,0
2015,Dion Sims,7888,TE,13,MIA,0,18,18,,0,0,0
2015,Stepfan Taylor,7922,HB,10,ARZ,17,1,18,2.29,2,0,25.5
2015,Fitzgerald Toussaint,9244,HB,5,PIT,18,0,18,1.94,3,0,32.4
2015,Jameis Winston,9434,QB,16,TB,18,0,18,3.06,7,0,118.8
2015,Ty Montgomery,9527,WR,6,GB,3,15,18,2.67,0,5,74.1
2015,Nick Boyle,9604,TE,11,BLT,0,18,18,,0,3,16.7
2015,Derek Carrier,7406,TE,12,WAS,0,17,17,,0,4,23.5
2015,Kenbrell Thompkins,8126,WR,7,NYJ,0,17,17,,0,0,0
2015,Nick Williams,8005,WR,14,ATL,0,17,17,,0,1,5.9
2015,Dwayne Allen,7066,TE,13,IND,1,16,17,0,0,1,0
2015,Luke Willson,7940,TE,14,SEA,0,17,17,,0,5,29.4
2015,Ed Dickson,5595,TE,16,CAR,0,17,17,,0,0,0
2015,C.J. Fiedorowicz,8700,TE,16,HST,0,17,17,,0,0,0
2015,Chris Conley,9509,WR,16,KC,0,17,17,,0,1,5.9
2015,Bennie Fowler,8914,WR,14,DEN,0,16,16,,0,6,37.5
2015,Derek Carr,8671,QB,16,OAK,16,0,16,2.13,1,0,13.3
2015,Lucky Whitehead,9853,WR,15,DAL,10,6,16,2,2,1,37.5
2015,Teddy Bridgewater,8667,QB,16,MIN,16,0,16,5.19,5,0,162.1
2015,Jeremy Kerley,6305,WR,15,NYJ,0,16,16,,0,5,31.3
2015,Aaron Rodgers,2241,QB,16,GB,16,0,16,4.44,2,0,55.5
2015,Bruce Miller,6363,FB,16,SF,6,10,16,1.17,0,1,7.3
2015,Marcedes Lewis,2973,TE,16,JAX,0,16,16,,0,4,25
2015,Josh Hill,8200,TE,16,NO,0,16,16,,0,2,12.5
2015,Sam Bradford,5526,QB,14,PHI,15,0,15,1.8,1,0,12
2015,Adam Thielen,8288,WR,16,MIN,3,12,15,6,1,1,80
2015,Jason Avant,3054,WR,16,KC,0,15,15,,0,1,6.7
2015,Blake Bell,9550,TE,14,SF,0,15,15,,0,0,0
2015,John Kuhn,2686,FB,16,GB,9,6,15,1.89,2,0,25.2
2015,Joey Iosefa,9664,HB,2,NE,15,0,15,2.8,3,0,56
2015,Jacquizz Rodgers,6297,HB,5,CHI,14,1,15,2,3,0,40
2015,Jaelen Strong,9503,WR,10,HST,0,14,14,,0,1,7.1
2015,Patrick DiMarco,6997,FB,16,ATL,1,13,14,0,0,0,0
2015,Keith Mumphery,9608,WR,13,HST,0,14,14,,0,0,0
2015,Rex Burkhead,7971,WR,15,CIN,4,10,14,1,0,0,0
2015,Marlon Brown,8179,WR,10,BLT,0,14,14,,0,1,7.1
2015,Andre Holmes,6489,WR,16,OAK,0,14,14,,0,1,7.1
2015,Bruce Ellington,8741,WR,13,SF,1,13,14,1,0,2,14.3
2015,Darius Jennings,10038,WR,4,CLV,0,14,14,,0,1,7.1
2015,Clay Harbor,5648,TE,15,JAX,0,14,14,,0,0,0
2015,E.J. Manuel,7797,QB,6,BUF,13,0,13,1.46,1,0,11.2
2015,Miles Austin,3211,WR,11,PHI,0,13,13,,0,0,0
2015,Wes Welker,2204,WR,8,SL,0,13,13,,0,0,0
2015,Cooper Helfet,7737,TE,13,SEA,0,13,13,,0,1,7.7
2015,Drew Stanton,3659,QB,7,ARZ,13,0,13,0,0,0,0
2015,Chris Matthews,6820,WR,13,BLT,0,13,13,,0,1,7.7
2015,Aaron Dobson,7840,WR,8,NE,0,13,13,,0,0,0
2015,Bradley Marquez,9914,WR,12,SL,0,13,13,,0,0,0
2015,Jack Doyle,8520,TE,16,IND,0,12,12,,0,2,16.7
2015,Michael Hoomanawanui,5655,TE,14,NO,1,11,12,0,0,0,0
2015,Chris Gragg,8004,TE,13,BUF,0,12,12,,0,3,25
2015,Zach Line,8420,FB,16,MIN,6,6,12,0.67,0,3,16.7
2015,Lee Smith,6311,TE,15,OAK,0,12,12,,0,1,8.3
2015,Stedman Bailey,7873,WR,8,SL,0,12,12,,0,1,8.3
2015,Eli Manning,1722,QB,16,NYG,12,0,12,0.17,0,0,0
2015,Jalston Fowler,9541,FB,16,TEN,7,5,12,1.29,0,0,0
