year,player,player_id,position,player_game_count,team_name,route_snaps,targets,target_percent,slot_snaps,slot_snap_percent,slot_targets,slot_target_percent,slot_receptions,slot_drops,slot_yards,slot_yprr,slot_touchdowns,slot_drop_rate,slot_catch_rate
2019,Kyle Rudolph,6195,TE,15,MIN,338,46,13.6,41,12.1,2,4.9,2,0,18,0.44,2,0,100
2019,C.J. Ham,11347,FB,16,MIN,96,24,25,3,3.1,2,66.7,2,0,1,0.33,0,0,100
2019,Mike Thomas,10840,WR,6,LA,19,5,26.3,9,47.4,1,11.1,1,0,9,1,0,0,100
2019,Luke Stocker,6256,TE,15,ATL,106,14,13.2,6,5.7,1,16.7,1,0,2,0.33,0,0,100
2019,Lee Smith,6311,TE,12,BUF,52,5,9.6,5,9.6,2,40,2,0,15,3,0,0,100
2019,Cody Core,10833,WR,9,NYG,41,3,7.3,7,17.1,1,14.3,1,0,9,1.29,0,0,100
2019,Dwayne Harris,6328,WR,2,OAK,5,1,20,3,60,1,33.3,1,0,7,2.33,0,0,100
2019,Virgil Green,6356,TE,15,LAC,142,11,7.7,45,31.7,1,2.2,1,0,10,0.22,0,0,100
2019,Ventell Bryant,47959,WR,4,DAL,7,1,14.3,2,28.6,1,50,1,0,15,7.5,1,0,100
2019,Joe Mixon,11803,HB,16,CIN,241,42,17.4,11,4.6,3,27.3,3,0,5,0.45,1,0,100
2019,Trevor Davis,10797,WR,8,MIA,111,10,9,40,36,3,7.5,3,0,28,0.7,0,0,100
2019,Jonathan Williams,10790,HB,5,IND,34,5,14.7,4,11.8,2,50,2,0,35,8.75,0,0,100
2019,Wendell Smallwood,10787,HB,11,WAS,87,13,14.9,4,4.6,1,25,1,0,11,2.75,0,0,100
2019,Jordan Howard,10784,HB,9,PHI,93,13,14,6,6.5,1,16.7,1,0,8,1.33,0,0,100
2019,Cam Sims,47908,WR,6,WAS,37,3,8.1,11,29.7,1,9.1,1,0,12,1.09,0,0,100
2019,Devontae Booker,10770,HB,8,DEN,22,9,40.9,2,9.1,1,50,1,0,14,7,0,0,100
2019,Deontay Burnett,47477,WR,1,PHI,11,4,36.4,2,18.2,1,50,1,0,7,3.5,0,0,100
2019,James Conner,11860,HB,10,PIT,153,38,24.8,8,5.2,6,75,6,0,72,9,0,0,100
2019,Frank Gore,2282,HB,16,BUF,121,15,12.4,7,5.8,1,14.3,1,0,6,0.86,0,0,100
2019,Chris Moore,10741,WR,8,BLT,73,5,6.8,23,31.5,1,4.3,1,0,3,0.13,0,0,100
2019,Ryan Izzo,47327,TE,6,NE,93,8,8.6,38,40.9,2,5.3,2,0,44,1.16,0,0,100
2019,Nick Vannett,10728,TE,16,PIT,188,21,11.2,37,19.7,4,10.8,4,0,38,1.03,0,0,100
2019,Le'Veon Bell,7829,HB,15,NYJ,391,74,18.9,23,5.9,3,13,3,0,51,2.22,0,0,100
2019,Kenyan Drake,10707,HB,14,ARZ,303,64,21.1,23,7.6,4,17.4,4,0,24,1.04,0,0,100
2019,Ashton Dulin,91479,WR,9,IND,46,2,4.3,24,52.2,1,4.2,1,0,4,0.17,0,0,100
2019,Jamal Agnew,11920,CB,3,DET,6,2,33.3,3,50,1,33.3,1,0,-2,-0.67,0,0,100
2019,Ross Travis,10320,TE,3,NYJ,18,5,27.8,11,61.1,2,18.2,2,0,31,2.82,0,0,100
2019,Deonte Harris,91470,WR,11,NO,37,6,16.2,16,43.2,4,25,4,0,11,0.69,0,0,100
2019,Luke Willson,7940,TE,8,SEA,76,9,11.8,16,21.1,1,6.3,1,0,9,0.56,0,0,100
2019,Drew Sample,47259,TE,8,CIN,35,6,17.1,4,11.4,1,25,1,0,3,0.75,0,0,100
2019,Kenjon Barner,7963,HB,10,ATL,54,7,13,8,14.8,2,25,2,0,6,0.75,0,0,100
2019,Tommy Sweeney,47216,TE,6,BUF,59,10,16.9,20,33.9,2,10,2,0,26,1.3,0,0,100
2019,Charles Jones II,47186,TE,3,JAX,4,1,25,1,25,1,100,1,0,5,5,0,0,100
2019,Chris Manhertz,10211,TE,14,CAR,42,1,2.4,12,28.6,1,8.3,1,0,11,0.92,0,0,100
2019,Tyler Conklin,47124,TE,15,MIN,70,9,12.9,10,14.3,1,10,1,0,5,0.5,0,0,100
2019,Andrew Beck,47121,TE,15,DEN,83,10,12,5,6,1,20,1,0,10,2,0,0,100
2019,Foster Moreau,47043,TE,13,OAK,129,23,17.8,9,7,1,11.1,1,0,10,1.11,1,0,100
2019,Gus Edwards,46027,HB,16,BLT,126,7,5.6,16,12.7,1,6.3,1,0,7,0.44,0,0,100
2019,Mark Walton,45996,HB,7,MIA,105,19,18.1,4,3.8,1,25,1,0,3,0.75,0,0,100
2019,Justice Hill,45865,HB,16,BLT,92,14,15.2,6,6.5,1,16.7,1,0,9,1.5,0,0,100
2019,Travis Homer,45859,HB,3,SEA,48,12,25,5,10.4,1,20,1,0,-1,-0.2,0,0,100
2019,Alexander Mattison,45817,HB,12,MIN,73,11,15.1,1,1.4,1,100,1,0,2,2,0,0,100
2019,Saquon Barkley,45791,HB,13,NYG,377,69,18.3,6,1.6,1,16.7,1,0,6,1,0,0,100
2019,Ty Johnson,45769,HB,16,DET,188,31,16.5,12,6.4,1,8.3,1,0,13,1.08,0,0,100
2019,Kalen Ballage,45741,HB,12,MIA,111,19,17.1,7,6.3,2,28.6,2,0,7,1,0,0,100
2019,Marqise Lee,8674,WR,6,JAX,38,3,7.9,14,36.8,1,7.1,1,0,8,0.57,0,0,100
2019,Dontrell Hilliard,45691,HB,13,CLV,82,14,17.1,8,9.8,3,37.5,3,0,24,3,0,0,100
2019,Christian McCaffrey,11763,HB,16,CAR,570,135,23.7,58,10.2,17,29.3,16,1,130,2.24,1,5.9,94.1
2019,Phillip Dorsett,9462,WR,14,NE,365,56,15.3,89,24.4,14,15.7,13,0,218,2.45,3,0,92.9
2019,Stefon Diggs,9579,WR,15,MIN,421,91,21.6,72,17.1,13,18.1,12,0,166,2.31,0,0,92.3
2019,Tajae Sharpe,10774,WR,15,TEN,231,35,15.2,61,26.4,13,21.3,12,0,133,2.18,2,0,92.3
2019,Nyheim Hines,48103,HB,16,IND,223,57,25.6,29,13,12,41.4,11,0,74,2.55,0,0,91.7
2019,Kareem Hunt,11841,HB,8,CLV,190,43,22.6,49,25.8,11,22.4,10,0,86,1.76,0,0,90.9
2019,George Kittle,11901,TE,14,SF,338,106,31.4,92,27.2,33,35.9,30,0,299,3.25,2,0,90.9
2019,Boston Scott,39462,HB,7,PHI,87,26,29.9,17,19.5,10,58.8,9,0,44,2.59,0,0,90
2019,Tre'Quan Smith,48228,WR,11,NO,287,25,8.7,176,61.3,10,5.7,9,0,119,0.68,3,0,90
2019,Deebo Samuel,48274,WR,15,SF,393,77,19.6,93,23.7,24,25.8,21,1,252,2.71,2,4.5,87.5
2019,Byron Pringle,42345,WR,12,KC,76,16,21.1,32,42.1,8,25,7,0,104,3.25,1,0,87.5
2019,Aaron Jones,11937,HB,16,GB,309,67,21.7,17,5.5,7,41.2,6,0,41,2.41,1,0,85.7
2019,Austin Ekeler,12164,HB,16,LAC,362,104,28.7,50,13.8,14,28,12,0,97,1.94,2,0,85.7
2019,Cody Latimer,8691,WR,15,NYG,251,39,15.5,50,19.9,7,14,6,0,92,1.84,2,0,85.7
2019,Justin Hardy,9540,WR,15,ATL,111,26,23.4,55,49.5,14,25.5,12,1,141,2.56,0,7.7,85.7
2019,Alvin Kamara,11822,HB,14,NO,345,95,27.5,43,12.5,13,30.2,11,1,53,1.23,0,8.3,84.6
2019,Mike Evans,8642,WR,13,TB,502,114,22.7,147,29.3,25,17,21,0,330,2.24,3,0,84
2019,Marvin Hall,11440,WR,9,DET,68,10,14.7,27,39.7,6,22.2,5,0,180,6.67,1,0,83.3
2019,Jesper Horsted,91465,TE,6,CHI,86,10,11.6,43,50,6,14,5,0,51,1.19,0,0,83.3
2019,Tavon Austin,7789,WR,14,DAL,150,23,15.3,40,26.7,6,15,5,0,116,2.9,1,0,83.3
2019,DeSean Jackson,4363,WR,3,PHI,38,10,26.3,18,47.4,6,33.3,5,1,119,6.61,2,16.7,83.3
2019,Maxx Williams,9488,TE,16,ARZ,174,18,10.3,69,39.7,6,8.7,5,0,41,0.59,0,0,83.3
2019,David Johnson,9519,HB,13,ARZ,232,43,18.5,63,27.2,11,17.5,9,0,96,1.52,1,0,81.8
2019,Michael Thomas,10681,WR,16,NO,599,180,30.1,179,29.9,64,35.8,52,1,601,3.36,3,1.9,81.3
2019,DeAndre Carter,9859,WR,8,HST,124,13,10.5,63,50.8,5,7.9,4,1,70,1.11,0,20,80
2019,Dante Pettis,48113,WR,11,SF,150,23,15.3,66,44,10,15.2,8,0,88,1.33,0,0,80
2019,Kelvin Harmon,47931,WR,16,WAS,290,43,14.8,63,21.7,10,15.9,8,0,90,1.43,0,0,80
2019,Andy Isabella,47448,WR,13,ARZ,96,13,13.5,22,22.9,5,22.7,4,0,70,3.18,0,0,80
2019,Marquise Goodwin,7859,WR,8,SF,131,21,16,35,26.7,5,14.3,4,1,83,2.37,1,20,80
2019,Chris Thompson,7936,HB,11,WAS,221,54,24.4,17,7.7,5,29.4,4,0,52,3.06,0,0,80
2019,Ryan Griffin,7982,TE,13,NYJ,285,39,13.7,62,21.8,5,8.1,4,0,37,0.6,1,0,80
2019,Davante Adams,8688,WR,12,GB,427,124,29,117,27.4,40,34.2,32,1,270,2.31,4,3,80
2019,Devin Singletary,40485,HB,12,BUF,271,39,14.4,23,8.5,5,21.7,4,0,10,0.43,0,0,80
2019,Diontae Johnson,33441,WR,16,PIT,422,86,20.4,53,12.6,10,18.9,8,2,51,0.96,0,20,80
2019,Dallas Goedert,47272,TE,15,PHI,369,78,21.1,147,39.8,29,19.7,23,3,256,1.74,2,11.5,79.3
2019,Tarik Cohen,11874,HB,16,CHI,361,102,28.3,105,29.1,29,27.6,23,1,114,1.09,1,4.2,79.3
2019,Mohamed Sanu,7084,WR,15,NE,496,85,17.1,304,61.3,48,15.8,38,4,354,1.16,2,9.5,79.2
2019,Jason Witten,1384,TE,16,DAL,446,82,18.4,211,47.3,43,20.4,34,2,330,1.56,2,5.6,79.1
2019,Hunter Renfrow,47509,WR,13,OAK,290,67,23.1,206,71,42,20.4,33,1,367,1.78,3,2.9,78.6
2019,Hunter Henry,10669,TE,12,LAC,390,74,19,209,53.6,28,13.4,22,1,218,1.04,3,4.3,78.6
2019,Robert Woods,7822,WR,15,LA,602,129,21.4,211,35,51,24.2,40,0,537,2.55,1,0,78.4
2019,Adam Humphries,10075,WR,12,TEN,267,47,17.6,230,86.1,46,20,36,1,375,1.63,2,2.7,78.3
2019,Ricky Seals-Jones,12020,TE,14,CLV,167,22,13.2,83,49.7,9,10.8,7,0,167,2.01,2,0,77.8
2019,Keelan Doss,48143,WR,8,OAK,96,15,15.6,51,53.1,9,17.6,7,0,72,1.41,0,0,77.8
2019,Alshon Jeffery,7048,WR,10,PHI,286,69,24.1,31,10.8,9,29,7,0,72,2.32,2,0,77.8
2019,Parris Campbell,47940,WR,7,IND,119,23,19.3,57,47.9,9,15.8,7,0,43,0.75,1,0,77.8
2019,Isaiah Ford,11991,WR,8,MIA,148,35,23.6,51,34.5,9,17.6,7,0,65,1.27,0,0,77.8
2019,Will Dissly,30762,TE,6,SEA,105,26,24.8,42,40,9,21.4,7,0,65,1.55,1,0,77.8
