year,player,player_id,position,player_game_count,team_name,attempts,receptions,total_attempts,yco_attempt,rush_tackles_avoided,rec_tackles_avoided,elusive
2016,Lance Dunbar,7332,HB,13,DAL,9,16,25,1.89,1,2,22.7
2016,Bryan Walters,6139,WR,10,JAX,1,24,25,1,0,2,8
2016,Blaine Gabbert,6162,QB,6,SF,23,1,24,1.74,0,0,0
2016,Russell Shepard,8254,WR,14,TB,1,23,24,4,0,2,33.3
2016,Aaron Rodgers,2241,QB,16,GB,24,0,24,2.42,3,0,30.2
2016,Jameis Winston,9434,QB,16,TB,24,0,24,2.21,5,0,46
2016,Vance McDonald,7836,TE,11,SF,0,24,24,,0,3,12.5
2016,Ryan Tannehill,7014,QB,13,MIA,23,0,23,5.09,6,0,132.7
2016,Andy Dalton,6187,QB,16,CIN,23,0,23,2.35,1,0,10.2
2016,Danny Amendola,4717,WR,12,NE,0,23,23,,0,0,0
2016,Blake Bortles,8638,QB,16,JAX,22,1,23,6.23,9,0,243.7
2016,Knile Davis,7878,HB,9,KC,18,5,23,1.44,1,0,6.3
2016,Josh Bellamy,7472,WR,14,CHI,4,19,23,2.5,0,4,43.5
2016,Devin Funchess,9474,WR,15,CAR,0,23,23,,0,3,13
2016,Ameer Abdullah,9487,HB,2,DET,18,5,23,4.17,6,2,144.9
2016,Akeem Hunt,9839,HB,8,HST,20,3,23,2.3,4,1,50
2016,Andrew Luck,7007,QB,15,IND,23,0,23,3.39,3,0,44.2
2016,Derek Carr,8671,QB,15,OAK,22,0,22,1.27,0,0,0
2016,Jordan Norwood,5358,WR,14,DEN,1,21,22,0,0,4,0
2016,Byron Marshall,11076,HB,3,PHI,19,3,22,2.95,2,1,40.2
2016,Mike Davis,9559,HB,6,SF,19,3,22,1.63,0,1,7.4
2016,Virgil Green,6356,TE,12,DEN,0,22,22,,0,4,18.2
2016,Paul Richardson Jr.,8680,WR,15,SEA,1,21,22,1,0,1,4.5
2016,Deonte Thompson,7513,WR,15,CHI,0,22,22,,0,4,18.2
2016,Jacob Tamme,4441,TE,8,ATL,0,22,22,,0,4,18.2
2016,Malcolm Brown,9902,HB,9,LA,18,3,21,2.39,1,2,34.1
2016,Justin Hardy,9540,WR,16,ATL,0,21,21,,0,1,4.8
2016,Charles Johnson,7998,WR,16,MIN,0,20,20,,0,2,10
2016,Aldrick Robinson,6330,WR,16,ATL,0,20,20,,0,1,5
2016,Kevin White,9440,WR,4,CHI,1,19,20,3,0,1,15
2016,Torrey Smith,6210,WR,12,SF,0,20,20,,0,2,10
2016,Drew Brees,802,QB,16,NO,20,0,20,1.05,1,0,5.3
2016,Marcedes Lewis,2973,TE,10,JAX,0,20,20,,0,4,20
2016,Josh Huff,8721,WR,10,TB,4,16,20,1.5,0,5,37.5
2016,Chester Rogers,10918,WR,13,IND,0,19,19,,0,2,10.5
2016,Reggie Bush,2947,HB,13,BUF,12,7,19,1.17,3,3,36.8
2016,Charone Peake,10875,WR,13,NYJ,0,19,19,,0,4,21.1
2016,Austin Hooper,10715,TE,14,ATL,0,19,19,,0,0,0
2016,Kerwynn Williams,8013,HB,6,ARZ,18,1,19,5.56,6,0,175.4
2016,Ben Koyack,9662,TE,14,JAX,0,19,19,,0,0,0
2016,Matt Ryan,4317,QB,16,ATL,19,0,19,2,0,0,0
2016,Rod Streater,7416,WR,16,SF,0,18,18,,0,1,5.6
2016,Mychal Rivera,7965,TE,13,OAK,0,18,18,,0,0,0
2016,Ricardo Louis,10748,WR,16,CLV,0,18,18,,0,4,22.2
2016,Eli Manning,1722,QB,16,NYG,18,0,18,0.72,0,0,0
2016,Braxton Miller,10719,WR,10,HST,3,15,18,1.67,0,3,27.8
2016,Ladarius Green,7110,TE,6,PIT,0,18,18,,0,3,16.7
2016,Andre Williams,8748,HB,1,SD,18,0,18,2.83,1,0,15.7
2016,Fitzgerald Toussaint,9244,HB,9,PIT,14,3,17,2.36,0,3,41.6
2016,Cobi Hamilton,7978,WR,11,PIT,0,17,17,,0,1,5.9
2016,Demetrius Harris,8524,TE,16,KC,0,17,17,,0,5,29.4
2016,Robert Griffin III,7008,QB,5,CLV,17,0,17,2.53,5,0,74.4
2016,Cody Core,10833,WR,8,CIN,0,17,17,,0,1,5.9
2016,Brice Butler,7991,WR,16,DAL,0,16,16,,0,1,6.3
2016,Antone Smith,5440,HB,3,TB,10,6,16,2.2,2,0,27.5
2016,Daniel Brown,10144,TE,6,CHI,0,16,16,,0,0,0
2016,Jordan Taylor,9793,WR,16,DEN,0,16,16,,0,2,12.5
2016,Tom Brady,698,QB,12,NE,16,0,16,1.56,1,0,9.8
2016,Jerell Adams,10818,TE,13,NYG,0,16,16,,0,2,12.5
2016,A.J. Derby,9635,TE,10,DEN,0,16,16,,0,0,0
2016,Trevor Siemian,9683,QB,14,DEN,15,0,15,1.13,1,0,7.6
2016,Erik Swoope,9303,TE,16,IND,0,15,15,,0,0,0
2016,Josh Hill,8200,TE,9,NO,0,15,15,,0,1,6.7
2016,James Wright,8873,WR,12,CIN,2,13,15,0,0,3,0
2016,Harry Douglas,4398,WR,11,TEN,0,15,15,,0,3,20
2016,Vincent Jackson,2278,WR,5,TB,0,15,15,,0,0,0
2016,Brock Osweiler,7059,QB,15,HST,14,1,15,4.43,3,0,88.6
2016,Luke Willson,7940,TE,11,SEA,0,15,15,,0,0,0
2016,Larry Donnell,7638,TE,8,NYG,0,15,15,,0,0,0
2016,Jerome Felton,4460,FB,15,BUF,8,6,14,1.25,1,0,8.9
2016,Sam Bradford,5526,QB,15,MIN,13,1,14,2.62,0,0,0
2016,Pharoh Cooper,10751,WR,10,LA,0,14,14,,0,3,21.4
2016,Andre Holmes,6489,WR,16,OAK,0,14,14,,0,2,14.3
2016,Darren Fells,8549,TE,14,ARZ,0,14,14,,0,5,35.7
2016,Jalin Marshall,11259,WR,10,NYJ,0,14,14,,0,2,14.3
2016,MarQueis Gray,8286,TE,16,MIA,0,14,14,,0,0,0
2016,Andre Roberts,5612,WR,16,DET,0,14,14,,0,0,0
2016,Jamaal Charles,4387,HB,3,KC,12,2,14,1.67,0,0,0
2016,Jaelen Strong,9503,WR,8,HST,0,14,14,,0,0,0
2016,Brent Celek,3778,TE,16,PHI,0,14,14,,0,2,14.3
2016,Walter Powell,8831,WR,9,BUF,0,14,14,,0,1,7.1
2016,Ryan Fitzpatrick,2467,QB,14,NYJ,14,0,14,2.57,3,0,55.1
2016,Troymaine Pope,11473,HB,4,SEA,12,1,13,2.58,3,0,59.6
2016,Joe Flacco,4332,QB,16,BLT,13,0,13,1.08,1,0,8.3
2016,Levine Toilolo,7915,TE,16,ATL,0,13,13,,0,0,0
2016,Austin Seferian-Jenkins,8673,TE,9,NYJ,0,13,13,,0,1,7.7
2016,Jeff Janis,8870,WR,14,GB,2,11,13,2.5,0,0,0
2016,Lucky Whitehead,9853,WR,15,DAL,10,3,13,3.3,3,0,76.2
2016,Christopher Harper,9950,WR,9,SF,0,13,13,,0,0,0
2016,Daniel Lasco,10871,HB,5,NO,11,2,13,2.27,0,0,0
2016,Neal Sterling,9653,TE,7,JAX,0,12,12,,0,0,0
2016,Brandon Wilds,11057,HB,4,NYJ,10,2,12,1.9,0,0,0
2016,Ben Roethlisberger,1732,QB,14,PIT,12,0,12,1.83,1,0,15.3
2016,C.J. Spiller,5534,HB,6,NYJ,6,6,12,0.83,0,0,0
2016,Geronimo Allison,11141,WR,10,GB,0,12,12,,0,1,8.3
2016,Javorius Allen,9558,HB,4,BLT,9,3,12,2.33,1,0,19.4
2016,Stephen Anderson,11160,TE,13,HST,0,11,11,,0,0,0
2016,Cecil Shorts,6266,WR,9,TB,0,11,11,,0,0,0
2016,Bennie Fowler,8914,WR,13,DEN,0,11,11,,0,0,0
2016,Tyler Higbee,10744,TE,16,LA,0,11,11,,0,0,0
2016,Brandon Tate,5006,WR,12,BUF,3,8,11,0.67,0,0,0
2016,Jarius Wright,7118,WR,8,MIN,0,11,11,,0,2,18.2
2016,De'Anthony Thomas,8759,WR,11,KC,4,7,11,0.75,0,0,0
2016,Xavier Grimble,9092,TE,11,PIT,0,11,11,,0,1,9.1
2016,Jaron Brown,8128,WR,7,ARZ,0,11,11,,0,1,9.1
