year,player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent
2018,Adam Vinatieri,226,K,15,IND,63.6,44,47,93.6,0,0,,8,8,100,6,7,85.7,5,6,83.3,4,6,66.7
2018,Phil Dawson,422,K,8,ARZ,48.2,15,15,100,0,0,,2,2,100,2,2,100,1,3,33.3,0,1,0
2018,Sebastian Janikowski,595,K,16,SEA,63.6,48,51,94.1,0,0,,2,2,100,9,11,81.8,8,9,88.9,3,5,60
2018,Matt Bryant,1223,K,13,ATL,83,33,35,94.3,0,0,,4,4,100,5,5,100,7,7,100,4,5,80
2018,Mike Nugent,2264,K,3,OAK,65.8,4,5,80,0,0,,3,3,100,0,0,,2,2,100,1,1,100
2018,Robbie Gould,2607,K,16,SF,75.1,27,29,93.1,0,0,,9,9,100,13,13,100,9,10,90,2,2,100
2018,Stephen Gostkowski,3063,K,16,NE,67.3,49,50,98,0,0,,11,11,100,10,10,100,4,6,66.7,2,5,40
2018,Matt Prater,3471,K,16,DET,67.9,30,30,100,0,0,,8,8,100,12,12,100,5,7,71.4,3,5,60
2018,Mason Crosby,3809,K,15,GB,53.7,34,36,94.4,0,0,,4,4,100,10,11,90.9,11,15,73.3,5,7,71.4
2018,Stephen Hauschka,4655,K,15,BUF,64.1,25,26,96.2,0,0,,3,3,100,8,8,100,7,10,70,4,7,57.1
2018,Ryan Succop,5180,K,15,TEN,61.2,28,31,90.3,0,0,,5,6,83.3,13,13,100,5,7,71.4,3,4,75
2018,Graham Gano,5443,K,12,CAR,65.1,30,33,90.9,0,0,,3,3,100,4,5,80,4,4,100,3,4,75
2018,Dan Bailey,6796,K,13,MIN,50.7,30,31,96.8,0,0,,5,6,83.3,11,11,100,4,9,44.4,1,2,50
2018,Kai Forbath,6860,K,3,JAX,54.7,3,3,100,0,0,,2,2,100,1,1,100,1,1,100,0,1,0
2018,Randy Bullock,7154,K,16,CIN,65.5,39,41,95.1,0,0,,4,4,100,7,8,87.5,6,6,100,2,5,40
2018,Greg Zuerlein,7163,K,11,LA,71.1,35,36,97.2,0,0,,9,9,100,10,10,100,4,6,66.7,4,6,66.7
2018,Johnny Hekker,7252,P,1,LA,61.5,1,1,100,0,0,,1,1,100,0,0,,0,0,,0,0,
2018,Giorgio Tavecchio,7278,K,3,ATL,79,8,8,100,0,0,,1,1,100,0,0,,2,2,100,2,2,100
2018,Justin Tucker,7604,K,16,BLT,85.3,36,37,97.3,0,0,,12,12,100,9,9,100,9,11,81.8,5,7,71.4
2018,Caleb Sturgis,7948,K,6,LAC,26.2,9,15,60,0,0,,4,4,100,2,2,100,3,6,50,0,1,0
2018,Dustin Hopkins,7958,K,14,WAS,81.1,25,26,96.2,0,0,,5,5,100,7,7,100,10,12,83.3,4,5,80
2018,Brandon McManus,8437,K,16,DEN,71.3,35,35,100,0,0,,5,5,100,6,6,100,7,7,100,2,7,28.6
2018,Brett Maher,8585,K,16,DAL,76.6,32,33,97,0,0,,10,10,100,6,8,75,7,11,63.6,6,7,85.7
2018,Cairo Santos,8932,K,9,TB,51.3,22,23,95.7,1,1,100,4,4,100,6,6,100,3,6,50,0,1,0
2018,Chris Boswell,8990,K,15,PIT,30.6,43,48,89.6,0,0,,3,3,100,4,6,66.7,5,10,50,1,1,100
2018,Cody Parkey,9030,K,16,CHI,42.2,42,45,93.3,0,0,,6,6,100,7,10,70,9,12,75,1,2,50
2018,Chandler Catanzaro,9140,K,13,CAR,38,30,35,85.7,0,0,,4,4,100,9,10,90,0,3,0,3,3,100
2018,Josh Lambo,10133,K,13,JAX,78.7,19,20,95,0,0,,4,4,100,8,8,100,3,4,75,4,5,80
2018,Jason Myers,10207,K,16,NYJ,73,30,33,90.9,0,0,,4,4,100,13,14,92.9,10,11,90.9,6,7,85.7
2018,Wil Lutz,11096,K,16,NO,86.4,52,53,98.1,1,1,100,5,5,100,9,9,100,11,12,91.7,2,3,66.7
2018,Ka'imi Fairbairn,11161,K,16,HST,68.2,39,41,95.1,1,1,100,9,9,100,11,11,100,12,15,80,4,6,66.7
2018,Aldrick Rosas,11331,K,15,NYG,88.7,31,32,96.9,0,0,,9,9,100,13,13,100,6,6,100,4,5,80
2018,Sam Ficken,11437,K,2,LA,43.5,10,10,100,0,0,,0,1,0,1,1,100,0,1,0,0,0,
2018,Jake Elliott,11908,K,16,PHI,66.5,33,35,94.3,0,0,,7,7,100,10,11,90.9,7,8,87.5,2,5,40
2018,Zane Gonzalez,11979,K,7,ARZ,31.6,8,11,72.7,0,0,,1,1,100,4,4,100,2,4,50,2,5,40
2018,Harrison Butker,11988,K,16,KC,67.2,65,69,94.2,0,0,,9,9,100,7,7,100,6,7,85.7,2,4,50
2018,Greg Joseph,22842,K,14,CLV,42,25,29,86.2,0,0,,4,4,100,7,7,100,5,7,71.4,1,2,50
2018,Daniel Carlson,28121,K,12,OAK,64.7,24,24,100,0,0,,2,2,100,3,4,75,9,12,75,3,3,100
2018,Matt McCrane,28749,K,5,PIT,47.5,9,9,100,0,0,,3,3,100,2,2,100,3,5,60,0,2,0
2018,Jason Sanders,29578,K,16,MIA,73,35,36,97.2,0,0,,7,7,100,3,3,100,7,9,77.8,1,1,100
2018,Michael Badgley,39417,K,10,LAC,67.1,27,28,96.4,0,0,,4,4,100,5,5,100,5,5,100,1,2,50
