player,player_id,position,player_game_count,team_name,grades_return,total_attempts,grades_kick_return,kickoff_attempts,kickoff_yards,kickoff_long,kickoff_ypa,kickoff_touchdowns,kickoff_fair_catches,kickoff_muffed_returns,grades_punt_return,punt_attempts,punt_yards,punt_long,punt_ypa,punt_touchdowns,punt_fair_catches,punt_muffed_returns
Trevor Davis,10797,WR,2,GB,62.6,5,60.7,1,20,20,20.0,0,0,0,63.3,4,44,15,11.0,0,1,0
Tyreek Hill,10799,WR,16,KC,82.0,20,,0,0,0,,0,0,0,89.2,20,213,91,10.7,1,3,0
Marqui Christian,10801,S,16,LA,60.2,1,,0,0,0,,0,0,0,60.1,1,11,11,11.0,0,0,0
Andy Janovich,10810,FB,16,DEN,59.9,1,59.9,1,8,8,8.0,0,0,0,,0,0,0,,0,0,0
Jakeem Grant,10820,WR,10,MIA,74.0,32,69.0,18,535,102,29.7,1,0,0,71.4,14,228,71,16.3,1,6,0
Blake Countess,10830,S,16,LA,61.9,17,61.7,17,419,40,24.6,0,0,0,,0,0,0,,0,0,0
Darius Jackson,10850,HB,4,DAL,60.2,4,60.2,4,90,27,22.5,0,0,0,,0,0,0,,0,0,0
Chester Rogers,10918,WR,16,IND,61.5,24,59.9,1,10,10,10.0,0,0,0,62.0,23,215,51,9.3,0,28,1
Maurice Harris,11035,WR,12,WAS,55.4,3,59.6,0,0,0,,0,0,0,54.8,3,11,6,3.7,0,3,1
J.D. McKissic,11047,HB,5,SEA,59.4,1,59.5,1,18,18,18.0,0,0,0,,0,0,0,,0,0,0
Marcus Johnson,11074,WR,5,IND,61.2,1,61.2,1,23,23,23.0,0,0,0,,0,0,0,,0,0,0
Byron Marshall,11076,HB,6,WAS,59.9,6,59.9,6,114,28,19.0,0,0,0,,0,0,0,,0,0,0
