year,player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles
2018,Adam Vinatieri,226,K,16,IND,0,0,0,0,0,77,60.5,,,,,63.6,0,0,0,0,0
2018,Phil Dawson,422,K,10,ARZ,0,32,0,0,0,23,60.6,63.4,,,,48.2,1,0,0,0,0
2018,Sebastian Janikowski,595,K,16,SEA,0,74,0,0,0,80,60.9,58.4,,,,63.6,1,0,0,0,1
2018,Julius Peppers,1010,ED,16,CAR,0,0,9,0,65,0,59.2,,,,,,0,0,0,0,0
2018,Matt Bryant,1223,K,13,ATL,0,0,0,0,0,58,60.4,,,,,83,0,0,0,0,0
2018,Terrell Suggs,1326,ED,1,BLT,0,0,1,0,0,0,60,,,,,,0,0,0,0,0
2018,Larry Fitzgerald,1724,WR,1,ARZ,1,0,0,0,0,0,60,,,,,,0,0,0,0,0
2018,Philip Rivers,1725,QB,1,LAC,0,0,0,0,0,1,60,,,,,,0,0,0,0,0
2018,Ben Roethlisberger,1732,QB,1,PIT,0,0,0,1,0,0,60,,,60,,,0,0,0,0,0
2018,Benjamin Watson,1753,TE,9,NO,6,0,0,0,0,10,59.9,,,,,,0,0,0,0,0
2018,Andy Lee,1906,P,16,ARZ,0,1,0,94,0,41,63.5,60,,75.6,,,0,0,1,0,0
2018,Donnie Jones,1939,,12,LAC,0,0,0,49,0,56,63.1,,,50.2,,,0,0,0,0,0
2018,Mike Adams,1972,S,15,CAR,0,0,9,0,61,0,61.2,,,,,,0,0,0,0,0
2018,Don Muhlbach,2130,LS,16,DET,0,0,0,74,0,62,45.2,,,,,,3,0,0,0,2
2018,Adam Jones,2223,CB,7,DEN,12,0,21,0,0,0,60.9,,59.9,,64.5,,0,0,0,0,0
2018,Thomas Davis Sr.,2231,LB,11,CAR,0,0,0,0,49,0,59.8,,,,,,0,0,0,0,0
2018,Derrick Johnson,2232,LB,1,OAK,0,0,0,0,1,0,60,,,,,,0,0,0,0,0
2018,Mike Nugent,2264,K,3,OAK,0,14,0,0,0,12,60.3,60.3,,,,65.8,0,0,0,0,0
2018,Dustin Colquitt,2316,P,16,KC,0,3,0,48,0,96,45.2,60,,69.1,,,0,0,0,0,0
2018,Darren Sproles,2347,HB,6,PHI,1,0,26,0,0,0,61,,59.9,,65.8,,0,0,0,0,0
2018,Lorenzo Alexander,2476,LB,16,BUF,3,0,14,84,67,0,69.1,,,,,,0,0,3,2,3
2018,Jon Condo,2539,,4,ATL,0,0,0,21,0,20,53.9,,,,,,1,0,0,0,0
2018,John Denney,2561,LS,16,MIA,0,0,0,87,0,57,43.3,,,,,,1,0,2,1,0
2018,Robbie Gould,2607,K,16,SF,0,4,0,0,0,64,60.4,60,,,,75.1,0,0,0,0,0
2018,L.P. Ladouceur,2687,LS,16,DAL,0,0,0,62,0,70,64.4,,,,,,2,0,1,0,0
2018,Vernon Davis,2951,TE,1,WAS,0,0,0,0,0,0,60,,,,,,0,0,0,0,0
2018,Haloti Ngata,2957,DI,12,PHI,0,0,0,0,57,0,57.2,,,,,,0,0,0,0,0
2018,Johnathan Joseph,2969,CB,11,HST,0,0,2,0,37,0,60.8,,,,,,0,0,0,0,0
2018,Marcedes Lewis,2973,TE,15,GB,0,0,0,0,0,73,61.9,,,,,,0,0,0,0,0
2018,Andrew Whitworth,3000,T,16,LA,0,0,0,0,0,89,63.7,,,,,,0,0,0,0,0
2018,Frostee Rucker,3036,ED,11,OAK,0,0,4,0,15,21,60,,,,,,0,0,0,0,0
2018,Stephen Gostkowski,3063,K,16,NE,0,95,0,0,0,82,61,63.5,,,,67.3,2,0,0,0,0
2018,Domata Peko Sr.,3068,DI,16,DEN,0,0,4,0,70,0,50.2,,,,,,1,0,0,0,0
2018,Kyle Williams,3079,DI,15,BUF,0,0,13,0,66,0,57.7,,,,,,0,0,0,0,0
2018,Sam Koch,3148,P,16,BLT,0,0,0,62,0,76,63.6,,,75,,,1,0,0,0,1
2018,Antoine Bethea,3152,S,3,ARZ,0,0,0,0,11,0,61.3,,,,,,0,0,0,0,0
2018,Tom Johnson,3378,DI,11,MIN,0,0,7,0,19,0,59.5,,,,,,0,0,0,0,0
2018,Donald Penn,3459,T,4,OAK,0,0,0,0,0,12,26.7,,,,,,0,0,0,0,0
2018,Matt Prater,3471,K,16,DET,0,6,0,0,0,62,60.5,60,,,,67.9,0,0,0,0,0
2018,Tramon Williams,3558,S,12,GB,0,0,41,0,5,0,68.8,,,,36.1,,0,0,0,0,0
2018,Ted Ginn Jr.,3625,WR,3,NO,2,0,3,0,0,0,60,,55.2,,60.3,,0,0,0,0,0
2018,Leon Hall,3634,CB,2,OAK,0,5,1,0,0,0,60.3,,,,,,0,0,0,0,0
2018,Reggie Nelson,3637,S,11,OAK,0,11,25,0,2,0,69.3,,,,,,0,0,3,0,0
2018,Joe Staley,3644,T,16,SF,0,0,0,0,0,61,63.1,,,,,,0,0,0,0,0
2018,Greg Olsen,3647,TE,1,CAR,1,0,0,0,0,0,60,,,,,,0,0,0,0,0
2018,Eric Weddle,3653,S,1,BLT,0,0,1,0,0,0,60,,,,60.1,,0,0,0,0,0
2018,Ryan Kalil,3675,C,1,CAR,0,0,0,0,0,1,60,,,,,,0,0,0,0,0
2018,Brandon Mebane,3701,DI,2,LAC,0,0,0,0,3,0,60,,,,,,0,0,0,0,0
2018,Zak DeOssie,3732,LS,16,NYG,0,0,0,71,0,65,51.7,,,,,,0,0,2,0,3
2018,Jermon Bushrod,3741,T,11,NO,0,0,0,0,0,63,62.2,,,,,,0,0,0,0,0
2018,Corey Graham,3784,S,11,PHI,1,31,2,24,2,0,64.3,,,,,,0,0,3,0,0
2018,Mason Crosby,3809,K,16,GB,0,83,0,0,0,73,61,66.7,,,,53.7,0,0,0,0,1
2018,Clark Harris,3859,LS,16,CIN,0,0,0,73,0,64,82.2,,,,,,0,0,2,0,0
2018,Chris Long,4316,ED,9,PHI,0,0,2,0,45,0,58.6,,,,,,0,0,0,0,0
2018,Dominique Rodgers-Cromartie,4330,CB,7,OAK,32,26,22,20,37,0,61.9,,,,60.1,,0,0,2,0,0
2018,Duane Brown,4340,T,16,SEA,0,0,0,0,0,80,63.9,,,,,,0,0,0,0,0
2018,Jordy Nelson,4350,WR,3,OAK,1,0,5,0,0,0,59.8,,,,54,,0,0,0,0,0
2018,DeSean Jackson,4363,WR,6,TB,0,0,9,0,0,0,60.4,,,,83.8,,0,0,0,0,0
2018,Calais Campbell,4364,ED,16,JAX,0,0,23,0,63,49,46.9,,,,,,2,0,0,0,0
2018,John Greco,4379,C,10,NYG,0,0,0,0,0,46,63.8,,,,,,0,0,0,0,0
