year,player,player_id,position,player_game_count,team_name,pass_snaps,pass_rush_snaps,pass_rush_percent,sacks,hits,hurries,pressures,prp,lhs_pass_rush_snaps,lhs_pass_rush_percent,lhs_sacks,lhs_hits,lhs_hurries,lhs_pressures,lhs_prp,rhs_pass_rush_snaps,rhs_pass_rush_percent,rhs_sacks,rhs_hits,rhs_hurries,rhs_pressures,rhs_prp
2014,Ty Powell,8014,LB,7,BUF,32,8,25,1,0,0,1,12.5,7,87.5,1,0,0,1,14.3,1,12.5,0,0,0,0,0
2014,Darrell Stuckey,5634,S,11,SD,121,8,6.6,0,1,1,2,12.5,4,100,0,1,0,1,12.5,0,0,0,0,0,0,
2014,Danny Lansanah,4713,LB,15,TB,308,20,6.5,1,0,3,4,12.5,5,31.3,0,0,1,1,10,11,68.8,1,0,1,2,13.6
2014,Ryan Clark,1229,S,16,WAS,575,24,4.2,1,0,4,5,12.5,9,45,1,0,2,3,22.2,11,55,0,0,2,2,9.1
2014,David Bruton,5037,S,5,DEN,129,4,3.1,0,0,1,1,12.5,2,66.7,0,0,0,0,0,1,33.3,0,0,1,1,50
2014,Antonio Cromartie,2964,CB,16,ARZ,597,4,0.7,0,0,1,1,12.5,3,75,0,0,0,0,0,1,25,0,0,1,1,50
2014,Justin Houston,6222,ED,16,KC,593,444,74.9,23,8,54,85,12.2,392,88.5,21,8,48,77,12.5,51,11.5,2,0,6,8,9.8
2014,Mychal Kendricks,7049,LB,12,PHI,428,115,26.9,4,6,14,24,12.2,35,43.2,2,3,1,6,11.4,46,56.8,2,1,5,8,10.9
2014,Bobby Wagner,7050,LB,11,SEA,390,41,10.5,2,4,2,8,12.2,14,53.8,1,1,1,3,14.3,12,46.2,0,0,0,0,0
2014,Michael Griffin,3635,S,16,TEN,596,29,4.9,3,0,1,4,12.1,10,50,3,0,0,3,30,10,50,0,0,1,1,5
2014,Dont'a Hightower,7030,LB,12,NE,492,149,30.3,6,8,16,30,12.1,59,43.1,3,4,11,18,17.8,78,56.9,2,4,5,11,8.3
2014,Matt Elam,7813,S,16,BLT,380,29,7.6,1,2,3,6,12.1,11,39.3,0,1,1,2,9.1,17,60.7,1,1,2,4,14.7
2014,Jameel McClain,4788,LB,16,NYG,537,71,13.2,3,4,7,14,12,21,52.5,0,1,0,1,2.4,19,47.5,0,2,4,6,15.8
2014,Kendrick Lewis,5659,S,16,HST,646,25,3.9,0,1,5,6,12,0,0,0,0,0,0,,14,100,0,1,2,3,10.7
2014,C.J. Mosley,8652,LB,16,BLT,656,105,16,2,8,13,23,11.9,51,49.5,1,3,7,11,11.8,52,50.5,1,4,6,11,11.5
2014,Kevin Pierre-Louis,8767,LB,5,SEA,60,17,28.3,0,0,4,4,11.8,6,37.5,0,0,1,1,8.3,10,62.5,0,0,2,2,10
2014,Tony Jefferson,8361,S,16,ARZ,388,34,8.8,1,2,4,7,11.8,9,34.6,1,0,0,1,11.1,17,65.4,0,1,2,3,8.8
2014,Marcus Gilchrist,6202,S,16,SD,547,30,5.5,1,1,4,6,11.7,15,65.2,0,0,1,1,3.3,8,34.8,0,0,2,2,12.5
2014,Dane Fletcher,5807,LB,9,TB,194,26,13.4,1,0,4,5,11.5,9,81.8,0,0,2,2,11.1,2,18.2,0,0,0,0,0
2014,Jeremy Lane,7164,CB,5,SEA,142,13,9.2,0,0,3,3,11.5,9,69.2,0,0,2,2,11.1,4,30.8,0,0,1,1,12.5
2014,Buster Skrine,6289,CB,16,CLV,629,13,2.1,0,0,3,3,11.5,8,61.5,0,0,1,1,6.3,5,38.5,0,0,2,2,20
2014,Anthony Hitchens,8754,LB,13,DAL,280,22,7.9,0,2,3,5,11.4,10,76.9,0,1,2,3,15,3,23.1,0,1,0,1,16.7
2014,Thomas Davis Sr.,2231,LB,15,CAR,572,84,14.7,2,3,12,17,11.3,43,60.6,2,2,7,11,15.1,28,39.4,0,1,2,3,5.4
2014,Josh McNary,8073,LB,9,IND,145,36,24.8,1,2,4,7,11.1,12,36.4,0,0,2,2,8.3,21,63.6,1,2,2,5,14.3
2014,Jamie Meder,8940,DI,1,CLV,9,9,100,0,0,2,2,11.1,3,60,0,0,0,0,0,2,40,0,0,1,1,25
2014,Will Blackmon,3060,CB,8,JAX,235,9,3.8,1,0,0,1,11.1,6,66.7,1,0,0,1,16.7,3,33.3,0,0,0,0,0
2014,Justin Bethel,7654,CB,9,ARZ,87,9,10.3,0,1,1,2,11.1,7,77.8,0,1,1,2,14.3,2,22.2,0,0,0,0,0
2014,Ryan Mundy,4508,S,16,CHI,540,9,1.7,1,0,0,1,11.1,5,55.6,1,0,0,1,20,4,44.4,0,0,0,0,0
2014,J.J. Watt,6163,DI,16,HST,632,632,100,21,44,54,119,11.1,451,71.4,12,30,37,79,10.1,181,28.6,9,14,17,40,13.5
2014,DeAndre Levy,4999,LB,16,DET,646,69,10.7,3,1,8,12,10.9,26,44.1,3,0,3,6,17.3,33,55.9,0,0,5,5,7.6
2014,Morgan Burnett,5596,S,15,GB,546,23,4.2,1,0,3,4,10.9,16,100,1,0,2,3,12.5,0,0,0,0,0,0,
2014,Robert Ayers,4941,ED,12,NYG,241,236,97.9,5,12,29,46,10.8,110,46.8,5,5,10,20,11.4,125,53.2,0,7,19,26,10.4
2014,Nate Irving,6219,LB,8,DEN,212,14,6.6,1,1,0,2,10.7,8,57.1,0,1,0,1,6.3,6,42.9,1,0,0,1,16.7
2014,David Hawthorne,4693,LB,12,NO,395,42,10.6,2,2,3,7,10.7,15,40.5,1,0,3,4,16.7,22,59.5,1,1,0,2,6.8
2014,Marcus Smith,8661,LB,6,PHI,56,14,25,0,1,2,3,10.7,4,33.3,0,0,1,1,12.5,8,66.7,0,1,1,2,12.5
2014,Perry Riley,5627,LB,14,WAS,501,56,11.2,3,2,4,9,10.7,27,57.4,2,1,2,5,13,20,42.6,1,1,2,4,12.5
2014,Ha Ha Clinton-Dix,8656,S,16,GB,570,19,3.3,0,1,3,4,10.5,3,27.3,0,0,0,0,0,8,72.7,0,0,2,2,12.5
2014,Pernell McPhee,6317,ED,16,BLT,372,347,93.3,8,21,35,64,10.4,144,43.4,3,4,10,17,6.9,188,56.6,4,17,23,44,12.8
2014,Daryl Smith,1760,LB,16,BLT,628,64,10.2,1,4,7,12,10.2,32,65.3,0,0,4,4,6.3,17,34.7,0,2,2,4,11.8
2014,Wesley Woodyard,4583,LB,16,TEN,430,84,19.5,3,3,8,14,10.1,52,71.2,2,1,4,7,8.7,21,28.8,1,1,3,5,14.3
2014,Jasper Brinkley,5074,LB,16,MIN,185,15,8.1,1,0,1,2,10,6,60,1,0,0,1,16.7,4,40,0,0,0,0,0
2014,Corey Nelson,8876,LB,6,DEN,80,15,18.8,0,0,3,3,10,10,71.4,0,0,2,2,10,4,28.6,0,0,1,1,12.5
2014,Andre Hal,8850,CB,10,HST,125,5,4,0,0,1,1,10,1,20,0,0,0,0,0,4,80,0,0,1,1,12.5
2014,Jayron Hosley,7094,CB,6,NYG,102,5,4.9,0,0,1,1,10,3,60,0,0,1,1,16.7,2,40,0,0,0,0,0
