year,player,player_id,position,player_game_count,team_name,coverage_snaps,targets,receptions,yards,yards_after_catch,touchdowns,interceptions,qb_rating_against,yards_per_coverage_snap,coverage_snaps_per_target,coverage_snaps_per_reception
2014,Manny Lawson,2967,ED,16,BUF,4,1,0,0,0,0,0,39.6,0,4,
2014,Julio Jones,6158,WR,1,ATL,1,1,0,0,0,0,0,39.6,0,1,
2014,J.J. Watt,6163,DI,16,HST,0,1,0,0,0,0,1,0,,0,
2014,Jeremiah Attaochu,8685,ED,11,SD,14,1,0,0,0,0,0,39.6,0,14,
2014,Duron Harmon,7872,S,15,NE,202,1,0,0,0,0,1,0,0,202,
2014,Billy Winn,7190,DI,13,CLV,4,1,0,0,0,0,1,0,0,4,
2014,Everson Griffen,5624,ED,16,MIN,16,2,0,0,0,0,0,39.6,0,8,
2014,Jared Allen,1847,ED,15,CHI,8,1,0,0,0,0,0,39.6,0,8,
2014,Chris White,6321,LB,1,NE,1,1,0,0,0,0,0,39.6,0,1,
2014,Derek Wolfe,7040,ED,16,DEN,8,1,0,0,0,0,0,39.6,0,8,
2014,Star Lotulelei,7795,DI,14,CAR,4,1,0,0,0,0,0,39.6,0,4,
2014,Vinnie Sunseri,8802,S,4,NO,6,1,0,0,0,0,0,39.6,0,6,
2014,Henry Melton,5028,DI,16,DAL,6,1,0,0,0,0,0,39.6,0,6,
2014,Kevin Williams,1325,DI,16,SEA,8,1,0,0,0,0,0,39.6,0,8,
2014,Kony Ealy,8695,ED,15,CAR,6,1,0,0,0,0,0,39.6,0,6,
2014,Adrian Phillips,9177,S,3,SD,27,1,0,0,0,0,0,39.6,0,27,
2014,Michael Buchanan,8009,ED,2,NE,1,1,0,0,0,0,0,39.6,0,1,
2014,Jackson Jeffcoat,9139,LB,3,WAS,21,1,0,0,0,0,1,0,0,21,
2014,Cory Redding,1381,DI,16,IND,4,1,0,0,0,0,0,39.6,0,4,
2014,Kasim Edebali,9011,ED,14,NO,8,1,0,0,0,0,0,39.6,0,8,
2014,Ross Cockrell,8744,CB,2,BUF,9,1,0,0,0,0,0,39.6,0,9,
2014,Dane Sanzenbacher,6570,WR,1,CIN,1,1,0,0,0,0,0,39.6,0,1,
2014,Sean Baker,7442,S,1,ATL,4,1,0,0,0,0,0,39.6,0,4,
2014,Kendall Reyes,7052,DI,16,SD,2,1,0,0,0,0,0,39.6,0,2,
2014,Josh Bush,7176,S,1,DEN,12,1,0,0,0,0,1,0,0,12,
2014,Brock Vereen,8766,S,13,CHI,302,5,2,7,8,0,1,8.3,0.02,60.4,151
2014,Tamba Hali,2965,ED,16,KC,106,4,1,2,7,0,0,39.6,0.02,26.5,106
2014,Larry Asante,5683,S,6,OAK,94,3,1,2,4,0,0,42.4,0.02,31.3,94
2014,Jeromy Miles,5810,S,10,BLT,224,9,3,31,17,0,1,4.6,0.14,24.9,74.7
2014,George Iloka,7159,S,16,CIN,622,31,12,176,64,0,3,18.4,0.28,20.1,51.8
2014,Arthur Moats,5701,ED,15,PIT,49,1,1,6,7,0,0,91.7,0.12,49,49
2014,Tre Boston,8763,S,9,CAR,222,9,5,102,16,1,1,93.1,0.46,24.7,44.4
2014,Eddie Pleasant,7593,S,6,HST,44,3,1,7,9,0,0,42.4,0.16,14.7,44
2014,Will Hill III,6999,S,10,BLT,348,19,8,83,31,2,1,68.5,0.24,18.3,43.5
2014,Ha Ha Clinton-Dix,8656,S,16,GB,551,25,13,147,42,0,1,53.3,0.27,22,42.4
2014,Da'Norris Searcy,6252,S,15,BUF,379,19,9,89,36,0,3,21.5,0.23,19.9,42.1
2014,Earl Thomas III,5539,S,16,SEA,542,23,13,141,51,2,1,85.6,0.26,23.6,41.7
2014,Jamarca Sanford,5155,S,2,NO,41,2,1,5,2,0,0,56.3,0.12,20.5,41
2014,Rahim Moore,6197,S,16,DEN,687,22,17,183,69,3,4,101.1,0.27,31.2,40.4
