player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties
Jalston Fowler,9541,FB,15,TEN,1,1,100.0,14,0,67.1,52.3,64.7,64.6,85.0,14.0,12,12.0,14,1,0,0,0,0,118.8,0,0
Joique Bell,5797,HB,2,DET,1,1,100.0,-2,0,60.1,61.9,64.7,68.2,,-2.0,0,0.0,0,0,0,0,0,0,79.2,0,0
Jimmy Garoppolo,8697,QB,6,NE,1,1,100.0,3,0,73.8,,,50.7,,3.0,6,6.0,3,0,0,0,1,0,79.2,1,0
Jakeem Grant,10820,WR,2,MIA,1,0,0.0,0,0,40.2,39.3,27.9,86.0,,,0,,0,0,1,0,0,0,39.6,0,0
David Morgan,10822,TE,5,MIN,1,1,100.0,4,0,61.4,53.9,64.7,67.8,76.2,4.0,1,1.0,4,0,0,0,0,0,83.3,0,0
Carson Wentz,10636,QB,16,PHI,1,1,100.0,7,0,69.9,58.9,,50.2,,7.0,14,14.0,7,0,0,0,11,0,95.8,4,0
Chris Manhertz,10211,TE,5,CAR,1,1,100.0,10,0,62.7,63.0,64.7,61.2,74.5,10.0,4,4.0,10,1,0,0,0,0,108.3,0,0
Blaine Gabbert,6162,QB,6,SF,1,1,100.0,-16,0,46.2,,,90.2,,-16.0,-5,-5.0,0,0,0,0,0,0,79.2,0,0
Chase Reynolds,6892,HB,2,LA,1,1,100.0,4,0,78.8,90.3,64.7,61.2,63.8,4.0,3,3.0,4,1,0,0,0,0,83.3,0,0
Mack Brown,10115,HB,1,WAS,1,1,100.0,-2,0,64.8,61.0,64.7,73.1,,-2.0,1,1.0,0,0,0,0,0,0,79.2,0,0
Taylor Lewan,8646,T,15,TEN,1,1,100.0,10,1,87.0,83.8,64.7,61.2,85.1,10.0,13,13.0,10,1,0,0,0,0,147.9,14,2
Paul McRoberts,11192,WR,2,LA,1,1,100.0,6,0,55.4,55.0,64.7,61.2,,6.0,0,0.0,6,0,0,0,0,0,91.7,0,0
DeAndre Smelter,9565,WR,2,SF,1,1,100.0,23,0,65.8,64.8,68.3,64.0,,23.0,10,10.0,23,1,0,0,0,0,118.8,0,0
Quinton Dunbar,10073,CB,12,WAS,1,1,100.0,31,0,81.3,79.3,64.7,61.2,,31.0,2,2.0,31,1,0,0,0,0,118.8,5,1
Blake Bortles,8638,QB,16,JAX,1,1,100.0,20,1,56.9,90.7,64.7,56.4,,20.0,5,5.0,20,1,0,0,7,0,158.3,8,1
Braedon Bowman,10904,TE,1,NYJ,1,0,0.0,0,0,41.8,37.6,27.9,,,,0,,0,0,1,0,0,0,39.6,0,0
Chris Johnson,4338,HB,4,ARZ,1,0,0.0,0,0,57.2,53.3,,78.4,26.2,,0,,0,0,0,0,0,0,39.6,0,0
Zach Line,8420,FB,15,MIN,1,0,0.0,0,0,63.3,49.8,,72.7,88.0,,0,,0,0,0,0,0,0,39.6,0,0
Geremy Davis,9619,WR,2,SD,1,0,0.0,0,0,55.5,54.9,,62.8,,,0,,0,0,0,0,0,0,39.6,0,0
Rashad Ross,8061,WR,4,WAS,1,1,100.0,8,0,56.2,55.8,64.7,65.3,,8.0,0,0.0,8,0,0,0,0,0,100.0,0,0
Isaiah Pead,7053,HB,2,MIA,1,1,100.0,6,0,70.3,57.5,64.7,73.1,66.3,6.0,7,7.0,6,0,0,0,0,0,91.7,0,0
Brock Osweiler,7059,QB,15,HST,1,1,100.0,-14,0,51.1,,,61.9,,-14.0,-8,-8.0,0,0,0,0,4,0,79.2,4,0
Bralon Addison,11013,WR,2,CHI,1,1,100.0,11,0,76.9,79.9,64.7,82.4,,11.0,7,7.0,11,1,0,0,0,0,112.5,0,0
Henry Krieger-Coble,11020,TE,2,DEN,1,1,100.0,13,0,65.3,68.9,64.7,61.2,71.7,13.0,7,7.0,13,1,0,0,0,0,118.8,0,0
Paul Lasike,9802,FB,8,CHI,1,1,100.0,3,0,58.7,54.1,64.7,69.8,51.5,3.0,5,5.0,3,0,0,0,0,0,79.2,0,0
Dwayne Harris,6328,WR,9,NYG,1,1,100.0,13,1,81.6,81.0,68.3,52.9,51.9,13.0,0,0.0,13,1,0,0,0,0,158.3,0,0
Will Tukuafu,7764,FB,5,SEA,1,0,0.0,0,0,55.1,55.5,,65.2,81.9,,0,,0,0,0,0,0,0,39.6,0,0
Marcus Murphy,9663,HB,1,NO,1,1,100.0,3,0,61.5,65.1,64.7,78.5,,3.0,2,2.0,3,0,0,0,0,0,79.2,0,0
Connor Hamlett,9828,TE,3,CLV,1,1,100.0,17,1,66.5,76.5,64.7,61.2,38.9,17.0,0,0.0,17,1,0,0,0,0,158.3,0,0
Khari Lee,10018,TE,7,DET,1,0,0.0,0,0,61.3,39.9,,,47.3,,0,,0,0,0,0,0,0,39.6,0,0
Rod Smith,9996,HB,2,DAL,1,1,100.0,4,0,59.8,59.6,64.7,65.3,,4.0,7,7.0,4,0,0,0,0,0,83.3,0,0
Sam Bradford,5526,QB,15,MIN,1,1,100.0,5,0,76.7,59.3,,79.8,,5.0,10,10.0,5,0,0,0,9,0,87.5,7,0
Marcus Mariota,9435,QB,15,TEN,1,0,0.0,0,0,66.8,59.3,,50.1,61.2,,0,,0,0,0,0,4,0,39.6,3,0
D.J. Tialavea,9167,TE,2,ATL,1,1,100.0,1,1,87.9,76.9,64.7,61.2,75.8,1.0,0,0.0,1,1,0,0,0,0,118.8,0,0
Cedric Peerman,5109,HB,2,CIN,1,0,0.0,0,0,46.0,25.8,28.0,70.6,53.5,,0,,0,0,1,0,0,0,39.6,0,0
Michael Burton,9601,FB,12,DET,1,0,0.0,0,0,70.1,49.2,,,37.3,,0,,0,0,0,1,0,0,0.0,0,0
Jake Fisher,9486,T,14,CIN,1,1,100.0,12,0,47.7,26.3,64.7,18.4,46.8,12.0,10,10.0,12,0,0,0,1,0,116.7,5,2
Alex Lewis,10764,G,9,BLT,1,0,0.0,0,0,60.2,41.4,27.9,,66.8,,0,,0,0,1,0,0,0,39.6,4,0
Tony Washington,9018,WR,2,JAX,1,1,100.0,9,0,62.6,62.4,64.7,61.2,61.6,9.0,10,10.0,9,0,0,0,0,1,104.2,0,0
Matthew Mulligan,4701,TE,8,DET,1,1,100.0,8,0,70.7,41.9,64.7,61.2,76.1,8.0,7,7.0,8,0,0,0,0,0,100.0,0,0
Juwan Thompson,8955,HB,4,DEN,1,0,0.0,0,0,56.8,75.5,64.7,72.5,87.5,,0,,0,0,0,0,0,0,39.6,0,0
Donald Penn,3459,T,16,OAK,1,1,100.0,1,1,90.0,90.2,64.7,61.2,82.7,1.0,0,0.0,1,1,0,0,0,0,118.8,10,1
Michael Campanaro,8852,WR,3,BLT,1,0,0.0,0,0,60.6,41.3,27.9,74.3,,,0,,0,0,1,0,0,0,39.6,0,0
Jay Prosch,8845,FB,14,HST,1,1,100.0,6,0,70.4,55.7,64.7,70.7,70.6,6.0,4,4.0,6,1,0,0,0,0,91.7,0,0
Damiere Byrd,9964,WR,1,CAR,1,1,100.0,16,0,71.9,70.3,64.7,65.3,,16.0,4,4.0,16,1,0,0,0,0,118.8,0,0
Kellen Davis,4472,TE,8,NYJ,1,0,0.0,0,0,51.5,39.0,,,65.5,,0,,0,0,0,0,0,0,39.6,2,0
Cameron Artis-Payne,9607,HB,3,CAR,1,1,100.0,11,0,57.4,55.2,64.7,80.9,85.3,11.0,15,15.0,11,1,0,0,0,0,112.5,0,0
Matt Barkley,7880,QB,7,CHI,1,1,100.0,2,1,73.0,80.3,64.7,49.8,,2.0,0,0.0,2,1,0,0,2,0,118.8,2,0
Matthew Slater,4467,WR,3,NE,1,0,0.0,0,0,59.8,55.1,,8.4,,,0,,0,0,0,0,0,0,39.6,0,0
Alex Smith,2218,QB,15,KC,1,1,100.0,3,0,76.0,,,53.5,61.3,3.0,7,7.0,3,0,0,0,5,0,79.2,5,1
