year,player,player_id,position,player_game_count,team_name,targets,receptions,yards,routes,yprr
2016,Taylor Lewan,8646,T,4,TEN,1,1,10,4,2.5
2016,Damien Williams,9205,HB,15,MIA,28,23,249,101,2.47
2016,Taylor Gabriel,9002,WR,13,ATL,46,35,579,236,2.45
2016,Malcolm Johnson,9628,FB,6,CLV,7,5,44,18,2.44
2016,T.Y. Hilton,7092,WR,16,IND,143,91,1448,615,2.35
2016,Seth DeValve,10772,TE,11,CLV,12,10,127,55,2.31
2016,Mike Evans,8642,WR,16,TB,168,96,1321,579,2.28
2016,Tyreek Hill,10799,WR,16,KC,81,61,593,260,2.28
2016,Odell Beckham Jr.,8647,WR,16,NYG,161,101,1367,601,2.27
2016,Antonio Brown,5718,WR,15,PIT,151,106,1284,568,2.26
2016,Jarvis Landry,8698,WR,16,MIA,122,94,1136,505,2.25
2016,Aldrick Robinson,6330,WR,16,ATL,31,20,323,144,2.24
2016,Travis Kelce,7844,TE,16,KC,114,85,1125,505,2.23
2016,Arrelious Benn,5564,WR,12,JAX,10,5,116,52,2.23
2016,Fitzgerald Toussaint,9244,HB,7,PIT,3,3,33,15,2.2
2016,Antone Smith,5440,HB,3,TB,9,6,77,35,2.2
2016,Ameer Abdullah,9487,HB,2,DET,5,5,57,26,2.19
2016,MarQueis Gray,8286,TE,14,MIA,16,14,174,81,2.15
2016,Brandon Bolden,7469,HB,3,NE,4,2,15,7,2.14
2016,Jamize Olawale,7572,FB,16,OAK,14,12,227,106,2.14
2016,Rishard Matthews,7211,WR,16,TEN,104,65,945,444,2.13
2016,Reggie Bush,2947,HB,10,BUF,10,7,90,43,2.09
2016,Greg Olsen,3647,TE,16,CAR,121,79,1071,515,2.08
2016,Cole Beasley,7330,WR,16,DAL,92,75,833,403,2.07
2016,Cameron Meredith,10008,WR,14,CHI,95,66,888,428,2.07
2016,Sammie Coates,9520,WR,14,PIT,49,21,435,212,2.05
2016,Vernon Davis,2951,TE,16,WAS,59,44,583,284,2.05
2016,DeSean Jackson,4363,WR,15,WAS,89,56,1005,493,2.04
2016,Michael Thomas,10681,WR,15,NO,119,92,1137,556,2.04
2016,Gerald Christian,9689,TE,2,BUF,2,1,14,7,2
2016,Matt Barkley,7880,QB,1,CHI,1,1,2,1,2
2016,Kenny Britt,4953,WR,15,LA,109,68,1002,500,2
2016,Kelvin Benjamin,8663,WR,16,CAR,112,63,941,472,1.99
2016,C.J. Fiedorowicz,8700,TE,15,HST,82,54,559,281,1.99
2016,Julian Edelman,5156,WR,16,NE,146,98,1106,559,1.98
2016,Hunter Henry,10669,TE,15,SD,47,36,478,241,1.98
2016,Demaryius Thomas,5547,WR,16,DEN,141,90,1083,549,1.97
2016,Jordan Reed,7866,TE,12,WAS,85,66,686,348,1.97
2016,Martellus Bennett,4375,TE,16,NE,67,55,701,358,1.96
2016,Pierre Garcon,4519,WR,16,WAS,110,79,1041,532,1.96
2016,Tim Hightower,4463,HB,14,NO,23,22,200,102,1.96
2016,DuJuan Harris,6595,HB,6,SF,9,8,115,59,1.95
2016,Amari Cooper,9437,WR,16,OAK,127,83,1154,593,1.95
2016,Sammy Watkins,8639,WR,8,BUF,50,28,430,222,1.94
2016,Adam Thielen,8288,WR,16,MIN,88,69,967,498,1.94
2016,Dez Bryant,5549,WR,13,DAL,89,50,796,412,1.93
2016,Brandin Cooks,8655,WR,16,NO,113,78,1173,611,1.92
2016,Doug Baldwin,6615,WR,16,SEA,117,94,1128,588,1.92
2016,Emmanuel Sanders,5606,WR,16,DEN,131,79,1032,539,1.91
2016,Stefon Diggs,9579,WR,13,MIN,109,84,903,474,1.91
2016,Jimmy Graham,5619,TE,16,SEA,93,65,923,484,1.91
2016,James White,8765,HB,16,NE,76,60,551,290,1.9
2016,Delanie Walker,3120,TE,15,TEN,96,65,800,427,1.87
2016,Alshon Jeffery,7048,WR,12,CHI,92,52,821,439,1.87
2016,Tyrell Williams,10154,WR,16,SD,111,69,1059,567,1.87
2016,Duke Johnson Jr.,9510,HB,16,CLV,68,53,514,277,1.86
2016,Jordy Nelson,4350,WR,16,GB,146,97,1257,674,1.86
2016,Michael Crabtree,4933,WR,16,OAK,142,89,1003,541,1.85
2016,Tommylee Lewis,11231,WR,10,NO,9,7,76,41,1.85
2016,Jared Cook,5012,TE,10,GB,49,30,377,204,1.85
2016,Willie Snead IV,8999,WR,15,NO,96,72,895,487,1.84
2016,Kendall Wright,7026,WR,11,TEN,41,29,416,226,1.84
2016,Malcolm Brown,9902,HB,6,LA,3,3,46,25,1.84
2016,Golden Tate,5585,WR,16,DET,131,91,1077,606,1.78
2016,Blake Bell,9550,TE,12,SF,8,4,85,48,1.77
2016,Spencer Ware,7975,HB,14,KC,42,33,447,254,1.76
2016,Ted Ginn Jr.,3625,WR,16,CAR,89,54,752,432,1.74
2016,Mike Wallace,5007,WR,16,BLT,109,72,1017,585,1.74
2016,Kapri Bibbs,8906,HB,8,DEN,3,2,75,43,1.74
2016,David Johnson,9519,HB,16,ARZ,107,80,879,509,1.73
2016,Robert Woods,7822,WR,13,BUF,71,51,613,355,1.73
2016,Steve Smith,837,WR,14,BLT,102,70,799,461,1.73
2016,DeVante Parker,9447,WR,15,MIA,82,56,744,432,1.72
2016,Travis Benjamin,7100,WR,14,SD,71,47,677,397,1.71
2016,Terrelle Pryor Sr.,6944,WR,16,CLV,132,77,1007,592,1.7
2016,J.J. Nelson,9592,WR,15,ARZ,67,34,568,334,1.7
2016,Lorenzo Taliaferro,8773,HB,1,BLT,3,3,10,6,1.67
2016,Terrell Watson,9889,HB,1,PHI,1,1,5,3,1.67
2016,Jaron Brown,8128,WR,6,ARZ,24,11,187,112,1.67
2016,Vance McDonald,7836,TE,11,SF,43,24,391,234,1.67
2016,Zach Ertz,7816,TE,14,PHI,101,78,816,492,1.66
2016,Lucky Whitehead,9853,WR,13,DAL,3,3,48,29,1.66
2016,Derrick Henry,10679,HB,15,TEN,14,13,137,83,1.65
2016,Freddie Martino,9292,WR,13,TB,10,8,142,86,1.65
2016,Tyler Eifert,7802,TE,8,CIN,39,29,394,240,1.64
2016,Jordan Matthews,8677,WR,14,PHI,109,73,804,490,1.64
2016,Cameron Brate,9207,TE,15,TB,78,57,660,403,1.64
2016,Josh Bellamy,7472,WR,12,CHI,38,19,282,172,1.64
2016,MyCole Pruitt,9576,TE,4,CHI,2,2,13,8,1.63
2016,Henry Krieger-Coble,11020,TE,2,DEN,1,1,13,8,1.63
2016,Jamison Crowder,9538,WR,16,WAS,92,67,847,523,1.62
2016,Eddie Royal,4356,WR,9,CHI,44,33,369,228,1.62
2016,Marvin Jones Jr.,7158,WR,15,DET,101,55,930,580,1.6
2016,Eric Decker,5611,WR,3,NYJ,20,9,194,121,1.6
2016,Zach Miller,5104,TE,10,CHI,61,46,482,304,1.59
2016,Devonta Freeman,8738,HB,16,ATL,61,54,462,291,1.59
2016,Larry Fitzgerald,1724,WR,16,ARZ,147,107,1023,645,1.59
2016,Quincy Enunwa,8843,WR,16,NYJ,99,58,857,540,1.59
2016,Bobby Rainey Jr.,7511,HB,11,NYG,23,20,153,97,1.58
2016,Davante Adams,8688,WR,16,GB,118,75,997,633,1.58
2016,Jack Doyle,8520,TE,16,IND,72,59,584,371,1.57
2016,Le'Veon Bell,7829,HB,12,PIT,88,75,616,393,1.57
2016,Quan Bray,9700,WR,3,IND,4,3,36,23,1.57
2016,Jeff Heuerman,9525,TE,12,DEN,13,9,141,90,1.57
2016,Kyle Rudolph,6195,TE,16,MIN,120,83,840,539,1.56
2016,DeAndre Hopkins,7808,WR,16,HST,138,78,954,615,1.55
2016,Marqise Lee,8674,WR,16,JAX,101,63,851,550,1.55
2016,Eli Rogers,9878,WR,13,PIT,65,48,594,382,1.55
2016,Jalen Richard,11395,HB,16,OAK,39,29,194,125,1.55
2016,Eric Ebron,8645,TE,13,DET,85,61,711,462,1.54
2016,Giovani Bernard,7818,HB,10,CIN,48,39,336,218,1.54
2016,Shane Vereen,6208,HB,5,NYG,19,11,94,61,1.54
2016,Jason Witten,1384,TE,16,DAL,91,69,673,438,1.54
2016,Ryan Griffin,7982,TE,16,HST,72,50,442,287,1.54
2016,Levine Toilolo,7915,TE,16,ATL,17,13,264,173,1.53
2016,Terrance West,8729,HB,16,BLT,40,34,236,154,1.53
2016,Kenny Stills,7926,WR,16,MIA,75,42,726,475,1.53
2016,Arian Foster,5398,HB,4,MIA,9,6,78,51,1.53
2016,Breshad Perriman,9459,WR,16,BLT,64,33,499,326,1.53
2016,Tyler Lockett,9502,WR,15,SEA,62,41,597,394,1.52
2016,Russell Shepard,8254,WR,13,TB,39,23,341,226,1.51
2016,Isaiah Crowell,9295,HB,16,CLV,46,39,321,212,1.51
2016,Geronimo Allison,11141,WR,10,GB,20,12,202,135,1.5
2016,Jalin Marshall,11259,WR,10,NYJ,21,14,162,108,1.5
2016,Cody Core,10833,WR,8,CIN,26,17,200,135,1.48
2016,Chris Hogan,6468,WR,15,NE,54,38,680,460,1.48
2016,Johnny Holton,11354,WR,9,OAK,3,2,34,23,1.48
2016,Matt Asiata,6432,HB,16,MIN,38,32,263,179,1.47
2016,Ty Montgomery,9527,HB,14,GB,49,44,348,239,1.46
2016,Brandon Coleman,9086,WR,16,NO,38,26,281,193,1.46
2016,Josh Ferguson,10907,HB,9,IND,25,20,136,93,1.46
2016,Theo Riddick,7980,HB,10,DET,62,53,371,254,1.46
2016,Zach Zenner,9761,HB,10,DET,21,18,196,134,1.46
2016,Mohamed Sanu,7084,WR,15,ATL,78,59,653,450,1.45
2016,Shaun Draughn,6440,HB,14,SF,37,29,263,182,1.45
2016,Trey Burton,9185,TE,15,PHI,57,36,324,223,1.45
2016,Charles Sims,8704,HB,7,TB,28,23,177,123,1.44
2016,Brandon Marshall,3064,WR,15,NYJ,121,59,788,547,1.44
2016,Austin Seferian-Jenkins,8673,TE,9,NYJ,21,13,154,108,1.43
2016,Brandon LaFell,5602,WR,16,CIN,101,64,862,605,1.42
2016,Connor Hamlett,9828,TE,3,CLV,1,1,17,12,1.42
2016,Deonte Thompson,7513,WR,13,CHI,36,22,249,176,1.41
2016,Kevin White,9440,WR,4,CHI,34,19,187,133,1.41
2016,Adam Humphries,10075,WR,15,TB,77,55,622,440,1.41
2016,Fozzy Whittaker,8547,HB,16,CAR,31,25,226,160,1.41
2016,Antonio Gates,1609,TE,14,SD,85,53,548,389,1.41
2016,Lance Kendricks,6199,TE,16,LA,74,50,499,356,1.4
2016,Paul Richardson Jr.,8680,WR,15,SEA,32,21,288,205,1.4
2016,Dontrelle Inman,6597,WR,16,SD,89,58,810,577,1.4
2016,Marcedes Lewis,2973,TE,10,JAX,28,20,169,121,1.4
2016,Devin Funchess,9474,WR,15,CAR,54,23,371,267,1.39
2016,Jeremy Maclin,4942,WR,12,KC,72,44,536,386,1.39
2016,Dwayne Allen,7066,TE,14,IND,48,35,406,295,1.38
2016,LeSean McCoy,4976,HB,15,BUF,53,49,351,254,1.38
2016,Ronnie Hillman,7069,HB,8,SD,11,7,93,68,1.37
2016,Ezekiel Elliott,10638,HB,15,DAL,37,32,363,265,1.37
2016,Dennis Pitta,5638,TE,16,BLT,116,86,729,538,1.36
2016,Josh Huff,8721,WR,10,TB,21,16,113,83,1.36
2016,Matt Forte,4358,HB,14,NYJ,37,30,263,194,1.36
2016,Melvin Gordon III,9448,HB,13,SD,53,41,419,310,1.35
2016,Jeremy Kerley,6305,WR,16,SF,108,64,667,498,1.34
2016,Darren Sproles,2347,HB,15,PHI,63,52,427,318,1.34
2016,Harry Douglas,4398,WR,10,TEN,21,15,210,157,1.34
2016,Terrance Williams,7855,WR,16,DAL,61,44,594,445,1.33
2016,Allen Robinson II,8696,WR,16,JAX,144,73,883,665,1.33
2016,Mark Ingram II,6180,HB,16,NO,52,46,319,239,1.33
2016,Chris Ivory,6007,HB,11,JAX,26,20,186,140,1.33
2016,Coby Fleener,7038,TE,16,NO,80,50,631,474,1.33
2016,Randall Cobb,6216,WR,13,GB,80,60,610,458,1.33
2016,Austin Hooper,10715,TE,14,ATL,25,19,271,203,1.33
2016,Travaris Cadet,7457,HB,15,NO,50,40,281,213,1.32
2016,Charles Clay,6326,TE,15,BUF,81,57,552,417,1.32
2016,John Brown,8726,WR,15,ARZ,66,39,517,394,1.31
2016,Malcolm Mitchell,10746,WR,14,NE,45,32,401,308,1.3
2016,David Johnson,5165,TE,16,PIT,9,7,80,62,1.29
2016,Cole Wick,11139,TE,4,DET,3,2,18,14,1.29
2016,Robby Anderson,11254,WR,16,NYJ,75,42,587,454,1.29
2016,Tavarres King,7943,WR,5,NYG,4,2,50,39,1.28
2016,C.J. Spiller,5534,HB,6,NYJ,12,6,50,39,1.28
2016,Brian Quick,7037,WR,16,LA,75,41,564,440,1.28
2016,Kenneth Dixon,10768,HB,12,BLT,40,30,162,127,1.28
2016,Cordarrelle Patterson,7810,WR,16,MIN,64,52,453,360,1.26
2016,Ryan Mathews,5537,HB,13,PHI,14,13,115,91,1.26
2016,Garrett Celek,7274,TE,16,SF,47,29,350,280,1.25
2016,Tyler Boyd,10689,WR,16,CIN,76,54,603,481,1.25
2016,Dion Lewis,6301,HB,7,NE,22,17,94,75,1.25
2016,Victor Cruz,5827,WR,15,NYG,68,39,586,467,1.25
2016,Danny Amendola,4717,WR,12,NE,28,23,243,194,1.25
2016,Brandon Tate,5006,WR,11,BUF,11,8,117,94,1.24
2016,A.J. Derby,9635,TE,7,DEN,19,16,160,129,1.24
2016,Will Fuller V,10655,WR,14,HST,87,47,635,515,1.23
2016,Jordan Taylor,9793,WR,16,DEN,24,16,209,170,1.23
2016,Lance Dunbar,7332,HB,13,DAL,22,16,122,99,1.23
2016,Paul Perkins,10783,HB,13,NYG,20,15,162,132,1.23
2016,Rex Burkhead,7971,HB,9,CIN,19,16,133,108,1.23
2016,Daniel Lasco,10871,HB,5,NO,4,2,11,9,1.22
2016,Ka'Deem Carey,8752,HB,11,CHI,7,5,55,45,1.22
2016,Bilal Powell,6278,HB,16,NYJ,69,58,388,317,1.22
2016,Rod Streater,7416,WR,16,SF,27,18,191,158,1.21
2016,Brandon Williams,7876,TE,14,SEA,2,2,36,30,1.2
2016,Latavius Murray,7962,HB,14,OAK,37,32,253,211,1.2
2016,Brandon Wilds,11057,HB,4,NYJ,2,2,20,17,1.18
2016,Alex Erickson,11107,WR,11,CIN,8,6,71,60,1.18
2016,Gary Barnidge,4455,TE,16,CLV,75,53,601,508,1.18
2016,Danny Woodhead,4914,HB,2,SD,6,6,35,30,1.17
2016,Jamaal Charles,4387,HB,3,KC,3,2,14,12,1.17
2016,Jermaine Gresham,5546,TE,16,ARZ,58,37,391,334,1.17
2016,Devontae Booker,10770,HB,16,DEN,37,31,265,227,1.17
2016,Brent Celek,3778,TE,16,PHI,16,13,146,126,1.16
2016,Jerome Felton,4460,FB,13,BUF,9,6,57,49,1.16
2016,Neal Sterling,9653,TE,6,JAX,16,12,110,95,1.16
2016,Corey Coleman,10649,WR,10,CLV,62,33,413,360,1.15
2016,Nick Vannett,10728,TE,9,SEA,4,3,32,28,1.14
2016,Paul Turner,11082,WR,4,PHI,13,9,126,111,1.14
2016,Rashad Ross,8061,WR,4,WAS,1,1,8,7,1.14
2016,Alex Collins,10805,HB,8,SEA,10,10,75,66,1.14
2016,Allen Hurns,8931,WR,11,JAX,67,35,477,420,1.14
2016,Jacob Tamme,4441,TE,8,ATL,29,21,211,186,1.13
2016,Chris Thompson,7936,HB,16,WAS,59,49,349,308,1.13
2016,Justin Hardy,9540,WR,15,ATL,30,21,203,182,1.12
2016,Sterling Shepard,10674,WR,16,NYG,103,65,683,610,1.12
2016,Joshua Perkins,11051,TE,8,ATL,5,3,42,38,1.11
2016,Jerell Adams,10818,TE,12,NYG,20,16,122,110,1.11
2016,Marquise Goodwin,7859,WR,15,BUF,63,29,431,390,1.11
2016,Stephen Anderson,11160,TE,13,HST,15,11,93,84,1.11
2016,Josh Hill,8200,TE,9,NO,19,15,149,134,1.11
2016,Ben Koyack,9662,TE,11,JAX,24,19,161,147,1.1
2016,Mychal Rivera,7965,TE,13,OAK,24,18,192,174,1.1
2016,Kyle Juszczyk,7912,FB,16,BLT,42,37,266,242,1.1
2016,Andre Roberts,5612,WR,16,DET,25,14,188,171,1.1
2016,Rashad Jennings,5174,HB,13,NYG,41,35,201,185,1.09
2016,Jeremy Hill,8690,HB,15,CIN,25,21,174,160,1.09
2016,Dexter McCluster,5561,HB,6,SD,10,7,36,33,1.09
2016,Will Tye,10070,TE,16,NYG,68,48,395,364,1.09
2016,Tajae Sharpe,10774,WR,16,TEN,77,41,522,483,1.08
2016,De'Marcus Ayers,10863,WR,2,PIT,12,6,53,49,1.08
2016,Robert Turbin,7106,HB,15,IND,33,26,179,166,1.08
2016,Tavon Austin,7789,WR,15,LA,101,58,509,471,1.08
2016,Dwayne Harris,6328,WR,6,NYG,1,1,13,12,1.08
2016,DeMarco Murray,6223,HB,16,TEN,64,53,377,355,1.06
2016,Anquan Boldin,1369,WR,16,DET,88,67,584,549,1.06
2016,Clive Walford,9501,TE,15,OAK,49,33,359,338,1.06
2016,Michael Floyd,7019,WR,15,NE,72,37,488,460,1.06
2016,Bryan Walters,6139,WR,10,JAX,31,24,231,220,1.05
2016,Frank Gore,2282,HB,16,IND,44,38,277,263,1.05
2016,Andre Holmes,6489,WR,16,OAK,23,14,126,120,1.05
2016,C.J. Uzomah,9590,TE,10,CIN,37,25,234,222,1.05
2016,Jeremy Langford,9539,HB,12,CHI,24,19,142,135,1.05
2016,Christopher Harper,9950,WR,9,SF,18,13,133,128,1.04
2016,Akeem Hunt,9839,HB,8,HST,3,3,29,28,1.04
2016,Andre Ellington,7968,HB,16,ARZ,16,12,85,82,1.04
2016,Danny Vitale,10831,FB,9,CLV,5,4,27,26,1.04
2016,Donte Moncrief,8725,WR,9,IND,54,30,307,295,1.04
2016,Ben Braunecker,11335,TE,8,CHI,6,4,41,40,1.03
2016,Chris Conley,9509,WR,16,KC,65,44,530,515,1.03
2016,Quinton Patton,7910,WR,14,SF,59,37,408,400,1.02
2016,T.J. Yeldon,9469,HB,15,JAX,59,49,309,304,1.02
2016,Justin Hunter,7815,WR,13,BUF,23,10,189,187,1.01
2016,Donald Penn,3459,T,1,OAK,1,1,1,1,1
2016,Virgil Green,6356,TE,12,DEN,33,21,222,222,1
2016,Jerick McKinnon,8731,HB,15,MIN,51,43,255,254,1
2016,Jeremy Butler,9080,WR,3,SD,2,2,11,11,1
2016,Phillip Dorsett,9462,WR,15,IND,56,33,528,526,1
2016,Rod Smith,9996,HB,2,DAL,1,1,4,4,1
2016,Jordan Howard,10784,HB,15,CHI,46,29,298,303,0.98
2016,Cobi Hamilton,7978,WR,11,PIT,28,17,234,239,0.98
2016,Ricardo Louis,10748,WR,14,CLV,32,18,205,210,0.98
2016,Darren Fells,8549,TE,14,ARZ,17,14,154,157,0.98
2016,Brice Butler,7991,WR,16,DAL,30,16,219,224,0.98
2016,Todd Gurley II,9443,HB,16,LA,55,43,327,333,0.98
2016,DeAndre Washington,10777,HB,14,OAK,22,17,115,117,0.98
2016,Jordan Cameron,6254,TE,3,MIA,11,8,60,61,0.98
2016,Maurice Harris,11035,WR,10,WAS,11,8,66,68,0.97
2016,Ed Dickson,5595,TE,16,CAR,17,10,134,138,0.97
2016,James Starks,5716,HB,9,GB,24,19,134,140,0.96
2016,Chester Rogers,10918,WR,13,IND,31,19,273,287,0.95
2016,Bennie Fowler,8914,WR,13,DEN,21,11,145,153,0.95
2016,Julius Thomas,6281,TE,9,JAX,47,30,281,296,0.95
2016,Jermaine Kearse,7428,WR,16,SEA,76,41,510,539,0.95
2016,Shane Wynn,9780,WR,4,JAX,2,1,19,20,0.95
2016,Xavier Grimble,9092,TE,11,PIT,21,11,118,126,0.94
2016,Darren McFadden,4318,HB,3,DAL,5,3,17,18,0.94
2016,Bryce Treggs,11278,WR,8,PHI,12,3,80,85,0.94
2016,Cecil Shorts,6266,WR,9,TB,24,11,152,162,0.94
2016,James Wright,8873,WR,12,CIN,19,13,106,114,0.93
2016,Dorial Green-Beckham,9473,WR,15,PHI,67,36,392,422,0.93
2016,Knile Davis,7878,HB,7,KC,7,5,25,27,0.93
2016,Jarius Wright,7118,WR,8,MIN,14,11,67,72,0.93
2016,Doug Martin,7035,HB,8,TB,14,12,97,106,0.92
2016,Luke Willson,7940,TE,11,SEA,19,15,129,140,0.92
2016,Matt Jones,9528,HB,7,WAS,8,8,73,79,0.92
2016,Phillip Supernaw,7324,TE,15,TEN,5,4,62,69,0.9
2016,DeAndre Smelter,9565,WR,2,SF,1,1,23,26,0.88
2016,Charles Johnson,7998,WR,16,MIN,37,20,232,265,0.88
2016,De'Anthony Thomas,8759,WR,10,KC,9,7,35,40,0.88
2016,C.J. Anderson,8101,HB,7,DEN,20,16,128,146,0.88
2016,Thomas Rawls,9993,HB,9,SEA,17,13,96,109,0.88
2016,Matt Lengel,9884,TE,6,NE,3,2,22,25,0.88
2016,Jesse James,9593,TE,16,PIT,57,39,338,384,0.88
2016,Brandon Bostick,7605,TE,15,NYJ,10,8,63,72,0.88
2016,DeAngelo Williams,2972,HB,8,PIT,26,18,118,136,0.87
2016,Devin Smith,9470,WR,3,NYJ,3,1,20,23,0.87
2016,Dion Sims,7888,TE,14,MIA,33,26,256,295,0.87
2016,Charcandrick West,9047,HB,15,KC,34,28,188,219,0.86
2016,Albert Wilson,8943,WR,16,KC,50,31,279,323,0.86
2016,Vincent Jackson,2278,WR,5,TB,30,15,173,201,0.86
2016,Jonathan Grimes,7585,HB,9,HST,17,13,94,110,0.85
2016,Lee Smith,6311,TE,4,OAK,6,6,29,34,0.85
2016,Larry Donnell,7638,TE,8,NYG,21,15,92,109,0.84
2016,Richard Rodgers,8733,TE,16,GB,42,29,270,322,0.84
2016,Chris Manhertz,10211,TE,5,CAR,1,1,10,12,0.83
2016,Andre Johnson,1319,WR,8,TEN,21,9,85,102,0.83
2016,Javorius Allen,9558,HB,3,BLT,3,3,15,18,0.83
2016,Wendell Smallwood,10787,HB,10,PHI,12,6,55,66,0.83
2016,Kamar Aiken,6671,WR,16,BLT,46,29,328,395,0.83
2016,Niles Paul,6307,TE,8,WAS,2,2,27,33,0.82
2016,Pharoh Cooper,10751,WR,10,LA,19,14,106,130,0.82
2016,Daniel Brown,10144,TE,6,CHI,20,16,124,151,0.82
2016,Tyler Ervin,10753,HB,5,HST,5,3,18,22,0.82
2016,Walter Powell,8831,WR,9,BUF,23,14,142,174,0.82
2016,Charone Peake,10875,WR,13,NYJ,33,19,186,227,0.82
2016,Tyler Kroft,9518,TE,14,CIN,12,10,92,112,0.82
2016,Kenjon Barner,7963,HB,12,PHI,8,5,42,52,0.81
2016,Seth Roberts,9079,WR,16,OAK,75,38,397,494,0.8
2016,Darrius Heyward-Bey,4930,WR,9,PIT,19,6,114,144,0.79
2016,Brittan Golden,7481,WR,8,ARZ,14,8,82,104,0.79
2016,Crockett Gillmore,8734,TE,7,BLT,14,8,71,90,0.79
2016,Benny Cunningham,8283,HB,11,LA,20,16,91,116,0.78
2016,Corey Brown,8986,WR,16,CAR,45,27,276,353,0.78
2016,Kenneth Farrow,10988,HB,9,SD,15,13,70,91,0.77
2016,Mike Tolbert,4740,FB,16,CAR,15,10,72,94,0.77
2016,Keith Smith,9302,FB,13,DAL,3,3,20,26,0.77
2016,Kenyan Drake,10707,HB,12,MIA,10,9,46,60,0.77
2016,Brenton Bersin,7516,WR,6,CAR,6,2,17,22,0.77
2016,Darren Waller,9637,TE,12,BLT,15,10,85,110,0.77
2016,Rhett Ellison,7128,TE,15,MIN,11,9,57,74,0.77
2016,Roger Lewis Jr.,11246,WR,11,NYG,19,7,97,127,0.76
2016,Gavin Escobar,7828,TE,13,DAL,6,4,30,40,0.75
2016,Rob Kelley,11090,HB,12,WAS,17,12,82,110,0.75
2016,Mike Davis,9559,HB,5,SF,5,3,25,34,0.74
2016,Rashad Greene Sr.,9572,WR,6,JAX,8,5,32,43,0.74
2016,Lamar Miller,7097,HB,14,HST,36,31,188,253,0.74
2016,Torrey Smith,6210,WR,12,SF,45,20,267,365,0.73
2016,Markus Wheaton,7860,WR,3,PIT,9,4,51,70,0.73
2016,Nick O'Leary,9627,TE,16,BUF,13,9,114,156,0.73
2016,Jordan Norwood,5358,WR,14,DEN,32,21,232,318,0.73
2016,Andrew Hawkins,6125,WR,16,CLV,50,33,324,447,0.72
2016,Anthony Fasano,2998,TE,16,TEN,12,8,83,116,0.72
2016,Rashard Higgins,10806,WR,15,CLV,12,6,77,109,0.71
2016,Carlos Hyde,8692,HB,13,SF,32,27,163,229,0.71
2016,Bradley Marquez,9914,WR,11,LA,7,3,37,53,0.7
2016,Nelson Agholor,9453,WR,15,PHI,62,36,365,531,0.69
2016,Jacquizz Rodgers,6297,HB,10,TB,15,13,98,142,0.69
2016,Jay Ajayi,9582,HB,15,MIA,33,27,151,219,0.69
2016,Jaelen Strong,9503,WR,8,HST,23,14,131,191,0.69
2016,Aaron Burbridge,10847,WR,14,SF,14,7,88,129,0.68
2016,Mike Thomas,10840,WR,14,LA,9,3,37,55,0.67
2016,John Kuhn,2686,FB,16,NO,17,16,70,105,0.67
2016,Andy Janovich,10810,FB,10,DEN,6,5,44,67,0.66
2016,Demetrius Harris,8524,TE,16,KC,30,17,123,186,0.66
