year,player,player_id,position,player_game_count,team_name,targets,deep_targets,deep_receptions,deep_drops,deep_yards,deep_catchable,deep_touchdowns,target_rate,drop_rate,catch_rate
2016,Brandon Coleman,9086,WR,16,NO,38,4,2,1,66,3,0,10.5,33.3,50
2016,Zach Ertz,7816,TE,14,PHI,101,14,7,0,159,7,2,13.9,0,50
2016,Justin Hunter,7815,WR,13,BUF,23,4,2,0,94,2,1,17.4,0,50
2016,Ladarius Green,7110,TE,6,PIT,32,8,4,0,119,4,0,25,0,50
2016,Eddie Royal,4356,WR,9,CHI,44,4,2,0,83,2,1,9.1,0,50
2016,Damien Williams,9205,HB,15,MIA,28,2,1,0,18,1,1,7.1,0,50
2016,Joshua Perkins,11051,TE,8,ATL,5,2,1,1,26,2,1,40,50,50
2016,Vernon Davis,2951,TE,16,WAS,59,10,5,0,166,5,1,16.9,0,50
2016,Steve Smith,837,WR,14,BLT,102,8,4,0,108,4,2,7.8,0,50
2016,Jeff Heuerman,9525,TE,12,DEN,13,2,1,0,29,1,0,15.4,0,50
2016,Jordan Reed,7866,TE,12,WAS,85,8,4,0,107,4,0,9.4,0,50
2016,Kenny Stills,7926,WR,16,MIA,75,19,9,1,380,10,8,25.3,10,47.4
2016,Brandon LaFell,5602,WR,16,CIN,101,13,6,0,208,6,1,12.9,0,46.2
2016,Dontrelle Inman,6597,WR,16,SD,89,13,6,0,215,6,2,14.6,0,46.2
2016,Brandin Cooks,8655,WR,16,NO,113,24,11,0,544,11,4,21.2,0,45.8
2016,Brice Butler,7991,WR,16,DAL,30,9,4,1,103,5,2,30,20,44.4
2016,Ted Ginn Jr.,3625,WR,16,CAR,89,18,8,2,341,10,4,20.2,20,44.4
2016,Rishard Matthews,7211,WR,16,TEN,104,25,11,0,388,11,2,24,0,44
2016,Antonio Brown,5718,WR,15,PIT,151,32,14,0,407,14,8,21.2,0,43.8
