year,player,player_id,position,player_game_count,team_name,run_snaps,tackles,assists,misses,stops,stop_percent
2018,Chris Covington,49825,LB,1,DAL,1,1,0,0,1,100
2018,Shalom Luani,11976,S,1,SEA,2,1,0,0,1,50
2018,Korey Toomer,7147,LB,1,GB,2,1,0,0,1,50
2018,DeMarcus Walker,11806,DI,2,DEN,5,2,0,0,2,40
2018,Daeshon Hall,11832,ED,2,PHI,3,1,0,0,1,33.3
2018,Dekoda Watson,5740,ED,4,SF,8,2,0,0,2,25
2018,Kayvon Webster,7871,CB,2,HST,4,1,0,0,1,25
2018,Ahmad Thomas,49204,LB,1,IND,10,2,0,0,2,20
2018,Ufomba Kamalu,11164,ED,2,NE,5,1,0,0,1,20
2018,L.J. Fort,7292,LB,12,PIT,85,19,2,0,16,18.8
2018,Daren Bates,8077,LB,5,TEN,11,2,0,0,2,18.2
2018,Eric Lee,11165,ED,8,DET,28,5,1,1,5,17.9
2018,Matt Dickerson,49601,DI,3,TEN,12,3,0,0,2,16.7
2018,Damon Harrison Sr.,7355,DI,17,DET,288,56,16,1,46,16
2018,Fadol Brown,12246,DI,11,GB,106,19,1,4,16,15.1
2018,Calais Campbell,4364,ED,16,JAX,302,47,10,3,44,14.6
2018,Steven Means,7929,ED,8,ATL,69,11,3,0,10,14.5
2018,Lyndon Johnson,38557,DI,3,JAX,14,2,0,0,2,14.3
2018,Rayshawn Jenkins,11868,S,8,LAC,14,2,1,1,2,14.3
2018,Deion Jones,10686,LB,6,ATL,133,28,6,1,19,14.3
2018,Derek Barnett,11769,ED,6,PHI,64,11,2,1,9,14.1
2018,Tyler Lancaster,48604,DI,11,GB,131,20,3,1,18,13.7
2018,Jeff Holland,50287,ED,3,DEN,22,4,2,1,3,13.6
2018,Josh Harvey-Clemons,11985,LB,10,WAS,15,3,0,0,2,13.3
2018,Tim Williams,11833,ED,7,BLT,30,4,1,0,4,13.3
2018,Akiem Hicks,7090,DI,16,CHI,256,40,4,2,34,13.3
