player,player_id,position,player_game_count,team_name,pass_snaps,pass_rush_snaps,pass_rush_percent,sacks,hits,hurries,pressures,prp,lhs_pass_rush_snaps,lhs_pass_rush_percent,lhs_sacks,lhs_hits,lhs_hurries,lhs_pressures,lhs_prp,rhs_pass_rush_snaps,rhs_pass_rush_percent,rhs_sacks,rhs_hits,rhs_hurries,rhs_pressures,rhs_prp
Ja'Whaun Bentley,50966,LB,3,NE,83,14,16.9,0,1,2,3,10.7,5,35.7,0,0,2,2,20.0,9,64.3,0,1,0,1,5.6
Daeshon Hall,11832,ED,3,PHI,14,14,100.0,1,0,1,2,10.7,0,0.0,0,0,0,0,,12,100.0,1,0,1,2,12.5
Jermaine Whitehead,9698,S,8,CLV,153,28,18.3,1,1,3,5,10.7,15,53.6,0,1,1,2,6.7,13,46.4,1,0,2,3,15.4
Tre Boston,8763,S,14,ARZ,506,19,3.8,0,2,2,4,10.5,6,31.6,0,1,1,2,16.7,13,68.4,0,1,1,2,7.7
Matthew Adams,38526,LB,12,IND,85,19,22.4,0,2,2,4,10.5,4,23.5,0,0,1,1,12.5,13,76.5,0,2,1,3,11.5
Antonio Morrison,10759,LB,16,GB,120,19,15.8,1,1,1,3,10.5,8,50.0,0,0,1,1,6.3,8,50.0,1,1,0,2,18.8
Cameron Wake,4907,ED,14,MIA,292,286,97.9,6,10,38,54,10.5,284,99.3,6,10,37,53,10.4,2,0.7,0,0,1,1,25.0
Vince Williams,7988,LB,14,PIT,437,110,25.2,5,5,8,18,10.5,30,30.0,2,1,0,3,8.3,70,70.0,2,4,7,13,10.7
Dekoda Watson,5740,ED,4,SF,48,48,100.0,3,0,4,7,10.4,1,2.1,0,0,1,1,50.0,47,97.9,3,0,3,6,9.6
Haason Reddick,11768,LB,16,ARZ,449,106,23.6,4,4,10,18,10.4,54,51.4,3,2,7,12,13.9,51,48.6,1,2,3,6,6.9
Landon Collins,9466,S,12,NYG,436,24,5.5,0,2,3,5,10.4,11,45.8,0,1,1,2,9.1,13,54.2,0,1,2,3,11.5
A.J. Klein,7930,LB,16,NO,390,63,16.2,2,2,7,11,10.3,32,55.2,0,1,2,3,4.7,26,44.8,1,1,5,7,15.4
Uchenna Nwosu,50084,ED,16,LAC,175,151,86.3,4,6,17,27,10.3,53,35.1,3,2,3,8,10.4,98,64.9,1,4,14,19,10.2
Matt Milano,11918,LB,13,BUF,409,54,13.2,1,2,7,10,10.2,28,54.9,0,0,4,4,7.1,23,45.1,1,2,3,6,15.2
Tavon Wilson,7051,S,14,DET,175,5,2.9,0,0,1,1,10.0,1,20.0,0,0,1,1,50.0,4,80.0,0,0,0,0,0.0
Bene Benwikere,8783,CB,11,OAK,312,10,3.2,1,0,0,1,10.0,5,50.0,1,0,0,1,20.0,5,50.0,0,0,0,0,0.0
Joe Thomas,9272,LB,6,DAL,39,5,12.8,0,0,1,1,10.0,3,100.0,0,0,1,1,16.7,0,0.0,0,0,0,0,
Bashaud Breeland,8737,CB,7,GB,183,10,5.5,0,0,2,2,10.0,6,60.0,0,0,0,0,0.0,4,40.0,0,0,2,2,25.0
Mike Hull,9815,LB,2,MIA,21,5,23.8,0,0,1,1,10.0,1,20.0,0,0,0,0,0.0,4,80.0,0,0,1,1,12.5
Preston Brown,8708,LB,7,CIN,192,10,5.2,0,0,2,2,10.0,4,50.0,0,0,0,0,0.0,4,50.0,0,0,1,1,12.5
Lorenzo Alexander,2476,LB,16,BUF,355,226,63.7,7,4,27,38,10.0,176,79.3,6,3,21,30,10.2,46,20.7,1,1,5,7,8.7
Tramon Williams,3558,S,16,GB,597,15,2.5,0,0,3,3,10.0,3,20.0,0,0,0,0,0.0,12,80.0,0,0,3,3,12.5
Quandre Diggs,9633,S,16,DET,540,5,0.9,0,1,0,1,10.0,0,0.0,0,0,0,0,,5,100.0,0,1,0,1,10.0
Jordan Evans,11947,LB,14,CIN,248,10,4.0,1,0,0,1,10.0,8,80.0,1,0,0,1,12.5,2,20.0,0,0,0,0,0.0
Demario Davis,7079,LB,16,NO,551,101,18.3,4,6,6,16,9.9,42,42.4,2,1,2,5,8.3,57,57.6,2,5,4,11,11.4
Malcolm Smith,6394,LB,12,SF,178,31,17.4,0,3,3,6,9.7,10,37.0,0,2,1,3,15.0,17,63.0,0,1,2,3,8.8
B.J. Goodson,10743,LB,15,NYG,231,31,13.4,0,4,2,6,9.7,9,29.0,0,2,0,2,11.1,22,71.0,0,2,2,4,9.1
Jabrill Peppers,11780,S,16,CLV,455,67,14.7,1,3,8,12,9.7,32,47.8,1,1,4,6,10.9,35,52.2,0,2,4,6,8.6
Damien Wilson,9560,LB,16,DAL,129,26,20.2,1,1,2,4,9.6,12,46.2,0,0,1,1,4.2,14,53.8,1,1,1,3,14.3
Chris Jones,10671,DI,16,KC,474,471,99.4,16,14,44,74,9.6,135,29.2,6,1,13,20,9.6,327,70.8,10,13,29,52,9.5
Delano Hill,11849,S,13,SEA,206,16,7.8,0,2,1,3,9.4,9,56.3,0,0,1,1,5.6,7,43.8,0,2,0,2,14.3
Morgan Burnett,5596,S,11,PIT,256,16,6.3,0,2,1,3,9.4,11,68.8,0,1,0,1,4.5,5,31.3,0,1,1,2,20.0
Fletcher Cox,7018,DI,16,PHI,575,572,99.5,11,24,60,95,9.3,406,75.5,6,17,41,64,8.6,132,24.5,5,6,14,25,11.4
Luke Kuechly,7015,LB,16,CAR,553,70,12.7,1,3,8,12,9.3,34,55.7,0,0,3,3,4.4,27,44.3,0,3,3,6,11.1
Lerentee McCray,8159,ED,12,JAX,72,70,97.2,1,1,10,12,9.3,46,65.7,1,1,8,10,12.0,24,34.3,0,0,2,2,4.2
Joey Bosa,10637,ED,7,LAC,186,185,99.5,6,3,19,28,9.2,85,46.2,5,1,8,14,11.2,99,53.8,1,2,11,14,7.6
Khalil Mack,8640,ED,14,CHI,502,441,87.8,13,7,48,68,9.2,227,51.5,8,5,29,42,11.0,214,48.5,5,2,19,26,7.2
Jourdan Lewis,11846,CB,12,DAL,139,11,7.9,0,0,2,2,9.1,5,45.5,0,0,1,1,10.0,6,54.5,0,0,1,1,8.3
Sam Acho,6255,ED,2,CHI,13,11,84.6,0,0,2,2,9.1,1,9.1,0,0,0,0,0.0,10,90.9,0,0,2,2,10.0
Michael Thomas,7279,S,16,NYG,315,22,7.0,1,0,2,3,9.1,11,50.0,0,0,0,0,0.0,11,50.0,1,0,2,3,18.2
Patrick Chung,4957,S,15,NE,573,45,7.9,1,1,5,7,8.9,25,56.8,0,1,1,2,4.0,19,43.2,1,0,4,5,15.8
Dee Ford,8658,ED,16,KC,604,518,85.8,15,17,45,77,8.9,335,64.7,9,12,32,53,9.3,183,35.3,6,5,13,24,8.2
Elijah Lee,11987,LB,9,SF,258,28,10.9,0,1,4,5,8.9,7,26.9,0,0,0,0,0.0,19,73.1,0,1,4,5,13.2
Todd Davis,9007,LB,16,DEN,448,45,10.0,0,4,4,8,8.9,22,52.4,0,1,3,4,9.1,20,47.6,0,3,1,4,10.0
Minkah Fitzpatrick,51206,CB,16,MIA,511,17,3.3,0,0,3,3,8.8,4,23.5,0,0,1,1,12.5,13,76.5,0,0,2,2,7.7
Frank Clark,9496,ED,16,SEA,465,441,94.8,13,13,38,64,8.7,186,42.2,4,8,17,29,8.9,255,57.8,9,5,21,35,8.6
Eric Kendricks,9478,LB,14,MIN,494,52,10.5,1,1,6,8,8.7,30,61.2,0,1,3,4,6.7,19,38.8,1,0,3,4,13.2
Avery Williamson,8786,LB,16,NYJ,642,92,14.3,3,1,9,13,8.7,31,44.9,1,0,3,4,8.1,38,55.1,2,1,3,6,10.5
Terrell Edmunds,51334,S,16,PIT,600,29,4.8,0,2,3,5,8.6,19,65.5,0,2,3,5,13.2,10,34.5,0,0,0,0,0.0
Joe Schobert,10733,LB,13,CLV,533,110,20.6,3,2,11,16,8.6,47,46.1,3,0,4,7,10.6,55,53.9,0,2,6,8,7.3
Justin Houston,6222,ED,12,KC,419,339,80.9,10,6,32,48,8.6,150,44.8,5,3,14,22,9.0,185,55.2,5,3,16,24,7.8
Kemoko Turay,21702,ED,14,IND,254,251,98.8,5,7,26,38,8.6,29,11.6,0,0,3,3,5.2,222,88.4,5,7,23,35,9.0
Danielle Hunter,9521,ED,16,MIN,491,478,97.4,15,3,49,67,8.6,261,54.8,10,0,24,34,8.4,215,45.2,5,3,25,33,8.8
Josh Bynes,6503,LB,11,ARZ,369,47,12.7,2,1,3,6,8.5,22,47.8,1,1,2,4,11.4,24,52.2,1,0,1,2,6.3
Wesley Woodyard,4583,LB,14,TEN,427,59,13.8,2,1,5,8,8.5,21,42.0,1,1,2,4,11.9,29,58.0,1,0,1,2,5.2
Matt Ioannidis,10786,DI,14,WAS,259,258,99.6,8,3,25,36,8.5,246,96.5,8,3,25,36,8.9,9,3.5,0,0,0,0,0.0
Jordan Hicks,9517,LB,12,PHI,478,59,12.3,2,2,4,8,8.5,26,51.0,2,0,3,5,13.5,25,49.0,0,1,0,1,2.0
Ryan Kerrigan,6168,ED,16,WAS,485,445,91.8,14,7,41,62,8.5,400,90.1,11,7,34,52,7.9,44,9.9,3,0,7,10,14.8
Von Miller,6154,ED,16,DEN,498,474,95.2,16,10,38,64,8.4,393,82.9,15,8,35,58,9.3,81,17.1,1,2,3,6,4.3
Jerome Baker,28091,LB,16,MIA,378,42,11.1,3,0,1,4,8.3,19,45.2,2,0,1,3,13.2,23,54.8,1,0,0,1,4.3
Joel Iyiegbuniwe,51221,LB,4,CHI,21,6,28.6,0,0,1,1,8.3,4,80.0,0,0,1,1,12.5,1,20.0,0,0,0,0,0.0
Reshad Jones,5686,S,14,MIA,422,12,2.8,0,0,2,2,8.3,3,25.0,0,0,1,1,16.7,9,75.0,0,0,1,1,5.6
George Odum,31342,S,9,IND,120,6,5.0,0,0,1,1,8.3,3,60.0,0,0,1,1,16.7,2,40.0,0,0,0,0,0.0
Duke Riley,11830,LB,14,ATL,236,6,2.5,0,1,0,1,8.3,3,75.0,0,0,0,0,0.0,1,25.0,0,0,0,0,0.0
Terrance Smith,11181,LB,7,KC,147,24,16.3,1,0,2,3,8.3,13,54.2,0,0,1,1,3.8,11,45.8,1,0,1,2,13.6
Demarcus Lawrence,8669,ED,16,DAL,472,456,96.6,13,11,39,63,8.3,445,97.6,13,11,38,62,8.4,11,2.4,0,0,1,1,4.5
Trey Flowers,9534,ED,15,NE,466,441,94.6,9,12,43,64,8.3,229,54.7,6,6,29,41,10.3,190,45.3,3,6,12,21,6.3
Adrian Clayborn,6172,ED,14,NE,258,257,99.6,3,8,28,39,8.2,2,0.8,0,0,0,0,0.0,255,99.2,3,8,28,39,8.2
Bradley Chubb,48526,ED,16,DEN,491,425,86.6,13,8,36,57,8.2,51,12.0,1,1,3,5,5.9,374,88.0,12,7,33,52,8.6
Adarius Taylor,9074,LB,15,TB,302,31,10.3,1,0,3,4,8.1,17,54.8,1,0,1,2,8.8,14,45.2,0,0,2,2,7.1
Derrick Kindred,10763,S,16,CLV,257,31,12.1,0,0,5,5,8.1,16,51.6,0,0,2,2,6.3,15,48.4,0,0,3,3,10.0
Alec Ogletree,7811,LB,13,NYG,480,86,17.9,1,3,9,13,8.1,46,55.4,1,1,5,7,8.7,37,44.6,0,2,4,6,8.1
Yannick Ngakoue,10703,ED,16,JAX,471,459,97.5,10,24,30,64,8.1,132,28.8,5,3,8,16,8.0,327,71.2,5,21,22,48,8.1
Za'Darius Smith,9555,ED,16,BLT,457,428,93.7,10,17,32,59,8.1,243,56.9,7,10,17,34,8.4,184,43.1,3,7,15,25,7.6
Jacob Martin,50152,ED,16,SEA,184,170,92.4,3,3,18,24,7.9,101,59.8,2,2,15,19,10.4,68,40.2,1,1,3,5,4.4
M.J. Stewart,49397,CB,8,TB,202,19,9.4,0,2,1,3,7.9,11,57.9,0,0,1,1,4.5,8,42.1,0,2,0,2,12.5
Tyus Bowser,11802,ED,14,BLT,105,76,72.4,1,0,10,11,7.9,44,57.9,1,0,7,8,10.2,32,42.1,0,0,3,3,4.7
Dont'a Hightower,7030,LB,15,NE,461,197,42.7,1,5,24,30,7.9,73,37.8,1,2,9,12,8.9,120,62.2,0,3,15,18,7.5
Vontarrius Dora,11014,ED,2,ARZ,21,19,90.5,0,2,1,3,7.9,17,89.5,0,2,1,3,8.8,2,10.5,0,0,0,0,0.0
Geno Atkins,5643,DI,16,CIN,469,466,99.4,9,9,46,64,7.8,185,42.0,1,3,16,20,5.7,255,58.0,7,4,28,39,9.0
Zach Cunningham,11812,LB,14,HST,455,32,7.0,0,0,5,5,7.8,19,61.3,0,0,5,5,13.2,12,38.7,0,0,0,0,0.0
Efe Obada,10235,ED,10,CAR,107,103,96.3,2,5,7,14,7.8,19,18.6,0,1,1,2,5.3,83,81.4,2,4,6,12,8.4
Takkarist McKinley,11781,ED,15,ATL,384,370,96.4,8,8,34,50,7.8,132,35.8,4,1,16,21,9.5,237,64.2,4,7,18,29,7.0
Matthew Judon,10780,ED,16,BLT,427,319,74.7,8,12,21,41,7.7,167,52.5,6,7,11,24,9.0,151,47.5,2,5,10,17,6.3
Nicholas Morrow,51674,LB,14,OAK,243,26,10.7,0,2,2,4,7.7,12,48.0,0,2,1,3,12.5,13,52.0,0,0,1,1,3.8
Leighton Vander Esch,50950,LB,16,DAL,468,13,2.8,0,0,2,2,7.7,6,46.2,0,0,2,2,16.7,7,53.8,0,0,0,0,0.0
Mike Hilton,10898,CB,15,PIT,418,52,12.4,1,4,2,7,7.7,25,48.1,0,4,0,4,8.0,27,51.9,1,0,2,3,7.4
Michael Bennett,5273,ED,16,PHI,522,513,98.3,11,20,37,68,7.7,335,65.4,8,13,25,46,8.1,177,34.6,3,7,12,22,7.1
Carl Lawson,11871,ED,7,CIN,174,172,98.9,1,7,17,25,7.6,8,4.7,0,0,0,0,0.0,164,95.3,1,7,17,25,7.9
Ryan Anderson,11804,ED,13,WAS,97,86,88.7,2,1,8,11,7.6,67,78.8,2,1,6,9,8.2,18,21.2,0,0,2,2,5.6
Jaylon Smith,10668,LB,16,DAL,575,72,12.5,0,4,7,11,7.6,30,44.8,0,2,2,4,6.7,37,55.2,0,2,4,6,8.1
J.J. Watt,6163,ED,16,HST,607,607,100.0,17,12,45,74,7.5,560,92.4,17,11,43,71,7.9,46,7.6,0,1,2,3,3.3
John Atkins,49918,DI,2,DET,20,20,100.0,0,1,2,3,7.5,5,29.4,0,0,0,0,0.0,12,70.6,0,1,1,2,8.3
Barkevious Mingo,7787,ED,16,SEA,270,67,24.8,2,2,4,8,7.5,33,49.3,0,1,2,3,4.5,34,50.7,2,1,2,5,10.3
Terrell Suggs,1326,ED,16,BLT,476,414,87.0,8,7,38,53,7.4,162,39.1,4,2,19,25,9.0,252,60.9,4,5,19,28,6.3
T.J. Watt,11785,ED,16,PIT,550,428,77.8,12,11,28,51,7.4,424,99.1,12,11,28,51,7.4,4,0.9,0,0,0,0,0.0
Mike Daniels,7132,DI,10,GB,220,219,99.5,1,3,27,31,7.3,94,43.3,1,0,11,12,6.9,123,56.7,0,2,16,18,7.3
Myles Garrett,11756,ED,16,CLV,588,558,94.9,15,16,36,67,7.3,53,9.5,2,4,5,11,12.3,505,90.5,13,12,31,56,6.8
Brandon Graham,5538,ED,16,PHI,523,517,98.9,5,9,56,70,7.3,172,33.4,3,4,25,32,10.2,343,66.6,2,5,31,38,5.8
Olivier Vernon,7074,ED,11,NYG,389,377,96.9,8,13,25,46,7.2,27,7.2,0,0,3,3,5.6,350,92.8,8,13,22,43,7.3
Jeremiah Attaochu,8685,ED,10,NYJ,103,97,94.2,2,4,6,12,7.2,48,49.5,2,1,4,7,9.4,49,50.5,0,3,2,5,5.1
Malik Jackson,7647,DI,16,JAX,388,384,99.0,4,9,38,51,7.2,243,65.1,1,6,21,28,6.0,130,34.9,3,3,13,19,8.5
Melvin Ingram III,7024,ED,16,LAC,535,505,94.4,9,9,46,64,7.2,282,56.4,4,5,29,38,7.4,218,43.6,5,4,17,26,7.1
Mike Love,48376,ED,3,BUF,14,14,100.0,0,0,2,2,7.1,0,0.0,0,0,0,0,,14,100.0,0,0,2,2,7.1
Leonard Johnson,7385,CB,3,ARZ,61,7,11.5,0,0,1,1,7.1,4,57.1,0,0,1,1,12.5,3,42.9,0,0,0,0,0.0
Randy Gregory,9493,ED,14,DAL,301,297,98.7,5,10,22,37,7.1,2,0.7,0,1,0,1,25.0,295,99.3,5,9,22,36,6.9
Kyler Fackrell,10722,ED,16,GB,348,224,64.4,11,1,9,21,7.1,63,28.3,3,0,4,7,7.9,160,71.7,8,1,5,14,6.9
Elandon Roberts,10848,LB,16,NE,218,28,12.8,0,1,3,4,7.1,12,57.1,0,1,1,2,8.3,9,42.9,0,0,0,0,0.0
Ben Gedeon,11875,LB,15,MIN,115,7,6.1,0,0,1,1,7.1,3,42.9,0,0,1,1,16.7,4,57.1,0,0,0,0,0.0
Denzel Perryman,9481,LB,9,LAC,207,7,3.4,0,0,1,1,7.1,4,66.7,0,0,1,1,12.5,2,33.3,0,0,0,0,0.0
Andrew Adams,11240,S,12,TB,222,7,3.2,0,1,0,1,7.1,2,50.0,0,0,0,0,0.0,2,50.0,0,0,0,0,0.0
Nigel Bradham,7105,LB,15,PHI,607,56,9.2,1,0,6,7,7.1,26,47.3,0,0,3,3,5.8,29,52.7,1,0,3,4,8.6
Benardrick McKinney,9476,LB,16,HST,541,63,11.6,2,3,2,7,7.1,33,64.7,2,0,1,3,7.6,18,35.3,0,3,0,3,8.3
Jatavis Brown,10809,LB,15,LAC,389,21,5.4,1,0,1,2,7.1,13,68.4,0,0,1,1,3.8,6,31.6,0,0,0,0,0.0
Brennan Scarlett,11169,LB,7,HST,56,14,25.0,0,2,0,2,7.1,7,50.0,0,1,0,1,7.1,7,50.0,0,1,0,1,7.1
Jihad Ward,10678,DI,6,IND,91,91,100.0,3,3,4,10,7.1,30,33.0,1,0,1,2,5.0,61,67.0,2,3,3,8,8.2
Marcell Harris,51408,S,7,SF,172,14,8.1,0,0,2,2,7.1,7,50.0,0,0,1,1,7.1,7,50.0,0,0,1,1,7.1
Mario Addison,6558,ED,16,CAR,409,387,94.6,10,1,34,45,7.1,15,3.9,1,0,1,2,10.0,372,96.1,9,1,33,43,7.0
Ray-Ray Armstrong,8271,LB,8,CLV,126,7,5.6,0,0,1,1,7.1,3,50.0,0,0,1,1,16.7,3,50.0,0,0,0,0,0.0
Garrison Smith,9310,DI,2,ARZ,14,14,100.0,0,0,2,2,7.1,8,57.1,0,0,1,1,6.3,6,42.9,0,0,1,1,8.3
Cameron Jordan,6176,ED,16,NO,567,539,95.1,11,9,45,65,7.1,523,97.4,11,9,45,65,7.3,14,2.6,0,0,0,0,0.0
Markus Golden,9491,ED,11,ARZ,215,208,96.7,3,4,19,26,7.0,203,97.6,3,4,18,25,6.9,5,2.4,0,0,1,1,10.0
Chris Long,4316,ED,16,PHI,439,433,98.6,8,15,30,53,7.0,375,86.6,8,14,29,51,7.9,58,13.4,0,1,1,2,1.7
Jordan Jenkins,10717,ED,16,NYJ,357,305,85.4,7,8,20,35,6.9,242,79.3,7,7,17,31,7.9,63,20.7,0,1,3,4,3.2
