player,player_id,position,player_game_count,team_name,coverage_snaps,targets,receptions,yards,yards_after_catch,touchdowns,interceptions,qb_rating_against,yards_per_coverage_snap,coverage_snaps_per_target,coverage_snaps_per_reception
Holton Hill,50414,CB,13,MIN,203,31,16,183,30,1,1,67.0,0.9,6.5,12.7
Landon Collins,9466,S,12,NYG,417,43,33,397,178,3,0,127.8,0.95,9.7,12.6
Brandon Carr,4454,CB,16,BLT,540,78,43,607,267,0,2,69.8,1.12,6.9,12.6
Neiko Thorpe,7716,CB,3,SEA,25,4,2,21,11,0,0,65.6,0.84,6.3,12.5
Josh Norman,7649,CB,16,WAS,609,73,49,644,258,8,3,114.2,1.06,8.3,12.4
Terrell Suggs,1326,ED,16,BLT,62,8,5,72,59,0,0,91.7,1.16,7.8,12.4
Alex Anzalone,11831,LB,16,NO,283,28,23,186,102,1,1,91.4,0.66,10.1,12.3
J.C. Jackson,42781,CB,13,NE,270,42,22,262,105,0,3,42.0,0.97,6.4,12.3
Tavon Wilson,7051,S,14,DET,171,20,14,118,34,1,0,101.7,0.69,8.6,12.2
E.J. Gaines,8823,CB,4,CLV,110,18,9,137,52,0,1,52.3,1.25,6.1,12.2
Justin Simmons,10732,S,16,DEN,587,61,48,571,256,4,3,107.0,0.97,9.6,12.2
Rayshawn Jenkins,11868,S,8,LAC,73,9,6,63,45,0,0,86.8,0.86,8.1,12.2
Avery Williamson,8786,LB,16,NYJ,550,56,45,533,328,3,1,116.7,0.97,9.8,12.2
Dexter McDougle,8715,CB,2,PHI,85,9,7,86,41,0,0,106.5,1.01,9.4,12.1
Luke Kuechly,7015,LB,16,CAR,485,53,40,350,242,3,1,103.5,0.72,9.2,12.1
Sean Lee,5580,LB,7,DAL,109,12,9,137,69,0,0,112.2,1.26,9.1,12.1
Kendrick Lewis,5659,S,8,TEN,157,16,13,166,71,1,0,130.7,1.06,9.8,12.1
Jaquiski Tartt,9479,S,8,SF,254,28,21,216,114,2,1,105.7,0.85,9.1,12.1
Danny Trevathan,7177,LB,16,CHI,555,60,46,504,391,5,2,114.9,0.91,9.3,12.1
Carlton Davis,49335,CB,13,TB,395,53,33,435,118,4,0,113.3,1.1,7.5,12.0
Henry Anderson,9526,DI,16,NYJ,12,1,1,0,0,0,0,79.2,0.0,12.0,12.0
Yannick Ngakoue,10703,ED,16,JAX,12,1,1,7,7,0,0,95.8,0.58,12.0,12.0
Wesley Woodyard,4583,LB,14,TEN,371,43,31,323,204,1,0,101.2,0.87,8.6,12.0
Olivier Vernon,7074,ED,11,NYG,12,1,1,0,5,0,0,79.2,0.0,12.0,12.0
Corn Elder,11907,CB,6,CAR,36,4,3,63,10,2,0,156.3,1.75,9.0,12.0
Shaq Lawson,10653,ED,14,BUF,12,2,1,14,5,0,0,72.9,1.17,6.0,12.0
Derrick Kindred,10763,S,16,CLV,228,24,19,266,92,2,1,123.3,1.17,9.5,12.0
Tre Flowers,49059,CB,15,SEA,554,74,46,708,240,4,0,111.8,1.28,7.5,12.0
Brent Grimes,3589,CB,13,TB,430,52,36,465,139,3,0,116.3,1.08,8.3,11.9
Jayon Brown,11910,LB,16,TEN,427,56,36,285,183,0,1,69.4,0.67,7.6,11.9
Tramaine Brock Sr.,5903,CB,12,DEN,262,41,22,319,94,1,0,87.3,1.22,6.4,11.9
Denzel Perryman,9481,LB,9,LAC,202,24,17,171,108,1,1,87.3,0.85,8.4,11.9
Sean Chandler,51315,S,11,NYG,94,9,8,142,56,1,0,155.8,1.51,10.4,11.8
Colin Jones,6342,S,7,CAR,59,5,5,68,8,2,1,118.8,1.15,11.8,11.8
Jordan Richards,9497,S,15,ATL,248,28,21,182,149,0,0,91.7,0.73,8.9,11.8
Shareece Wright,6241,CB,12,HST,362,50,31,391,149,4,0,113.0,1.08,7.2,11.7
Steven Nelson,9531,CB,16,KC,694,113,60,825,184,5,4,76.8,1.19,6.1,11.6
Kareem Jackson,5545,CB,16,HST,604,82,52,598,245,0,2,75.2,0.99,7.4,11.6
Eric Rowe,9480,CB,4,NE,93,13,8,106,32,2,0,126.9,1.14,7.2,11.6
Denzel Ward,49558,CB,13,CLV,511,82,44,451,141,4,3,70.7,0.88,6.2,11.6
Blake Martinez,10765,LB,16,GB,512,54,44,417,273,4,0,123.5,0.81,9.5,11.6
Patrick Chung,4957,S,15,NE,530,68,46,412,217,4,1,97.2,0.78,7.8,11.5
A.J. Bouye,8110,CB,13,JAX,473,61,41,417,108,0,1,79.7,0.88,7.8,11.5
Desmond Trufant,7803,CB,16,ATL,628,89,55,604,183,4,0,96.8,0.96,7.1,11.4
Justin Houston,6222,ED,12,KC,80,8,7,68,49,1,1,102.1,0.85,10.0,11.4
Shaquill Griffin,11845,CB,16,SEA,578,77,51,677,196,4,2,100.4,1.17,7.5,11.3
Prince Amukamara,6171,CB,15,CHI,600,83,53,609,196,3,3,82.9,1.02,7.2,11.3
Marshon Lattimore,11766,CB,16,NO,577,77,51,783,261,2,2,97.5,1.36,7.5,11.3
Brandon Williams,10726,CB,2,ARZ,45,7,4,80,33,1,0,136.9,1.78,6.4,11.3
Bryce Callahan,10000,CB,13,CHI,441,52,39,319,198,1,2,80.5,0.72,8.5,11.3
Patrick Robinson,5557,CB,3,NO,68,7,6,54,24,0,0,98.8,0.79,9.7,11.3
Trae Waynes,9444,CB,14,MIN,406,54,36,429,90,2,1,95.4,1.06,7.5,11.3
Orlando Scandrick,4457,CB,14,KC,542,92,48,473,132,5,1,80.6,0.87,5.9,11.3
Fred Warner,51222,LB,16,SF,533,69,47,477,291,1,0,92.5,0.89,7.7,11.3
Antonio Morrison,10759,LB,16,GB,101,9,9,98,75,0,0,112.0,0.97,11.2,11.2
Jaylon Smith,10668,LB,16,DAL,506,57,45,410,260,1,0,102.5,0.81,8.9,11.2
Samson Ebukam,11880,ED,16,LA,101,11,9,78,47,1,1,88.6,0.77,9.2,11.2
Mark Barron,7013,LB,12,LA,277,37,25,239,170,1,0,94.3,0.86,7.5,11.1
Darius Slay,7817,CB,15,DET,499,86,45,531,101,6,3,80.1,1.06,5.8,11.1
Obi Melifonwu,11811,S,2,NE,11,1,1,5,0,0,0,87.5,0.45,11.0,11.0
Tavon Young,10738,CB,15,BLT,353,49,32,376,200,3,1,100.4,1.07,7.2,11.0
Julius Peppers,1010,ED,16,CAR,11,2,1,18,11,0,0,81.3,1.64,5.5,11.0
Albert McClellan,6022,LB,6,NE,11,1,1,9,1,0,0,104.2,0.82,11.0,11.0
Trevor Williams,11004,CB,8,LAC,254,30,23,336,96,3,1,132.1,1.32,8.5,11.0
Marlon Humphrey,11771,CB,14,BLT,461,80,42,464,163,4,2,76.3,1.01,5.8,11.0
