player,player_id,position,player_game_count,team_name,coverage_snaps,targets,receptions,yards,yards_after_catch,touchdowns,interceptions,qb_rating_against,yards_per_coverage_snap,coverage_snaps_per_target,coverage_snaps_per_reception
Mario Addison,6558,ED,16,CAR,22,2,2,3,3,0,0,79.2,0.14,11.0,11.0
Jarran Reed,10683,DI,16,SEA,11,1,1,6,4,0,0,91.7,0.55,11.0,11.0
Joe Jones,12321,LB,2,DEN,11,1,1,2,0,0,0,79.2,0.18,11.0,11.0
Quincy Wilson,11801,CB,13,IND,285,36,26,275,131,1,1,91.8,0.96,7.9,11.0
Aqib Talib,4334,CB,8,LA,220,31,20,293,107,0,1,81.8,1.33,7.1,11.0
Dominique Rodgers-Cromartie,4330,CB,5,OAK,66,10,6,42,25,0,0,69.6,0.64,6.6,11.0
Ahkello Witherspoon,11821,CB,13,SF,407,68,37,425,160,5,0,98.0,1.04,6.0,11.0
Chris Harris Jr.,6457,CB,12,DEN,437,63,40,365,136,1,3,64.6,0.84,6.9,10.9
Josh Harvey-Clemons,11985,LB,13,WAS,142,24,13,92,47,0,0,63.2,0.65,5.9,10.9
Jalen Ramsey,10639,CB,16,JAX,579,97,53,749,246,2,3,73.8,1.29,6.0,10.9
Ryan Smith,10742,CB,12,TB,262,38,24,282,76,4,1,109.8,1.08,6.9,10.9
Anthony Brown,10823,CB,15,DAL,426,57,39,465,231,3,1,103.3,1.09,7.5,10.9
Robert Alford,7841,CB,15,ATL,555,74,51,849,283,7,0,138.9,1.53,7.5,10.9
Bradley McDougald,8220,S,16,SEA,531,61,49,498,305,5,3,107.5,0.94,8.7,10.8
Adarius Taylor,9074,LB,15,TB,271,30,25,290,192,4,1,132.6,1.07,9.0,10.8
Jarrad Davis,11776,LB,16,DET,432,52,40,344,233,2,0,106.6,0.8,8.3,10.8
K'Waun Williams,9332,CB,14,SF,357,45,33,317,191,2,0,107.4,0.89,7.9,10.8
Bobby Wagner,7050,LB,15,SEA,524,70,49,530,288,0,1,86.0,1.01,7.5,10.7
Nevin Lawson,8768,CB,15,DET,480,72,45,568,196,5,0,110.2,1.18,6.7,10.7
Tyler Patmon,9135,CB,7,JAX,139,18,13,131,65,0,0,92.6,0.94,7.7,10.7
Johnathan Joseph,2969,CB,14,HST,502,84,47,591,178,2,2,76.0,1.18,6.0,10.7
Marcus Peters,9451,CB,16,LA,539,75,51,740,244,6,3,109.9,1.37,7.2,10.6
Malcolm Smith,6394,LB,12,SF,148,18,14,161,83,1,0,122.5,1.09,8.2,10.6
Vince Williams,7988,LB,14,PIT,328,44,31,328,231,2,1,97.5,1.0,7.5,10.6
T.J. Carrie,8853,CB,16,CLV,566,87,54,609,256,0,1,78.2,1.08,6.5,10.5
Sherrick McManis,5667,CB,15,CHI,168,26,16,100,59,0,1,53.4,0.6,6.5,10.5
Craig Robertson,7003,LB,8,NO,42,6,4,22,15,1,0,112.5,0.52,7.0,10.5
Tahir Whitehead,7135,LB,16,OAK,460,52,44,602,425,7,1,146.5,1.31,8.8,10.5
Kyle Fuller,8649,CB,16,CHI,660,105,63,745,236,4,7,66.6,1.13,6.3,10.5
Joe Haden,5532,CB,15,PIT,580,94,56,540,153,4,2,81.0,0.93,6.2,10.4
Marqui Christian,10801,S,16,LA,259,37,25,318,134,0,0,94.2,1.23,7.0,10.4
Jermaine Whitehead,9698,S,8,CLV,125,17,12,146,50,1,0,116.3,1.17,7.4,10.4
Jason McCourty,5127,CB,16,NE,545,90,53,734,267,4,1,95.3,1.35,6.1,10.3
Donte Jackson,49377,CB,15,CAR,535,73,52,675,227,3,4,90.8,1.26,7.3,10.3
Michael Davis,12040,CB,13,LAC,366,57,36,397,129,1,0,89.6,1.08,6.4,10.2
Patrick Onwuasor,11100,LB,16,BLT,183,24,18,139,59,2,1,99.1,0.76,7.6,10.2
Khalil Mack,8640,ED,14,CHI,61,6,6,65,40,0,1,72.2,1.07,10.2,10.2
Zach Brown,7055,LB,16,WAS,358,48,35,283,160,0,0,87.4,0.79,7.5,10.2
James Bradberry,10696,CB,16,CAR,586,101,58,783,211,6,1,97.9,1.34,5.8,10.1
Akeem King,9682,CB,9,SEA,91,14,9,68,15,2,0,115.5,0.75,6.5,10.1
Bradley Roby,8666,CB,15,DEN,546,83,54,807,317,6,1,115.9,1.48,6.6,10.1
Grant Haley,50473,CB,10,NYG,252,33,25,297,193,4,0,142.3,1.18,7.6,10.1
Kamu Grugier-Hill,10842,LB,16,PHI,151,20,15,118,71,0,1,68.3,0.78,7.6,10.1
Michael Bennett,5273,ED,16,PHI,10,1,1,16,9,0,0,118.8,1.6,10.0,10.0
Myles Garrett,11756,ED,16,CLV,30,3,3,29,27,0,0,106.9,0.97,10.0,10.0
De'Vante Harris,11227,CB,5,TB,60,9,6,73,35,0,0,91.4,1.22,6.7,10.0
Ryan Kerrigan,6168,ED,16,WAS,40,7,4,27,26,0,0,65.8,0.68,5.7,10.0
Artie Burns,10659,CB,8,PIT,190,26,19,290,55,4,0,149.0,1.53,7.3,10.0
Jimmy Smith,6179,CB,12,BLT,371,54,37,462,158,2,2,91.7,1.25,6.9,10.0
Tyquan Lewis,48475,ED,8,IND,10,1,1,12,3,0,0,116.7,1.2,10.0,10.0
Quenton Meeks,38566,CB,2,JAX,30,6,3,46,18,0,0,75.7,1.53,5.0,10.0
Jordan Evans,11947,LB,14,CIN,239,31,24,307,169,4,1,134.0,1.28,7.7,10.0
Solomon Thomas,11758,ED,16,SF,10,1,1,22,7,0,0,118.8,2.2,10.0,10.0
Phillip Gaines,8722,CB,9,CLV,210,33,21,285,50,1,0,101.2,1.36,6.4,10.0
Janoris Jenkins,7043,CB,16,NYG,611,92,61,788,219,7,2,109.3,1.29,6.6,10.0
Sam Shields,5943,CB,12,LA,248,34,25,471,174,6,1,142.8,1.9,7.3,9.9
Nickell Robey-Coleman,8483,CB,16,LA,385,61,39,303,197,4,1,91.1,0.79,6.3,9.9
Mychal Kendricks,7049,LB,4,SEA,89,11,9,78,74,0,0,96.2,0.88,8.1,9.9
Chidobe Awuzie,11815,CB,15,DAL,532,84,54,718,148,4,1,102.2,1.35,6.3,9.9
Anthony Walker,11916,LB,15,IND,338,43,34,271,150,4,1,114.2,0.8,7.9,9.9
Josh Bynes,6503,LB,11,ARZ,326,40,33,300,188,4,0,131.3,0.92,8.2,9.9
Jalen Mills,10867,CB,8,PHI,316,49,32,516,155,1,0,107.2,1.63,6.4,9.9
Darron Lee,10654,LB,12,NYJ,403,54,41,374,227,2,3,83.4,0.93,7.5,9.8
Anthony Levine,6013,S,16,BLT,167,24,17,123,72,1,1,79.0,0.74,7.0,9.8
Kevin Johnson,9449,CB,1,HST,39,5,4,40,21,2,0,139.6,1.03,7.8,9.8
Trumaine Johnson,7067,CB,10,NYJ,387,61,40,520,177,2,4,75.9,1.34,6.3,9.7
Deone Bucannon,8662,LB,10,ARZ,146,21,15,217,163,1,0,120.5,1.49,7.0,9.7
Brian Poole,11052,CB,16,ATL,502,73,52,598,280,4,3,96.7,1.19,6.9,9.7
Barkevious Mingo,7787,ED,16,SEA,203,24,21,214,140,0,0,103.8,1.05,8.5,9.7
Haason Reddick,11768,LB,16,ARZ,346,43,36,309,231,0,0,96.6,0.89,8.0,9.6
Kendall Fuller,10718,CB,15,KC,640,98,67,778,350,2,2,90.4,1.22,6.5,9.6
Dee Ford,8658,ED,16,KC,86,10,9,112,88,1,0,146.7,1.3,8.6,9.6
Jamie Collins Sr.,7833,LB,16,CLV,482,58,51,498,302,0,1,95.3,1.03,8.3,9.5
Sheldon Rankins,10646,DI,16,NO,19,3,2,25,7,0,0,92.4,1.32,6.3,9.5
Nigel Bradham,7105,LB,15,PHI,552,73,58,546,388,2,0,107.0,0.99,7.6,9.5
Adam Jones,2223,CB,6,DEN,95,15,10,90,62,0,1,54.9,0.95,6.3,9.5
Torry McTyer,49357,CB,13,MIA,208,27,22,373,113,2,0,143.4,1.79,7.7,9.5
Walt Aikens,8760,S,7,MIA,19,2,2,49,12,1,1,118.8,2.58,9.5,9.5
Xavier Rhodes,7806,CB,14,MIN,427,69,45,470,184,2,1,88.4,1.1,6.2,9.5
C.J. Mosley,8652,LB,15,BLT,403,59,43,396,190,2,1,95.0,0.98,6.8,9.4
Josh Jackson,50417,CB,16,GB,415,66,44,552,243,4,0,112.7,1.33,6.3,9.4
De'Vondre Campbell,10749,LB,16,ATL,440,60,47,494,286,3,0,117.6,1.12,7.3,9.4
Todd Davis,9007,LB,16,DEN,403,56,43,428,321,2,1,102.4,1.06,7.2,9.4
Raekwon McMillan,11809,LB,16,MIA,337,41,36,368,190,6,0,143.6,1.09,8.2,9.4
LeShaun Sims,10791,CB,12,TEN,121,18,13,159,90,2,0,136.1,1.31,6.7,9.3
Jerry Hughes,5556,ED,16,BUF,28,5,3,32,6,0,0,78.8,1.14,5.6,9.3
Neville Hewitt,9836,LB,8,NYJ,139,22,15,198,102,1,0,111.6,1.42,6.3,9.3
Chris Milton,10914,CB,3,IND,37,5,4,56,17,2,0,152.9,1.51,7.4,9.3
Ray-Ray Armstrong,8271,LB,8,CLV,121,14,13,146,110,1,0,133.9,1.21,8.6,9.3
Terrance Mitchell,8888,CB,8,CLV,261,51,28,308,166,2,1,77.9,1.18,5.1,9.3
Jayron Kearse,10878,CB,15,MIN,119,16,13,89,57,0,0,89.8,0.75,7.4,9.2
Justin Coleman,9892,CB,16,SEA,451,73,49,500,407,2,1,90.0,1.11,6.2,9.2
Tae Davis,26296,LB,11,NYG,174,23,19,210,106,1,0,119.2,1.21,7.6,9.2
Deion Jones,10686,LB,6,ATL,211,30,23,231,115,1,2,81.4,1.09,7.0,9.2
Dont'a Hightower,7030,LB,15,NE,265,35,29,305,188,1,1,100.6,1.15,7.6,9.1
Cory Littleton,11190,LB,16,LA,493,71,54,602,318,2,3,92.6,1.22,6.9,9.1
Isaiah Oliver,50393,CB,11,ATL,172,31,19,216,66,3,1,101.0,1.26,5.5,9.1
Kavon Frazier,10846,S,6,DAL,100,13,11,135,90,2,0,149.5,1.35,7.7,9.1
Bashaud Breeland,8737,CB,7,GB,173,32,19,263,123,0,2,59.8,1.52,5.4,9.1
Eric Kendricks,9478,LB,14,MIN,444,67,49,630,476,3,2,104.7,1.42,6.6,9.1
Brandon Wilson,11962,S,10,CIN,45,7,5,81,33,1,0,149.4,1.8,6.4,9.0
Daryl Worley,10711,CB,10,OAK,233,44,26,340,61,6,1,113.6,1.46,5.3,9.0
Korey Toomer,7147,LB,3,GB,9,1,1,24,15,0,0,118.8,2.67,9.0,9.0
Ben Gedeon,11875,LB,15,MIN,108,18,12,183,115,0,0,100.0,1.69,6.0,9.0
Josh Shaw,9553,S,7,TB,54,8,6,79,16,0,0,105.7,1.46,6.8,9.0
Kyle Van Noy,8675,LB,16,NE,332,41,37,355,215,0,1,92.6,1.07,8.1,9.0
Dante Fowler Jr.,9436,ED,15,LA,18,2,2,16,7,0,0,100.0,0.89,9.0,9.0
Nate Hairston,11913,CB,10,IND,241,34,27,352,117,3,0,139.2,1.46,7.1,8.9
Leon Hall,3634,CB,10,OAK,195,25,22,333,224,0,0,118.8,1.71,7.8,8.9
Terrance Smith,11181,LB,7,KC,123,20,14,157,109,0,0,93.1,1.28,6.2,8.8
Malcolm Butler,9040,CB,16,TEN,510,91,58,778,211,7,3,102.7,1.53,5.6,8.8
Eli Apple,10644,CB,15,NO,564,108,64,867,256,3,2,86.5,1.54,5.2,8.8
Telvin Smith Sr.,8779,LB,16,JAX,535,80,61,591,431,3,2,98.5,1.1,6.7,8.8
Ronald Darby,9483,CB,9,PHI,385,71,44,418,102,3,1,86.5,1.09,5.4,8.8
Cre'Von LeBlanc,11218,CB,8,PHI,265,45,30,361,193,1,0,98.5,1.36,5.9,8.8
Kiko Alonso,7827,LB,15,MIA,459,75,53,638,460,4,3,97.5,1.39,6.1,8.7
Thomas Davis Sr.,2231,LB,12,CAR,314,47,36,340,214,2,0,110.2,1.08,6.7,8.7
Briean Boddy-Calhoun,10903,CB,14,CLV,418,59,48,506,296,0,0,102.4,1.21,7.1,8.7
Nick Nelson,28495,CB,10,OAK,166,31,19,310,176,3,0,127.1,1.87,5.4,8.7
Taron Johnson,49511,CB,11,BUF,249,44,29,193,128,2,1,81.0,0.78,5.7,8.6
Jerome Baker,28091,LB,16,MIA,336,50,39,381,314,1,1,96.7,1.13,6.7,8.6
Reuben Foster,11786,LB,6,SF,172,27,20,228,166,2,0,123.7,1.33,6.4,8.6
Mark Nzeocha,9669,LB,10,SF,60,9,7,78,85,0,0,102.8,1.3,6.7,8.6
Troy Hill,9881,CB,12,LA,241,43,28,439,128,5,2,118.3,1.82,5.6,8.6
Roquan Smith,50892,LB,16,CHI,527,81,62,620,369,1,1,96.7,1.18,6.5,8.5
Kenny Ladler,9103,S,2,NYG,17,2,2,26,13,0,0,118.8,1.53,8.5,8.5
Nick Kwiatkoski,10747,LB,10,CHI,68,9,8,77,39,1,0,139.4,1.13,7.6,8.5
Bobby McCain,9578,CB,14,MIA,424,68,50,556,272,6,1,120.7,1.31,6.2,8.5
Javien Elliott,11418,CB,11,TB,211,31,25,234,148,0,1,84.7,1.11,6.8,8.4
Mackensie Alexander,10688,CB,15,MIN,336,59,40,383,265,0,0,85.6,1.14,5.7,8.4
Christian Jones,9020,LB,16,DET,245,31,29,231,172,2,0,119.2,0.94,7.9,8.4
Darqueze Dennard,8659,CB,13,CIN,404,64,48,564,224,1,0,106.5,1.4,6.3,8.4
Riley Bullough,12062,LB,3,TB,42,7,5,48,32,0,0,90.2,1.14,6.0,8.4
Lenzy Pipkins,12117,CB,1,DET,42,5,5,41,34,0,0,100.8,0.98,8.4,8.4
Eric Wilson,38587,LB,13,MIN,167,26,20,133,106,0,0,87.5,0.8,6.4,8.4
Jaire Alexander,49350,CB,13,GB,430,79,51,662,190,2,1,94.0,1.54,5.4,8.4
Greg Stroman,49354,CB,12,WAS,260,43,31,460,202,3,1,120.3,1.77,6.0,8.4
Nick DeLuca,23189,LB,4,JAX,25,4,3,19,9,1,0,124.0,0.76,6.3,8.3
Bradley Chubb,48526,ED,16,DEN,66,11,8,119,90,0,0,107.8,1.8,6.0,8.3
Rafael Bush,5779,CB,14,BUF,232,34,28,269,173,3,0,129.0,1.16,6.8,8.3
Desmond King II,11906,CB,16,LAC,489,78,59,499,394,2,3,84.3,1.02,6.3,8.3
Ken Crawley,11224,CB,10,NO,248,42,30,484,112,4,0,141.4,1.95,5.9,8.3
Rashaan Melvin,8334,CB,14,OAK,330,68,40,604,218,4,1,101.6,1.83,4.9,8.3
Anthony Hitchens,8754,LB,15,KC,484,63,58,584,381,4,0,126.5,1.21,7.7,8.3
Adoree' Jackson,11773,CB,16,TEN,547,105,66,823,242,5,2,95.1,1.5,5.2,8.3
Shaun Dion Hamilton,49706,LB,5,WAS,41,5,5,76,62,0,0,118.8,1.85,8.2,8.2
Tre Herndon,50380,CB,4,JAX,49,8,6,73,20,1,0,142.2,1.49,6.1,8.2
Clay Matthews,4949,ED,16,GB,74,9,9,107,91,0,0,116.2,1.45,8.2,8.2
Dorian O'Daniel,51487,LB,13,KC,213,31,26,216,146,0,0,95.7,1.01,6.9,8.2
Christian Kirksey,8706,LB,7,CLV,228,36,28,372,281,2,2,105.1,1.63,6.3,8.1
P.J. Williams,9511,CB,15,NO,471,78,58,725,329,7,1,127.4,1.54,6.0,8.1
Kevin Toliver II,49348,CB,10,CHI,97,21,12,149,13,0,0,79.3,1.54,4.6,8.1
Deante Burton,47970,CB,2,HST,40,5,5,55,23,0,0,112.5,1.38,8.0,8.0
Aaron Colvin,8749,CB,8,HST,209,33,26,241,117,2,0,117.3,1.15,6.3,8.0
Adonis Alexander,13612,CB,2,WAS,8,2,1,6,5,0,0,56.3,0.75,4.0,8.0
Romeo Okwara,11250,ED,15,DET,8,2,1,23,21,0,0,91.7,2.88,4.0,8.0
Ben Niemann,51099,LB,6,KC,24,3,3,49,30,0,0,118.8,2.04,8.0,8.0
Bryce Hager,9657,LB,6,LA,32,6,4,43,24,0,0,87.5,1.34,5.3,8.0
Vinny Curry,7061,ED,12,TB,8,2,1,9,10,0,0,62.5,1.13,4.0,8.0
Josey Jewell,50720,LB,16,DEN,176,31,22,203,151,3,0,120.8,1.15,5.7,8.0
Bruce Carter,6192,LB,7,ATL,40,6,5,67,11,0,0,113.2,1.68,6.7,8.0
Tyeler Davison,9587,DI,14,NO,8,1,1,12,5,0,0,116.7,1.5,8.0,8.0
Marquel Lee,11923,LB,16,OAK,157,25,20,242,205,1,0,120.3,1.54,6.3,7.9
Captain Munnerlyn,5140,CB,16,CAR,394,74,50,499,255,1,1,85.4,1.27,5.3,7.9
Elandon Roberts,10848,LB,16,NE,190,29,24,242,146,0,0,101.4,1.27,6.6,7.9
Isaac Yiadom,49355,CB,10,DEN,173,34,22,259,61,3,1,104.9,1.5,5.1,7.9
Mason Foster,6236,LB,16,WAS,514,77,65,549,426,3,2,98.5,1.07,6.7,7.9
Mike Ford,50535,CB,7,DET,217,34,28,428,165,1,0,128.6,1.97,6.4,7.8
Deshazor Everett,9940,S,11,WAS,47,7,6,52,44,0,1,58.0,1.11,6.7,7.8
Bene Benwikere,8783,CB,11,OAK,306,56,39,395,176,2,1,94.0,1.29,5.5,7.8
Shaquem Griffin,50657,LB,3,SEA,31,5,4,81,73,1,0,158.3,2.61,6.2,7.8
Oren Burks,50203,LB,10,GB,62,10,8,83,55,0,0,101.3,1.34,6.2,7.8
Alec Ogletree,7811,LB,13,NYG,399,62,51,532,291,3,5,84.9,1.33,6.4,7.8
Jon Bostic,7831,LB,15,PIT,230,37,30,331,197,2,0,122.0,1.44,6.2,7.7
Joshua Holsey,11990,CB,1,WAS,23,4,3,29,29,0,0,94.8,1.26,5.8,7.7
Tyvis Powell,11291,S,4,SF,54,8,7,93,56,2,0,154.7,1.72,6.8,7.7
Bud Dupree,9455,ED,16,PIT,92,13,12,101,60,1,1,92.6,1.1,7.1,7.7
Duke Riley,11830,LB,14,ATL,230,36,30,272,186,3,0,125.9,1.18,6.4,7.7
Kenny Young,51029,LB,16,BLT,152,25,20,162,152,1,0,107.0,1.07,6.1,7.6
David Mayo,9602,LB,7,CAR,53,9,7,86,62,1,0,143.5,1.62,5.9,7.6
Mike Hilton,10898,CB,15,PIT,367,69,48,488,196,2,1,93.1,1.33,5.3,7.6
Kenny Moore II,51596,CB,15,IND,479,88,64,520,330,2,3,80.7,1.09,5.4,7.5
Nicholas Morrow,51674,LB,14,OAK,217,36,29,357,313,1,0,117.2,1.65,6.0,7.5
Quinton Dunbar,10073,CB,7,WAS,233,44,31,372,170,5,2,115.0,1.6,5.3,7.5
Teez Tabor,11808,CB,10,DET,165,27,22,371,88,4,0,158.3,2.25,6.1,7.5
Leon Jacobs,44980,LB,12,JAX,45,7,6,57,16,1,0,140.2,1.27,6.4,7.5
Rasul Douglas,11854,CB,12,PHI,374,73,50,641,249,3,3,92.3,1.71,5.1,7.5
Kwon Alexander,9557,LB,6,TB,203,29,27,216,128,2,0,120.7,1.06,7.0,7.5
Kamalei Correa,10676,ED,13,TEN,45,6,6,75,58,0,0,118.8,1.67,7.5,7.5
Dylan Cole,24304,LB,8,HST,75,13,10,117,79,1,0,129.3,1.56,5.8,7.5
Demario Davis,7079,LB,16,NO,454,72,61,524,397,3,0,110.9,1.15,6.3,7.4
Nick Vigil,10721,LB,11,CIN,362,59,49,524,373,0,0,103.7,1.45,6.1,7.4
Brock Coyle,8929,LB,1,SF,37,8,5,66,73,0,0,88.5,1.78,4.6,7.4
Vernon Hargreaves III,10645,CB,1,TB,37,7,5,59,14,0,0,96.7,1.59,5.3,7.4
Budda Baker,11791,CB,14,ARZ,432,69,58,594,397,3,0,117.0,1.38,6.3,7.4
D.J. Hayden,7793,CB,10,JAX,271,49,37,278,220,1,1,86.9,1.03,5.5,7.3
Preston Brown,8708,LB,7,CIN,182,33,25,263,174,1,2,83.3,1.45,5.5,7.3
Devante Bond,10817,LB,10,TB,66,11,9,147,87,0,0,118.8,2.23,6.0,7.3
Sidney Jones,11798,CB,9,PHI,227,46,31,292,161,2,0,99.2,1.29,4.9,7.3
Jamar Taylor,7835,CB,11,DEN,160,27,22,376,96,1,0,131.1,2.35,5.9,7.3
Za'Darius Smith,9555,ED,16,BLT,29,4,4,41,35,0,0,109.4,1.41,7.3,7.3
Tony Lippett,9589,CB,2,NYG,22,5,3,81,38,0,0,104.2,3.68,4.4,7.3
De'Vante Bausby,10057,CB,4,PHI,88,14,12,219,90,1,0,142.6,2.49,6.3,7.3
Kareem Martin,8719,ED,16,NYG,44,6,6,72,43,0,0,116.7,1.64,7.3,7.3
Anthony Chickillo,9645,ED,16,PIT,36,6,5,30,27,1,0,127.1,0.83,6.0,7.2
Lorenzo Carter,50126,ED,15,NYG,36,6,5,38,15,0,0,93.1,1.06,6.0,7.2
Kyzir White,44485,LB,3,LAC,65,15,9,113,74,1,1,77.9,1.74,4.3,7.2
Buster Skrine,6289,CB,14,NYJ,387,72,54,630,314,5,0,124.2,1.63,5.4,7.2
Jonathan Jones,11217,CB,16,NE,340,69,47,519,275,4,3,91.4,1.53,4.9,7.2
Gerald Hodges,7902,LB,9,ARZ,158,25,22,163,111,0,0,93.8,1.03,6.3,7.2
L.J. Fort,7292,LB,11,PIT,149,26,21,197,94,0,0,98.2,1.32,5.7,7.1
Zach Cunningham,11812,LB,14,HST,424,73,60,543,332,2,1,101.1,1.28,5.8,7.1
Jourdan Lewis,11846,CB,12,DAL,128,27,18,199,108,1,1,85.3,1.55,4.7,7.1
Mike Hughes,34057,CB,6,MIN,149,28,21,261,123,2,1,112.4,1.75,5.3,7.1
Jamal Agnew,11920,CB,5,DET,71,14,10,141,62,0,0,103.6,1.99,5.1,7.1
Shalom Luani,11976,S,2,SEA,7,1,1,3,0,0,0,79.2,0.43,7.0,7.0
Tremaine Edmunds,50905,LB,15,BUF,462,79,66,612,374,2,2,96.8,1.32,5.8,7.0
Deiondre' Hall,10761,S,4,PHI,7,1,1,5,10,0,0,87.5,0.71,7.0,7.0
Tony Brown,49255,CB,10,GB,169,38,24,279,81,2,0,102.9,1.65,4.4,7.0
Cameron Sutton,11850,CB,10,PIT,160,30,23,323,79,3,1,130.3,2.02,5.3,7.0
Ukeme Eligwe,11938,LB,3,NYG,21,3,3,15,14,0,0,87.5,0.71,7.0,7.0
Whitney Mercilus,7031,ED,16,HST,161,25,23,208,120,0,0,101.3,1.29,6.4,7.0
Arthur Maulet,12224,CB,4,IND,63,12,9,139,73,1,0,140.6,2.21,5.3,7.0
Foyesade Oluokun,24904,LB,16,ATL,264,45,38,344,203,0,0,98.5,1.3,5.9,6.9
Hardy Nickerson,50712,LB,14,CIN,262,42,38,406,219,3,0,130.8,1.55,6.2,6.9
Ryan Lewis,12017,CB,5,BUF,104,21,15,188,75,0,0,98.9,1.81,5.0,6.9
Kyle Emanuel,9586,LB,14,LAC,83,14,12,177,106,4,0,158.3,2.13,5.9,6.9
B.J. Goodson,10743,LB,15,NYG,200,39,29,255,162,0,2,69.9,1.28,5.1,6.9
Darius Phillips,49507,CB,10,CIN,143,27,21,191,86,2,0,120.8,1.34,5.3,6.8
T.J. Watt,11785,ED,16,PIT,122,24,18,202,142,0,0,99.7,1.66,5.1,6.8
Nathan Gerry,11940,LB,9,PHI,54,10,8,80,49,1,1,93.8,1.48,5.4,6.8
Tanner Vallejo,11950,LB,6,CLV,68,11,10,121,43,1,0,142.8,1.78,6.2,6.8
Derrick Morgan,5541,ED,13,TEN,34,5,5,51,30,0,0,109.2,1.5,6.8,6.8
Elijah Lee,11987,LB,9,SF,231,40,34,310,200,1,0,107.3,1.34,5.8,6.8
Tarvarius Moore,49178,CB,10,SF,107,25,16,172,82,3,0,123.7,1.61,4.3,6.7
Davon House,6283,CB,2,GB,20,4,3,88,20,1,0,156.3,4.4,5.0,6.7
Corey Thompson,18551,LB,3,BUF,20,4,3,11,5,0,0,77.1,0.55,5.0,6.7
Marcus Williams,9115,CB,3,CHI,20,4,3,26,3,0,0,91.7,1.3,5.0,6.7
Eddie Pleasant,7593,S,5,GB,47,9,7,105,69,0,0,115.3,2.23,5.2,6.7
Chandon Sullivan,49349,CB,4,PHI,47,7,7,137,49,0,0,118.8,2.91,6.7,6.7
Lavonte David,7060,LB,14,TB,463,79,69,647,395,4,0,117.7,1.4,5.9,6.7
Cornell Armstrong,50351,CB,6,MIA,47,9,7,59,1,2,0,133.6,1.26,5.2,6.7
Tony McRae,11358,CB,5,CIN,60,11,9,118,123,1,0,141.7,1.97,5.5,6.7
Matthew Adams,38526,LB,12,IND,66,11,10,157,85,1,0,149.1,2.38,6.0,6.6
Vontaze Burfict,7280,LB,7,CIN,138,26,21,233,160,1,0,116.8,1.69,5.3,6.6
Cassius Marsh,8743,ED,16,SF,46,10,7,42,34,0,0,77.9,0.91,4.6,6.6
Breeland Speaks,48727,ED,16,KC,39,6,6,63,67,0,0,110.4,1.62,6.5,6.5
Darius Leonard,49684,LB,15,IND,504,90,77,795,467,0,2,94.2,1.58,5.6,6.5
Shaq Thompson,9458,LB,14,CAR,267,47,41,321,177,1,0,102.2,1.2,5.7,6.5
Danielle Hunter,9521,ED,16,MIN,13,2,2,26,21,0,0,118.8,2.0,6.5,6.5
Andre Branch,7042,ED,14,MIA,13,2,2,30,10,0,0,118.8,2.31,6.5,6.5
Nat Berhe,8787,S,2,PIT,26,4,4,42,11,0,0,110.4,1.62,6.5,6.5
Pernell McPhee,6317,ED,13,WAS,13,2,2,36,28,0,0,118.8,2.77,6.5,6.5
Najee Goode,7137,LB,6,IND,32,7,5,49,22,1,1,90.8,1.53,4.6,6.4
Brian Orakpo,4936,ED,13,TEN,51,10,8,69,37,0,0,95.4,1.35,5.1,6.4
Greg Mabin,12068,CB,8,SF,75,19,12,177,28,2,0,128.6,2.36,3.9,6.3
Leighton Vander Esch,50950,LB,16,DAL,457,87,72,606,381,3,2,97.6,1.33,5.3,6.3
Duke Ejiofor,39256,LB,12,HST,19,4,3,35,22,0,0,101.0,1.84,4.8,6.3
Daren Bates,8077,LB,7,TEN,25,4,4,49,40,0,0,117.7,1.96,6.3,6.3
Jatavis Brown,10809,LB,15,LAC,371,71,60,555,331,1,0,103.9,1.5,5.2,6.2
Ramon Humber,5310,LB,4,NE,31,6,5,45,45,0,0,97.9,1.45,5.2,6.2
Tremon Smith,28196,CB,5,KC,37,9,6,95,45,0,0,101.6,2.57,4.1,6.2
Su'a Cravens,10687,S,5,DEN,79,13,13,177,55,0,0,118.8,2.24,6.1,6.1
Chris Long,4316,ED,16,PHI,6,1,1,2,2,0,0,79.2,0.33,6.0,6.0
Nick Perry,7033,ED,9,GB,18,3,3,49,41,0,0,118.8,2.72,6.0,6.0
Trent Murphy,8682,ED,13,BUF,18,5,3,18,21,0,0,67.1,1.0,3.6,6.0
Von Miller,6154,ED,16,DEN,24,4,4,54,23,1,1,118.8,2.25,6.0,6.0
Tyler Matakevich,10880,LB,3,PIT,24,4,4,37,7,0,0,105.2,1.54,6.0,6.0
Cameron Wake,4907,ED,14,MIA,6,1,1,26,22,0,0,118.8,4.33,6.0,6.0
Marcus Allen,49263,S,2,PIT,12,3,2,13,8,0,0,75.7,1.08,4.0,6.0
Cameron Lynch,9911,LB,4,TB,6,1,1,9,9,0,0,104.2,1.5,6.0,6.0
Zaire Franklin,49834,LB,11,IND,83,16,14,164,130,0,0,109.4,1.98,5.2,5.9
Jordan Jenkins,10717,ED,16,NYJ,52,11,9,118,91,1,0,141.7,2.27,4.7,5.8
Jalen Davis,50431,CB,3,MIA,29,7,5,40,24,0,0,85.4,1.38,4.1,5.8
Joe Thomas,9272,LB,6,DAL,34,7,6,59,43,0,0,101.8,1.74,4.9,5.7
