player,player_id,position,player_game_count,team_name,coverage_snaps,targets,receptions,yards,yards_after_catch,touchdowns,interceptions,qb_rating_against,yards_per_coverage_snap,coverage_snaps_per_target,coverage_snaps_per_reception
Tae Davis,26296,LB,5,NYG,7,2,1,10,8,0,0,64.6,1.43,3.5,7.0
Rayshawn Jenkins,11868,S,4,LAC,21,4,3,38,30,0,0,104.2,1.81,5.3,7.0
Kyler Fackrell,10722,ED,7,GB,7,1,1,8,10,0,0,100.0,1.14,7.0,7.0
Jalen Ramsey,10639,CB,14,JAX,48,9,7,96,30,0,0,111.1,2.0,5.3,6.9
Myles Jack,10670,LB,15,JAX,69,14,10,76,24,0,0,84.2,1.1,4.9,6.9
Devin McCourty,5552,S,16,NE,103,17,15,163,57,3,0,146.2,1.58,6.1,6.9
Justin Simmons,10732,S,15,DEN,173,29,25,265,149,0,0,104.7,1.53,6.0,6.9
Jonathan Jones,11217,CB,14,NE,255,52,37,401,209,3,2,96.7,1.57,4.9,6.9
Harrison Smith,7641,S,16,MIN,55,13,8,100,14,0,0,85.4,1.82,4.2,6.9
Budda Baker,11791,CB,14,ARZ,341,58,50,512,341,3,0,120.7,1.5,5.9,6.8
Anthony Hitchens,8754,LB,11,KC,27,4,4,24,9,0,0,91.7,0.89,6.8,6.8
Sam Shields,5943,CB,10,LA,27,4,4,67,17,1,0,158.3,2.48,6.8,6.8
Zach Cunningham,11812,LB,12,HST,47,9,7,67,22,1,1,95.1,1.43,5.2,6.7
Lamarcus Joyner,8676,S,11,LA,20,5,3,30,14,0,0,77.1,1.5,4.0,6.7
Jalen Davis,50431,CB,2,MIA,20,5,3,25,9,0,0,72.9,1.25,4.0,6.7
Landon Collins,9466,S,12,NYG,74,13,11,109,21,0,0,101.6,1.47,5.7,6.7
Leonard Johnson,7385,CB,3,ARZ,47,7,7,89,20,0,0,118.8,1.89,6.7,6.7
Dont'a Hightower,7030,LB,8,NE,13,2,2,22,14,0,0,112.5,1.69,6.5,6.5
Matthias Farley,10953,S,4,IND,13,2,2,22,13,0,0,112.5,1.69,6.5,6.5
Tahir Whitehead,7135,LB,15,OAK,71,13,11,157,88,1,0,142.6,2.21,5.5,6.5
Akeem King,9682,CB,5,SEA,13,2,2,7,3,0,0,81.3,0.54,6.5,6.5
Xavier Rhodes,7806,CB,8,MIN,13,3,2,18,4,0,0,82.6,1.38,4.3,6.5
Malik Hooker,11770,S,6,IND,13,2,2,19,11,1,0,145.8,1.46,6.5,6.5
Haason Reddick,11768,LB,13,ARZ,58,11,9,70,59,0,0,93.2,1.21,5.3,6.4
Mike Adams,1972,S,16,CAR,83,14,13,158,62,2,0,153.3,1.9,5.9,6.4
Orlando Scandrick,4457,CB,13,KC,45,9,7,63,21,0,0,95.8,1.4,5.0,6.4
Blake Martinez,10765,LB,11,GB,19,3,3,21,0,0,0,95.8,1.11,6.3,6.3
Joe Haden,5532,CB,10,PIT,19,4,3,32,3,0,0,97.9,1.68,4.8,6.3
Bobby Wagner,7050,LB,15,SEA,69,14,11,84,46,0,0,91.7,1.22,4.9,6.3
Zaire Franklin,49834,LB,9,IND,25,6,4,66,60,0,0,103.5,2.64,4.2,6.3
Joshua Holsey,11990,CB,1,WAS,19,3,3,29,29,0,0,106.9,1.53,6.3,6.3
Mason Foster,6236,LB,15,WAS,63,16,10,88,60,0,1,51.0,1.4,3.9,6.3
Quandre Diggs,9633,S,15,DET,82,18,13,223,128,2,1,127.8,2.72,4.6,6.3
Barkevious Mingo,7787,ED,13,SEA,37,6,6,58,55,0,0,106.9,1.57,6.2,6.2
Anthony Levine,6013,S,15,BLT,37,7,6,43,29,0,0,92.3,1.16,5.3,6.2
Kiko Alonso,7827,LB,14,MIA,55,11,9,62,43,2,1,91.9,1.13,5.0,6.1
Matthew Judon,10780,ED,7,BLT,18,3,3,19,22,0,0,93.1,1.06,6.0,6.0
Trevor Williams,11004,CB,4,LAC,6,1,1,53,31,1,0,158.3,8.83,6.0,6.0
Brandon Copeland,8378,ED,2,NYJ,6,1,1,2,0,0,0,79.2,0.33,6.0,6.0
Arthur Maulet,12224,CB,3,IND,6,2,1,80,51,1,0,135.4,13.33,3.0,6.0
Rontez Miles,8102,S,2,NYJ,6,1,1,8,2,0,0,100.0,1.33,6.0,6.0
Genard Avery,49699,ED,3,CLV,6,2,1,14,19,0,0,72.9,2.33,3.0,6.0
Jarrad Davis,11776,LB,14,DET,30,7,5,59,22,0,0,96.7,1.97,4.3,6.0
Sean Lee,5580,LB,2,DAL,6,2,1,13,9,0,0,70.8,2.17,3.0,6.0
Kenny Young,51029,LB,9,BLT,18,6,3,15,15,0,0,56.3,0.83,3.0,6.0
Matthew Adams,38526,LB,10,IND,30,5,5,64,34,0,0,118.8,2.13,6.0,6.0
Tremon Smith,28196,CB,4,KC,30,8,5,86,34,0,0,99.0,2.87,3.8,6.0
Brandon Marshall,7648,LB,9,DEN,36,12,6,66,42,0,0,66.7,1.83,3.0,6.0
Corn Elder,11907,CB,3,CAR,6,1,1,9,0,1,0,143.8,1.5,6.0,6.0
Todd Davis,9007,LB,14,DEN,41,8,7,56,33,1,0,135.4,1.37,5.1,5.9
Justin Evans,11805,S,9,TB,47,8,8,126,31,1,0,158.3,2.68,5.9,5.9
Jaylon Smith,10668,LB,15,DAL,88,17,15,106,33,0,0,92.6,1.2,5.2,5.9
Darius Leonard,49684,LB,15,IND,82,19,14,152,77,0,0,96.8,1.85,4.3,5.9
Jimmy Smith,6179,CB,12,BLT,23,6,4,53,23,0,0,94.4,2.3,3.8,5.8
Cameron Sutton,11850,CB,8,PIT,74,14,13,136,22,1,0,131.0,1.84,5.3,5.7
Darius Phillips,49507,CB,7,CIN,80,17,14,96,65,0,0,90.2,1.2,4.7,5.7
Mark Barron,7013,LB,11,LA,39,9,7,78,39,0,0,102.8,2.0,4.3,5.6
Tre Boston,8763,S,14,ARZ,62,14,11,136,58,1,0,131.0,2.19,4.4,5.6
Bene Benwikere,8783,CB,11,OAK,45,10,8,51,36,0,0,87.9,1.13,4.5,5.6
Nigel Bradham,7105,LB,14,PHI,50,12,9,89,36,1,0,123.3,1.78,4.2,5.6
Deone Bucannon,8662,LB,6,ARZ,11,3,2,33,29,0,0,103.5,3.0,3.7,5.5
Kyle Van Noy,8675,LB,13,NE,22,4,4,52,18,0,0,118.8,2.36,5.5,5.5
Nat Berhe,8787,S,2,PIT,11,2,2,26,0,0,0,118.8,2.36,5.5,5.5
Adrian Colbert,11983,S,5,SF,11,3,2,15,-1,1,0,118.1,1.36,3.7,5.5
Kyle Emanuel,9586,LB,8,LAC,11,2,2,12,1,0,0,91.7,1.09,5.5,5.5
Keion Crossen,49454,CB,6,NE,27,5,5,71,6,0,0,118.8,2.63,5.4,5.4
Parry Nickerson,50511,CB,6,NYJ,130,30,24,269,119,2,0,126.3,2.07,4.3,5.4
Shareece Wright,6241,CB,7,HST,16,3,3,34,5,0,0,113.9,2.13,5.3,5.3
Foyesade Oluokun,24904,LB,15,ATL,47,11,9,68,26,0,0,92.4,1.45,4.3,5.2
M.J. Stewart,49397,CB,7,TB,160,37,31,381,200,4,0,145.6,2.38,4.3,5.2
Trumaine Johnson,7067,CB,9,NYJ,26,7,5,64,19,0,0,99.7,2.46,3.7,5.2
Jatavis Brown,10809,LB,11,LAC,47,10,9,90,52,0,0,104.2,1.91,4.7,5.2
Nate Hairston,11913,CB,4,IND,26,5,5,77,35,1,0,158.3,2.96,5.2,5.2
Tony McRae,11358,CB,4,CIN,46,11,9,118,123,1,0,141.7,2.57,4.2,5.1
Mark Nzeocha,9669,LB,5,SF,10,3,2,28,25,0,0,96.5,2.8,3.3,5.0
Deshazor Everett,9940,S,1,WAS,5,1,1,7,3,0,0,95.8,1.4,5.0,5.0
Josh Shaw,9553,S,3,TB,15,3,3,55,13,0,0,118.8,3.67,5.0,5.0
Kamalei Correa,10676,ED,3,TEN,5,1,1,4,7,0,0,83.3,0.8,5.0,5.0
Joe Thomas,9272,LB,5,DAL,5,1,1,5,-1,0,0,87.5,1.0,5.0,5.0
Ryan Smith,10742,CB,7,TB,10,2,2,19,13,1,0,145.8,1.9,5.0,5.0
Chris Banjo,8419,S,2,NO,5,1,1,17,18,0,0,118.8,3.4,5.0,5.0
Marlon Humphrey,11771,CB,13,BLT,35,9,7,102,30,1,0,150.9,2.91,3.9,5.0
T.J. Watt,11785,ED,10,PIT,15,5,3,28,28,0,0,75.4,1.87,3.0,5.0
Marcus Williams,11797,S,9,NO,15,3,3,17,3,2,0,129.9,1.13,5.0,5.0
Tyus Bowser,11802,ED,3,BLT,5,1,1,-1,4,0,0,79.2,-0.2,5.0,5.0
L.J. Fort,7292,LB,8,PIT,25,8,5,64,7,0,0,87.5,2.56,3.1,5.0
Anthony Walker,11916,LB,12,IND,50,12,10,85,39,1,1,89.2,1.7,4.2,5.0
Nick DeLuca,23189,LB,2,JAX,5,2,1,9,2,0,0,62.5,1.8,2.5,5.0
Charvarius Ward,43034,CB,3,KC,10,2,2,36,2,0,0,118.8,3.6,5.0,5.0
Justin Houston,6222,ED,3,KC,5,2,1,11,5,1,0,106.3,2.2,2.5,5.0
Austin Calitro,50640,LB,2,SEA,5,1,1,6,0,0,0,91.7,1.2,5.0,5.0
Wesley Woodyard,4583,LB,6,TEN,15,3,3,31,32,1,0,149.3,2.07,5.0,5.0
Dominique Rodgers-Cromartie,4330,CB,3,OAK,5,1,1,8,7,0,0,100.0,1.6,5.0,5.0
Cory Littleton,11190,LB,16,LA,44,10,9,164,92,0,0,118.8,3.73,4.4,4.9
Hardy Nickerson,50712,LB,10,CIN,29,7,6,64,21,0,0,104.8,2.21,4.1,4.8
Josh Jones,11816,S,9,GB,43,11,9,95,49,0,0,102.7,2.21,3.9,4.8
Alec Ogletree,7811,LB,11,NYG,33,7,7,73,37,1,0,149.7,2.21,4.7,4.7
Ahkello Witherspoon,11821,CB,7,SF,14,3,3,30,6,1,0,147.9,2.14,4.7,4.7
Mike Hughes,34057,CB,6,MIN,42,10,9,125,80,1,0,152.1,2.98,4.2,4.7
Shaq Thompson,9458,LB,14,CAR,80,19,17,109,71,0,0,90.6,1.36,4.2,4.7
Josey Jewell,50720,LB,13,DEN,23,6,5,30,21,1,0,127.1,1.3,3.8,4.6
Jordan Hicks,9517,LB,11,PHI,41,10,9,130,96,1,0,152.1,3.17,4.1,4.6
Malcolm Smith,6394,LB,8,SF,18,5,4,38,15,0,0,98.3,2.11,3.6,4.5
Elandon Roberts,10848,LB,6,NE,9,3,2,30,13,0,0,99.3,3.33,3.0,4.5
Jermaine Carter,28838,LB,2,CAR,9,2,2,8,0,0,0,83.3,0.89,4.5,4.5
Xavien Howard,10672,CB,6,MIA,9,3,2,58,36,1,0,149.3,6.44,3.0,4.5
Nicholas Morrow,51674,LB,10,OAK,31,8,7,81,54,0,0,108.9,2.61,3.9,4.4
Leighton Vander Esch,50950,LB,15,DAL,74,19,17,123,79,0,0,93.6,1.66,3.9,4.4
Reuben Foster,11786,LB,6,SF,13,3,3,32,23,0,0,111.1,2.46,4.3,4.3
Whitney Mercilus,7031,ED,14,HST,26,6,6,65,32,0,0,111.8,2.5,4.3,4.3
Khalil Mack,8640,ED,8,CHI,13,3,3,37,19,0,0,118.1,2.85,4.3,4.3
Kavon Frazier,10846,S,4,DAL,17,5,4,47,31,1,0,145.4,2.76,3.4,4.3
Preston Brown,8708,LB,7,CIN,26,6,6,61,60,0,0,109.0,2.35,4.3,4.3
Damien Wilson,9560,LB,13,DAL,42,12,10,122,61,1,0,136.8,2.9,3.5,4.2
Lavonte David,7060,LB,14,TB,94,28,23,262,147,2,0,129.5,2.79,3.4,4.1
Eddie Pleasant,7593,S,3,GB,4,1,1,7,3,0,0,95.8,1.75,4.0,4.0
Bradley Chubb,48526,ED,4,DEN,4,1,1,4,2,0,0,83.3,1.0,4.0,4.0
Rudy Ford,11963,S,3,ARZ,4,1,1,13,9,0,0,118.8,3.25,4.0,4.0
Eric Wilson,38587,LB,5,MIN,12,3,3,15,14,0,0,87.5,1.25,4.0,4.0
Kendrick Lewis,5659,S,4,TEN,12,3,3,56,13,1,0,158.3,4.67,4.0,4.0
Adoree' Jackson,11773,CB,16,TEN,60,16,15,244,81,2,0,158.3,4.07,3.8,4.0
Terrell Suggs,1326,ED,6,BLT,4,2,1,13,10,0,0,70.8,3.25,2.0,4.0
Frankie Luvu,51028,ED,3,NYJ,4,1,1,2,4,0,0,79.2,0.5,4.0,4.0
Greg Mabin,12068,CB,3,SF,4,2,1,12,0,0,0,68.8,3.0,2.0,4.0
Shaquill Griffin,11845,CB,12,SEA,28,7,7,68,17,0,0,107.1,2.43,4.0,4.0
Kevin Johnson,9449,CB,1,HST,4,1,1,4,0,1,0,122.9,1.0,4.0,4.0
Isaiah Johnson,9753,S,1,LA,4,1,1,8,8,0,0,100.0,2.0,4.0,4.0
Jon Bostic,7831,LB,11,PIT,39,12,10,97,48,0,0,100.3,2.49,3.3,3.9
Ken Crawley,11224,CB,6,NO,23,7,6,63,12,1,0,143.8,2.74,3.3,3.8
Robert Alford,7841,CB,12,ATL,33,11,9,241,95,0,0,118.8,7.3,3.0,3.7
Tyvis Powell,11291,S,3,SF,11,4,3,24,1,2,0,129.2,2.18,2.8,3.7
Deion Jones,10686,LB,6,ATL,40,15,11,116,49,0,0,95.4,2.9,2.7,3.6
Jamar Taylor,7835,CB,4,DEN,7,2,2,42,26,0,0,118.8,6.0,3.5,3.5
Rashaan Evans,50213,LB,5,TEN,7,2,2,22,19,0,0,112.5,3.14,3.5,3.5
Justin Lawler,50592,LB,4,LA,7,2,2,7,17,0,0,81.3,1.0,3.5,3.5
Holton Hill,50414,CB,5,MIN,7,2,2,25,6,1,0,158.3,3.57,3.5,3.5
Christian Jones,9020,LB,11,DET,24,8,7,53,21,1,0,133.9,2.21,3.0,3.4
Ramik Wilson,9551,LB,7,LA,17,5,5,65,31,0,0,118.8,3.82,3.4,3.4
Marquel Lee,11923,LB,10,OAK,24,8,7,76,51,0,0,106.3,3.17,3.0,3.4
KeiVarae Russell,10708,CB,2,CIN,12,5,4,29,16,0,0,90.8,2.42,2.4,3.0
Anthony Chickillo,9645,ED,2,PIT,3,1,1,2,0,1,0,118.8,0.67,3.0,3.0
Gerald Hodges,7902,LB,6,ARZ,9,3,3,24,18,0,0,100.0,2.67,3.0,3.0
Kevin Toliver II,49348,CB,3,CHI,3,1,1,6,2,0,0,91.7,2.0,3.0,3.0
Jordan Jenkins,10717,ED,4,NYJ,3,1,1,5,7,0,0,87.5,1.67,3.0,3.0
Tre Sullivan,12165,S,3,PHI,6,2,2,16,6,0,0,100.0,2.67,3.0,3.0
Shane Ray,9456,ED,2,DEN,3,1,1,31,14,0,0,118.8,10.33,3.0,3.0
Bryce Hager,9657,LB,3,LA,3,1,1,7,0,0,0,95.8,2.33,3.0,3.0
Jimmie Ward,8665,S,6,SF,14,5,5,84,19,1,0,158.3,6.0,2.8,2.8
Rashard Robinson,10767,CB,4,NYJ,8,3,3,68,27,0,0,118.8,8.5,2.7,2.7
B.J. Goodson,10743,LB,8,NYG,13,5,5,32,33,0,0,93.3,2.46,2.6,2.6
George Odum,31342,S,4,IND,13,6,5,34,42,1,0,129.9,2.62,2.2,2.6
Reggie Ragland,10675,LB,4,KC,5,2,2,15,26,0,0,97.9,3.0,2.5,2.5
Marcus Allen,49263,S,2,PIT,5,2,2,13,8,0,0,93.8,2.6,2.5,2.5
Tarvarius Moore,49178,CB,3,SF,5,2,2,23,9,1,0,154.2,4.6,2.5,2.5
Tyler Matakevich,10880,LB,2,PIT,5,2,2,13,4,0,0,93.8,2.6,2.5,2.5
Tremaine Edmunds,50905,LB,10,BUF,24,11,10,80,31,0,0,97.0,3.33,2.2,2.4
Najee Goode,7137,LB,3,IND,7,4,3,36,12,0,0,102.1,5.14,1.8,2.3
Isaac Yiadom,49355,CB,3,DEN,7,3,3,19,8,0,0,93.1,2.71,2.3,2.3
Kenny Ladler,9103,S,1,NYG,2,1,1,18,12,0,0,118.8,9.0,2.0,2.0
Peter Kalambayi,50089,LB,1,HST,2,2,1,11,13,0,0,66.7,5.5,1.0,2.0
Derrick Morgan,5541,ED,4,TEN,4,2,2,8,4,0,0,83.3,2.0,2.0,2.0
Josh Keyes,9943,LB,1,HST,2,1,1,13,1,0,0,118.8,6.5,2.0,2.0
Da'Norris Searcy,6252,S,2,CAR,2,1,1,8,12,0,0,100.0,4.0,2.0,2.0
Nate Stupar,7214,LB,1,NYG,2,2,1,7,2,0,0,58.3,3.5,1.0,2.0
C.J. Goodwin,9243,CB,1,DAL,2,1,1,27,9,0,0,118.8,13.5,2.0,2.0
Danny Johnson,49379,CB,3,WAS,7,4,4,48,40,1,0,156.3,6.86,1.8,1.8
Julian Stanford,7372,LB,3,BUF,6,4,4,19,19,0,0,86.5,3.17,1.5,1.5
Shaquil Barrett,9000,ED,3,DEN,3,2,2,7,11,0,0,81.3,2.33,1.5,1.5
Ukeme Eligwe,11938,LB,1,NYG,1,1,1,7,6,0,0,95.8,7.0,1.0,1.0
Cameron Lynch,9911,LB,1,TB,1,1,1,9,9,0,0,104.2,9.0,1.0,1.0
Deante Burton,47970,CB,1,HST,1,1,1,4,0,0,0,83.3,4.0,1.0,1.0
Zach Vigil,9824,LB,1,WAS,1,1,1,6,3,0,0,91.7,6.0,1.0,1.0
Shamarko Thomas,7893,S,1,DEN,1,1,1,4,0,1,0,122.9,4.0,1.0,1.0
