player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
Fletcher Cox,7018,DI,16,PHI,831,598,230,3,92.6,82.2,62.2,91.8,73.9,95,11,24,60,2,25,9,4,30,1,1,1,-4,-4.0,0,-4,0,0,0,79.2,1,0
Michael Brockers,7020,DI,16,LA,679,370,309,0,66.0,68.8,61.3,57.2,62.9,19,1,2,16,0,41,13,4,29,0,0,0,0,,0,,0,0,0,0.0,2,0
Bruce Irvin,7021,ED,16,ATL,471,272,172,27,59.1,56.9,51.8,62.2,62.8,25,7,5,13,0,11,6,4,14,1,2,1,2,2.0,1,2,0,0,0,56.3,3,0
Dre Kirkpatrick,7023,CB,13,CIN,774,1,291,482,60.0,52.5,29.8,60.0,62.6,0,0,0,0,0,34,4,10,9,0,63,28,415,14.8,107,50,3,0,9,82.4,7,1
Melvin Ingram III,7024,ED,16,LAC,915,547,335,33,71.8,72.4,62.1,71.8,89.5,64,9,9,46,2,26,10,8,29,1,2,2,6,3.0,12,5,1,1,0,79.2,11,1
Chandler Jones,7027,ED,16,ARZ,969,526,419,24,72.3,69.5,76.0,68.2,72.2,42,12,5,25,4,27,6,3,28,2,4,4,11,2.8,21,6,0,0,0,79.2,4,1
Dont'a Hightower,7030,LB,15,NE,774,207,287,280,65.0,62.9,81.4,61.2,63.4,30,1,5,24,0,42,13,2,21,1,35,29,305,10.5,188,27,1,1,0,100.6,0,0
Whitney Mercilus,7031,ED,16,HST,785,367,250,168,63.3,67.6,64.8,67.6,46.0,42,5,10,27,0,24,9,6,20,2,25,23,208,9.0,120,20,0,0,0,101.3,2,0
Nick Perry,7033,ED,9,GB,302,168,114,20,52.9,58.8,72.6,55.8,42.0,13,2,1,10,3,15,2,1,9,1,3,3,49,16.3,41,37,0,0,0,118.8,1,0
Derek Wolfe,7040,DI,16,DEN,710,443,267,0,75.3,84.7,68.8,57.9,66.7,27,2,5,20,4,36,10,2,29,0,0,0,0,,0,,0,1,0,0.0,3,1
Andre Branch,7042,ED,14,MIA,483,282,186,15,46.3,57.2,58.7,51.6,59.9,23,2,3,18,1,17,3,4,12,1,2,2,30,15.0,10,19,0,0,0,118.8,7,3
Janoris Jenkins,7043,CB,16,NYG,1088,1,424,663,68.0,72.5,57.2,58.6,66.3,0,0,0,0,0,59,7,11,16,1,92,61,788,12.9,219,64,7,2,8,109.3,8,3
Mychal Kendricks,7049,LB,4,SEA,183,10,80,93,66.4,67.1,48.1,85.7,56.1,4,2,1,1,0,12,4,3,8,0,11,9,78,8.7,74,30,0,0,1,96.2,0,0
Bobby Wagner,7050,LB,15,SEA,925,46,329,550,91.8,91.6,91.8,88.5,90.4,12,1,9,2,0,104,34,1,40,2,70,49,530,10.8,288,28,0,1,7,86.0,3,0
Tavon Wilson,7051,S,14,DET,304,5,120,179,68.0,68.3,83.1,62.8,67.2,2,1,0,1,0,27,4,2,13,0,20,14,118,8.4,34,41,1,0,0,101.7,1,0
Jerel Worthy,7054,DI,4,TB,72,44,28,0,61.7,63.4,68.7,64.6,,4,0,0,4,0,1,1,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0
Zach Brown,7055,LB,16,WAS,703,39,295,369,88.7,83.1,86.5,68.7,84.4,9,1,1,7,0,74,17,4,45,1,48,35,283,8.1,160,28,0,0,1,87.4,1,0
Lavonte David,7060,LB,14,TB,922,69,366,487,76.1,70.0,80.8,63.8,77.5,10,4,3,3,0,92,21,8,59,1,79,69,647,9.4,395,47,4,0,2,117.7,1,0
Vinny Curry,7061,ED,12,TB,445,273,162,10,58.4,58.9,59.0,58.4,52.3,24,3,5,16,0,14,1,2,10,0,2,1,9,9.0,10,9,0,0,0,62.5,2,0
Casey Hayward Jr.,7064,CB,16,LAC,1016,1,369,646,78.5,71.9,78.8,66.0,77.7,1,0,0,1,0,40,3,2,11,0,56,32,488,15.3,78,57,3,0,8,103.9,2,0
Trumaine Johnson,7067,CB,10,NYJ,670,1,249,420,74.9,82.5,71.2,60.0,75.1,0,0,0,0,0,38,1,4,13,1,61,40,520,13.0,177,67,2,4,1,75.9,5,1
Josh Robinson,7068,CB,5,NO,28,2,8,18,69.1,64.8,81.9,58.3,69.6,0,0,0,0,0,2,0,0,0,0,2,1,9,9.0,3,9,0,0,0,62.5,0,0
Josh LeRibeus,7073,G,1,NO,1,0,1,0,60.1,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,2,0
Olivier Vernon,7074,ED,11,NYG,665,414,238,13,86.3,71.2,64.7,86.0,82.4,46,8,13,25,1,21,2,4,22,1,1,1,0,0.0,5,0,0,0,0,79.2,5,1
Demario Davis,7079,LB,16,NO,877,112,287,478,74.6,84.5,64.9,81.0,58.5,18,5,6,7,2,80,13,13,46,1,72,61,524,8.6,397,35,3,0,2,110.9,3,0
Tyrone Crawford,7083,DI,15,DAL,633,424,207,2,72.4,64.8,52.7,70.9,67.0,37,6,4,27,2,19,3,3,20,1,0,0,0,,0,,0,0,0,0.0,4,0
Akiem Hicks,7090,DI,16,CHI,781,516,261,4,91.8,92.8,69.9,79.8,76.5,51,8,10,33,5,42,4,3,44,3,0,0,0,,0,,0,0,0,0.0,3,0
Travis Benjamin,7100,WR,2,LAC,2,0,1,1,70.3,60.0,,,60.7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Nigel Bradham,7105,LB,15,PHI,920,58,288,574,67.4,69.8,60.5,60.9,65.1,10,2,2,6,1,73,20,15,43,0,73,58,546,9.4,388,55,2,0,3,107.0,3,1
Kyle Wilber,7113,ED,6,OAK,59,27,27,5,65.8,73.7,78.0,51.0,78.7,3,0,0,3,0,7,2,1,2,0,2,1,9,9.0,8,9,0,0,0,62.5,1,0
Coty Sensabaugh,7115,CB,15,PIT,745,2,250,493,65.7,65.1,76.1,54.2,64.7,0,0,0,0,0,40,2,3,8,0,52,27,295,10.9,51,27,3,0,5,88.2,3,2
Mike Daniels,7132,DI,10,GB,419,233,185,1,69.8,59.0,56.2,78.5,57.1,32,2,3,27,0,16,5,2,18,0,0,0,0,,0,,0,0,0,0.0,1,0
Tahir Whitehead,7135,LB,16,OAK,1025,58,476,491,54.8,59.6,69.5,56.4,51.6,4,0,1,3,1,99,27,12,43,1,52,44,602,13.7,425,71,7,1,2,146.5,3,1
Najee Goode,7137,LB,6,IND,65,4,28,33,38.4,53.5,56.1,70.0,41.5,1,0,0,1,0,5,0,3,2,0,7,5,49,9.8,22,18,1,1,0,90.8,1,0
Korey Toomer,7147,LB,3,GB,12,1,2,9,54.0,61.6,81.7,60.0,52.4,0,0,0,0,0,2,0,0,1,0,1,1,24,24.0,15,24,0,0,0,118.8,0,0
Jack Crawford,7151,DI,16,ATL,624,404,211,9,71.0,73.2,29.6,65.0,54.9,32,7,3,22,0,13,14,7,15,1,0,0,0,,0,,0,1,0,0.0,1,0
George Iloka,7159,S,7,MIN,117,1,33,83,68.0,75.7,87.5,60.0,63.0,0,0,0,0,0,9,2,0,3,0,2,1,12,12.0,0,12,1,0,0,108.3,0,0
Keith Tandy,7166,S,2,ATL,2,0,1,1,60.0,60.0,84.0,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Danny Trevathan,7177,LB,16,CHI,987,89,305,593,71.9,71.4,80.4,75.8,66.7,18,2,2,14,1,79,20,8,42,1,60,46,504,11.0,391,75,5,2,2,114.9,1,0
Nate Ebner,7193,S,2,NE,2,0,0,2,68.9,,68.9,,61.7,,,,,,,,,,,,,,,,,,,,,0,0
Rishard Matthews,7211,WR,1,NYJ,1,0,1,0,60.0,60.0,25.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Nate Stupar,7214,LB,7,NYG,65,3,31,31,31.7,54.3,47.0,56.1,35.3,0,0,0,0,0,3,1,2,2,0,8,7,62,8.9,32,22,2,0,0,138.5,1,0
Rodney McLeod,7271,S,3,PHI,162,4,50,108,75.8,52.1,49.6,53.7,78.2,1,0,0,1,0,8,1,2,2,0,5,3,22,7.3,9,8,1,0,3,110.0,0,0
Michael Thomas,7279,S,16,NYG,522,26,170,326,69.7,64.5,64.1,58.2,70.1,3,1,0,2,0,35,11,8,14,0,33,21,180,8.6,74,20,1,2,2,62.7,2,1
Vontaze Burfict,7280,LB,7,CIN,298,18,136,144,48.0,61.4,27.5,44.4,42.5,0,0,0,0,0,20,12,12,6,0,26,21,233,11.1,160,26,1,0,3,116.8,2,0
Tashaun Gipson Sr.,7288,S,16,JAX,1006,19,386,601,70.7,69.1,74.0,57.4,71.9,4,0,1,3,0,48,9,6,19,0,37,23,275,12.0,115,33,3,1,6,100.6,5,0
L.J. Fort,7292,LB,12,PIT,305,56,87,162,74.2,81.2,77.7,66.0,64.0,11,1,2,8,0,36,6,4,24,0,26,21,197,9.4,94,30,0,0,0,98.2,0,0
Damon Harrison Sr.,7355,DI,17,DET,606,310,295,1,92.0,93.8,78.6,67.0,64.8,15,4,4,7,1,58,18,1,51,2,0,0,0,,0,,0,0,0,0.0,2,1
Julian Stanford,7372,LB,4,BUF,89,7,44,38,72.4,79.8,65.1,81.4,51.8,1,1,0,0,0,9,0,0,6,1,9,7,57,8.1,34,22,0,0,1,93.1,0,0
Johnson Bademosi,7374,CB,5,HST,21,1,1,19,60.4,60.0,61.3,,60.8,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Leonard Johnson,7385,CB,3,ARZ,88,7,25,56,35.5,33.1,48.4,52.5,38.7,1,0,0,1,0,9,0,2,2,0,11,11,133,12.1,53,27,0,0,0,117.0,0,0
Derrick Shelby,7400,ED,7,ATL,135,72,63,0,63.7,67.7,76.2,54.6,60.0,2,0,0,2,0,10,0,0,5,0,0,0,0,,0,,0,0,0,0.0,0,0
Jacquies Smith,7401,ED,6,OAK,66,37,24,5,53.2,58.2,71.4,54.7,62.6,3,0,1,2,0,2,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0
DeShawn Shead,7450,CB,12,DET,248,0,57,191,52.3,55.6,60.4,,51.3,0,0,0,0,0,8,1,2,1,1,18,13,228,17.5,61,44,2,0,0,151.4,0,0
Brandon Bolden,7469,HB,1,MIA,1,0,1,0,61.6,60.0,90.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Josh Bellamy,7472,WR,1,CHI,1,0,0,1,60.0,,25.4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,4,1
Emmanuel Lamur,7561,LB,9,NYJ,145,4,98,43,54.6,67.7,50.5,57.5,37.7,0,0,0,0,0,10,3,2,6,0,3,2,26,13.0,20,17,0,0,0,93.8,0,0
Eddie Pleasant,7593,S,5,GB,89,9,29,51,34.2,62.2,50.6,46.9,30.3,2,0,0,2,0,5,2,2,1,0,9,7,105,15.0,69,32,0,0,0,115.3,0,0
Josh Gordon,7618,WR,1,NE,3,0,0,3,60.9,,,,60.7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,3,1
Harrison Smith,7641,S,16,MIN,1025,44,420,561,79.7,91.3,90.3,73.0,68.7,9,3,2,4,1,69,13,4,29,1,36,24,336,14.0,90,44,1,3,2,71.1,3,2
Malik Jackson,7647,DI,16,JAX,628,413,211,4,62.7,58.3,42.7,70.1,52.7,51,4,9,38,1,21,4,3,19,0,0,0,0,,0,,0,0,0,0.0,4,0
Brandon Marshall,7648,LB,11,DEN,468,39,162,267,64.2,55.9,61.8,61.6,67.1,2,0,0,2,0,27,12,5,10,0,28,20,241,12.1,142,29,0,0,1,97.5,1,0
Josh Norman,7649,CB,16,WAS,1028,0,387,641,68.9,45.0,49.7,,72.0,0,0,0,0,0,48,9,10,13,3,73,49,644,13.1,258,64,8,3,5,114.2,7,1
Neiko Thorpe,7716,CB,3,SEA,29,0,4,25,75.7,60.0,42.2,,76.0,0,0,0,0,0,2,0,0,1,0,4,2,21,10.5,11,12,0,0,0,65.6,0,0
Dion Jordan,7785,ED,12,SEA,295,196,96,3,68.0,78.2,70.0,57.0,61.5,17,2,5,10,1,15,3,2,9,1,1,1,4,4.0,10,4,0,0,0,83.3,1,0
Barkevious Mingo,7787,ED,16,SEA,517,69,233,215,55.4,57.2,50.4,67.8,47.2,8,2,2,4,1,25,10,7,12,1,24,21,214,10.2,140,25,0,0,0,103.8,0,0
D.J. Hayden,7793,CB,10,JAX,456,20,144,292,74.8,67.3,78.9,70.1,73.7,4,1,2,1,0,38,7,3,17,0,49,37,278,7.5,220,27,1,1,3,86.9,2,0
Sheldon Richardson,7794,DI,16,MIN,719,437,280,2,70.9,71.3,68.5,65.8,56.2,47,5,12,30,0,31,16,4,23,0,0,0,0,,0,,0,0,0,0.0,3,0
Star Lotulelei,7795,DI,16,BUF,476,247,229,0,57.1,60.4,48.7,53.8,60.0,8,0,0,8,2,14,3,3,7,0,0,0,0,,0,,0,0,0,0.0,1,0
Kenny Vaccaro,7796,S,13,TEN,747,16,287,444,66.4,66.9,80.5,83.0,61.6,8,2,2,4,0,45,10,4,20,0,23,17,175,10.3,73,28,1,1,3,91.8,1,0
Eric Reid,7799,S,13,CAR,736,17,277,442,66.5,66.5,53.9,66.6,67.7,5,1,0,4,0,54,6,12,18,0,23,15,219,14.6,83,51,2,1,4,107.0,3,1
Desmond Trufant,7803,CB,16,ATL,1061,4,379,678,69.5,67.8,76.8,74.7,68.7,4,1,0,3,0,57,3,5,14,0,89,55,604,11.0,183,39,4,0,12,96.8,5,0
Xavier Rhodes,7806,CB,14,MIN,771,0,316,455,58.2,73.2,77.1,,55.1,0,0,0,0,0,42,5,3,12,0,69,45,470,10.4,184,31,2,1,5,88.4,9,3
Datone Jones,7807,DI,1,DAL,5,1,4,0,59.3,53.1,,60.0,,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
DeAndre Hopkins,7808,WR,2,HST,2,0,0,2,67.9,,,,67.4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,1,39.6,2,1
Sylvester Williams,7809,DI,14,MIA,376,172,203,1,61.4,64.5,56.6,54.4,60.0,10,0,0,10,0,11,1,3,8,0,0,0,0,,0,,0,0,0,0.0,1,0
Alec Ogletree,7811,LB,13,NYG,885,95,357,433,50.6,46.8,47.7,68.4,54.5,13,1,3,9,2,59,23,16,34,0,62,51,532,10.4,291,37,3,5,1,84.9,5,1
Darius Slay,7817,CB,15,DET,875,1,343,531,75.0,52.3,72.5,58.7,78.2,0,0,0,0,0,40,2,3,9,0,86,45,531,11.8,101,40,6,3,12,80.1,6,3
Manti Te'o,7819,LB,5,NO,141,13,69,59,80.4,79.8,61.3,53.5,72.1,1,0,0,1,0,15,4,2,11,0,14,10,91,9.1,66,31,0,0,1,88.7,0,0
Tank Carradine,7821,ED,1,OAK,24,13,11,0,62.2,67.6,67.4,51.8,,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Kawann Short,7825,DI,14,CAR,584,383,198,3,83.7,85.4,47.7,69.6,64.0,34,3,4,27,0,29,6,5,29,0,0,0,0,,0,,0,0,0,0.0,2,0
Kevin Minter,7826,LB,4,TB,22,1,12,9,50.8,71.8,64.3,74.1,30.4,1,1,0,0,0,4,1,1,3,0,4,3,49,16.3,16,27,0,0,0,115.6,0,0
Kiko Alonso,7827,LB,15,MIA,1004,72,428,504,49.6,68.6,69.1,47.3,41.9,9,0,2,7,1,89,28,11,40,3,75,53,638,12.0,460,38,4,3,2,97.5,7,3
Johnathan Hankins,7830,DI,15,OAK,573,239,334,0,65.3,71.7,29.7,51.5,57.0,7,0,2,5,0,26,6,7,20,0,0,0,0,,0,,0,0,0,0.0,4,0
Jon Bostic,7831,LB,16,PIT,561,58,259,244,59.5,62.8,88.6,67.4,56.3,10,2,1,7,1,48,14,1,22,0,37,30,331,11.0,197,43,2,0,2,122.0,2,0
David Amerson,7832,CB,6,ARZ,293,2,131,160,58.3,58.4,70.6,52.0,58.2,1,0,0,1,0,20,1,1,8,0,21,11,117,10.6,26,37,1,1,1,65.0,1,0
Jamie Collins Sr.,7833,LB,16,CLV,1067,140,415,512,61.6,63.3,44.0,60.7,59.8,15,4,3,8,0,81,20,20,47,1,58,51,498,9.8,302,30,0,1,2,95.3,2,0
Margus Hunt,7834,DI,15,IND,724,450,266,8,76.0,84.1,47.7,63.0,61.5,23,4,3,16,2,23,4,3,26,1,0,0,0,,0,,0,0,0,0.0,3,0
Jamar Taylor,7835,CB,12,DEN,305,1,133,171,43.5,74.9,57.5,60.0,39.4,0,0,0,0,0,17,2,4,1,1,27,22,376,17.1,96,57,1,0,1,131.1,5,2
D.J. Swearinger Sr.,7838,S,15,ARZ,962,25,355,582,79.3,64.7,60.1,93.1,79.5,6,2,1,3,0,47,5,9,19,3,45,28,382,13.6,207,46,2,4,5,67.1,2,0
Robert Alford,7841,CB,15,ATL,960,2,358,600,56.6,70.9,62.8,81.7,53.1,0,0,0,0,0,47,5,7,8,0,74,51,849,16.6,283,58,7,0,11,138.9,12,4
Bennie Logan,7848,DI,15,TEN,230,108,120,2,61.7,65.5,73.3,52.3,63.9,5,0,0,5,0,8,5,1,6,0,0,0,0,,0,,0,0,0,0.0,1,0
Tyrann Mathieu,7850,S,16,HST,1045,32,349,664,78.1,85.5,70.6,67.1,74.1,6,3,1,2,0,73,9,10,30,0,64,46,563,12.2,266,83,5,2,4,111.7,4,0
Blidi Wreh-Wilson,7851,CB,3,ATL,30,0,2,28,90.1,61.8,82.3,,90.1,0,0,0,0,0,2,0,0,0,0,4,1,11,11.0,7,11,0,0,2,39.6,0,0
T.J. McDonald,7852,S,14,MIA,952,15,406,531,70.6,74.7,59.4,68.9,66.7,4,0,0,4,0,68,14,13,21,0,36,27,375,13.9,201,49,3,3,0,101.0,2,0
J.J. Wilcox,7861,S,7,IND,63,14,4,45,74.6,60.0,54.7,53.7,76.7,0,0,0,0,0,4,1,0,3,0,3,2,7,3.5,2,5,0,0,0,70.1,0,0
Damontre Moore,7862,ED,2,OAK,46,37,6,3,61.3,60.4,69.6,58.5,62.5,2,0,1,1,0,1,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
John Jenkins,7863,DI,7,NYG,57,27,30,0,58.7,59.2,,56.3,,3,0,1,2,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Logan Ryan,7864,CB,14,TEN,855,32,315,508,71.6,58.2,81.3,89.3,70.1,8,4,1,3,0,49,14,5,21,0,52,36,414,11.5,179,75,3,0,6,112.2,5,2
Shawn Williams,7865,S,16,CIN,995,23,429,543,71.6,63.8,66.9,60.5,78.7,4,1,1,2,0,95,14,17,27,1,42,33,457,13.8,169,72,6,5,2,112.0,5,0
Kayvon Webster,7871,CB,2,HST,10,0,4,6,81.9,68.7,73.3,,76.0,0,0,0,0,0,1,0,0,1,0,1,0,0,,0,,0,0,0,39.6,0,0
Duron Harmon,7872,S,16,NE,635,18,180,437,67.7,61.8,80.8,69.2,68.4,2,0,1,1,0,35,4,3,2,1,16,11,176,16.0,51,75,3,4,0,105.2,2,0
Brandon Williams,7875,DI,16,BLT,518,275,240,3,76.2,82.0,63.2,62.0,57.0,13,1,1,11,1,28,7,2,20,0,0,0,0,,0,,0,0,0,0.0,3,0
Akeem Spence,7882,DI,16,MIA,665,369,292,4,53.3,50.9,38.3,60.1,59.8,32,2,7,23,0,27,12,6,19,0,0,0,0,,0,,0,0,0,0.0,3,0
Alex Okafor,7885,ED,16,NO,658,424,200,34,71.5,69.9,57.4,62.2,71.6,39,5,7,27,1,22,11,4,19,0,1,0,0,,0,,0,0,0,39.6,0,0
Shamarko Thomas,7893,S,2,DEN,19,0,2,17,56.3,60.0,66.4,,56.6,0,0,0,0,0,0,1,0,0,0,1,1,4,4.0,0,4,1,0,0,122.9,0,0
B.W. Webb,7896,CB,16,NYG,1003,16,370,617,61.3,65.2,75.5,68.6,60.3,4,1,1,2,0,51,4,4,15,1,66,39,530,13.6,159,55,1,1,4,83.5,10,1
Gerald Hodges,7902,LB,11,ARZ,356,16,169,171,56.0,69.9,61.6,51.9,47.4,4,0,1,3,0,43,10,8,16,0,25,22,163,7.4,111,16,0,0,0,93.8,2,1
William Gholston,7908,DI,16,TB,402,250,148,4,33.9,39.5,60.1,47.6,59.6,19,1,5,13,0,7,3,1,5,0,0,0,0,,0,,0,0,0,0.0,5,0
John Simon,7911,ED,11,NE,185,122,50,13,65.5,75.5,79.5,58.8,51.9,12,2,1,9,0,9,3,0,9,0,1,1,20,20.0,5,20,0,0,0,118.8,0,0
Steven Means,7929,ED,8,ATL,162,92,70,0,73.4,82.5,76.6,59.2,,6,1,0,5,0,11,3,0,11,0,0,0,0,,0,,0,0,0,0.0,1,0
A.J. Klein,7930,LB,16,NO,670,68,258,344,69.6,66.2,64.9,60.2,68.8,11,2,2,7,0,49,15,9,28,0,26,20,212,10.6,99,23,0,1,1,84.1,0,0
Micah Hyde,7941,S,15,BUF,882,14,375,493,84.0,68.6,60.6,46.1,88.6,0,0,0,0,0,52,5,10,19,0,30,20,179,9.0,58,29,6,2,3,94.3,1,0
Stacy McGee,7987,DI,8,WAS,137,63,74,0,60.3,64.5,73.3,51.0,60.0,2,1,0,1,0,7,1,0,7,0,0,0,0,,0,,0,0,0,0.0,0,0
Vince Williams,7988,LB,14,PIT,744,119,276,349,65.5,62.9,74.1,80.3,55.3,19,5,6,8,0,55,11,6,33,0,44,31,328,10.6,231,31,2,1,1,97.5,0,0
Jordan Poyer,8000,S,16,BUF,1010,34,431,545,68.5,59.1,63.0,69.2,70.9,5,2,1,2,1,74,15,16,23,1,27,19,246,12.9,107,25,2,4,0,83.8,0,0
Nick Williams,8006,DI,2,CHI,44,32,12,0,50.1,50.9,,53.9,,2,0,0,2,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Kemal Ishmael,8026,LB,10,ATL,64,0,40,24,46.8,60.4,74.8,,39.6,0,0,0,0,0,8,2,1,3,0,6,5,53,10.6,32,18,1,0,1,143.1,0,0
Marcus Cooper,8035,CB,4,DET,39,0,10,29,90.0,61.2,72.5,,90.3,0,0,0,0,0,1,0,0,1,1,3,2,8,4.0,5,8,1,0,0,109.7,0,0
Damion Square,8042,DI,16,LAC,530,289,241,0,51.6,52.4,72.2,54.9,77.1,14,4,3,7,3,21,11,3,18,0,0,0,0,,0,,0,0,0,0.0,4,1
Daren Bates,8077,LB,9,TEN,43,6,11,26,48.2,71.4,65.3,49.9,44.4,0,0,0,0,0,5,1,1,3,0,4,4,49,12.3,40,24,0,0,0,117.7,0,0
Ezekiel Ansah,8094,ED,7,DET,146,110,36,0,74.5,69.6,54.5,74.6,62.2,20,4,3,13,0,5,4,2,9,0,0,0,0,,0,,0,0,0,0.0,2,1
Rontez Miles,8102,S,5,NYJ,88,1,39,48,72.3,75.9,76.5,60.0,65.3,0,0,0,0,0,8,0,0,0,0,1,1,8,8.0,2,8,0,0,0,100.0,0,0
A.J. Bouye,8110,CB,13,JAX,827,0,315,512,75.7,58.5,63.1,,79.3,0,0,0,0,0,49,4,5,13,0,61,41,417,10.2,108,35,0,1,6,79.7,5,1
Jahleel Addae,8117,S,16,LAC,1025,8,372,645,61.0,61.1,63.6,84.1,60.1,4,1,0,3,0,58,17,11,11,0,17,13,258,19.8,120,82,1,1,1,113.0,4,0
Josh Martin,8138,ED,1,NYJ,19,7,7,5,66.5,70.6,69.9,53.0,61.8,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Lerentee McCray,8159,ED,12,JAX,100,73,25,2,64.9,48.9,36.5,74.7,54.9,12,1,1,10,0,1,0,0,2,0,1,1,42,42.0,36,42,0,0,0,118.8,0,0
Abry Jones,8177,DI,15,JAX,498,254,243,1,71.9,72.8,63.1,56.0,67.3,15,1,1,13,1,26,9,2,25,0,0,0,0,,0,,0,0,0,0.0,0,0
Benson Mayowa,8196,ED,15,ARZ,550,292,237,21,72.8,64.5,57.8,67.6,68.6,29,4,7,18,4,27,8,4,27,1,1,0,0,,0,,0,0,0,39.6,2,1
Bradley McDougald,8220,S,16,SEA,874,16,304,554,76.6,72.6,87.2,48.4,77.9,1,0,0,1,0,75,10,5,26,3,61,49,498,10.2,305,54,5,3,5,107.5,1,0
Russell Shepard,8254,WR,1,NYG,1,1,0,0,60.0,,32.1,60.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,2,0
Ray-Ray Armstrong,8271,LB,8,CLV,214,7,77,130,49.7,60.7,62.5,82.0,47.2,1,0,0,1,1,17,1,2,10,0,14,13,146,11.2,110,23,1,0,0,133.9,2,2
Benny Cunningham,8283,HB,1,CHI,1,1,0,0,60.0,,29.9,,60.0,0,0,0,0,0,1,0,0,0,0,1,1,7,7.0,7,7,0,0,0,95.8,0,0
Adam Thielen,8288,WR,1,MIN,1,0,0,1,60.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0
Will Compton,8308,LB,7,TEN,80,8,37,35,76.9,60.5,75.2,51.3,85.3,0,0,0,0,0,3,3,1,1,0,3,1,7,7.0,4,7,0,0,1,42.4,0,0
Rashaan Melvin,8334,CB,14,OAK,604,4,247,353,60.5,73.0,76.9,88.8,56.3,1,0,1,0,1,58,1,4,16,0,68,40,604,15.1,218,89,4,1,5,101.6,4,1
Tony Jefferson,8361,S,14,BLT,862,27,295,540,72.4,73.3,65.8,60.6,72.5,5,1,2,2,0,61,11,11,29,1,46,34,436,12.8,172,48,3,1,3,115.9,5,0
Brandon Copeland,8378,ED,16,NYJ,611,357,200,54,67.4,67.3,56.1,56.2,87.8,38,5,8,25,1,18,11,5,18,0,5,3,13,4.3,9,7,0,0,1,64.6,1,0
Jeff Heath,8396,S,16,DAL,1000,6,372,622,56.6,48.5,30.0,51.3,59.6,2,0,0,2,0,66,7,19,25,1,49,38,393,10.3,210,51,2,1,4,105.2,1,0
Chris Banjo,8419,S,7,NO,53,2,14,37,51.0,59.0,59.6,69.7,50.2,0,0,0,0,1,3,1,0,0,0,4,1,17,17.0,18,17,0,2,0,5.2,0,0
Cody Davis,8458,S,1,JAX,10,0,7,3,46.9,52.4,56.8,,60.8,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Jordan Dangerfield,8468,S,7,PIT,75,0,38,37,75.8,65.3,54.3,,72.7,0,0,0,0,0,4,3,1,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Brynden Trawick,8471,S,3,TEN,3,0,2,1,77.9,60.0,50.9,60.0,60.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Nickell Robey-Coleman,8483,CB,16,LA,556,1,148,407,82.6,79.5,77.4,59.1,81.3,0,0,0,0,0,29,6,4,12,0,61,39,303,7.8,197,44,4,1,3,91.1,3,1
Wes Horton,8484,ED,16,CAR,471,268,199,4,42.5,49.2,30.1,47.5,60.4,21,2,0,19,0,15,3,6,10,0,0,0,0,,0,,0,0,0,0.0,4,0
LaRoy Reynolds,8500,LB,8,PHI,8,3,4,1,34.2,61.6,66.0,57.8,60.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,0,1,1,0,0,118.8,0,0
