year,player,player_id,position,player_game_count,team_name,route_snaps,targets,target_percent,slot_snaps,slot_snap_percent,slot_targets,slot_target_percent,slot_receptions,slot_drops,slot_yards,slot_yprr,slot_touchdowns,slot_drop_rate,slot_catch_rate
2017,Rex Burkhead,7971,HB,10,NE,107,36,33.6,6,5.6,2,33.3,2,0,20,3.33,2,0,100
2017,Tavarres King,7943,WR,8,NYG,249,32,12.9,39,15.7,1,2.6,1,0,13,0.33,0,0,100
2017,Kyle Juszczyk,7912,FB,14,SF,150,39,26,17,11.3,2,11.8,2,0,9,0.53,0,0,100
2017,Brandon Williams,7876,TE,14,IND,80,15,18.8,28,35,7,25,7,0,40,1.43,0,0,100
2017,Kareem Hunt,11841,HB,16,KC,303,62,20.5,4,1.3,2,50,2,0,9,2.25,0,0,100
2017,Jerell Adams,10818,TE,15,NYG,71,11,15.5,13,18.3,1,7.7,1,0,11,0.85,0,0,100
2017,David Morgan,10822,TE,15,MIN,78,11,14.1,20,25.6,3,15,3,0,40,2,0,0,100
2017,Tyler Eifert,7802,TE,2,CIN,58,5,8.6,34,58.6,2,5.9,2,0,26,0.76,0,0,100
2017,Mike Thomas,10840,WR,6,LA,58,7,12.1,12,20.7,1,8.3,1,0,6,0.5,0,0,100
2017,Jamize Olawale,7572,FB,7,OAK,38,7,18.4,5,13.2,2,40,2,0,11,2.2,0,0,100
2017,Kalif Raymond,11028,WR,3,NYG,23,1,4.3,3,13,1,33.3,1,0,12,4,0,0,100
2017,Sean McGrath,7515,TE,13,LAC,41,4,9.8,10,24.4,2,20,2,0,13,1.3,0,0,100
2017,Maurice Harris,11035,WR,6,WAS,42,6,14.3,14,33.3,2,14.3,2,0,19,1.36,0,0,100
2017,Chris Matthews,6820,WR,5,BLT,32,6,18.8,9,28.1,1,11.1,1,0,5,0.56,0,0,100
2017,Travaris Cadet,7457,HB,7,BUF,73,19,26,5,6.8,1,20,1,0,3,0.6,0,0,100
2017,Derek Carrier,7406,TE,14,LA,38,11,28.9,2,5.3,1,50,1,0,4,2,0,0,100
2017,DeMarco Murray,6223,HB,15,TEN,292,44,15.1,18,6.2,6,33.3,6,0,42,2.33,0,0,100
2017,Taiwan Jones,6277,HB,1,BUF,2,2,100,1,50,1,100,1,0,11,11,0,0,100
2017,Bilal Powell,6278,HB,15,NYJ,158,29,18.4,6,3.8,1,16.7,1,0,5,0.83,0,0,100
2017,Griff Whalen,7351,WR,2,BLT,46,5,10.9,9,19.6,2,22.2,2,0,11,1.22,0,0,100
2017,Anthony Sherman,6288,FB,13,KC,61,7,11.5,2,3.3,1,50,1,0,3,1.5,0,0,100
2017,Dion Lewis,6301,HB,16,NE,159,33,20.8,16,10.1,2,12.5,2,0,7,0.44,0,0,100
2017,Terrelle Pryor Sr.,6944,WR,9,WAS,236,35,14.8,38,16.1,2,5.3,2,0,10,0.26,0,0,100
2017,Phillip Supernaw,7324,TE,12,TEN,30,6,20,3,10,1,33.3,1,0,20,6.67,0,0,100
2017,Lee Smith,6311,TE,15,OAK,72,11,15.3,16,22.2,1,6.3,1,0,11,0.69,0,0,100
2017,Jalen Richard,11395,HB,16,OAK,130,31,23.8,18,13.8,4,22.2,4,0,33,1.83,0,0,100
2017,Rhett Ellison,7128,TE,16,NYG,203,28,13.8,28,13.8,1,3.6,1,0,9,0.32,0,0,100
2017,Lamar Miller,7097,HB,16,HST,336,41,12.2,17,5.1,3,17.6,3,0,40,2.35,0,0,100
2017,Joe Mixon,11803,HB,14,CIN,157,34,21.7,5,3.2,4,80,4,0,16,3.2,0,0,100
2017,Andre Holmes,6489,WR,14,BUF,196,23,11.7,26,13.3,2,7.7,2,0,11,0.42,1,0,100
2017,Brian Quick,7037,WR,7,WAS,54,8,14.8,13,24.1,2,15.4,2,0,37,2.85,0,0,100
2017,Jeremy Kerley,6305,WR,8,NYJ,186,25,13.4,144,77.4,20,13.9,19,1,190,1.32,1,5,95
2017,Danny Woodhead,4914,HB,8,BLT,113,37,32.7,26,23,13,50,12,0,73,2.81,0,0,92.3
2017,Cordarrelle Patterson,7810,WR,16,OAK,273,41,15,87,31.9,13,14.9,12,0,120,1.38,0,0,92.3
2017,Andre Ellington,7968,HB,12,HST,249,56,22.5,61,24.5,9,14.8,8,0,72,1.18,0,0,88.9
2017,Garrett Celek,7274,TE,16,SF,214,30,14,46,21.5,7,15.2,6,0,124,2.7,2,0,85.7
2017,Chris Moore,10741,WR,12,BLT,242,34,14,60,24.8,7,11.7,6,0,77,1.28,2,0,85.7
2017,Jordan Reed,7866,TE,6,WAS,141,33,23.4,59,41.8,14,23.7,12,0,81,1.37,0,0,85.7
2017,Benjamin Watson,1753,TE,16,BLT,417,77,18.5,186,44.6,21,11.3,18,0,203,1.09,1,0,85.7
2017,Le'Veon Bell,7829,HB,15,PIT,498,103,20.7,62,12.4,14,22.6,12,0,75,1.21,0,0,85.7
2017,Ryan Grant,8777,WR,16,WAS,393,63,16,134,34.1,19,14.2,16,0,167,1.25,1,0,84.2
2017,Jason Witten,1384,TE,16,DAL,478,80,16.7,283,59.2,49,17.3,41,2,313,1.11,0,4.7,83.7
2017,Jack Doyle,8520,TE,15,IND,454,102,22.5,263,57.9,55,20.9,46,1,399,1.52,1,2.1,83.6
2017,Corey Davis,11760,WR,11,TEN,330,64,19.4,34,10.3,6,17.6,5,1,53,1.56,0,16.7,83.3
2017,Kenny Golladay,11851,WR,11,DET,288,48,16.7,71,24.7,6,8.5,5,0,120,1.69,2,0,83.3
2017,Ryan Switzer,11888,WR,13,DAL,49,7,14.3,42,85.7,6,14.3,5,1,39,0.93,0,16.7,83.3
2017,Tavon Austin,7789,WR,16,LA,77,21,27.3,41,53.2,11,26.8,9,0,35,0.85,0,0,81.8
2017,Clive Walford,9501,TE,11,OAK,62,13,21,41,66.1,11,26.8,9,0,80,1.95,0,0,81.8
2017,Davante Adams,8688,WR,14,GB,504,108,21.4,98,19.4,27,27.6,22,3,214,2.18,1,12,81.5
2017,Kendall Wright,7026,WR,16,CHI,409,82,20,290,70.9,51,17.6,41,1,393,1.36,1,2.4,80.4
2017,Golden Tate,5585,WR,16,DET,534,117,21.9,422,79,81,19.2,65,2,761,1.8,5,3,80.2
2017,Vance McDonald,7836,TE,10,PIT,115,22,19.1,43,37.4,5,11.6,4,1,38,0.88,0,20,80
2017,De'Anthony Thomas,8759,WR,16,KC,125,16,12.8,87,69.6,10,11.5,8,0,101,1.16,2,0,80
2017,Charles Clay,6326,TE,13,BUF,305,72,23.6,60,19.7,15,25,12,0,135,2.25,1,0,80
2017,Michael Floyd,7019,WR,11,MIN,78,14,17.9,19,24.4,5,26.3,4,0,23,1.21,0,0,80
2017,Mike Wallace,5007,WR,15,BLT,455,87,19.1,60,13.2,15,25,12,1,241,4.02,2,7.7,80
2017,Ross Travis,10320,TE,14,IND,75,16,21.3,34,45.3,5,14.7,4,0,40,1.18,0,0,80
2017,Ty Montgomery,9527,HB,7,GB,148,26,17.6,19,12.8,5,26.3,4,0,29,1.53,0,0,80
2017,Michael Campanaro,8852,WR,13,BLT,179,24,13.4,147,82.1,20,13.6,16,2,143,0.97,1,11.1,80
2017,Niles Paul,6307,TE,14,WAS,96,18,18.8,20,20.8,5,25,4,1,22,1.1,0,20,80
2017,Jarius Wright,7118,WR,16,MIN,162,23,14.2,129,79.6,20,15.5,16,0,167,1.29,2,0,80
2017,Julius Thomas,6281,TE,14,MIA,316,59,18.7,65,20.6,10,15.4,8,0,63,0.97,0,0,80
2017,Pharoh Cooper,10751,WR,16,LA,83,18,21.7,50,60.2,10,20,8,0,50,1,0,0,80
2017,Mack Hollins,11873,WR,16,PHI,159,21,13.2,59,37.1,10,16.9,8,0,131,2.22,1,0,80
2017,Zach Ertz,7816,TE,14,PHI,412,102,24.8,182,44.2,39,21.4,31,1,337,1.85,2,3.1,79.5
2017,Ted Ginn Jr.,3625,WR,15,NO,408,69,16.9,128,31.4,24,18.8,19,0,262,2.05,2,0,79.2
2017,Travis Kelce,7844,TE,15,KC,511,117,22.9,252,49.3,53,21,42,2,588,2.33,3,4.5,79.2
2017,Robert Woods,7822,WR,12,LA,360,80,22.2,112,31.1,28,25,22,1,253,2.26,2,4.3,78.6
2017,Jarvis Landry,8698,WR,16,MIA,600,156,26,389,64.8,87,22.4,68,1,617,1.59,5,1.4,78.2
2017,James White,8765,HB,14,NE,270,68,25.2,21,7.8,9,42.9,7,0,43,2.05,0,0,77.8
2017,James O'Shaughnessy,9606,TE,16,JAX,108,21,19.4,51,47.2,9,17.6,7,0,58,1.14,1,0,77.8
2017,Jordy Nelson,4350,WR,15,GB,506,84,16.6,148,29.2,27,18.2,21,1,141,0.95,3,4.5,77.8
2017,Braxton Miller,10719,WR,11,HST,242,28,11.6,93,38.4,13,14,10,0,94,1.01,1,0,76.9
2017,Alvin Kamara,11822,HB,16,NO,291,96,33,72,24.7,26,36.1,20,2,255,3.54,0,9.1,76.9
2017,Allen Hurns,8931,WR,10,JAX,309,54,17.5,225,72.8,39,17.3,30,1,375,1.67,2,3.2,76.9
2017,Keenan Allen,7857,WR,16,LAC,547,147,26.9,272,49.7,56,20.6,43,2,575,2.11,4,4.4,76.8
2017,Austin Seferian-Jenkins,8673,TE,13,NYJ,377,71,18.8,163,43.2,30,18.4,23,0,166,1.02,1,0,76.7
2017,Michael Thomas,10681,WR,16,NO,521,139,26.7,116,22.3,47,40.5,36,0,421,3.63,2,0,76.6
2017,T.J. Jones,8824,WR,14,DET,267,45,16.9,87,32.6,17,19.5,13,2,178,2.05,1,13.3,76.5
2017,Coby Fleener,7038,TE,11,NO,191,29,15.2,127,66.5,21,16.5,16,2,221,1.74,1,11.1,76.2
2017,Cooper Kupp,11824,WR,15,LA,424,90,21.2,249,58.7,46,18.5,35,5,508,2.04,1,12.5,76.1
2017,Jared Cook,5012,TE,16,OAK,457,83,18.2,277,60.6,45,16.2,34,3,377,1.36,1,8.1,75.6
2017,Austin Traylor,11411,TE,7,DEN,135,12,8.9,59,43.7,8,13.6,6,0,62,1.05,0,0,75
2017,Nick Williams,8005,WR,1,ATL,21,4,19,20,95.2,4,20,3,1,30,1.5,0,25,75
2017,JuJu Smith-Schuster,11817,WR,14,PIT,424,77,18.2,246,58,36,14.6,27,0,528,2.15,4,0,75
2017,Nick O'Leary,9627,TE,15,BUF,204,30,14.7,21,10.3,4,19,3,0,35,1.67,1,0,75
2017,Giovani Bernard,7818,HB,16,CIN,256,53,20.7,15,5.9,4,26.7,3,1,25,1.67,0,25,75
2017,Matt Breida,12271,HB,16,SF,159,34,21.4,10,6.3,4,40,3,0,20,2,0,0,75
2017,Chris Godwin,11839,WR,16,TB,258,54,20.9,50,19.4,12,24,9,1,128,2.56,0,10,75
2017,ArDarius Stewart,11834,WR,14,NYJ,104,12,11.5,25,24,4,16,3,0,56,2.24,0,0,75
2017,D.J. Foster,11214,HB,7,ARZ,101,27,26.7,13,12.9,4,30.8,3,0,16,1.23,0,0,75
2017,Matt Forte,4358,HB,12,NYJ,191,43,22.5,16,8.4,4,25,3,1,54,3.38,0,25,75
2017,J.D. McKissic,11047,HB,13,SEA,219,44,20.1,24,11,4,16.7,3,0,33,1.38,0,0,75
2017,Alex Erickson,11107,WR,14,CIN,115,16,13.9,84,73,12,14.3,9,0,134,1.6,0,0,75
2017,LeSean McCoy,4976,HB,16,BUF,326,71,21.8,24,7.4,8,33.3,6,1,55,2.29,1,14.3,75
2017,Rob Gronkowski,5567,TE,14,NE,448,100,22.3,239,53.3,43,18,32,0,554,2.32,3,0,74.4
2017,Danny Amendola,4717,WR,15,NE,390,80,20.5,320,82.1,73,22.8,54,4,570,1.78,2,6.9,74
2017,Jordan Matthews,8677,WR,10,BUF,309,34,11,226,73.1,23,10.2,17,2,174,0.77,0,10.5,73.9
2017,Adam Humphries,10075,WR,16,TB,499,82,16.4,410,82.2,64,15.6,47,3,483,1.18,1,6,73.4
2017,Lance Kendricks,6199,TE,15,GB,218,28,12.8,104,47.7,15,14.4,11,1,102,0.98,0,8.3,73.3
2017,Pierre Garcon,4519,WR,8,SF,279,65,23.3,67,24,15,22.4,11,0,113,1.69,0,0,73.3
2017,Randall Cobb,6216,WR,15,GB,479,85,17.7,372,77.7,60,16.1,44,1,471,1.27,3,2.2,73.3
2017,Mohamed Sanu,7084,WR,15,ATL,448,94,21,303,67.6,63,20.8,46,3,490,1.62,5,6.1,73
2017,Trent Taylor,11932,WR,15,SF,362,59,16.3,274,75.7,44,16.1,32,3,309,1.13,2,8.6,72.7
2017,Kyle Rudolph,6195,TE,16,MIN,401,76,19,179,44.6,18,10.1,13,0,168,0.94,1,0,72.2
2017,Austin Hooper,10715,TE,16,ATL,390,62,15.9,158,40.5,18,11.4,13,3,216,1.37,1,18.8,72.2
2017,Duke Johnson Jr.,9510,HB,16,CLV,333,89,26.7,62,18.6,18,29,13,0,153,2.47,2,0,72.2
2017,Tyler Lockett,9502,WR,16,SEA,481,68,14.1,250,52,36,14.4,26,1,367,1.47,1,3.7,72.2
2017,Sterling Shepard,10674,WR,11,NYG,439,83,18.9,368,83.8,71,19.3,51,4,639,1.74,2,7.3,71.8
2017,Jermaine Gresham,5546,TE,14,ARZ,309,45,14.6,44,14.2,7,15.9,5,0,40,0.91,0,0,71.4
2017,Antonio Brown,5718,WR,14,PIT,534,155,29,71,13.3,21,29.6,15,1,243,3.42,2,6.3,71.4
2017,Terrance Williams,7855,WR,16,DAL,420,75,17.9,37,8.8,7,18.9,5,0,36,0.97,0,0,71.4
2017,Nelson Agholor,9453,WR,16,PHI,480,91,19,413,86,76,18.4,54,3,752,1.82,8,5.3,71.1
2017,Tyreek Hill,10799,WR,15,KC,504,102,20.2,179,35.5,31,17.3,22,2,334,1.87,3,8.3,71
2017,Delanie Walker,3120,TE,16,TEN,440,103,23.4,226,51.4,50,22.1,35,1,366,1.62,1,2.8,70
2017,Martellus Bennett,4375,TE,9,NE,235,41,17.4,142,60.4,20,14.1,14,2,149,1.05,0,12.5,70
2017,Larry Fitzgerald,1724,WR,16,ARZ,650,153,23.5,403,62,93,23.1,65,4,779,1.93,3,5.8,69.9
2017,Christian McCaffrey,11763,HB,16,CAR,448,106,23.7,106,23.7,23,21.7,16,0,98,0.92,3,0,69.6
2017,Zach Miller,5104,TE,8,CHI,178,34,19.1,119,66.9,23,19.3,16,1,178,1.5,0,5.9,69.6
2017,Cody Latimer,8691,WR,11,DEN,231,27,11.7,129,55.8,13,10.1,9,0,121,0.94,2,0,69.2
2017,Tyler Boyd,10689,WR,10,CIN,207,31,15,183,88.4,29,15.8,20,3,205,1.12,2,13,69
2017,Trey Burton,9185,TE,15,PHI,169,30,17.8,88,52.1,16,18.2,11,1,110,1.25,3,8.3,68.8
2017,C.J. Fiedorowicz,8700,TE,5,HST,110,21,19.1,69,62.7,16,23.2,11,2,99,1.43,0,15.4,68.8
2017,DeSean Jackson,4363,WR,14,TB,437,87,19.9,89,20.4,19,21.3,13,0,163,1.83,0,0,68.4
2017,Doug Baldwin,6615,WR,16,SEA,543,112,20.6,397,73.1,66,16.6,45,1,655,1.65,5,2.2,68.2
2017,Stefon Diggs,9579,WR,14,MIN,446,94,21.1,107,24,22,20.6,15,0,209,1.95,2,0,68.2
2017,Tyler Kroft,9518,TE,16,CIN,381,59,15.5,186,48.8,25,13.4,17,2,180,0.97,1,10.5,68
2017,Jermaine Kearse,7428,WR,16,NYJ,530,95,17.9,272,51.3,53,19.5,36,2,487,1.79,1,5.3,67.9
2017,Albert Wilson,8943,WR,13,KC,338,56,16.6,197,58.3,28,14.2,19,2,296,1.5,1,9.5,67.9
2017,Seth Roberts,9079,WR,15,OAK,478,65,13.6,395,82.6,62,15.7,42,4,437,1.11,1,8.7,67.7
2017,James Develin,6142,FB,15,NE,79,9,11.4,11,13.9,3,27.3,2,1,16,1.45,0,33.3,66.7
2017,Dontrelle Inman,6597,WR,11,CHI,265,43,16.2,42,15.8,3,7.1,2,0,43,1.02,0,0,66.7
2017,Curtis Samuel,11795,WR,9,CAR,135,26,19.3,45,33.3,9,20,6,2,53,1.18,0,25,66.7
2017,Marvin Jones Jr.,7158,WR,16,DET,626,105,16.8,71,11.3,12,16.9,8,0,161,2.27,1,0,66.7
2017,Johnny Holton,11354,WR,15,OAK,133,18,13.5,29,21.8,3,10.3,2,0,91,3.14,1,0,66.7
2017,Torrey Smith,6210,WR,16,PHI,442,63,14.3,70,15.8,9,12.9,6,3,45,0.64,0,33.3,66.7
2017,Taywan Taylor,11827,WR,16,TEN,176,26,14.8,107,60.8,15,14,10,0,103,0.96,0,0,66.7
2017,Jakeem Grant,10820,WR,12,MIA,86,21,24.4,18,20.9,3,16.7,2,0,28,1.56,0,0,66.7
2017,Dion Sims,7888,TE,14,CHI,175,27,15.4,33,18.9,3,9.1,2,0,42,1.27,1,0,66.7
2017,Chris Thompson,7936,HB,10,WAS,218,51,23.4,10,4.6,3,30,2,0,43,4.3,1,0,66.7
2017,Luke Willson,7940,TE,16,SEA,143,20,14,43,30.1,6,14,4,1,79,1.84,2,20,66.7
2017,Brice Butler,7991,WR,13,DAL,148,22,14.9,46,31.1,3,6.5,2,0,59,1.28,1,0,66.7
2017,Nick Vannett,10728,TE,15,SEA,89,15,16.9,16,18,3,18.8,2,1,18,1.13,0,33.3,66.7
2017,Tyrell Williams,10154,WR,16,LAC,521,68,13.1,198,38,27,13.6,18,2,275,1.39,0,10,66.7
2017,Richard Rodgers,8733,TE,14,GB,155,17,11,84,54.2,9,10.7,6,2,84,1,1,25,66.7
2017,Neal Sterling,9653,TE,9,NYJ,56,12,21.4,23,41.1,3,13,2,0,27,1.17,0,0,66.7
2017,Jeff Janis,8870,WR,3,GB,26,5,19.2,6,23.1,3,50,2,0,12,2,0,0,66.7
2017,Ricky Seals-Jones,12020,TE,8,ARZ,68,28,41.2,15,22.1,6,40,4,2,50,3.33,0,33.3,66.7
2017,Cameron Brate,9207,TE,16,TB,393,73,18.6,227,57.8,44,19.4,29,2,343,1.51,4,6.5,65.9
2017,Eric Decker,5611,WR,16,TEN,420,83,19.8,197,46.9,41,20.8,27,4,256,1.3,1,12.9,65.9
2017,Jamison Crowder,9538,WR,15,WAS,453,96,21.2,337,74.4,67,19.9,44,5,535,1.59,3,10.2,65.7
2017,Adam Thielen,8288,WR,16,MIN,548,135,24.6,280,51.1,70,25,46,3,592,2.11,1,6.1,65.7
2017,Demaryius Thomas,5547,WR,16,DEN,546,136,24.9,98,17.9,26,26.5,17,2,136,1.39,2,10.5,65.4
2017,Michael Crabtree,4933,WR,14,OAK,382,99,25.9,77,20.2,23,29.9,15,3,133,1.73,2,16.7,65.2
2017,Tarik Cohen,11874,HB,16,CHI,198,65,32.8,55,27.8,17,30.9,11,1,50,0.91,0,8.3,64.7
2017,Aldrick Robinson,6330,WR,16,SF,266,44,16.5,85,32,14,16.5,9,0,156,1.84,2,0,64.3
2017,Paul Richardson Jr.,8680,WR,16,SEA,544,80,14.7,90,16.5,14,15.6,9,2,123,1.37,0,18.2,64.3
2017,Hunter Henry,10669,TE,14,LAC,282,60,21.3,141,50,25,17.7,16,1,175,1.24,3,5.9,64
2017,Antonio Gates,1609,TE,16,LAC,320,44,13.8,205,64.1,25,12.2,16,1,145,0.71,3,5.9,64
2017,Chris Hogan,6468,WR,9,NE,363,58,16,165,45.5,33,20,21,2,266,1.61,3,8.7,63.6
2017,Justin Hardy,9540,WR,16,ATL,201,29,14.4,77,38.3,11,14.3,7,1,72,0.94,1,12.5,63.6
2017,Demarcus Robinson,10760,WR,16,KC,363,37,10.2,71,19.6,11,15.5,7,2,66,0.93,0,22.2,63.6
2017,Jesse James,9593,TE,16,PIT,450,61,13.6,139,30.9,11,7.9,7,1,55,0.4,0,12.5,63.6
2017,Keelan Cole,51593,WR,16,JAX,465,73,15.7,166,35.7,30,18.1,19,1,299,1.8,3,5,63.3
2017,Amari Cooper,9437,WR,14,OAK,441,90,20.4,96,21.8,30,31.3,19,2,212,2.21,1,9.5,63.3
2017,Jeremy Maclin,4942,WR,12,BLT,308,67,21.8,181,58.8,40,22.1,25,1,278,1.54,3,3.8,62.5
2017,Darren Fells,8549,TE,16,DET,167,23,13.8,28,16.8,8,28.6,5,0,62,2.21,3,0,62.5
2017,Cole Beasley,7330,WR,15,DAL,370,57,15.4,322,87,48,14.9,30,2,288,0.89,3,6.3,62.5
2017,Rishard Matthews,7211,WR,14,TEN,459,84,18.3,152,33.1,29,19.1,18,1,236,1.55,1,5.3,62.1
2017,Kenny Stills,7926,WR,16,MIA,621,101,16.3,292,47,50,17.1,31,1,513,1.76,6,3.1,62
2017,Jaron Brown,8128,WR,16,ARZ,529,64,12.1,139,26.3,13,9.4,8,0,129,0.93,0,0,61.5
2017,Marqise Lee,8674,WR,14,JAX,421,91,21.6,56,13.3,13,23.2,8,1,71,1.27,1,11.1,61.5
2017,Geronimo Allison,11141,WR,15,GB,261,38,14.6,106,40.6,18,17,11,2,105,0.99,0,15.4,61.1
2017,Brandon LaFell,5602,WR,16,CIN,528,86,16.3,184,34.8,33,17.9,20,2,291,1.58,2,9.1,60.6
2017,Tommylee Lewis,11231,WR,13,NO,68,15,22.1,25,36.8,5,20,3,0,4,0.16,0,0,60
2017,Tyler Higbee,10744,TE,16,LA,253,42,16.6,22,8.7,5,22.7,3,0,23,1.05,0,0,60
2017,Willie Snead IV,8999,WR,11,NO,131,13,9.9,76,58,10,13.2,6,0,69,0.91,0,0,60
2017,Rashard Higgins,10806,WR,15,CLV,471,46,9.8,446,94.7,44,9.9,26,2,304,0.68,2,7.1,59.1
2017,George Kittle,11901,TE,15,SF,363,60,16.5,121,33.3,22,18.2,13,3,172,1.42,2,18.8,59.1
2017,Emmanuel Sanders,5606,WR,12,DEN,411,87,21.2,113,27.5,22,19.5,13,3,127,1.12,0,18.8,59.1
2017,Bennie Fowler,8914,WR,16,DEN,358,54,15.1,249,69.6,39,15.7,23,3,270,1.08,3,11.5,59
2017,T.Y. Hilton,7092,WR,16,IND,555,102,18.4,204,36.8,39,19.1,23,1,373,1.83,2,4.2,59
2017,Demetrius Harris,8524,TE,16,KC,219,34,15.5,69,31.5,12,17.4,7,2,118,1.71,1,22.2,58.3
2017,J.J. Nelson,9592,WR,16,ARZ,364,59,16.2,96,26.4,12,12.5,7,0,96,1,1,0,58.3
2017,Will Fuller V,10655,WR,10,HST,300,47,15.7,74,24.7,12,16.2,7,3,48,0.65,1,30,58.3
2017,DeVante Parker,9447,WR,13,MIA,458,95,20.7,90,19.7,12,13.3,7,0,82,0.91,0,0,58.3
2017,Chester Rogers,10918,WR,11,IND,270,36,13.3,109,40.4,19,17.4,11,3,157,1.44,1,21.4,57.9
